epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.46051,0.67226,0.0,0.0,0.0,0.0,0.7001,1.13277,0.80199,0.51506,0.80199
2,0.37924,0.60201,0.0,0.0,0.0,0.0,0.7004,0.98125,0.83107,0.53734,0.83107
3,0.36501,0.59247,0.0,0.0,0.0,0.0,0.7004,0.95748,0.83405,0.57288,0.83405
4,0.35617,0.58813,0.0,0.0,0.0,0.0,0.7002,0.9443,0.83487,0.54384,0.83487
5,0.34857,0.58525,0.0,0.0,0.0,0.0,0.7001,0.93382,0.83733,0.5628,0.83733
6,0.34082,0.58334,0.0,0.0,0.0,0.0,0.7005,0.92416,0.83455,0.58106,0.83733
7,0.33674,0.58255,0.0,0.0,0.0,0.0,0.7001,0.91929,0.83291,0.54362,0.83733
8,0.3302,0.58165,0.0,0.0,0.0,0.0,0.7003,0.91185,0.84171,0.56747,0.84171
9,0.32259,0.58223,0.0,0.0,0.0,0.0,0.7004,0.90482,0.84348,0.57016,0.84348
10,0.31891,0.58293,0.0,0.0,0.0,0.0,0.7003,0.90185,0.84026,0.54898,0.84348
11,0.31126,0.58339,0.0,0.0,0.0,0.0,0.7001,0.89465,0.83676,0.58376,0.84348
12,0.30236,0.58362,0.0,0.0,0.0,0.0,0.7,0.88598,0.83666,0.568,0.84348
13,0.29468,0.58623,0.0,0.0,0.0,0.0,0.7003,0.8809,0.82957,0.56312,0.84348
14,0.28491,0.5881,0.0,0.0,0.0,0.0,0.7001,0.87301,0.83829,0.55885,0.84348
15,0.27505,0.58988,0.0,0.0,0.0,0.0,0.7001,0.86493,0.83145,0.58066,0.84348
16,0.2645,0.59282,0.0,0.0,0.0,0.0,0.7,0.85732,0.83299,0.57732,0.84348
17,0.25709,0.59625,0.0,0.0,0.0,0.0,0.7005,0.85335,0.82429,0.57218,0.84348
18,0.23461,0.59928,0.0,0.0,0.0,0.0,0.7003,0.83388,0.82847,0.5289,0.84348
19,0.21715,0.60374,0.0,0.0,0.0,0.0,0.7002,0.82088,0.82733,0.52411,0.84348
20,0.19798,0.60913,0.0,0.0,0.0,0.0,0.7,0.80711,0.82579,0.56796,0.84348
21,0.18469,0.61317,0.0,0.0,0.0,0.0,0.7003,0.79786,0.81678,0.5407,0.84348
22,0.16997,0.6173,0.0,0.0,0.0,0.0,0.7001,0.78727,0.83176,0.58084,0.84348
