epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.45564,1.0261,0.0,0.0,0.0,0.0,0.94,1.48174,0.80538,0.48321,0.80538
2,0.3767,0.92618,0.0,0.0,0.0,0.0,0.94,1.30287,0.82979,0.53077,0.82979
3,0.36331,0.91121,0.0,0.0,0.0,0.0,0.94,1.27452,0.83778,0.59117,0.83778
4,0.35443,0.90573,0.0,0.0,0.0,0.0,0.94,1.26016,0.84033,0.55583,0.84033
5,0.34791,0.90127,0.0,0.0,0.0,0.0,0.94,1.24917,0.83785,0.56629,0.84033
6,0.34147,0.89847,0.0,0.0,0.0,0.0,0.94,1.23994,0.83876,0.58183,0.84033
7,0.33801,0.89885,0.0,0.0,0.0,0.0,0.94,1.23686,0.83386,0.5346,0.84033
8,0.33139,0.89664,0.0,0.0,0.0,0.0,0.94,1.22802,0.84195,0.58042,0.84195
9,0.3252,0.89718,0.0,0.0,0.0,0.0,0.94,1.22238,0.84305,0.57855,0.84305
10,0.32039,0.89741,0.0,0.0,0.0,0.0,0.94,1.2178,0.84061,0.56332,0.84305
11,0.31341,0.89735,0.0,0.0,0.0,0.0,0.94,1.21076,0.841,0.59143,0.84305
12,0.30779,0.89777,0.0,0.0,0.0,0.0,0.94,1.20557,0.84026,0.57283,0.84305
13,0.3003,0.8998,0.0,0.0,0.0,0.0,0.94,1.20011,0.83851,0.5725,0.84305
14,0.29313,0.90153,0.0,0.0,0.0,0.0,0.94,1.19466,0.84064,0.57942,0.84305
15,0.28321,0.90239,0.0,0.0,0.0,0.0,0.94,1.1856,0.83651,0.5665,0.84305
16,0.27602,0.90549,0.0,0.0,0.0,0.0,0.94,1.18151,0.83931,0.59102,0.84305
17,0.26863,0.90866,0.0,0.0,0.0,0.0,0.94,1.1773,0.83542,0.59177,0.84305
18,0.25118,0.9116,0.0,0.0,0.0,0.0,0.94,1.16278,0.83806,0.52785,0.84305
19,0.23771,0.91448,0.0,0.0,0.0,0.0,0.94,1.15219,0.83791,0.5727,0.84305
20,0.22204,0.9198,0.0,0.0,0.0,0.0,0.94,1.14184,0.83382,0.57288,0.84305
21,0.21419,0.92288,0.0,0.0,0.0,0.0,0.94,1.13707,0.83333,0.5871,0.84305
22,0.19811,0.92717,0.0,0.0,0.0,0.0,0.94,1.12528,0.83499,0.56682,0.84305
23,0.18742,0.93073,0.0,0.0,0.0,0.0,0.94,1.11815,0.83564,0.58356,0.84305
24,0.1741,0.93284,0.0,0.0,0.0,0.0,0.94,1.10694,0.84169,0.56481,0.84305
25,0.16343,0.93606,0.0,0.0,0.0,0.0,0.94,1.09949,0.83572,0.56806,0.84305
26,0.15909,0.9369,0.0,0.0,0.0,0.0,0.94,1.09599,0.8316,0.54613,0.84305
27,0.15353,0.93865,0.0,0.0,0.0,0.0,0.94,1.09217,0.83667,0.58245,0.84305
28,0.15127,0.93909,0.0,0.0,0.0,0.0,0.94,1.09036,0.83923,0.58374,0.84305
29,0.14791,0.93986,0.0,0.0,0.0,0.0,0.94,1.08777,0.84114,0.59192,0.84305
30,0.14416,0.94042,0.0,0.0,0.0,0.0,0.94,1.08458,0.84078,0.58306,0.84305
31,0.14199,0.93994,0.0,0.0,0.0,0.0,0.94,1.08193,0.84151,0.56632,0.84305
32,0.13968,0.94086,0.0,0.0,0.0,0.0,0.94,1.08054,0.84107,0.58209,0.84305
33,0.13793,0.93956,0.0,0.0,0.0,0.0,0.94,1.07748,0.84064,0.57798,0.84305
34,0.13719,0.94015,0.0,0.0,0.0,0.0,0.94,1.07734,0.84219,0.5802,0.84305
35,0.13541,0.94004,0.0,0.0,0.0,0.0,0.94,1.07545,0.84131,0.57997,0.84305
