epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.46295,0.57435,0.0,0.0,0.0,0.0,0.6361,1.0373,0.80038,0.50519,0.80038
2,0.37955,0.51095,0.0,0.0,0.0,0.0,0.6364,0.89051,0.83076,0.54405,0.83076
3,0.36621,0.50302,0.0,0.0,0.0,0.0,0.6364,0.86923,0.83171,0.57082,0.83171
4,0.35709,0.49958,0.0,0.0,0.0,0.0,0.6362,0.85667,0.83488,0.5341,0.83488
5,0.34831,0.49624,0.0,0.0,0.0,0.0,0.6361,0.84455,0.83401,0.5512,0.83488
6,0.34115,0.49518,0.0,0.0,0.0,0.0,0.6365,0.83634,0.83409,0.58023,0.83488
7,0.33693,0.49435,0.0,0.0,0.0,0.0,0.636,0.83127,0.83157,0.53798,0.83488
8,0.33027,0.49369,0.0,0.0,0.0,0.0,0.6363,0.82396,0.8412,0.55935,0.8412
9,0.32219,0.49443,0.0,0.0,0.0,0.0,0.6364,0.81662,0.84225,0.56461,0.84225
10,0.31915,0.49496,0.0,0.0,0.0,0.0,0.6364,0.81411,0.83925,0.55312,0.84225
11,0.3111,0.49513,0.0,0.0,0.0,0.0,0.6361,0.80623,0.83735,0.5865,0.84225
12,0.30165,0.49549,0.0,0.0,0.0,0.0,0.636,0.79713,0.83409,0.54883,0.84225
13,0.29303,0.49772,0.0,0.0,0.0,0.0,0.6363,0.79075,0.83005,0.56938,0.84225
14,0.28356,0.49988,0.0,0.0,0.0,0.0,0.636,0.78344,0.83596,0.56279,0.84225
15,0.27196,0.50158,0.0,0.0,0.0,0.0,0.6361,0.77354,0.82622,0.55201,0.84225
16,0.26265,0.5041,0.0,0.0,0.0,0.0,0.6359,0.76675,0.82924,0.59063,0.84225
17,0.25477,0.50727,0.0,0.0,0.0,0.0,0.6365,0.76203,0.81949,0.5728,0.84225
18,0.22894,0.51153,0.0,0.0,0.0,0.0,0.6363,0.74047,0.82036,0.50527,0.84225
19,0.21148,0.51513,0.0,0.0,0.0,0.0,0.6362,0.72661,0.8269,0.54511,0.84225
20,0.19172,0.52032,0.0,0.0,0.0,0.0,0.6359,0.71203,0.8187,0.55282,0.84225
21,0.17686,0.52389,0.0,0.0,0.0,0.0,0.6363,0.70075,0.81821,0.54669,0.84225
22,0.15482,0.52948,0.0,0.0,0.0,0.0,0.636,0.6843,0.82565,0.5778,0.84225
23,0.14121,0.53239,0.0,0.0,0.0,0.0,0.6364,0.6736,0.81607,0.54761,0.84225
24,0.12832,0.5347,0.0,0.0,0.0,0.0,0.6363,0.66302,0.82586,0.56219,0.84225
25,0.11609,0.53844,0.0,0.0,0.0,0.0,0.6361,0.65453,0.82304,0.54303,0.84225
26,0.10881,0.5394,0.0,0.0,0.0,0.0,0.6365,0.6482,0.8207,0.55788,0.84225
27,0.10022,0.54024,0.0,0.0,0.0,0.0,0.6362,0.64046,0.82285,0.56445,0.84225
28,0.09654,0.5408,0.0,0.0,0.0,0.0,0.6361,0.63734,0.82779,0.55844,0.84225
29,0.09337,0.54075,0.0,0.0,0.0,0.0,0.636,0.63411,0.82337,0.55929,0.84225
30,0.09057,0.54122,0.0,0.0,0.0,0.0,0.6361,0.6318,0.82502,0.55312,0.84225
31,0.08799,0.54117,0.0,0.0,0.0,0.0,0.6363,0.62916,0.82802,0.56071,0.84225
32,0.08595,0.54066,0.0,0.0,0.0,0.0,0.6362,0.62661,0.82389,0.5735,0.84225
33,0.08406,0.54097,0.0,0.0,0.0,0.0,0.6364,0.62503,0.83087,0.57215,0.84225
34,0.0841,0.5401,0.0,0.0,0.0,0.0,0.6361,0.6242,0.82861,0.5637,0.84225
35,0.0829,0.54007,0.0,0.0,0.0,0.0,0.636,0.62297,0.83219,0.57675,0.84225
36,0.08206,0.54023,0.0,0.0,0.0,0.0,0.6359,0.62229,0.83131,0.57634,0.84225
37,0.08174,0.53994,0.0,0.0,0.0,0.0,0.6362,0.62167,0.82939,0.56805,0.84225
38,0.08099,0.53962,0.0,0.0,0.0,0.0,0.6364,0.62062,0.82946,0.57514,0.84225
39,0.08083,0.53955,0.0,0.0,0.0,0.0,0.6358,0.62038,0.83098,0.57099,0.84225
40,0.08002,0.5388,0.0,0.0,0.0,0.0,0.6364,0.61883,0.83065,0.56633,0.84225
41,0.07934,0.5392,0.0,0.0,0.0,0.0,0.6364,0.61854,0.831,0.57976,0.84225
42,0.07935,0.53966,0.0,0.0,0.0,0.0,0.6361,0.61901,0.83284,0.55787,0.84225
43,0.07864,0.53887,0.0,0.0,0.0,0.0,0.6365,0.61752,0.832,0.56797,0.84225
44,0.07894,0.53872,0.0,0.0,0.0,0.0,0.6362,0.61766,0.83072,0.57765,0.84225
45,0.07837,0.53916,0.0,0.0,0.0,0.0,0.6363,0.61753,0.83246,0.57436,0.84225
46,0.07918,0.53885,0.0,0.0,0.0,0.0,0.6362,0.61803,0.8307,0.56708,0.84225
47,0.07937,0.54008,0.0,0.0,0.0,0.0,0.6361,0.61945,0.83377,0.57669,0.84225
48,0.07934,0.53875,0.0,0.0,0.0,0.0,0.6362,0.61809,0.83117,0.57643,0.84225
49,0.07828,0.53904,0.0,0.0,0.0,0.0,0.6361,0.61732,0.8323,0.57465,0.84225
50,0.0777,0.53886,0.0,0.0,0.0,0.0,0.6363,0.61656,0.83255,0.57163,0.84225
51,0.07817,0.53871,0.0,0.0,0.0,0.0,0.6359,0.61688,0.83085,0.5859,0.84225
52,0.07755,0.53863,0.0,0.0,0.0,0.0,0.636,0.61617,0.83138,0.56818,0.84225
53,0.07701,0.53783,0.0,0.0,0.0,0.0,0.6365,0.61484,0.83191,0.58003,0.84225
54,0.07714,0.53834,0.0,0.0,0.0,0.0,0.6361,0.61548,0.83273,0.57767,0.84225
55,0.07688,0.5385,0.0,0.0,0.0,0.0,0.6362,0.61538,0.83091,0.57351,0.84225
56,0.07703,0.53801,0.0,0.0,0.0,0.0,0.6359,0.61503,0.83179,0.57803,0.84225
57,0.07707,0.53833,0.0,0.0,0.0,0.0,0.636,0.6154,0.83193,0.56695,0.84225
58,0.07743,0.53797,0.0,0.0,0.0,0.0,0.6362,0.6154,0.83086,0.56974,0.84225
59,0.07645,0.53803,0.0,0.0,0.0,0.0,0.6365,0.61448,0.83228,0.57225,0.84225
60,0.07697,0.53803,0.0,0.0,0.0,0.0,0.6361,0.61501,0.83095,0.57454,0.84225
61,0.07665,0.53816,0.0,0.0,0.0,0.0,0.6363,0.61482,0.83173,0.5744,0.84225
62,0.0769,0.53788,0.0,0.0,0.0,0.0,0.6362,0.61479,0.83095,0.57939,0.84225
63,0.07637,0.53792,0.0,0.0,0.0,0.0,0.6365,0.61429,0.83173,0.57477,0.84225
64,0.0765,0.53768,0.0,0.0,0.0,0.0,0.6363,0.61418,0.83188,0.58014,0.84225
65,0.07666,0.5379,0.0,0.0,0.0,0.0,0.6361,0.61455,0.83211,0.57057,0.84225
66,0.07645,0.53788,0.0,0.0,0.0,0.0,0.6365,0.61433,0.83118,0.56985,0.84225
67,0.07643,0.53768,0.0,0.0,0.0,0.0,0.6362,0.61411,0.83216,0.57592,0.84225
68,0.07607,0.53764,0.0,0.0,0.0,0.0,0.636,0.61371,0.83148,0.56849,0.84225
69,0.07602,0.53713,0.0,0.0,0.0,0.0,0.6361,0.61316,0.83171,0.57795,0.84225
70,0.07597,0.53759,0.0,0.0,0.0,0.0,0.6364,0.61357,0.83186,0.56772,0.84225
71,0.07598,0.53758,0.0,0.0,0.0,0.0,0.6362,0.61356,0.8319,0.57931,0.84225
72,0.07583,0.53726,0.0,0.0,0.0,0.0,0.6361,0.61309,0.83211,0.57514,0.84225
73,0.07589,0.53753,0.0,0.0,0.0,0.0,0.6361,0.61342,0.83133,0.57651,0.84225
74,0.07592,0.53745,0.0,0.0,0.0,0.0,0.6361,0.61336,0.8324,0.57721,0.84225
75,0.07593,0.53777,0.0,0.0,0.0,0.0,0.6363,0.6137,0.83193,0.57469,0.84225
76,0.07589,0.53755,0.0,0.0,0.0,0.0,0.6364,0.61344,0.83161,0.57421,0.84225
77,0.07581,0.53725,0.0,0.0,0.0,0.0,0.6364,0.61305,0.83115,0.57876,0.84225
78,0.07588,0.53738,0.0,0.0,0.0,0.0,0.6361,0.61326,0.83157,0.57165,0.84225
79,0.07545,0.53777,0.0,0.0,0.0,0.0,0.6362,0.61322,0.83164,0.57536,0.84225
80,0.07595,0.53715,0.0,0.0,0.0,0.0,0.6363,0.6131,0.83175,0.57247,0.84225
81,0.07567,0.53705,0.0,0.0,0.0,0.0,0.6361,0.61272,0.8318,0.57593,0.84225
82,0.07553,0.53707,0.0,0.0,0.0,0.0,0.6361,0.61261,0.83138,0.5729,0.84225
83,0.07565,0.53746,0.0,0.0,0.0,0.0,0.6362,0.61311,0.83173,0.57289,0.84225
84,0.07547,0.53708,0.0,0.0,0.0,0.0,0.6365,0.61254,0.83199,0.57456,0.84225
85,0.07561,0.53703,0.0,0.0,0.0,0.0,0.6363,0.61265,0.83136,0.57318,0.84225
86,0.07565,0.53707,0.0,0.0,0.0,0.0,0.6367,0.61273,0.83141,0.57451,0.84225
87,0.07542,0.53743,0.0,0.0,0.0,0.0,0.6361,0.61285,0.83158,0.57493,0.84225
88,0.07523,0.53674,0.0,0.0,0.0,0.0,0.6366,0.61197,0.83147,0.57648,0.84225
89,0.07552,0.53731,0.0,0.0,0.0,0.0,0.6361,0.61284,0.83121,0.57401,0.84225
90,0.07576,0.53702,0.0,0.0,0.0,0.0,0.6364,0.61278,0.83153,0.57488,0.84225
91,0.07545,0.53704,0.0,0.0,0.0,0.0,0.6362,0.6125,0.8316,0.57477,0.84225
92,0.07548,0.53723,0.0,0.0,0.0,0.0,0.6362,0.61271,0.83152,0.57553,0.84225
93,0.07533,0.53709,0.0,0.0,0.0,0.0,0.6361,0.61242,0.83164,0.57456,0.84225
94,0.07536,0.53674,0.0,0.0,0.0,0.0,0.6364,0.6121,0.83166,0.5721,0.84225
95,0.07556,0.5371,0.0,0.0,0.0,0.0,0.6363,0.61266,0.83169,0.57396,0.84225
96,0.07535,0.53701,0.0,0.0,0.0,0.0,0.636,0.61236,0.83172,0.57417,0.84225
97,0.07525,0.53699,0.0,0.0,0.0,0.0,0.6362,0.61224,0.83173,0.57578,0.84225
98,0.07565,0.53712,0.0,0.0,0.0,0.0,0.6365,0.61278,0.83148,0.57619,0.84225
99,0.07522,0.53695,0.0,0.0,0.0,0.0,0.6365,0.61218,0.83147,0.57474,0.84225
100,0.07521,0.53703,0.0,0.0,0.0,0.0,0.6365,0.61223,0.83164,0.57434,0.84225
