epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.46348,0.53115,0.0,0.0,0.0,0.0,0.6002,0.99462,0.79782,0.4967,0.79782
2,0.37967,0.47155,0.0,0.0,0.0,0.0,0.6005,0.85121,0.82945,0.54367,0.82945
3,0.36675,0.46445,0.0,0.0,0.0,0.0,0.6006,0.8312,0.83217,0.57399,0.83217
4,0.3575,0.46129,0.0,0.0,0.0,0.0,0.6003,0.81879,0.8348,0.52923,0.8348
5,0.34868,0.45788,0.0,0.0,0.0,0.0,0.6002,0.80656,0.83405,0.54196,0.8348
6,0.34143,0.45714,0.0,0.0,0.0,0.0,0.6007,0.79857,0.8322,0.56673,0.8348
7,0.3372,0.45627,0.0,0.0,0.0,0.0,0.6001,0.79347,0.83101,0.54449,0.8348
8,0.33012,0.45557,0.0,0.0,0.0,0.0,0.6004,0.78569,0.84009,0.56619,0.84009
9,0.32241,0.45662,0.0,0.0,0.0,0.0,0.6005,0.77904,0.84109,0.558,0.84109
10,0.31981,0.45707,0.0,0.0,0.0,0.0,0.6004,0.77688,0.8389,0.55391,0.84109
11,0.31067,0.45693,0.0,0.0,0.0,0.0,0.6002,0.76759,0.83512,0.58451,0.84109
12,0.3018,0.45775,0.0,0.0,0.0,0.0,0.6001,0.75956,0.83218,0.55139,0.84109
13,0.29317,0.45992,0.0,0.0,0.0,0.0,0.6004,0.75308,0.82859,0.57057,0.84109
14,0.28412,0.4617,0.0,0.0,0.0,0.0,0.6001,0.74582,0.83201,0.51003,0.84109
15,0.27166,0.46336,0.0,0.0,0.0,0.0,0.6002,0.73502,0.82635,0.54209,0.84109
16,0.25794,0.46647,0.0,0.0,0.0,0.0,0.6,0.72441,0.82769,0.57544,0.84109
17,0.25099,0.469,0.0,0.0,0.0,0.0,0.6006,0.71999,0.82054,0.56081,0.84109
18,0.22833,0.47294,0.0,0.0,0.0,0.0,0.6004,0.70127,0.82093,0.51205,0.84109
19,0.20823,0.47737,0.0,0.0,0.0,0.0,0.6003,0.68561,0.82628,0.56714,0.84109
20,0.1901,0.48231,0.0,0.0,0.0,0.0,0.6,0.67241,0.81673,0.52716,0.84109
21,0.17205,0.48603,0.0,0.0,0.0,0.0,0.6004,0.65809,0.8167,0.55751,0.84109
22,0.14942,0.49121,0.0,0.0,0.0,0.0,0.6001,0.64062,0.82466,0.57429,0.84109
23,0.13283,0.4953,0.0,0.0,0.0,0.0,0.6004,0.62812,0.81743,0.56443,0.84109
24,0.12157,0.49714,0.0,0.0,0.0,0.0,0.6004,0.61871,0.82669,0.59179,0.84109
25,0.10874,0.50042,0.0,0.0,0.0,0.0,0.6002,0.60916,0.81406,0.53625,0.84109
26,0.10166,0.50135,0.0,0.0,0.0,0.0,0.6006,0.60301,0.81811,0.55984,0.84109
27,0.09359,0.50235,0.0,0.0,0.0,0.0,0.6003,0.59594,0.81771,0.55691,0.84109
28,0.0913,0.50237,0.0,0.0,0.0,0.0,0.6002,0.59367,0.824,0.56319,0.84109
29,0.0877,0.50267,0.0,0.0,0.0,0.0,0.6001,0.59037,0.82178,0.54104,0.84109
30,0.08508,0.50334,0.0,0.0,0.0,0.0,0.6002,0.58842,0.82535,0.56542,0.84109
31,0.08261,0.50289,0.0,0.0,0.0,0.0,0.6003,0.5855,0.82351,0.55314,0.84109
32,0.08092,0.50235,0.0,0.0,0.0,0.0,0.6003,0.58327,0.82475,0.56852,0.84109
