epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.45801,0.85594,0.0,0.0,0.0,0.0,0.0,1.31395,0.82034,0.53958,0.82034
2,0.38219,0.32699,0.0,0.0,0.0,0.0,0.0,0.70918,0.83442,0.58079,0.83442
3,0.36971,0.24795,0.0,0.0,0.0,0.0,0.0,0.61766,0.83512,0.56322,0.83512
4,0.36228,0.2147,0.0,0.0,0.0,0.0,0.0,0.57698,0.84017,0.59044,0.84017
5,0.35921,0.204,0.0,0.0,0.0,0.0,0.0,0.56321,0.83741,0.56887,0.84017
6,0.35391,0.19003,0.0,0.0,0.0,0.0,0.0,0.54394,0.84208,0.5901,0.84208
7,0.35189,0.17962,0.0,0.0,0.0,0.0,0.0,0.53151,0.84333,0.58127,0.84333
8,0.3477,0.16375,0.0,0.0,0.0,0.0,0.0,0.51145,0.84408,0.59456,0.84408
9,0.34352,0.16261,0.0,0.0,0.0,0.0,0.0,0.50612,0.84599,0.58239,0.84599
10,0.34356,0.1591,0.0,0.0,0.0,0.0,0.0,0.50266,0.84617,0.57712,0.84617
11,0.33962,0.15773,0.0,0.0,0.0,0.0,0.0,0.49735,0.84571,0.57664,0.84617
12,0.33792,0.14949,0.0,0.0,0.0,0.0,0.0,0.48741,0.84518,0.58413,0.84617
13,0.33697,0.15842,0.0,0.0,0.0,0.0,0.0,0.49539,0.84812,0.58732,0.84812
14,0.33473,0.15066,0.0,0.0,0.0,0.0,0.0,0.48539,0.84609,0.59352,0.84812
15,0.33257,0.14701,0.0,0.0,0.0,0.0,0.0,0.47957,0.84524,0.59596,0.84812
16,0.33171,0.14744,0.0,0.0,0.0,0.0,0.0,0.47915,0.84761,0.59114,0.84812
17,0.3302,0.14906,0.0,0.0,0.0,0.0,0.0,0.47926,0.84601,0.5766,0.84812
18,0.3273,0.14051,0.0,0.0,0.0,0.0,0.0,0.46781,0.8473,0.58278,0.84812
19,0.3254,0.13813,0.0,0.0,0.0,0.0,0.0,0.46353,0.84811,0.58396,0.84812
20,0.32151,0.13402,0.0,0.0,0.0,0.0,0.0,0.45553,0.8471,0.58903,0.84812
21,0.32008,0.13732,0.0,0.0,0.0,0.0,0.0,0.4574,0.84995,0.58789,0.84995
22,0.31546,0.1328,0.0,0.0,0.0,0.0,0.0,0.44826,0.84709,0.58073,0.84995
23,0.31376,0.13559,0.0,0.0,0.0,0.0,0.0,0.44935,0.84782,0.5969,0.84995
24,0.31143,0.13301,0.0,0.0,0.0,0.0,0.0,0.44444,0.84991,0.58357,0.84995
25,0.30923,0.1336,0.0,0.0,0.0,0.0,0.0,0.44284,0.84684,0.56926,0.84995
26,0.30786,0.13385,0.0,0.0,0.0,0.0,0.0,0.44171,0.84832,0.57816,0.84995
27,0.30281,0.13091,0.0,0.0,0.0,0.0,0.0,0.43372,0.84822,0.58993,0.84995
28,0.30396,0.13484,0.0,0.0,0.0,0.0,0.0,0.4388,0.84649,0.59377,0.84995
29,0.29962,0.13266,0.0,0.0,0.0,0.0,0.0,0.43228,0.84888,0.5931,0.84995
30,0.29833,0.13259,0.0,0.0,0.0,0.0,0.0,0.43091,0.8471,0.58378,0.84995
31,0.29633,0.13502,0.0,0.0,0.0,0.0,0.0,0.43135,0.84927,0.58374,0.84995
32,0.29544,0.13655,0.0,0.0,0.0,0.0,0.0,0.43199,0.84792,0.57505,0.84995
33,0.29309,0.13256,0.0,0.0,0.0,0.0,0.0,0.42565,0.84699,0.58506,0.84995
34,0.29063,0.13516,0.0,0.0,0.0,0.0,0.0,0.42579,0.84792,0.59003,0.84995
35,0.28674,0.13057,0.0,0.0,0.0,0.0,0.0,0.41731,0.84743,0.58323,0.84995
36,0.28512,0.13235,0.0,0.0,0.0,0.0,0.0,0.41747,0.84761,0.5923,0.84995
37,0.28387,0.13308,0.0,0.0,0.0,0.0,0.0,0.41695,0.84731,0.59236,0.84995
38,0.28079,0.13212,0.0,0.0,0.0,0.0,0.0,0.41291,0.84943,0.59205,0.84995
39,0.28039,0.13359,0.0,0.0,0.0,0.0,0.0,0.41398,0.84626,0.58732,0.84995
40,0.27801,0.12944,0.0,0.0,0.0,0.0,0.0,0.40745,0.84793,0.58646,0.84995
41,0.27653,0.13392,0.0,0.0,0.0,0.0,0.0,0.41046,0.84928,0.59548,0.84995
42,0.27629,0.134,0.0,0.0,0.0,0.0,0.0,0.41029,0.84795,0.59196,0.84995
43,0.27323,0.13072,0.0,0.0,0.0,0.0,0.0,0.40395,0.84703,0.59202,0.84995
44,0.27202,0.13089,0.0,0.0,0.0,0.0,0.0,0.40291,0.84711,0.59995,0.84995
45,0.27057,0.13345,0.0,0.0,0.0,0.0,0.0,0.40403,0.84702,0.59888,0.84995
46,0.27063,0.13387,0.0,0.0,0.0,0.0,0.0,0.4045,0.84878,0.5899,0.84995
47,0.27176,0.13527,0.0,0.0,0.0,0.0,0.0,0.40702,0.84689,0.5982,0.84995
48,0.27054,0.13309,0.0,0.0,0.0,0.0,0.0,0.40364,0.84755,0.58523,0.84995
49,0.26722,0.13183,0.0,0.0,0.0,0.0,0.0,0.39905,0.84829,0.58671,0.84995
50,0.26578,0.13279,0.0,0.0,0.0,0.0,0.0,0.39857,0.84793,0.5935,0.84995
51,0.2664,0.13412,0.0,0.0,0.0,0.0,0.0,0.40052,0.84771,0.59748,0.84995
