epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.45533,1.0919,0.0,0.0,0.0,0.000216,0.0,1.54724,0.80677,0.48482,0.80677
2,0.37642,0.98711,0.0,0.0,0.0,0.00011,0.0,1.36353,0.82876,0.53402,0.82876
3,0.36373,0.97214,0.0,0.0,0.0,0.000118,0.0,1.33587,0.83856,0.59314,0.83856
4,0.35432,0.96582,0.0,0.0,0.0,0.000127,0.0,1.32013,0.83947,0.57061,0.83947
5,0.34781,0.96112,0.0,0.0,0.0,0.000126,0.0,1.30893,0.83939,0.57238,0.83947
6,0.34144,0.95882,0.0,0.0,0.0,0.000133,0.0,1.30026,0.83779,0.58119,0.83947
7,0.33879,0.95931,0.0,0.0,0.0,0.00014,0.0,1.29811,0.8353,0.54239,0.83947
8,0.33191,0.95661,0.0,0.0,0.0,0.000142,0.0,1.28851,0.84198,0.57682,0.84198
9,0.32531,0.95676,0.0,0.0,0.0,0.000154,0.0,1.28207,0.84226,0.57825,0.84226
10,0.32152,0.95721,0.0,0.0,0.0,0.00016,0.0,1.27873,0.84113,0.56802,0.84226
11,0.3148,0.95716,0.0,0.0,0.0,0.000152,0.0,1.27197,0.83993,0.59394,0.84226
12,0.30913,0.95709,0.0,0.0,0.0,0.000163,0.0,1.26621,0.84029,0.56573,0.84226
13,0.30173,0.95896,0.0,0.0,0.0,0.000175,0.0,1.26068,0.83957,0.58235,0.84226
14,0.29404,0.96054,0.0,0.0,0.0,0.000184,0.0,1.25459,0.84336,0.57346,0.84336
15,0.28487,0.96121,0.0,0.0,0.0,0.000192,0.0,1.24608,0.83499,0.56101,0.84336
16,0.27753,0.96479,0.0,0.0,0.0,0.000199,0.0,1.24232,0.83943,0.58889,0.84336
17,0.27151,0.96792,0.0,0.0,0.0,0.000214,0.0,1.23943,0.83244,0.59341,0.84336
18,0.25563,0.96985,0.0,0.0,0.0,0.000228,0.0,1.22548,0.83531,0.53721,0.84336
19,0.23963,0.97341,0.0,0.0,0.0,0.000248,0.0,1.21305,0.8377,0.56301,0.84336
20,0.22507,0.97789,0.0,0.0,0.0,0.000269,0.0,1.20296,0.83614,0.57111,0.84336
21,0.2139,0.98206,0.0,0.0,0.0,0.00029,0.0,1.19596,0.83403,0.56507,0.84336
22,0.19869,0.98609,0.0,0.0,0.0,0.000306,0.0,1.18479,0.83744,0.55548,0.84336
23,0.18983,0.9891,0.0,0.0,0.0,0.000316,0.0,1.17894,0.83533,0.57748,0.84336
24,0.17974,0.99092,0.0,0.0,0.0,0.000329,0.0,1.17066,0.84025,0.58394,0.84336
25,0.17012,0.99471,0.0,0.0,0.0,0.00035,0.0,1.16483,0.83623,0.55828,0.84336
26,0.1638,0.9952,0.0,0.0,0.0,0.000354,0.0,1.159,0.83423,0.577,0.84336
27,0.15701,0.99725,0.0,0.0,0.0,0.000365,0.0,1.15426,0.83678,0.56901,0.84336
28,0.15539,0.99817,0.0,0.0,0.0,0.00037,0.0,1.15355,0.83773,0.58739,0.84336
29,0.153,0.99828,0.0,0.0,0.0,0.000364,0.0,1.15128,0.83852,0.58288,0.84336
30,0.14892,0.99915,0.0,0.0,0.0,0.000379,0.0,1.14807,0.83653,0.56416,0.84336
31,0.14681,0.99865,0.0,0.0,0.0,0.000387,0.0,1.14546,0.83753,0.57351,0.84336
32,0.14494,0.9998,0.0,0.0,0.0,0.000384,0.0,1.14474,0.8352,0.56925,0.84336
33,0.14338,0.99862,0.0,0.0,0.0,0.000386,0.0,1.142,0.83909,0.58034,0.84336
34,0.14242,0.99875,0.0,0.0,0.0,0.000386,0.0,1.14116,0.8393,0.56637,0.84336
