epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.45533,1.09191,0.0,0.0,0.0,0.000216,0.0,1.54723,0.80628,0.48731,0.80628
2,0.3764,0.98713,0.0,0.0,0.0,0.00011,0.0,1.36352,0.82884,0.5319,0.82884
3,0.36386,0.9723,0.0,0.0,0.0,0.000118,0.0,1.33616,0.83842,0.59488,0.83842
4,0.35437,0.9659,0.0,0.0,0.0,0.000127,0.0,1.32026,0.83938,0.57269,0.83938
5,0.34778,0.96103,0.0,0.0,0.0,0.000125,0.0,1.30882,0.83891,0.56947,0.83938
6,0.34143,0.95877,0.0,0.0,0.0,0.000133,0.0,1.3002,0.83822,0.57965,0.83938
7,0.33881,0.95914,0.0,0.0,0.0,0.00014,0.0,1.29795,0.8359,0.55349,0.83938
8,0.33179,0.95658,0.0,0.0,0.0,0.000142,0.0,1.28837,0.84159,0.5767,0.84159
9,0.32605,0.95716,0.0,0.0,0.0,0.000155,0.0,1.28322,0.84189,0.58008,0.84189
10,0.32181,0.95716,0.0,0.0,0.0,0.00016,0.0,1.27897,0.84101,0.56629,0.84189
11,0.31489,0.95714,0.0,0.0,0.0,0.000152,0.0,1.27204,0.84063,0.58698,0.84189
12,0.30957,0.95736,0.0,0.0,0.0,0.000164,0.0,1.26693,0.84106,0.57065,0.84189
13,0.30207,0.95916,0.0,0.0,0.0,0.000174,0.0,1.26124,0.839,0.57857,0.84189
14,0.29435,0.96052,0.0,0.0,0.0,0.000184,0.0,1.25487,0.84464,0.57773,0.84464
15,0.2846,0.96112,0.0,0.0,0.0,0.000194,0.0,1.24571,0.83548,0.55923,0.84464
16,0.27869,0.965,0.0,0.0,0.0,0.0002,0.0,1.24369,0.83971,0.5824,0.84464
17,0.27299,0.96777,0.0,0.0,0.0,0.000212,0.0,1.24076,0.83503,0.59088,0.84464
18,0.25681,0.9697,0.0,0.0,0.0,0.000228,0.0,1.22652,0.83802,0.55367,0.84464
19,0.24203,0.9727,0.0,0.0,0.0,0.000243,0.0,1.21473,0.83862,0.57456,0.84464
20,0.22752,0.97765,0.0,0.0,0.0,0.000263,0.0,1.20517,0.83567,0.56723,0.84464
21,0.2163,0.9815,0.0,0.0,0.0,0.000286,0.0,1.19779,0.8355,0.58815,0.84464
22,0.19989,0.98564,0.0,0.0,0.0,0.000305,0.0,1.18553,0.83757,0.572,0.84464
23,0.19002,0.98903,0.0,0.0,0.0,0.000317,0.0,1.17905,0.83387,0.57793,0.84464
24,0.18118,0.99053,0.0,0.0,0.0,0.000326,0.0,1.17172,0.83816,0.57564,0.84464
25,0.16943,0.99486,0.0,0.0,0.0,0.000348,0.0,1.1643,0.83405,0.55086,0.84464
26,0.16352,0.99535,0.0,0.0,0.0,0.000356,0.0,1.15887,0.82837,0.56942,0.84464
27,0.15776,0.99727,0.0,0.0,0.0,0.000364,0.0,1.15503,0.83297,0.5776,0.84464
28,0.15569,0.99756,0.0,0.0,0.0,0.000366,0.0,1.15325,0.83739,0.5927,0.84464
29,0.15223,0.99834,0.0,0.0,0.0,0.000365,0.0,1.15057,0.83755,0.57188,0.84464
30,0.149,0.99917,0.0,0.0,0.0,0.000378,0.0,1.14817,0.8361,0.57527,0.84464
31,0.14702,0.99857,0.0,0.0,0.0,0.000386,0.0,1.14559,0.83654,0.57788,0.84464
32,0.14529,0.99941,0.0,0.0,0.0,0.000381,0.0,1.14471,0.83582,0.57032,0.84464
33,0.14345,0.99862,0.0,0.0,0.0,0.000386,0.0,1.14208,0.83629,0.57839,0.84464
34,0.14244,0.9991,0.0,0.0,0.0,0.000386,0.0,1.14154,0.83611,0.57792,0.84464
35,0.14095,0.9989,0.0,0.0,0.0,0.00039,0.0,1.13985,0.83772,0.57862,0.84464
36,0.14051,0.99979,0.0,0.0,0.0,0.000392,0.0,1.1403,0.83638,0.58549,0.84464
37,0.14048,0.99895,0.0,0.0,0.0,0.00039,0.0,1.13944,0.83738,0.57816,0.84464
38,0.13843,0.99871,0.0,0.0,0.0,0.000391,0.0,1.13714,0.83724,0.57437,0.84464
39,0.13861,0.99964,0.0,0.0,0.0,0.0004,0.0,1.13825,0.83839,0.57021,0.84464
