epoch,bce,kd,crf,feat,att,label_corr,akd_weight,total,val_auc,val_f1,best_val_auc
1,0.45576,1.0402,0.0,0.0,0.0,0.0,0.95,1.49596,0.80416,0.48543,0.80416
2,0.37674,0.93824,0.0,0.0,0.0,0.0,0.95,1.31497,0.8301,0.53281,0.8301
3,0.3634,0.92336,0.0,0.0,0.0,0.0,0.95,1.28676,0.8368,0.58972,0.8368
4,0.3542,0.91746,0.0,0.0,0.0,0.0,0.95,1.27167,0.84003,0.55426,0.84003
5,0.34804,0.91337,0.0,0.0,0.0,0.0,0.95,1.26142,0.83892,0.566,0.84003
6,0.34155,0.91047,0.0,0.0,0.0,0.0,0.95,1.25202,0.8382,0.5841,0.84003
7,0.33828,0.91081,0.0,0.0,0.0,0.0,0.95,1.24909,0.83443,0.53977,0.84003
8,0.33146,0.90851,0.0,0.0,0.0,0.0,0.95,1.23997,0.84228,0.58477,0.84228
9,0.32456,0.90869,0.0,0.0,0.0,0.0,0.95,1.23326,0.84287,0.57579,0.84287
10,0.32065,0.90931,0.0,0.0,0.0,0.0,0.95,1.22995,0.84097,0.56971,0.84287
11,0.31359,0.90912,0.0,0.0,0.0,0.0,0.95,1.22272,0.84014,0.59484,0.84287
12,0.30814,0.90951,0.0,0.0,0.0,0.0,0.95,1.21766,0.83898,0.5714,0.84287
13,0.30098,0.91162,0.0,0.0,0.0,0.0,0.95,1.2126,0.83624,0.57726,0.84287
14,0.29375,0.91322,0.0,0.0,0.0,0.0,0.95,1.20697,0.84294,0.57622,0.84294
15,0.28337,0.91403,0.0,0.0,0.0,0.0,0.95,1.1974,0.83657,0.57423,0.84294
16,0.27762,0.91716,0.0,0.0,0.0,0.0,0.95,1.19478,0.83621,0.57421,0.84294
17,0.27052,0.92067,0.0,0.0,0.0,0.0,0.95,1.19119,0.83603,0.58896,0.84294
18,0.25399,0.92242,0.0,0.0,0.0,0.0,0.95,1.17641,0.8371,0.5327,0.84294
19,0.23882,0.9255,0.0,0.0,0.0,0.0,0.95,1.16432,0.83606,0.55366,0.84294
20,0.22464,0.9304,0.0,0.0,0.0,0.0,0.95,1.15505,0.83612,0.57363,0.84294
21,0.21333,0.93432,0.0,0.0,0.0,0.0,0.95,1.14765,0.8307,0.57724,0.84294
22,0.19752,0.93867,0.0,0.0,0.0,0.0,0.95,1.13619,0.83657,0.57332,0.84294
23,0.18892,0.94206,0.0,0.0,0.0,0.0,0.95,1.13098,0.83052,0.55522,0.84294
24,0.17769,0.94342,0.0,0.0,0.0,0.0,0.95,1.12111,0.83881,0.55722,0.84294
25,0.16584,0.94765,0.0,0.0,0.0,0.0,0.95,1.11349,0.83461,0.54749,0.84294
26,0.16075,0.94803,0.0,0.0,0.0,0.0,0.95,1.10879,0.83198,0.56948,0.84294
27,0.15393,0.94988,0.0,0.0,0.0,0.0,0.95,1.10381,0.83488,0.56711,0.84294
28,0.15109,0.95067,0.0,0.0,0.0,0.0,0.95,1.10176,0.83693,0.57121,0.84294
29,0.14882,0.95109,0.0,0.0,0.0,0.0,0.95,1.09991,0.83932,0.58487,0.84294
30,0.14499,0.95163,0.0,0.0,0.0,0.0,0.95,1.09662,0.83782,0.58624,0.84294
31,0.14311,0.9514,0.0,0.0,0.0,0.0,0.95,1.0945,0.83865,0.56165,0.84294
32,0.14173,0.95218,0.0,0.0,0.0,0.0,0.95,1.09391,0.83568,0.58068,0.84294
33,0.13975,0.95124,0.0,0.0,0.0,0.0,0.95,1.09099,0.8393,0.57937,0.84294
34,0.13869,0.95133,0.0,0.0,0.0,0.0,0.95,1.09002,0.8396,0.57093,0.84294
35,0.13693,0.95167,0.0,0.0,0.0,0.0,0.95,1.08861,0.83847,0.56711,0.84294
36,0.13656,0.95221,0.0,0.0,0.0,0.0,0.95,1.08877,0.83798,0.57065,0.84294
37,0.13663,0.95171,0.0,0.0,0.0,0.0,0.95,1.08834,0.83799,0.58109,0.84294
38,0.13532,0.9513,0.0,0.0,0.0,0.0,0.95,1.08662,0.83894,0.57418,0.84294
39,0.13545,0.95209,0.0,0.0,0.0,0.0,0.95,1.08753,0.83913,0.56757,0.84294
40,0.1341,0.95019,0.0,0.0,0.0,0.0,0.95,1.08429,0.83844,0.57875,0.84294
41,0.13341,0.95154,0.0,0.0,0.0,0.0,0.95,1.08495,0.83951,0.57173,0.84294
42,0.13388,0.95218,0.0,0.0,0.0,0.0,0.95,1.08606,0.83943,0.57345,0.84294
43,0.1322,0.9507,0.0,0.0,0.0,0.0,0.95,1.0829,0.84013,0.56881,0.84294
44,0.13285,0.95087,0.0,0.0,0.0,0.0,0.95,1.08372,0.83948,0.5728,0.84294
45,0.13236,0.95165,0.0,0.0,0.0,0.0,0.95,1.08401,0.8387,0.5801,0.84294
46,0.13331,0.95133,0.0,0.0,0.0,0.0,0.95,1.08464,0.84043,0.58309,0.84294
47,0.13384,0.95263,0.0,0.0,0.0,0.0,0.95,1.08646,0.83951,0.575,0.84294
48,0.1329,0.95102,0.0,0.0,0.0,0.0,0.95,1.08392,0.83978,0.57271,0.84294
49,0.13135,0.95158,0.0,0.0,0.0,0.0,0.95,1.08293,0.83987,0.56777,0.84294
50,0.13097,0.95116,0.0,0.0,0.0,0.0,0.95,1.08213,0.83952,0.58388,0.84294
51,0.13153,0.95204,0.0,0.0,0.0,0.0,0.95,1.08358,0.84107,0.58156,0.84294
52,0.13102,0.95134,0.0,0.0,0.0,0.0,0.95,1.08236,0.84112,0.57212,0.84294
53,0.13009,0.94987,0.0,0.0,0.0,0.0,0.95,1.07996,0.84007,0.57706,0.84294
54,0.13068,0.9513,0.0,0.0,0.0,0.0,0.95,1.08198,0.84061,0.58078,0.84294
55,0.13028,0.9511,0.0,0.0,0.0,0.0,0.95,1.08138,0.84045,0.57808,0.84294
56,0.13057,0.9513,0.0,0.0,0.0,0.0,0.95,1.08187,0.84157,0.57402,0.84294
57,0.13048,0.95171,0.0,0.0,0.0,0.0,0.95,1.08219,0.83996,0.57364,0.84294
58,0.13079,0.95085,0.0,0.0,0.0,0.0,0.95,1.08164,0.8404,0.57299,0.84294
59,0.12927,0.95037,0.0,0.0,0.0,0.0,0.95,1.07964,0.84128,0.57332,0.84294
60,0.1303,0.95122,0.0,0.0,0.0,0.0,0.95,1.08152,0.84095,0.56835,0.84294
61,0.12976,0.95074,0.0,0.0,0.0,0.0,0.95,1.08049,0.84065,0.57532,0.84294
62,0.12984,0.9508,0.0,0.0,0.0,0.0,0.95,1.08064,0.84031,0.57962,0.84294
63,0.12947,0.9503,0.0,0.0,0.0,0.0,0.95,1.07977,0.84099,0.57862,0.84294
64,0.12932,0.95033,0.0,0.0,0.0,0.0,0.95,1.07965,0.84074,0.57775,0.84294
65,0.12954,0.95114,0.0,0.0,0.0,0.0,0.95,1.08068,0.84051,0.57209,0.84294
66,0.12951,0.95026,0.0,0.0,0.0,0.0,0.95,1.07977,0.84097,0.57371,0.84294
67,0.12944,0.95055,0.0,0.0,0.0,0.0,0.95,1.07999,0.84043,0.58198,0.84294
68,0.12889,0.95091,0.0,0.0,0.0,0.0,0.95,1.0798,0.8407,0.57439,0.84294
69,0.12912,0.95005,0.0,0.0,0.0,0.0,0.95,1.07917,0.8414,0.577,0.84294
70,0.12904,0.95018,0.0,0.0,0.0,0.0,0.95,1.07922,0.84127,0.5729,0.84294
71,0.129,0.95056,0.0,0.0,0.0,0.0,0.95,1.07956,0.84092,0.57353,0.84294
72,0.12867,0.95035,0.0,0.0,0.0,0.0,0.95,1.07902,0.84091,0.57734,0.84294
73,0.12887,0.95036,0.0,0.0,0.0,0.0,0.95,1.07924,0.84105,0.57696,0.84294
74,0.1286,0.95073,0.0,0.0,0.0,0.0,0.95,1.07933,0.84171,0.57944,0.84294
75,0.12907,0.95065,0.0,0.0,0.0,0.0,0.95,1.07972,0.84091,0.57548,0.84294
76,0.12859,0.9502,0.0,0.0,0.0,0.0,0.95,1.0788,0.84118,0.57465,0.84294
77,0.12862,0.94986,0.0,0.0,0.0,0.0,0.95,1.07848,0.84075,0.57436,0.84294
78,0.12852,0.95053,0.0,0.0,0.0,0.0,0.95,1.07905,0.84083,0.57197,0.84294
79,0.12828,0.95058,0.0,0.0,0.0,0.0,0.95,1.07887,0.84088,0.57472,0.84294
80,0.12871,0.95001,0.0,0.0,0.0,0.0,0.95,1.07872,0.8412,0.57339,0.84294
81,0.1285,0.94999,0.0,0.0,0.0,0.0,0.95,1.07849,0.84125,0.57568,0.84294
82,0.1283,0.95021,0.0,0.0,0.0,0.0,0.95,1.07851,0.84105,0.57555,0.84294
83,0.1285,0.95045,0.0,0.0,0.0,0.0,0.95,1.07896,0.84125,0.57632,0.84294
84,0.12821,0.94954,0.0,0.0,0.0,0.0,0.95,1.07774,0.84135,0.57521,0.84294
85,0.12825,0.94969,0.0,0.0,0.0,0.0,0.95,1.07794,0.84117,0.57433,0.84294
86,0.12831,0.94931,0.0,0.0,0.0,0.0,0.95,1.07762,0.84136,0.57737,0.84294
87,0.12793,0.9507,0.0,0.0,0.0,0.0,0.95,1.07862,0.84135,0.57583,0.84294
88,0.12799,0.94883,0.0,0.0,0.0,0.0,0.95,1.07682,0.84128,0.57582,0.84294
89,0.12811,0.95059,0.0,0.0,0.0,0.0,0.95,1.0787,0.84142,0.57519,0.84294
90,0.12847,0.9498,0.0,0.0,0.0,0.0,0.95,1.07827,0.84132,0.57361,0.84294
91,0.12809,0.94996,0.0,0.0,0.0,0.0,0.95,1.07805,0.84134,0.57518,0.84294
92,0.12802,0.95023,0.0,0.0,0.0,0.0,0.95,1.07825,0.84127,0.57438,0.84294
93,0.12801,0.95019,0.0,0.0,0.0,0.0,0.95,1.0782,0.84134,0.57491,0.84294
94,0.12787,0.94948,0.0,0.0,0.0,0.0,0.95,1.07735,0.84139,0.573,0.84294
95,0.1283,0.94974,0.0,0.0,0.0,0.0,0.95,1.07803,0.84137,0.57608,0.84294
96,0.12795,0.95028,0.0,0.0,0.0,0.0,0.95,1.07823,0.84138,0.57384,0.84294
97,0.12788,0.94986,0.0,0.0,0.0,0.0,0.95,1.07774,0.84133,0.5755,0.84294
98,0.12832,0.94952,0.0,0.0,0.0,0.0,0.95,1.07785,0.84144,0.57763,0.84294
99,0.12772,0.94939,0.0,0.0,0.0,0.0,0.95,1.07711,0.84128,0.57443,0.84294
100,0.12783,0.94948,0.0,0.0,0.0,0.0,0.95,1.07731,0.84141,0.57517,0.84294
