epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.45813,0.85225,0.0,0.0,1.31038,0.82108,0.82108
2,0.38256,0.32638,0.0,0.0,0.70894,0.83415,0.83415
3,0.36999,0.24748,0.0,0.0,0.61747,0.83539,0.83539
4,0.36281,0.21344,0.0,0.0,0.57626,0.84103,0.84103
5,0.36004,0.20501,0.0,0.0,0.56505,0.83868,0.84103
6,0.35456,0.18958,0.0,0.0,0.54414,0.84094,0.84103
7,0.35241,0.17844,0.0,0.0,0.53085,0.84369,0.84369
8,0.34851,0.16361,0.0,0.0,0.51211,0.84345,0.84369
9,0.34431,0.16172,0.0,0.0,0.50604,0.84641,0.84641
10,0.34423,0.15804,0.0,0.0,0.50228,0.84715,0.84715
11,0.34014,0.15631,0.0,0.0,0.49645,0.84579,0.84715
12,0.33824,0.14765,0.0,0.0,0.48589,0.84511,0.84715
13,0.33756,0.15819,0.0,0.0,0.49575,0.8481,0.8481
14,0.33539,0.14976,0.0,0.0,0.48516,0.84568,0.8481
15,0.33294,0.14446,0.0,0.0,0.4774,0.84529,0.8481
16,0.33203,0.14606,0.0,0.0,0.47809,0.84754,0.8481
17,0.33052,0.14785,0.0,0.0,0.47837,0.846,0.8481
18,0.32762,0.13909,0.0,0.0,0.4667,0.84736,0.8481
19,0.32573,0.13704,0.0,0.0,0.46277,0.84806,0.8481
20,0.32189,0.13227,0.0,0.0,0.45416,0.84769,0.8481
21,0.32003,0.13527,0.0,0.0,0.4553,0.84972,0.84972
22,0.3158,0.1317,0.0,0.0,0.4475,0.84642,0.84972
23,0.3141,0.13431,0.0,0.0,0.44841,0.848,0.84972
24,0.31205,0.13238,0.0,0.0,0.44443,0.85037,0.85037
25,0.30998,0.13271,0.0,0.0,0.44269,0.84735,0.85037
26,0.30808,0.13191,0.0,0.0,0.43999,0.84822,0.85037
27,0.30268,0.12921,0.0,0.0,0.4319,0.84796,0.85037
28,0.30388,0.13364,0.0,0.0,0.43751,0.84677,0.85037
29,0.29988,0.13153,0.0,0.0,0.43141,0.84855,0.85037
30,0.29851,0.13128,0.0,0.0,0.42978,0.84723,0.85037
31,0.29646,0.13442,0.0,0.0,0.43088,0.84925,0.85037
32,0.29514,0.13506,0.0,0.0,0.43019,0.84886,0.85037
33,0.29305,0.13187,0.0,0.0,0.42493,0.84682,0.85037
34,0.29068,0.13438,0.0,0.0,0.42506,0.84747,0.85037
35,0.28711,0.12944,0.0,0.0,0.41655,0.84778,0.85037
36,0.28531,0.13165,0.0,0.0,0.41696,0.84729,0.85037
37,0.28436,0.13227,0.0,0.0,0.41662,0.84693,0.85037
38,0.28156,0.13155,0.0,0.0,0.4131,0.84942,0.85037
39,0.28089,0.13305,0.0,0.0,0.41394,0.84603,0.85037
40,0.27819,0.12868,0.0,0.0,0.40687,0.84845,0.85037
41,0.27665,0.1335,0.0,0.0,0.41015,0.84906,0.85037
42,0.27641,0.13333,0.0,0.0,0.40975,0.84814,0.85037
43,0.273,0.13011,0.0,0.0,0.40311,0.8471,0.85037
44,0.2722,0.13023,0.0,0.0,0.40242,0.84752,0.85037
45,0.27057,0.133,0.0,0.0,0.40357,0.84705,0.85037
46,0.27082,0.13319,0.0,0.0,0.40401,0.8487,0.85037
47,0.27172,0.13509,0.0,0.0,0.40681,0.84688,0.85037
48,0.27086,0.1332,0.0,0.0,0.40405,0.84806,0.85037
49,0.26761,0.13168,0.0,0.0,0.39929,0.84814,0.85037
50,0.26596,0.13248,0.0,0.0,0.39843,0.84812,0.85037
51,0.26655,0.13413,0.0,0.0,0.40068,0.8481,0.85037
52,0.26558,0.13129,0.0,0.0,0.39687,0.84929,0.85037
53,0.26197,0.12984,0.0,0.0,0.39181,0.84795,0.85037
54,0.26314,0.1318,0.0,0.0,0.39493,0.84816,0.85037
55,0.26318,0.13141,0.0,0.0,0.39459,0.84847,0.85037
56,0.26238,0.13292,0.0,0.0,0.3953,0.84946,0.85037
57,0.2624,0.13291,0.0,0.0,0.39531,0.84818,0.85037
58,0.26234,0.13312,0.0,0.0,0.39546,0.84823,0.85037
59,0.25987,0.13139,0.0,0.0,0.39126,0.84827,0.85037
60,0.26097,0.13343,0.0,0.0,0.39441,0.84899,0.85037
61,0.25992,0.13231,0.0,0.0,0.39223,0.84876,0.85037
62,0.25953,0.13222,0.0,0.0,0.39175,0.84833,0.85037
63,0.25897,0.13165,0.0,0.0,0.39061,0.84841,0.85037
64,0.25865,0.13068,0.0,0.0,0.38934,0.84906,0.85037
65,0.25889,0.13274,0.0,0.0,0.39163,0.84789,0.85037
66,0.25824,0.13152,0.0,0.0,0.38975,0.84826,0.85037
67,0.25812,0.13191,0.0,0.0,0.39003,0.84818,0.85037
68,0.25769,0.13057,0.0,0.0,0.38826,0.84836,0.85037
69,0.25718,0.12916,0.0,0.0,0.38633,0.84923,0.85037
70,0.25672,0.13228,0.0,0.0,0.38901,0.8483,0.85037
71,0.25696,0.13132,0.0,0.0,0.38829,0.8481,0.85037
72,0.25605,0.13054,0.0,0.0,0.38659,0.84868,0.85037
73,0.25645,0.13009,0.0,0.0,0.38653,0.84856,0.85037
74,0.25605,0.13018,0.0,0.0,0.38624,0.84839,0.85037
75,0.2566,0.13284,0.0,0.0,0.38944,0.84826,0.85037
76,0.25612,0.13095,0.0,0.0,0.38707,0.84874,0.85037
77,0.25584,0.13058,0.0,0.0,0.38643,0.84877,0.85037
78,0.25563,0.13048,0.0,0.0,0.38611,0.84856,0.85037
79,0.25544,0.13065,0.0,0.0,0.38609,0.84831,0.85037
80,0.25551,0.13022,0.0,0.0,0.38573,0.84884,0.85037
81,0.25526,0.1291,0.0,0.0,0.38436,0.84879,0.85037
82,0.25497,0.12991,0.0,0.0,0.38488,0.84836,0.85037
83,0.25533,0.13021,0.0,0.0,0.38553,0.84874,0.85037
84,0.25451,0.12942,0.0,0.0,0.38393,0.84877,0.85037
85,0.25515,0.12821,0.0,0.0,0.38336,0.84851,0.85037
86,0.25449,0.13056,0.0,0.0,0.38505,0.84891,0.85037
87,0.25432,0.13036,0.0,0.0,0.38468,0.8489,0.85037
88,0.25378,0.12873,0.0,0.0,0.3825,0.84868,0.85037
89,0.25462,0.12998,0.0,0.0,0.3846,0.84878,0.85037
90,0.25501,0.12954,0.0,0.0,0.38455,0.8487,0.85037
91,0.2544,0.12883,0.0,0.0,0.38323,0.84892,0.85037
92,0.25395,0.12924,0.0,0.0,0.38319,0.84871,0.85037
93,0.25441,0.12908,0.0,0.0,0.38349,0.84876,0.85037
94,0.25363,0.12912,0.0,0.0,0.38276,0.84877,0.85037
95,0.25432,0.12945,0.0,0.0,0.38377,0.84872,0.85037
96,0.254,0.12899,0.0,0.0,0.383,0.84874,0.85037
97,0.2538,0.12845,0.0,0.0,0.38224,0.84875,0.85037
98,0.25444,0.12867,0.0,0.0,0.38311,0.84873,0.85037
99,0.25361,0.12851,0.0,0.0,0.38212,0.84872,0.85037
100,0.25392,0.12871,0.0,0.0,0.38263,0.84871,0.85037
