epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.46002,1.03484,3.98211,0.0,1.89307,0.82365,0.82365
2,0.38509,0.40283,3.15841,0.0,1.10375,0.8314,0.8314
3,0.36998,0.29596,2.92067,0.0,0.95801,0.83829,0.83829
4,0.36298,0.26039,2.79519,0.0,0.90288,0.84066,0.84066
5,0.3585,0.23901,2.72805,0.0,0.87031,0.84139,0.84139
6,0.35539,0.23632,2.6766,0.0,0.85937,0.84383,0.84383
7,0.35322,0.22147,2.63972,0.0,0.83866,0.84414,0.84414
8,0.34978,0.20431,2.59573,0.0,0.81366,0.84479,0.84479
9,0.34487,0.20004,2.56196,0.0,0.8011,0.8465,0.8465
10,0.34518,0.19851,2.55173,0.0,0.79886,0.84474,0.8465
11,0.34099,0.19297,2.51861,0.0,0.78581,0.84176,0.8465
12,0.33909,0.18218,2.49104,0.0,0.77037,0.84537,0.8465
13,0.33884,0.19299,2.49353,0.0,0.78118,0.84851,0.84851
14,0.33624,0.18786,2.47403,0.0,0.7715,0.84163,0.84851
15,0.33532,0.18485,2.46839,0.0,0.76701,0.84609,0.84851
16,0.33482,0.18824,2.45497,0.0,0.76856,0.84658,0.84851
17,0.3336,0.18223,2.43733,0.0,0.75956,0.84947,0.84947
18,0.33087,0.17608,2.4272,0.0,0.74966,0.84553,0.84947
19,0.32922,0.17293,2.40942,0.0,0.7431,0.84755,0.84947
20,0.32737,0.16895,2.40261,0.0,0.73658,0.84781,0.84947
21,0.32575,0.17228,2.408,0.0,0.73884,0.84764,0.84947
22,0.32295,0.16613,2.39139,0.0,0.72821,0.84476,0.84947
23,0.32186,0.17038,2.38089,0.0,0.73033,0.84712,0.84947
24,0.3203,0.16758,2.38681,0.0,0.72657,0.8496,0.8496
25,0.319,0.16813,2.37834,0.0,0.72496,0.8484,0.8496
26,0.31758,0.16324,2.36852,0.0,0.71767,0.84697,0.8496
27,0.31413,0.16175,2.36515,0.0,0.71239,0.84869,0.8496
28,0.31462,0.16487,2.36319,0.0,0.71581,0.8466,0.8496
29,0.31322,0.16642,2.3653,0.0,0.71617,0.84963,0.84963
30,0.3123,0.16284,2.35852,0.0,0.71099,0.84869,0.84963
31,0.30963,0.1639,2.34601,0.0,0.70813,0.84856,0.84963
32,0.30893,0.16509,2.35003,0.0,0.70902,0.84845,0.84963
33,0.3074,0.15975,2.34073,0.0,0.70123,0.84994,0.84994
34,0.30565,0.16405,2.3427,0.0,0.70398,0.84868,0.84994
35,0.30326,0.15848,2.33274,0.0,0.69501,0.84731,0.84994
36,0.30324,0.15922,2.32913,0.0,0.69537,0.84766,0.84994
37,0.30348,0.16101,2.33269,0.0,0.69775,0.84706,0.84994
38,0.29986,0.15824,2.32665,0.0,0.69076,0.84792,0.84994
39,0.2999,0.15901,2.32241,0.0,0.69115,0.84762,0.84994
40,0.29634,0.15292,2.31402,0.0,0.68067,0.84635,0.84994
41,0.29562,0.15707,2.31679,0.0,0.68437,0.84945,0.84994
42,0.29557,0.15675,2.31684,0.0,0.684,0.84918,0.84994
43,0.29242,0.15407,2.31104,0.0,0.67759,0.84774,0.84994
44,0.29303,0.1541,2.30768,0.0,0.6779,0.84816,0.84994
45,0.2908,0.15661,2.30685,0.0,0.6781,0.84782,0.84994
46,0.29142,0.15685,2.30325,0.0,0.67859,0.84828,0.84994
47,0.29097,0.16074,2.30659,0.0,0.68236,0.84646,0.84994
48,0.28959,0.15758,2.30165,0.0,0.67733,0.84868,0.84994
49,0.28678,0.15253,2.29124,0.0,0.66843,0.84827,0.84994
50,0.28542,0.15635,2.29229,0.0,0.671,0.8472,0.84994
51,0.28692,0.15867,2.29898,0.0,0.67548,0.84796,0.84994
52,0.28479,0.15284,2.28817,0.0,0.66646,0.84931,0.84994
53,0.28127,0.15032,2.28291,0.0,0.65989,0.84803,0.84994
54,0.28245,0.15396,2.28372,0.0,0.66478,0.84781,0.84994
55,0.28178,0.15205,2.28126,0.0,0.66196,0.84754,0.84994
56,0.28096,0.15666,2.28208,0.0,0.66583,0.84795,0.84994
57,0.28063,0.15594,2.28052,0.0,0.66462,0.84819,0.84994
58,0.28075,0.15586,2.28047,0.0,0.66466,0.84713,0.84994
59,0.27769,0.15301,2.27984,0.0,0.65869,0.8479,0.84994
60,0.27886,0.15665,2.27718,0.0,0.66323,0.84825,0.84994
61,0.27757,0.15508,2.27659,0.0,0.6603,0.84831,0.84994
62,0.27695,0.15408,2.26917,0.0,0.65795,0.84743,0.84994
63,0.27631,0.15488,2.27486,0.0,0.65868,0.84855,0.84994
64,0.27573,0.15192,2.26817,0.0,0.65447,0.84789,0.84994
65,0.27588,0.15557,2.27142,0.0,0.65859,0.84746,0.84994
66,0.27516,0.1546,2.2659,0.0,0.65636,0.84777,0.84994
67,0.27462,0.15459,2.26704,0.0,0.65591,0.84832,0.84994
68,0.27401,0.15234,2.26044,0.0,0.6524,0.84809,0.84994
69,0.27326,0.15068,2.25906,0.0,0.64985,0.84804,0.84994
