epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.46202,1.0159,0.0,0.0,1.47792,0.82105,0.82105
2,0.38632,0.38847,0.0,0.0,0.77479,0.83275,0.83275
3,0.37378,0.29044,0.0,0.0,0.66422,0.83749,0.83749
4,0.36646,0.2495,0.0,0.0,0.61596,0.84172,0.84172
5,0.36292,0.23173,0.0,0.0,0.59465,0.84039,0.84172
6,0.35772,0.21558,0.0,0.0,0.5733,0.84206,0.84206
7,0.35726,0.20918,0.0,0.0,0.56645,0.84494,0.84494
8,0.3533,0.19258,0.0,0.0,0.54588,0.84474,0.84494
9,0.34927,0.18816,0.0,0.0,0.53743,0.84552,0.84552
10,0.34848,0.17849,0.0,0.0,0.52697,0.84767,0.84767
11,0.3446,0.17655,0.0,0.0,0.52115,0.8418,0.84767
12,0.34325,0.16533,0.0,0.0,0.50858,0.84548,0.84767
13,0.34247,0.17666,0.0,0.0,0.51914,0.8454,0.84767
14,0.34163,0.17424,0.0,0.0,0.51587,0.84589,0.84767
15,0.33915,0.16478,0.0,0.0,0.50392,0.84674,0.84767
16,0.33831,0.16649,0.0,0.0,0.5048,0.84773,0.84773
17,0.33753,0.16979,0.0,0.0,0.50732,0.84695,0.84773
18,0.33533,0.15773,0.0,0.0,0.49305,0.84602,0.84773
19,0.33305,0.15261,0.0,0.0,0.48565,0.84795,0.84795
20,0.33085,0.15055,0.0,0.0,0.4814,0.8454,0.84795
21,0.32797,0.15055,0.0,0.0,0.47851,0.84991,0.84991
22,0.32486,0.14649,0.0,0.0,0.47134,0.84557,0.84991
23,0.32364,0.14835,0.0,0.0,0.47199,0.84927,0.84991
24,0.32116,0.14438,0.0,0.0,0.46554,0.8492,0.84991
25,0.32031,0.1482,0.0,0.0,0.46851,0.84815,0.84991
26,0.31887,0.1435,0.0,0.0,0.46237,0.84925,0.84991
27,0.31533,0.14272,0.0,0.0,0.45805,0.84961,0.84991
28,0.31546,0.14348,0.0,0.0,0.45894,0.84704,0.84991
29,0.31382,0.14695,0.0,0.0,0.46077,0.84914,0.84991
30,0.3125,0.14317,0.0,0.0,0.45567,0.84854,0.84991
31,0.30998,0.14542,0.0,0.0,0.4554,0.84835,0.84991
32,0.30879,0.14307,0.0,0.0,0.45187,0.84941,0.84991
33,0.306,0.13774,0.0,0.0,0.44374,0.84747,0.84991
34,0.30452,0.14298,0.0,0.0,0.4475,0.8486,0.84991
35,0.30229,0.1378,0.0,0.0,0.44009,0.84719,0.84991
36,0.30244,0.13951,0.0,0.0,0.44195,0.84741,0.84991
37,0.30172,0.1395,0.0,0.0,0.44121,0.84718,0.84991
38,0.29848,0.13887,0.0,0.0,0.43735,0.84864,0.84991
39,0.29834,0.13883,0.0,0.0,0.43717,0.84608,0.84991
40,0.29483,0.13231,0.0,0.0,0.42714,0.84781,0.84991
41,0.29373,0.13724,0.0,0.0,0.43096,0.849,0.84991
42,0.2934,0.13698,0.0,0.0,0.43038,0.84868,0.84991
43,0.29053,0.13405,0.0,0.0,0.42458,0.84755,0.84991
44,0.29054,0.13353,0.0,0.0,0.42407,0.84866,0.84991
45,0.28759,0.13466,0.0,0.0,0.42225,0.84772,0.84991
46,0.28817,0.13619,0.0,0.0,0.42435,0.8481,0.84991
47,0.28826,0.13846,0.0,0.0,0.42671,0.84715,0.84991
48,0.28697,0.13551,0.0,0.0,0.42248,0.8496,0.84991
49,0.28377,0.13208,0.0,0.0,0.41585,0.84874,0.84991
50,0.28212,0.13437,0.0,0.0,0.41649,0.84754,0.84991
51,0.284,0.13734,0.0,0.0,0.42134,0.84775,0.84991
52,0.2821,0.13215,0.0,0.0,0.41425,0.84873,0.84991
53,0.27847,0.12953,0.0,0.0,0.408,0.84812,0.84991
54,0.27968,0.13244,0.0,0.0,0.41213,0.84837,0.84991
55,0.27956,0.13237,0.0,0.0,0.41193,0.84763,0.84991
56,0.27853,0.13376,0.0,0.0,0.41229,0.84838,0.84991
57,0.27826,0.13446,0.0,0.0,0.41271,0.84844,0.84991
58,0.27818,0.13449,0.0,0.0,0.41267,0.8482,0.84991
59,0.27544,0.13151,0.0,0.0,0.40695,0.84836,0.84991
