epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.46047,1.03746,4.01525,0.00233,1.69892,0.82247,0.82247
2,0.38494,0.40467,3.20404,0.00232,0.95005,0.8319,0.8319
3,0.3706,0.29857,2.97414,0.00231,0.8181,0.83763,0.83763
4,0.36353,0.26066,2.84582,0.00231,0.76671,0.84094,0.84094
5,0.35891,0.23839,2.77553,0.00231,0.7363,0.84137,0.84137
6,0.35644,0.24029,2.73552,0.0023,0.73373,0.84236,0.84236
7,0.35434,0.22573,2.6961,0.0023,0.71511,0.84426,0.84426
8,0.3505,0.20598,2.6559,0.0023,0.6895,0.84425,0.84426
9,0.34586,0.20332,2.62509,0.0023,0.68066,0.84634,0.84634
10,0.34574,0.19658,2.60726,0.0023,0.67291,0.84575,0.84634
11,0.3412,0.19285,2.57682,0.0023,0.66312,0.84291,0.84634
12,0.34017,0.1844,2.55218,0.0023,0.65241,0.84621,0.84634
13,0.33922,0.19421,2.55911,0.0023,0.66161,0.84846,0.84846
14,0.33727,0.18874,2.53871,0.0023,0.65317,0.84466,0.84846
15,0.33618,0.1856,2.531,0.0023,0.64856,0.84569,0.84846
16,0.33577,0.18821,2.51711,0.0023,0.65007,0.84614,0.84846
17,0.33442,0.18502,2.50308,0.0023,0.64483,0.84853,0.84853
18,0.3318,0.17607,2.48581,0.0023,0.63239,0.84554,0.84853
19,0.33012,0.1721,2.46664,0.0023,0.62579,0.84814,0.84853
20,0.32724,0.16751,2.45817,0.0023,0.61789,0.84715,0.84853
21,0.32583,0.17217,2.46638,0.0023,0.62156,0.84844,0.84853
22,0.32289,0.16634,2.44476,0.0023,0.61169,0.84568,0.84853
23,0.32128,0.16786,2.42918,0.0023,0.61083,0.84757,0.84853
24,0.31945,0.16575,2.43433,0.0023,0.60715,0.84927,0.84927
25,0.31815,0.16783,2.42812,0.0023,0.60761,0.84832,0.84927
26,0.3173,0.16366,2.41671,0.0023,0.60202,0.84672,0.84927
27,0.31381,0.16251,2.41508,0.0023,0.5973,0.84854,0.84927
28,0.31457,0.16616,2.41407,0.00231,0.60167,0.84494,0.84927
29,0.31257,0.16728,2.41647,0.00231,0.6009,0.84899,0.84927
30,0.31151,0.16287,2.40504,0.00231,0.59486,0.848,0.84927
31,0.30896,0.16463,2.39546,0.00231,0.59359,0.84787,0.84927
32,0.30806,0.16516,2.39973,0.00231,0.59344,0.84866,0.84927
33,0.30645,0.1597,2.38669,0.00231,0.58571,0.8487,0.84927
34,0.3047,0.16423,2.38862,0.00231,0.58859,0.84816,0.84927
35,0.30173,0.15864,2.37923,0.00231,0.57957,0.84661,0.84927
36,0.30187,0.16032,2.37582,0.00231,0.58122,0.84703,0.84927
37,0.30184,0.16118,2.37835,0.00231,0.58217,0.84611,0.84927
38,0.2982,0.15887,2.37026,0.00231,0.57581,0.84791,0.84927
39,0.29797,0.15928,2.36773,0.00231,0.57587,0.84652,0.84927
40,0.29485,0.15323,2.35726,0.00231,0.56618,0.84635,0.84927
41,0.29404,0.15817,2.36009,0.00231,0.57045,0.84945,0.84945
42,0.29393,0.15778,2.36049,0.00231,0.56997,0.84846,0.84945
43,0.2907,0.15465,2.35373,0.00231,0.56328,0.8473,0.84945
44,0.29106,0.15484,2.35013,0.00231,0.56363,0.84856,0.84945
45,0.28887,0.15777,2.34921,0.00232,0.56433,0.84758,0.84945
46,0.28935,0.15775,2.34517,0.00232,0.56459,0.84781,0.84945
47,0.28922,0.16143,2.34941,0.00232,0.56835,0.84539,0.84945
48,0.28794,0.15824,2.34311,0.00232,0.56357,0.84865,0.84945
49,0.2849,0.1537,2.33298,0.00232,0.55547,0.84776,0.84945
50,0.28346,0.15645,2.33298,0.00232,0.5568,0.84734,0.84945
51,0.28496,0.15891,2.33995,0.00232,0.5611,0.84796,0.84945
52,0.28293,0.15365,2.32913,0.00232,0.55327,0.84899,0.84945
53,0.27938,0.1513,2.32353,0.00232,0.54709,0.84782,0.84945
54,0.28057,0.15468,2.3239,0.00232,0.55167,0.84802,0.84945
55,0.2801,0.15343,2.32199,0.00232,0.54987,0.84745,0.84945
56,0.27902,0.15713,2.32308,0.00232,0.55254,0.84765,0.84945
57,0.27888,0.15681,2.32093,0.00232,0.55198,0.84804,0.84945
58,0.27883,0.15633,2.32024,0.00232,0.5514,0.84721,0.84945
59,0.27577,0.15379,2.31878,0.00232,0.54573,0.84786,0.84945
60,0.27707,0.15711,2.31598,0.00232,0.55021,0.84789,0.84945
61,0.27564,0.15575,2.31533,0.00232,0.5474,0.8484,0.84945
62,0.27524,0.15497,2.30901,0.00232,0.5459,0.84737,0.84945
63,0.27473,0.15513,2.31337,0.00232,0.54576,0.84874,0.84945
64,0.27393,0.15271,2.30627,0.00232,0.54219,0.84788,0.84945
65,0.27437,0.15655,2.30956,0.00232,0.54663,0.84715,0.84945
66,0.27356,0.1549,2.30467,0.00232,0.54393,0.84769,0.84945
67,0.27311,0.15534,2.30512,0.00232,0.54394,0.8483,0.84945
68,0.27249,0.1531,2.29855,0.00232,0.54074,0.84782,0.84945
69,0.27177,0.15122,2.29668,0.00232,0.53806,0.84804,0.84945
70,0.27133,0.1557,2.30061,0.00232,0.5423,0.8477,0.84945
71,0.27135,0.15404,2.29955,0.00232,0.54059,0.84836,0.84945
72,0.27008,0.1527,2.29446,0.00232,0.53773,0.84829,0.84945
73,0.27015,0.15231,2.29483,0.00232,0.53744,0.84796,0.84945
74,0.27,0.15193,2.29096,0.00232,0.53672,0.84805,0.84945
75,0.27018,0.15617,2.29834,0.00232,0.54151,0.84788,0.84945
76,0.26996,0.15355,2.29513,0.00232,0.5385,0.84811,0.84945
77,0.26948,0.15325,2.29361,0.00232,0.53764,0.84798,0.84945
78,0.26946,0.15317,2.29195,0.00232,0.53745,0.84799,0.84945
79,0.26905,0.1533,2.29027,0.00232,0.5371,0.84776,0.84945
80,0.2689,0.15243,2.28844,0.00232,0.53599,0.84824,0.84945
81,0.26864,0.15107,2.28754,0.00232,0.53432,0.84794,0.84945
82,0.26819,0.15241,2.28708,0.00232,0.53518,0.84781,0.84945
83,0.26876,0.15315,2.28657,0.00232,0.53647,0.84787,0.84945
84,0.26793,0.15143,2.28472,0.00232,0.53383,0.84788,0.84945
85,0.26832,0.14974,2.28436,0.00232,0.5325,0.84761,0.84945
86,0.26762,0.15319,2.2897,0.00232,0.53553,0.84821,0.84945
87,0.26759,0.15228,2.28343,0.00232,0.53427,0.84807,0.84945
88,0.2667,0.15069,2.28537,0.00232,0.5319,0.84792,0.84945
89,0.26768,0.15236,2.28291,0.00232,0.53441,0.84787,0.84945
90,0.26789,0.15188,2.28611,0.00232,0.5343,0.84799,0.84945
91,0.26752,0.15052,2.28258,0.00232,0.53239,0.84805,0.84945
92,0.26684,0.15135,2.28038,0.00232,0.53244,0.84792,0.84945
93,0.26748,0.15088,2.28118,0.00232,0.53265,0.84792,0.84945
94,0.26654,0.15097,2.28438,0.00232,0.53196,0.84803,0.84945
95,0.26714,0.15158,2.28168,0.00232,0.53304,0.8479,0.84945
96,0.26682,0.15073,2.28019,0.00232,0.53179,0.84795,0.84945
97,0.26658,0.15022,2.28095,0.00232,0.53108,0.84797,0.84945
98,0.26727,0.15058,2.28114,0.00232,0.53214,0.84793,0.84945
99,0.26637,0.15031,2.28083,0.00232,0.53095,0.84793,0.84945
100,0.26679,0.15045,2.28132,0.00232,0.53154,0.84793,0.84945
