epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.46156,1.02544,0.0,0.0,1.487,0.82082,0.82082
2,0.3857,0.39528,0.0,0.0,0.78098,0.83252,0.83252
3,0.37282,0.29715,0.0,0.0,0.66997,0.83718,0.83718
4,0.36565,0.25627,0.0,0.0,0.62192,0.84169,0.84169
5,0.362,0.23852,0.0,0.0,0.60052,0.84072,0.84169
6,0.35687,0.22278,0.0,0.0,0.57965,0.8423,0.8423
7,0.35631,0.21659,0.0,0.0,0.57289,0.84532,0.84532
8,0.35239,0.19944,0.0,0.0,0.55183,0.8446,0.84532
9,0.34828,0.19585,0.0,0.0,0.54413,0.84602,0.84602
10,0.3473,0.18575,0.0,0.0,0.53304,0.84781,0.84781
11,0.34335,0.18362,0.0,0.0,0.52697,0.84196,0.84781
12,0.34222,0.17346,0.0,0.0,0.51568,0.84524,0.84781
13,0.34165,0.18654,0.0,0.0,0.52819,0.84568,0.84781
14,0.34094,0.18277,0.0,0.0,0.52371,0.84615,0.84781
15,0.33824,0.17318,0.0,0.0,0.51142,0.84655,0.84781
16,0.33753,0.17573,0.0,0.0,0.51326,0.8472,0.84781
17,0.33632,0.17727,0.0,0.0,0.51359,0.84724,0.84781
18,0.33437,0.1662,0.0,0.0,0.50057,0.84645,0.84781
19,0.33227,0.16227,0.0,0.0,0.49454,0.848,0.848
20,0.32981,0.15861,0.0,0.0,0.48842,0.84532,0.848
21,0.32715,0.15945,0.0,0.0,0.4866,0.85047,0.85047
22,0.32394,0.15586,0.0,0.0,0.47979,0.84494,0.85047
23,0.32266,0.15693,0.0,0.0,0.47959,0.84901,0.85047
24,0.32043,0.15319,0.0,0.0,0.47362,0.84921,0.85047
25,0.31965,0.1576,0.0,0.0,0.47725,0.84773,0.85047
26,0.3182,0.15302,0.0,0.0,0.47122,0.84844,0.85047
27,0.31471,0.15232,0.0,0.0,0.46704,0.84977,0.85047
28,0.31475,0.15287,0.0,0.0,0.46762,0.84712,0.85047
29,0.31316,0.15703,0.0,0.0,0.47019,0.84873,0.85047
30,0.31219,0.15362,0.0,0.0,0.46581,0.84851,0.85047
31,0.30935,0.15449,0.0,0.0,0.46385,0.84823,0.85047
32,0.30829,0.15208,0.0,0.0,0.46037,0.84978,0.85047
33,0.30526,0.1464,0.0,0.0,0.45166,0.84799,0.85047
34,0.30374,0.15179,0.0,0.0,0.45553,0.84889,0.85047
35,0.30112,0.14705,0.0,0.0,0.44817,0.84652,0.85047
36,0.30108,0.14841,0.0,0.0,0.44948,0.84679,0.85047
37,0.30061,0.14916,0.0,0.0,0.44976,0.84691,0.85047
38,0.29712,0.14757,0.0,0.0,0.4447,0.84866,0.85047
39,0.29695,0.14741,0.0,0.0,0.44436,0.8458,0.85047
40,0.29367,0.14196,0.0,0.0,0.43562,0.84722,0.85047
41,0.29257,0.14676,0.0,0.0,0.43934,0.84867,0.85047
42,0.29229,0.14618,0.0,0.0,0.43847,0.84895,0.85047
43,0.28922,0.14377,0.0,0.0,0.43299,0.84736,0.85047
44,0.28947,0.14305,0.0,0.0,0.43252,0.84845,0.85047
45,0.28652,0.14438,0.0,0.0,0.4309,0.84759,0.85047
46,0.28697,0.14636,0.0,0.0,0.43333,0.84734,0.85047
47,0.28732,0.14803,0.0,0.0,0.43536,0.84673,0.85047
48,0.28597,0.14575,0.0,0.0,0.43172,0.84891,0.85047
49,0.28287,0.14211,0.0,0.0,0.42498,0.84864,0.85047
50,0.28121,0.14439,0.0,0.0,0.42561,0.84761,0.85047
51,0.28283,0.14708,0.0,0.0,0.42991,0.84764,0.85047
52,0.28096,0.14241,0.0,0.0,0.42337,0.84844,0.85047
53,0.27748,0.13993,0.0,0.0,0.41741,0.84801,0.85047
54,0.27853,0.14247,0.0,0.0,0.42099,0.84835,0.85047
55,0.27836,0.14239,0.0,0.0,0.42076,0.84757,0.85047
56,0.27744,0.14415,0.0,0.0,0.42159,0.84855,0.85047
57,0.27707,0.14472,0.0,0.0,0.42179,0.84793,0.85047
58,0.2772,0.14454,0.0,0.0,0.42174,0.84817,0.85047
59,0.27433,0.14166,0.0,0.0,0.41599,0.84812,0.85047
60,0.27526,0.14511,0.0,0.0,0.42037,0.84837,0.85047
61,0.27399,0.14331,0.0,0.0,0.4173,0.84854,0.85047
62,0.27363,0.14334,0.0,0.0,0.41697,0.84833,0.85047
63,0.27329,0.1426,0.0,0.0,0.41588,0.84779,0.85047
64,0.27251,0.14104,0.0,0.0,0.41354,0.84814,0.85047
65,0.27315,0.1439,0.0,0.0,0.41705,0.84763,0.85047
66,0.27206,0.14286,0.0,0.0,0.41491,0.84836,0.85047
67,0.27177,0.14274,0.0,0.0,0.41451,0.84828,0.85047
68,0.27126,0.14091,0.0,0.0,0.41217,0.84842,0.85047
69,0.27073,0.139,0.0,0.0,0.40973,0.84865,0.85047
70,0.27008,0.14366,0.0,0.0,0.41374,0.84788,0.85047
71,0.27025,0.14172,0.0,0.0,0.41197,0.84878,0.85047
72,0.2691,0.14001,0.0,0.0,0.40911,0.84861,0.85047
73,0.26915,0.14002,0.0,0.0,0.40917,0.84835,0.85047
74,0.26901,0.13993,0.0,0.0,0.40894,0.84835,0.85047
75,0.26934,0.14315,0.0,0.0,0.41249,0.84829,0.85047
76,0.26914,0.14108,0.0,0.0,0.41021,0.8482,0.85047
77,0.26861,0.14067,0.0,0.0,0.40928,0.84845,0.85047
78,0.26864,0.14075,0.0,0.0,0.40939,0.84822,0.85047
79,0.26829,0.14075,0.0,0.0,0.40904,0.84811,0.85047
80,0.26825,0.13993,0.0,0.0,0.40818,0.8488,0.85047
