epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.46004,1.03497,3.98229,0.00232,1.8937,0.8237,0.8237
2,0.38515,0.40354,3.15858,0.0023,1.10501,0.8313,0.8313
3,0.37007,0.29614,2.92161,0.0023,0.95883,0.83803,0.83803
4,0.36305,0.26008,2.79523,0.00229,0.9031,0.84042,0.84042
5,0.35851,0.23876,2.7278,0.00229,0.8705,0.84153,0.84153
6,0.35566,0.23747,2.67802,0.00228,0.86139,0.84384,0.84384
7,0.35328,0.22149,2.63908,0.00228,0.83914,0.84405,0.84405
8,0.34996,0.2046,2.5974,0.00228,0.81476,0.84463,0.84463
9,0.34488,0.19982,2.56279,0.00228,0.80143,0.84652,0.84652
10,0.34526,0.19841,2.55161,0.00228,0.79929,0.84485,0.84652
11,0.34115,0.1929,2.51843,0.00228,0.78635,0.84214,0.84652
12,0.33927,0.18271,2.49204,0.00228,0.77164,0.84562,0.84652
13,0.33891,0.19267,2.49409,0.00228,0.78144,0.84812,0.84812
14,0.33612,0.18648,2.47215,0.00228,0.77027,0.84215,0.84812
15,0.33539,0.18493,2.46711,0.00228,0.76749,0.84638,0.84812
16,0.33482,0.18745,2.45447,0.00228,0.76817,0.84744,0.84812
17,0.33341,0.1817,2.43625,0.00227,0.7592,0.84944,0.84944
18,0.33091,0.17629,2.42681,0.00227,0.75034,0.84587,0.84944
19,0.32929,0.17356,2.40968,0.00228,0.74428,0.84745,0.84944
20,0.32759,0.16893,2.40281,0.00228,0.73725,0.84789,0.84944
21,0.32557,0.17197,2.40696,0.00228,0.73869,0.84773,0.84944
22,0.32284,0.16628,2.3917,0.00228,0.72874,0.84467,0.84944
23,0.32189,0.17029,2.37969,0.00228,0.7306,0.84721,0.84944
24,0.32038,0.16786,2.38661,0.00228,0.72736,0.84978,0.84978
25,0.31907,0.16802,2.37865,0.00228,0.72541,0.84841,0.84978
26,0.31748,0.16304,2.36784,0.00228,0.71777,0.84711,0.84978
27,0.31427,0.16202,2.36554,0.00228,0.71331,0.84917,0.84978
28,0.31474,0.16506,2.36333,0.00228,0.71658,0.8466,0.84978
29,0.31328,0.16644,2.36568,0.00228,0.71675,0.84977,0.84978
30,0.31225,0.16264,2.35776,0.00228,0.71112,0.84869,0.84978
31,0.30976,0.16396,2.34596,0.00228,0.70877,0.8481,0.84978
32,0.30884,0.16481,2.35008,0.00228,0.70911,0.84833,0.84978
33,0.30749,0.15966,2.34065,0.00228,0.70166,0.84965,0.84978
34,0.30569,0.16412,2.34252,0.00228,0.70452,0.84842,0.84978
35,0.30327,0.1582,2.33268,0.00228,0.69519,0.84709,0.84978
36,0.30342,0.15986,2.32987,0.00228,0.69672,0.84774,0.84978
37,0.30351,0.16138,2.33276,0.00228,0.69862,0.84679,0.84978
38,0.29992,0.15828,2.32697,0.00228,0.69135,0.8481,0.84978
39,0.30001,0.15871,2.32233,0.00228,0.69141,0.84761,0.84978
40,0.29645,0.15265,2.31311,0.00228,0.68087,0.84639,0.84978
41,0.29551,0.15682,2.3157,0.00228,0.68435,0.84947,0.84978
42,0.29573,0.15706,2.31668,0.00228,0.68491,0.84877,0.84978
43,0.29244,0.15392,2.3104,0.00228,0.67786,0.84771,0.84978
44,0.29302,0.15395,2.30758,0.00228,0.67819,0.84837,0.84978
45,0.29079,0.1561,2.3062,0.00228,0.67797,0.84769,0.84978
46,0.29151,0.15706,2.30317,0.00228,0.67934,0.84822,0.84978
47,0.2911,0.16063,2.30636,0.00228,0.68282,0.84669,0.84978
48,0.28946,0.15727,2.30127,0.00228,0.67731,0.84861,0.84978
49,0.28685,0.15237,2.29124,0.00228,0.66879,0.84819,0.84978
50,0.28547,0.15616,2.29233,0.00228,0.67132,0.84728,0.84978
51,0.28699,0.15897,2.2996,0.00228,0.67638,0.84816,0.84978
52,0.28502,0.15298,2.28828,0.00228,0.66728,0.84962,0.84978
53,0.28133,0.15048,2.28303,0.00228,0.66057,0.84813,0.84978
54,0.28251,0.1538,2.2832,0.00228,0.66508,0.84809,0.84978
55,0.28176,0.152,2.28115,0.00228,0.66233,0.84754,0.84978
56,0.28095,0.15685,2.28228,0.00228,0.66648,0.8481,0.84978
57,0.28073,0.15578,2.2802,0.00228,0.66498,0.84855,0.84978
58,0.28067,0.15576,2.28048,0.00228,0.66493,0.84733,0.84978
59,0.27772,0.15299,2.27987,0.00228,0.65915,0.84809,0.84978
60,0.27892,0.15665,2.2772,0.00228,0.66375,0.84813,0.84978
61,0.27756,0.15529,2.27709,0.00228,0.66101,0.84846,0.84978
62,0.27707,0.15409,2.26935,0.00228,0.65855,0.84767,0.84978
63,0.27624,0.15486,2.27484,0.00228,0.65904,0.84855,0.84978
64,0.27566,0.15185,2.26824,0.00228,0.65479,0.84821,0.84978
65,0.27588,0.15563,2.27148,0.00228,0.65911,0.84759,0.84978
66,0.27528,0.1547,2.26605,0.00228,0.65704,0.84805,0.84978
67,0.27461,0.15464,2.2669,0.00228,0.6564,0.8487,0.84978
68,0.27411,0.15235,2.26057,0.00228,0.65298,0.84821,0.84978
69,0.27334,0.15075,2.25912,0.00228,0.65046,0.84828,0.84978
70,0.27279,0.15511,2.26309,0.00228,0.65466,0.84769,0.84978
71,0.27272,0.15346,2.26212,0.00228,0.65285,0.84853,0.84978
72,0.27145,0.1521,2.25693,0.00228,0.6497,0.84874,0.84978
73,0.27146,0.15158,2.25741,0.00228,0.64924,0.84819,0.84978
74,0.27129,0.15112,2.25379,0.00228,0.64825,0.84831,0.84978
75,0.27146,0.15553,2.26133,0.00228,0.65358,0.84843,0.84978
76,0.27108,0.15289,2.25763,0.00228,0.65019,0.8485,0.84978
77,0.27062,0.1525,2.25635,0.00228,0.64921,0.84829,0.84978
78,0.27065,0.15258,2.25486,0.00228,0.64916,0.84817,0.84978
79,0.2702,0.15273,2.25345,0.00228,0.64873,0.84827,0.84978
80,0.27007,0.1519,2.25122,0.00228,0.64754,0.84871,0.84978
81,0.26966,0.15048,2.25031,0.00228,0.64563,0.84832,0.84978
82,0.26928,0.15175,2.25013,0.00228,0.6465,0.84802,0.84978
83,0.26998,0.15264,2.24948,0.00228,0.64802,0.84826,0.84978
84,0.26897,0.15081,2.24767,0.00227,0.645,0.84822,0.84978
85,0.26938,0.149,2.24729,0.00227,0.64356,0.84796,0.84978
86,0.26864,0.15256,2.25249,0.00227,0.6469,0.84869,0.84978
87,0.26868,0.15168,2.24674,0.00227,0.64549,0.84844,0.84978
88,0.26775,0.15011,2.24837,0.00227,0.64316,0.84829,0.84978
89,0.26868,0.15184,2.24616,0.00227,0.64559,0.84812,0.84978
90,0.26888,0.15129,2.24935,0.00227,0.64556,0.84837,0.84978
91,0.26848,0.14991,2.24589,0.00227,0.64344,0.84845,0.84978
92,0.2678,0.15081,2.24363,0.00227,0.64343,0.8483,0.84978
93,0.26846,0.15027,2.24409,0.00227,0.64359,0.84836,0.84978
94,0.26749,0.15042,2.24744,0.00227,0.64311,0.8483,0.84978
95,0.26808,0.15097,2.24485,0.00227,0.644,0.84827,0.84978
96,0.26777,0.15016,2.24338,0.00227,0.64272,0.84828,0.84978
97,0.26752,0.14962,2.24417,0.00227,0.64201,0.84828,0.84978
98,0.26816,0.15005,2.24421,0.00227,0.64308,0.84831,0.84978
99,0.26725,0.1497,2.24398,0.00227,0.6418,0.84829,0.84978
100,0.26771,0.14984,2.24464,0.00227,0.64247,0.84827,0.84978
