epoch,bce,kd,crf,feat,total,val_auc,best_val_auc
1,0.46105,1.052,0.0,0.0,1.51305,0.8201,0.8201
2,0.38474,0.4006,0.0,0.0,0.78534,0.83472,0.83472
3,0.37143,0.29865,0.0,0.0,0.67008,0.83395,0.83472
4,0.36392,0.25972,0.0,0.0,0.62363,0.84038,0.84038
5,0.36014,0.24504,0.0,0.0,0.60519,0.83726,0.84038
6,0.35551,0.23113,0.0,0.0,0.58665,0.84267,0.84267
7,0.35449,0.2219,0.0,0.0,0.57638,0.8415,0.84267
8,0.35014,0.20184,0.0,0.0,0.55198,0.84288,0.84288
9,0.34571,0.19865,0.0,0.0,0.54436,0.84356,0.84356
10,0.34546,0.19305,0.0,0.0,0.5385,0.84585,0.84585
11,0.34158,0.19199,0.0,0.0,0.53358,0.84327,0.84585
12,0.33979,0.18052,0.0,0.0,0.52031,0.84415,0.84585
13,0.33919,0.19417,0.0,0.0,0.53337,0.84672,0.84672
14,0.33807,0.18994,0.0,0.0,0.52801,0.84243,0.84672
15,0.33618,0.18261,0.0,0.0,0.51879,0.84308,0.84672
16,0.33526,0.1813,0.0,0.0,0.51656,0.84652,0.84672
17,0.3334,0.18457,0.0,0.0,0.51797,0.8442,0.84672
18,0.33145,0.17518,0.0,0.0,0.50663,0.84392,0.84672
19,0.33011,0.17143,0.0,0.0,0.50155,0.84617,0.84672
20,0.3269,0.16724,0.0,0.0,0.49414,0.84482,0.84672
21,0.32545,0.16951,0.0,0.0,0.49496,0.8475,0.8475
22,0.32227,0.16613,0.0,0.0,0.48839,0.84295,0.8475
23,0.32077,0.16644,0.0,0.0,0.48721,0.84494,0.8475
24,0.31892,0.16452,0.0,0.0,0.48345,0.847,0.8475
25,0.31815,0.16938,0.0,0.0,0.48753,0.84532,0.8475
26,0.31665,0.1653,0.0,0.0,0.48196,0.84506,0.8475
27,0.3131,0.16258,0.0,0.0,0.47568,0.84669,0.8475
28,0.31364,0.1647,0.0,0.0,0.47834,0.84445,0.8475
29,0.31081,0.16496,0.0,0.0,0.47577,0.84703,0.8475
30,0.30967,0.16495,0.0,0.0,0.47462,0.84474,0.8475
31,0.3076,0.16586,0.0,0.0,0.47346,0.84687,0.8475
32,0.30623,0.16529,0.0,0.0,0.47152,0.8466,0.8475
33,0.30434,0.15991,0.0,0.0,0.46425,0.8463,0.8475
34,0.30236,0.16392,0.0,0.0,0.46627,0.84719,0.8475
35,0.2993,0.15757,0.0,0.0,0.45687,0.84467,0.8475
36,0.29888,0.16065,0.0,0.0,0.45953,0.84427,0.8475
37,0.29881,0.16326,0.0,0.0,0.46207,0.84522,0.8475
38,0.2951,0.15917,0.0,0.0,0.45427,0.84628,0.8475
39,0.29495,0.16111,0.0,0.0,0.45606,0.84561,0.8475
40,0.29145,0.15497,0.0,0.0,0.44642,0.84623,0.8475
41,0.29095,0.16089,0.0,0.0,0.45184,0.84671,0.8475
42,0.29037,0.16039,0.0,0.0,0.45076,0.84713,0.8475
43,0.28699,0.15699,0.0,0.0,0.44399,0.84649,0.8475
44,0.28725,0.15785,0.0,0.0,0.4451,0.84582,0.8475
45,0.28487,0.16039,0.0,0.0,0.44526,0.84559,0.8475
46,0.2856,0.16114,0.0,0.0,0.44673,0.84676,0.8475
47,0.28564,0.16334,0.0,0.0,0.44898,0.84547,0.8475
48,0.28422,0.16085,0.0,0.0,0.44508,0.84665,0.8475
49,0.28108,0.15749,0.0,0.0,0.43857,0.84647,0.8475
50,0.27938,0.15921,0.0,0.0,0.43859,0.84561,0.8475
51,0.2809,0.16202,0.0,0.0,0.44292,0.84649,0.8475
52,0.27946,0.15741,0.0,0.0,0.43686,0.84719,0.8475
53,0.27517,0.15512,0.0,0.0,0.43028,0.84628,0.8475
54,0.27609,0.15782,0.0,0.0,0.43391,0.84658,0.8475
55,0.27549,0.15663,0.0,0.0,0.43212,0.84629,0.8475
56,0.27467,0.15942,0.0,0.0,0.43409,0.84598,0.8475
57,0.2748,0.15983,0.0,0.0,0.43463,0.84713,0.8475
58,0.27454,0.15991,0.0,0.0,0.43446,0.8467,0.8475
59,0.27152,0.15726,0.0,0.0,0.42878,0.84565,0.8475
60,0.2726,0.16046,0.0,0.0,0.43306,0.84715,0.8475
61,0.27117,0.15888,0.0,0.0,0.43004,0.84676,0.8475
62,0.27119,0.159,0.0,0.0,0.43019,0.84671,0.8475
63,0.27048,0.15862,0.0,0.0,0.4291,0.84645,0.8475
64,0.26981,0.15649,0.0,0.0,0.4263,0.847,0.8475
65,0.26982,0.15999,0.0,0.0,0.42981,0.84544,0.8475
66,0.26908,0.15865,0.0,0.0,0.42773,0.84692,0.8475
67,0.26901,0.15882,0.0,0.0,0.42784,0.84633,0.8475
68,0.26831,0.15686,0.0,0.0,0.42517,0.8464,0.8475
69,0.2676,0.15491,0.0,0.0,0.42251,0.84711,0.8475
70,0.26733,0.15964,0.0,0.0,0.42696,0.84651,0.8475
71,0.26713,0.15831,0.0,0.0,0.42545,0.8465,0.8475
72,0.26604,0.15633,0.0,0.0,0.42237,0.8467,0.8475
73,0.26595,0.15619,0.0,0.0,0.42214,0.84691,0.8475
74,0.26594,0.15605,0.0,0.0,0.42199,0.84679,0.8475
75,0.26584,0.16008,0.0,0.0,0.42591,0.84657,0.8475
76,0.26597,0.15723,0.0,0.0,0.4232,0.84705,0.8475
77,0.26534,0.15748,0.0,0.0,0.42281,0.84643,0.8475
78,0.26539,0.15713,0.0,0.0,0.42252,0.84663,0.8475
79,0.26502,0.15726,0.0,0.0,0.42228,0.84656,0.8475
80,0.26497,0.15646,0.0,0.0,0.42143,0.84736,0.8475
81,0.26452,0.155,0.0,0.0,0.41952,0.84684,0.8475
82,0.26424,0.1562,0.0,0.0,0.42044,0.84692,0.8475
83,0.26474,0.15683,0.0,0.0,0.42158,0.8468,0.8475
84,0.26387,0.15546,0.0,0.0,0.41934,0.84669,0.8475
85,0.26426,0.1537,0.0,0.0,0.41797,0.84656,0.8475
86,0.26353,0.15738,0.0,0.0,0.42091,0.84709,0.8475
87,0.26368,0.15616,0.0,0.0,0.41984,0.84702,0.8475
88,0.26273,0.1547,0.0,0.0,0.41743,0.84684,0.8475
89,0.2636,0.1563,0.0,0.0,0.4199,0.84686,0.8475
90,0.26387,0.15578,0.0,0.0,0.41965,0.84676,0.8475
91,0.26331,0.15457,0.0,0.0,0.41788,0.84694,0.8475
92,0.26288,0.15529,0.0,0.0,0.41817,0.84675,0.8475
93,0.26334,0.15508,0.0,0.0,0.41842,0.84687,0.8475
94,0.26265,0.15484,0.0,0.0,0.41749,0.84687,0.8475
95,0.26312,0.15571,0.0,0.0,0.41883,0.84679,0.8475
96,0.26274,0.1548,0.0,0.0,0.41754,0.84684,0.8475
97,0.26264,0.15413,0.0,0.0,0.41677,0.84684,0.8475
98,0.26333,0.15466,0.0,0.0,0.41799,0.84685,0.8475
99,0.26234,0.15435,0.0,0.0,0.41669,0.84677,0.8475
100,0.26274,0.15457,0.0,0.0,0.4173,0.84681,0.8475
