epoch,phase,loss_bce,loss_kd,loss_diff,val_auc,val_f1,best
1,1,0.3092750652747996,0.13718431530629888,1.0121444814345415,0.8499670088848126,0.5886474567962047,True
2,1,0.3091500532977721,0.13748344822841532,1.0003129051012152,0.8499689475903871,0.5897262638718561,True
3,1,0.3089144703219919,0.13693644982926986,0.9998227901318494,0.850106884788619,0.5925275155245074,True
4,1,0.3090433855267132,0.13762428392382228,1.000052173348034,0.8500108139775993,0.5929921584669616,False
5,1,0.3081379217260024,0.13643050040392316,1.0001447446206038,0.8500232336693567,0.5900392530824077,False
6,1,0.30897826745229606,0.13728855922818184,0.9999346487662372,0.8499285592621991,0.5904533946780499,False
7,1,0.3088659801903893,0.13699251742047422,0.9996252200182747,0.8499760394253553,0.5918934504724118,False
8,1,0.30876728278749127,0.13663832317380345,1.0028043529566597,0.8500033004895776,0.5907757920859518,False
9,1,0.3085586156915216,0.13585074925247362,0.9998256038216984,0.8499478822730303,0.5930722584276978,False
10,1,0.30931781758280363,0.13826458068454966,1.0000722758910234,0.8499342758495392,0.5895644044029456,False
11,2,0.3317848996204488,0.18198570828227437,0.9999982732183793,0.8467418655058608,0.5874714027391372,False
12,2,0.31907907917219047,0.13840968249475255,1.000128570724936,0.8479320535131523,0.586084665111856,False
13,2,0.31133343104053945,0.12900749440578854,0.9998891932122848,0.8487974622640924,0.5835798057892608,False
14,2,0.3087471092448515,0.13353603793417707,1.0002792933407951,0.8475595668467226,0.577694810192292,False
15,2,0.3060926830067354,0.13431944544701016,1.0000184371190912,0.8472455478700727,0.5802668872525543,False
16,2,0.30497464975889993,0.13339842417660883,1.0000557654044206,0.8448694811847876,0.591080061809579,False
17,2,0.3034541966284023,0.13913076633916183,0.9999929719111499,0.848608533174227,0.592128399042706,False
18,2,0.3000185603604597,0.13253850708989537,1.0001526930752922,0.8473616360110652,0.5826773968738761,False
19,2,0.29529134052641254,0.12859282379641251,1.0001413664397072,0.8486214594002082,0.5746019879942625,False
20,2,0.29222151198807883,0.1310191925834207,0.9999865153256584,0.8473650808852289,0.5913202065423422,False
21,2,0.29256590937866883,0.13416200416053042,1.0001546565224142,0.8478783947184343,0.5959475270167066,False
22,2,0.28897130577003255,0.13164479285478592,0.9999420905814451,0.8482808483100601,0.577702236061999,False
23,2,0.28929025110076456,0.13393227777936878,0.9999197370865766,0.8489380587664954,0.5808904432335102,False
24,2,0.2864384230445413,0.13771947517114527,0.9999175106777864,0.8477192618809533,0.5858218522998184,False
25,2,0.2844504959443036,0.13083575687864246,0.999923025860506,0.8497459124329871,0.5897082518891998,False
26,2,0.2815754737924127,0.1327593295889742,0.9998783556854024,0.8469367866590163,0.5803426711191142,False
27,2,0.2794874494566637,0.1295358253752484,1.0001688213909374,0.849009166167139,0.5919043999507839,False
28,2,0.2767580072669422,0.13296720714253538,1.0000637138591093,0.8477209492898441,0.5930477820681604,False
29,2,0.2766261626692379,0.13248243467772708,1.0002267781425924,0.8474519739186445,0.583013584980631,False
30,2,0.27695973217487335,0.1360823404701317,1.0000364394748913,0.846281058374968,0.5791198213624673,False
31,2,0.27393599380465117,0.13348804786801338,1.000113960574655,0.8467985536310234,0.5919150307115599,False
32,2,0.27250245125854716,0.13351795406025999,1.0000405118745916,0.8483086841627425,0.5890461060689732,False
33,2,0.27265864961287556,0.13368050118579583,1.0000682192690231,0.8465784337385329,0.594547384760159,False
34,2,0.2698347603573519,0.1354917276869802,0.9999421677168678,0.8478724154874143,0.5822270638370616,False
35,2,0.2702655538040049,0.134778689373942,0.9999902265913346,0.847864970293888,0.5854721722760622,False
36,2,0.2689092019025017,0.13292044664130492,1.0000714782406301,0.8487204046079239,0.5863095970921958,False
37,2,0.2670959207941504,0.133304512456936,0.9999262252274681,0.8478091201829198,0.5816689602897138,False
38,2,0.2666800491073552,0.13484441379413886,1.0002916209837969,0.8473807514085772,0.5932070131457272,False
39,2,0.26559677413281274,0.1333870955688112,0.9999610764138839,0.8477104111813352,0.5859987636775722,False
40,2,0.26569634588325725,0.1357557681553504,1.0000629354925716,0.848148476551299,0.5821901440937272,False
41,2,0.2649363967425683,0.1340465602629325,1.0001541902037228,0.848876617699905,0.5865538133631907,False
42,2,0.2635747470399913,0.1328580250196597,1.000073674847098,0.8499176933713644,0.5822070479848016,False
43,2,0.26283492849153633,0.13302594795823097,1.0000309470821829,0.8489763383352917,0.5903078372137877,False
44,2,0.26329927146434784,0.13354584004949122,0.9999583679087022,0.848536356622199,0.5868837143526037,False
45,2,0.26203517352833466,0.1321189782637007,1.0000784169225132,0.8483854661084795,0.5892802548041911,False
46,2,0.26105555453721213,0.13569370438070857,0.9998411220662734,0.8460917876509993,0.5794726865604372,False
47,2,0.2634183023782337,0.1364928514641874,0.9997588694095612,0.8494091360729425,0.5850273612194002,False
48,2,0.26070674158194485,0.13337439408197121,1.0001172002624064,0.8483891858269408,0.5851527711549964,False
49,2,0.2609967580612968,0.13407429614487817,0.9999946215573479,0.848393767149312,0.5841585157475326,False
50,2,0.25910335516228394,0.13186847659594872,1.0000914352781631,0.8481813625144357,0.5891610535114957,False
51,2,0.2598237833556007,0.13226796730476267,1.0000419388799107,0.8483705530290322,0.5857414493514697,False
52,2,0.2582788134322447,0.13104578282903223,1.0001182135413675,0.8481910201093423,0.584934987594531,False
53,2,0.2582460751428324,0.1319586209514562,1.0000237103770762,0.8484598148112044,0.5893761233907046,False
54,2,0.25812635702245373,0.13262000921017983,1.0001000323716331,0.8491871073494648,0.5816669827453307,False
55,2,0.257479743922458,0.13370151160394445,1.0002224760897018,0.848410400087755,0.5863530212802168,False
56,2,0.25844185624052496,0.13294092258986304,0.999972930725883,0.8477355008557546,0.5844890695684472,False
57,2,0.2581952144117916,0.1320591089041794,1.0000898259527542,0.8485846458975438,0.5847635172202664,False
