epoch,bce,kd_skip,kd_b2,kd_b3,total,val_auc,best_val_auc
1,0.46972,1.16784,1.15981,1.21014,1.65128,0.81607,0.81607
2,0.39636,0.52145,0.51365,0.56288,0.93126,0.8324,0.8324
3,0.3806,0.41729,0.40217,0.45542,0.80709,0.84098,0.84098
4,0.37174,0.33986,0.32752,0.3768,0.72144,0.83659,0.84098
5,0.36519,0.30781,0.29741,0.34238,0.68267,0.84188,0.84188
6,0.36363,0.29383,0.2801,0.32759,0.66547,0.83828,0.84188
7,0.35626,0.25905,0.24892,0.29012,0.62368,0.84627,0.84627
8,0.35284,0.26284,0.24974,0.29109,0.62175,0.8403,0.84627
9,0.34959,0.23993,0.22752,0.26657,0.59521,0.84335,0.84627
10,0.3453,0.22288,0.21045,0.24784,0.5732,0.84334,0.84627
11,0.34358,0.21416,0.2003,0.23654,0.56115,0.84459,0.84627
12,0.33626,0.19841,0.18246,0.21686,0.53567,0.84252,0.84627
13,0.33337,0.19251,0.17614,0.20792,0.52549,0.8436,0.84627
14,0.32834,0.19083,0.17266,0.20313,0.51682,0.84431,0.84627
15,0.32348,0.17985,0.15936,0.18913,0.49884,0.83937,0.84627
16,0.32061,0.17539,0.15525,0.18171,0.49047,0.84579,0.84627
17,0.31393,0.16164,0.14127,0.16424,0.46847,0.8472,0.8472
18,0.30934,0.15739,0.13381,0.15462,0.45619,0.84091,0.8472
19,0.30509,0.16188,0.13655,0.1551,0.45412,0.8421,0.8472
20,0.30155,0.15487,0.13095,0.14601,0.44331,0.84732,0.84732
21,0.29506,0.14751,0.11865,0.13381,0.42555,0.84409,0.84732
22,0.28951,0.14123,0.11127,0.12363,0.41171,0.84633,0.84732
23,0.28647,0.14385,0.11416,0.12223,0.4098,0.84584,0.84732
24,0.2817,0.1362,0.10564,0.11082,0.39553,0.84309,0.84732
25,0.27853,0.13794,0.1061,0.10843,0.39194,0.84332,0.84732
26,0.27343,0.13853,0.10327,0.10627,0.38495,0.84691,0.84732
27,0.26925,0.1328,0.09885,0.09648,0.37395,0.84688,0.84732
28,0.26722,0.13328,0.09741,0.09452,0.37065,0.84685,0.84732
29,0.26492,0.14128,0.10428,0.10077,0.3752,0.84573,0.84732
30,0.26191,0.13171,0.09492,0.0893,0.36194,0.84694,0.84732
31,0.26054,0.13584,0.10009,0.09127,0.36426,0.8462,0.84732
32,0.25634,0.12766,0.08918,0.07995,0.34952,0.84682,0.84732
33,0.25282,0.13073,0.09332,0.08021,0.34838,0.84676,0.84732
34,0.25124,0.13174,0.09288,0.07968,0.34662,0.84696,0.84732
35,0.24804,0.12765,0.08879,0.07329,0.3384,0.84492,0.84732
36,0.24693,0.12738,0.08633,0.07189,0.33569,0.84748,0.84748
37,0.24592,0.12796,0.08849,0.07104,0.33533,0.84535,0.84748
38,0.24348,0.12714,0.0866,0.06887,0.3311,0.84667,0.84748
39,0.24136,0.1217,0.08107,0.06211,0.32297,0.84516,0.84748
40,0.24067,0.12436,0.08363,0.06318,0.32426,0.84871,0.84871
41,0.23808,0.12101,0.08076,0.05908,0.31822,0.84546,0.84871
42,0.23735,0.12086,0.08041,0.05752,0.3167,0.84785,0.84871
43,0.23708,0.12095,0.08013,0.05723,0.31621,0.84748,0.84871
44,0.23423,0.1212,0.08062,0.05597,0.31311,0.84691,0.84871
45,0.23294,0.11763,0.076,0.05162,0.30751,0.84585,0.84871
46,0.23315,0.12237,0.08161,0.05496,0.31225,0.84711,0.84871
47,0.23148,0.11472,0.07392,0.04712,0.30284,0.84845,0.84871
48,0.2316,0.12186,0.08034,0.05361,0.30956,0.84645,0.84871
49,0.23067,0.11707,0.07687,0.04841,0.3042,0.84846,0.84871
50,0.22993,0.11668,0.07568,0.04799,0.30273,0.84757,0.84871
51,0.2298,0.11873,0.07917,0.05001,0.30522,0.84761,0.84871
52,0.22963,0.11831,0.07505,0.04933,0.30305,0.84719,0.84871
53,0.22839,0.1177,0.0797,0.04767,0.30287,0.84807,0.84871
54,0.22833,0.1156,0.07458,0.04568,0.29955,0.84814,0.84871
55,0.22757,0.11604,0.07427,0.04547,0.29868,0.84759,0.84871
56,0.22814,0.11415,0.07338,0.0438,0.29784,0.85008,0.85008
57,0.22645,0.11591,0.07543,0.04437,0.29756,0.8488,0.85008
58,0.22663,0.11328,0.07254,0.04215,0.29517,0.84757,0.85008
59,0.22643,0.11574,0.07474,0.04471,0.29736,0.84906,0.85008
60,0.22586,0.11448,0.07348,0.04253,0.29516,0.84931,0.85008
61,0.22607,0.1114,0.07203,0.03997,0.29315,0.84825,0.85008
62,0.22484,0.11337,0.07199,0.04071,0.29259,0.84834,0.85008
63,0.22546,0.11175,0.07177,0.03944,0.29229,0.84875,0.85008
64,0.22449,0.1112,0.07081,0.03869,0.29054,0.84732,0.85008
65,0.22414,0.11022,0.06918,0.03723,0.28875,0.84885,0.85008
66,0.22386,0.10857,0.06919,0.03575,0.28755,0.84874,0.85008
67,0.22385,0.11007,0.06956,0.0363,0.28821,0.84744,0.85008
68,0.22381,0.10866,0.06838,0.03623,0.28738,0.84722,0.85008
69,0.22344,0.10805,0.06818,0.03496,0.28631,0.84921,0.85008
70,0.22309,0.11087,0.07126,0.03754,0.28878,0.84847,0.85008
71,0.22367,0.10871,0.06863,0.03598,0.28726,0.84796,0.85008
72,0.22379,0.10996,0.06885,0.03632,0.28785,0.8477,0.85008
73,0.22229,0.10702,0.06823,0.0334,0.28435,0.84804,0.85008
74,0.22328,0.1105,0.06977,0.03685,0.28803,0.84774,0.85008
75,0.22377,0.10748,0.06751,0.03417,0.28594,0.84834,0.85008
76,0.22199,0.10663,0.06667,0.03244,0.28295,0.84909,0.85008
77,0.22256,0.10896,0.06863,0.03522,0.28589,0.84872,0.85008
78,0.22242,0.10633,0.06598,0.03232,0.28301,0.84921,0.85008
79,0.22222,0.10718,0.06731,0.03314,0.28384,0.84897,0.85008
80,0.22138,0.1068,0.0671,0.03312,0.28283,0.849,0.85008
81,0.22197,0.10636,0.06556,0.03261,0.28251,0.84916,0.85008
82,0.22177,0.10608,0.06596,0.03166,0.28203,0.84867,0.85008
83,0.22123,0.10421,0.06501,0.02984,0.28002,0.84917,0.85008
84,0.22252,0.10475,0.06477,0.03091,0.28174,0.84912,0.85008
85,0.22147,0.10618,0.06674,0.03197,0.28219,0.8487,0.85008
86,0.22168,0.10555,0.06505,0.03125,0.28131,0.84885,0.85008
87,0.22172,0.10376,0.06354,0.02966,0.27976,0.84894,0.85008
88,0.22103,0.10437,0.06497,0.03001,0.2799,0.84908,0.85008
89,0.22201,0.10532,0.06485,0.03139,0.28157,0.84898,0.85008
90,0.22096,0.10574,0.06498,0.03139,0.28066,0.84886,0.85008
91,0.22145,0.10433,0.064,0.02998,0.27991,0.84894,0.85008
92,0.22145,0.10491,0.06519,0.03022,0.2806,0.84886,0.85008
93,0.22166,0.10491,0.06564,0.03124,0.2814,0.84897,0.85008
94,0.22105,0.10498,0.06464,0.03039,0.28006,0.84896,0.85008
95,0.2211,0.10419,0.06348,0.02944,0.2791,0.84894,0.85008
96,0.22149,0.10441,0.06466,0.03,0.28024,0.84899,0.85008
97,0.22124,0.10424,0.06455,0.02977,0.27982,0.84897,0.85008
98,0.22136,0.10505,0.06484,0.0304,0.28046,0.84889,0.85008
99,0.22101,0.10408,0.0641,0.02954,0.27928,0.84898,0.85008
100,0.22115,0.10328,0.06357,0.0294,0.279,0.84899,0.85008
