epoch,bce,kd_skip,kd_b2,kd_b3,total,val_auc,best_val_auc
1,0.46933,2.45711,2.58317,1.02052,2.40222,0.81336,0.81336
2,0.38525,1.72736,1.84115,0.3344,1.60095,0.81683,0.81683
3,0.36859,1.57383,1.68456,0.24086,1.45352,0.82684,0.82684
4,0.35993,1.51349,1.62039,0.21926,1.39849,0.8297,0.8297
5,0.35451,1.45995,1.56619,0.2127,1.35806,0.8337,0.8337
6,0.34811,1.41985,1.52197,0.20085,1.3212,0.83588,0.83588
7,0.34103,1.37581,1.47517,0.19948,1.28605,0.83384,0.83588
8,0.33694,1.34283,1.44051,0.20588,1.26407,0.82887,0.83588
9,0.33169,1.30267,1.3979,0.20278,1.23249,0.83683,0.83683
10,0.32548,1.26193,1.35543,0.22158,1.20866,0.8315,0.83683
11,0.31764,1.21269,1.30165,0.21705,1.16766,0.83623,0.83683
12,0.31402,1.18763,1.27388,0.24102,1.15751,0.83828,0.83828
13,0.30503,1.12577,1.20762,0.24826,1.11253,0.83675,0.83828
14,0.29329,1.05986,1.13508,0.27394,1.06887,0.8311,0.83828
15,0.28583,1.01898,1.0907,0.30623,1.0484,0.83198,0.83828
16,0.27794,0.96626,1.03287,0.3218,1.01306,0.8305,0.83828
17,0.26843,0.91482,0.97691,0.35003,0.98217,0.83267,0.83828
18,0.25626,0.84723,0.90173,0.38585,0.94074,0.82719,0.83828
19,0.24685,0.7929,0.84234,0.4097,0.90625,0.83652,0.83828
20,0.23942,0.74006,0.78749,0.42866,0.87389,0.83538,0.83828
21,0.23219,0.70458,0.74716,0.46986,0.85991,0.83422,0.83828
22,0.22252,0.65573,0.69367,0.48808,0.82637,0.83458,0.83828
23,0.21605,0.61871,0.65236,0.51147,0.80533,0.83437,0.83828
24,0.20788,0.57526,0.6049,0.51131,0.76941,0.83361,0.83828
25,0.20834,0.57438,0.6046,0.52543,0.77523,0.83345,0.83828
26,0.1995,0.53602,0.56093,0.53924,0.74677,0.83466,0.83828
27,0.1961,0.50941,0.53335,0.553,0.73252,0.83496,0.83828
28,0.19348,0.49904,0.51974,0.55762,0.72424,0.83694,0.83828
29,0.18926,0.47193,0.49132,0.56489,0.70613,0.8314,0.83828
30,0.1867,0.46287,0.47979,0.57539,0.70134,0.83379,0.83828
31,0.18398,0.4503,0.46603,0.58625,0.69495,0.83207,0.83828
32,0.18136,0.42945,0.44364,0.59192,0.68147,0.83448,0.83828
33,0.17799,0.41044,0.4239,0.58752,0.66465,0.82956,0.83828
34,0.17666,0.40477,0.41625,0.59827,0.66342,0.83647,0.83828
35,0.1769,0.39904,0.41191,0.59625,0.65998,0.8342,0.83828
36,0.17294,0.38366,0.39335,0.60729,0.64993,0.8355,0.83828
37,0.17322,0.3752,0.38575,0.61023,0.64666,0.83384,0.83828
38,0.17365,0.39117,0.39954,0.61046,0.65589,0.83261,0.83828
39,0.17095,0.37297,0.38263,0.61803,0.64581,0.83193,0.83828
40,0.17108,0.3693,0.37825,0.60981,0.64016,0.83294,0.83828
41,0.17026,0.35747,0.36618,0.61925,0.63593,0.8365,0.83828
42,0.16892,0.35877,0.36742,0.61746,0.63463,0.83607,0.83828
43,0.16739,0.34657,0.35325,0.62076,0.62631,0.83682,0.83828
44,0.16841,0.34489,0.35257,0.62157,0.62704,0.8339,0.83828
45,0.16646,0.33813,0.34449,0.61635,0.61842,0.83593,0.83828
46,0.16607,0.33305,0.34063,0.6229,0.61809,0.83544,0.83828
47,0.16522,0.33175,0.33782,0.61595,0.61308,0.8358,0.83828
48,0.16555,0.33536,0.34057,0.62299,0.61804,0.83562,0.83828
49,0.16445,0.31704,0.32487,0.63037,0.60995,0.83603,0.83828
50,0.16457,0.32298,0.32795,0.63108,0.61278,0.83561,0.83828
51,0.16405,0.32193,0.33002,0.62352,0.60985,0.83607,0.83828
52,0.16442,0.32104,0.32622,0.63205,0.61194,0.83794,0.83828
53,0.16324,0.31366,0.32037,0.63168,0.60679,0.8356,0.83828
54,0.1626,0.30927,0.3147,0.62677,0.60104,0.83878,0.83878
55,0.1619,0.30516,0.30932,0.62829,0.59798,0.83797,0.83878
56,0.16132,0.29738,0.30447,0.63198,0.59538,0.83621,0.83878
57,0.16173,0.30507,0.30901,0.62864,0.5978,0.83822,0.83878
58,0.16122,0.30103,0.30574,0.63135,0.59626,0.83692,0.83878
59,0.16067,0.29585,0.30048,0.62784,0.59116,0.83746,0.83878
60,0.16072,0.29346,0.29853,0.62829,0.59014,0.83725,0.83878
61,0.1599,0.28821,0.29235,0.63164,0.58714,0.83682,0.83878
62,0.16017,0.28757,0.29272,0.62668,0.58544,0.83767,0.83878
63,0.16017,0.28976,0.29459,0.6332,0.58924,0.83845,0.83878
64,0.15964,0.2841,0.28778,0.63301,0.58478,0.83856,0.83878
65,0.15983,0.28919,0.29278,0.6299,0.58674,0.83624,0.83878
66,0.15965,0.28723,0.29141,0.62983,0.58559,0.83801,0.83878
67,0.15937,0.28382,0.28845,0.63039,0.58367,0.8372,0.83878
68,0.15906,0.28602,0.29002,0.62926,0.58398,0.83789,0.83878
69,0.15978,0.28581,0.29021,0.63257,0.58606,0.83814,0.83878
70,0.15916,0.28607,0.29057,0.63153,0.58521,0.83844,0.83878
71,0.15867,0.28173,0.28678,0.62863,0.58118,0.83823,0.83878
72,0.1598,0.28473,0.2895,0.63438,0.5863,0.83843,0.83878
73,0.15899,0.28014,0.28377,0.63115,0.58098,0.83721,0.83878
74,0.159,0.27877,0.2828,0.63464,0.58173,0.83806,0.83878
75,0.15872,0.28086,0.28446,0.62739,0.57963,0.83805,0.83878
76,0.15898,0.28338,0.28772,0.63176,0.58345,0.83821,0.83878
77,0.15904,0.27852,0.28273,0.63291,0.581,0.83834,0.83878
78,0.15857,0.2775,0.2831,0.6306,0.57955,0.83892,0.83892
79,0.15839,0.28029,0.28335,0.62976,0.57969,0.83814,0.83892
80,0.15835,0.27415,0.27844,0.62972,0.57645,0.83786,0.83892
81,0.15852,0.27614,0.28056,0.62645,0.57655,0.83858,0.83892
82,0.15812,0.27294,0.27702,0.634,0.57711,0.83786,0.83892
83,0.15786,0.27362,0.27761,0.63201,0.57643,0.83804,0.83892
84,0.15894,0.28022,0.2835,0.62554,0.57861,0.83824,0.83892
85,0.15791,0.27626,0.27937,0.63001,0.57691,0.83759,0.83892
86,0.15822,0.27092,0.27636,0.63154,0.57557,0.83833,0.83892
87,0.1581,0.27566,0.27919,0.62736,0.57585,0.83821,0.83892
88,0.15834,0.27214,0.27558,0.63154,0.57562,0.83811,0.83892
89,0.15799,0.27118,0.27666,0.63021,0.57498,0.83831,0.83892
90,0.15773,0.27493,0.27861,0.63062,0.57641,0.83832,0.83892
91,0.15784,0.27319,0.27711,0.63251,0.57633,0.83789,0.83892
92,0.15792,0.27306,0.27788,0.62996,0.57567,0.83803,0.83892
93,0.15815,0.27696,0.28097,0.63205,0.57875,0.83826,0.83892
94,0.15778,0.27296,0.27693,0.63033,0.57527,0.83827,0.83892
95,0.15769,0.27203,0.27597,0.63026,0.57459,0.83819,0.83892
96,0.15775,0.26991,0.27378,0.62961,0.57309,0.83825,0.83892
97,0.15802,0.2748,0.27872,0.62987,0.57641,0.8382,0.83892
98,0.15817,0.27301,0.2775,0.62878,0.57528,0.8382,0.83892
99,0.15808,0.27426,0.27776,0.63023,0.57612,0.83823,0.83892
100,0.15816,0.27176,0.2757,0.62887,0.57434,0.83827,0.83892
