epoch,fs_sampled,bce,kd,total,val_auc,val_f1,best_val_auc
27,"{50: 1212, 100: 1200, 500: 1206}",0.35313,0.17486,0.52799,0.81345,0.42386,0.83425
28,"{50: 1259, 100: 1235, 500: 1258}",0.35182,0.16887,0.52069,0.82354,0.45873,0.83425
29,"{50: 1300, 100: 1286, 500: 1300}",0.35136,0.16503,0.51639,0.83187,0.4758,0.83425
30,"{50: 1344, 100: 1333, 500: 1343}",0.35124,0.17241,0.52365,0.81882,0.43358,0.83425
31,"{50: 1383, 100: 1384, 500: 1387}",0.35017,0.17248,0.52265,0.83017,0.48202,0.83425
32,"{50: 1435, 100: 1422, 500: 1431}",0.34942,0.16855,0.51796,0.83222,0.47144,0.83425
33,"{50: 1476, 100: 1465, 500: 1481}",0.34735,0.1609,0.50826,0.8297,0.45938,0.83425
34,"{50: 1515, 100: 1514, 500: 1527}",0.34666,0.15774,0.5044,0.83154,0.48484,0.83425
35,"{50: 1561, 100: 1567, 500: 1562}",0.34593,0.15756,0.50349,0.82583,0.46022,0.83425
36,"{50: 1609, 100: 1605, 500: 1610}",0.34514,0.15208,0.49723,0.83506,0.47509,0.83506
37,"{50: 1655, 100: 1655, 500: 1648}",0.34445,0.1535,0.49794,0.8324,0.46926,0.83506
38,"{50: 1699, 100: 1703, 500: 1690}",0.34318,0.14752,0.4907,0.82534,0.46011,0.83506
39,"{50: 1749, 100: 1743, 500: 1734}",0.3438,0.15016,0.49396,0.82902,0.47381,0.83506
40,"{50: 1797, 100: 1786, 500: 1777}",0.34254,0.15113,0.49367,0.83238,0.49964,0.83506
41,"{50: 1838, 100: 1835, 500: 1821}",0.34077,0.14458,0.48535,0.8241,0.46188,0.83506
42,"{50: 1879, 100: 1873, 500: 1876}",0.34145,0.14502,0.48647,0.80501,0.33517,0.83506
43,"{50: 1919, 100: 1926, 500: 1917}",0.33926,0.14245,0.4817,0.83609,0.48434,0.83609
44,"{50: 1968, 100: 1966, 500: 1962}",0.33951,0.14564,0.48515,0.82892,0.44287,0.83609
45,"{50: 2008, 100: 2024, 500: 1998}",0.33882,0.14004,0.47886,0.82468,0.43006,0.83609
46,"{50: 2057, 100: 2067, 500: 2040}",0.33769,0.14518,0.48288,0.8386,0.4897,0.8386
47,"{50: 2104, 100: 2115, 500: 2079}",0.33653,0.14252,0.47905,0.82138,0.4266,0.8386
48,"{50: 2150, 100: 2158, 500: 2124}",0.33529,0.13634,0.47163,0.83251,0.47175,0.8386
49,"{50: 2199, 100: 2199, 500: 2168}",0.33517,0.13562,0.47078,0.83211,0.48188,0.8386
50,"{50: 2238, 100: 2243, 500: 2219}",0.33542,0.13285,0.46826,0.83064,0.47257,0.8386
51,"{50: 2279, 100: 2292, 500: 2263}",0.3328,0.13464,0.46744,0.82317,0.43502,0.8386
52,"{50: 2330, 100: 2329, 500: 2309}",0.3328,0.13403,0.46683,0.81807,0.37696,0.8386
53,"{50: 2377, 100: 2379, 500: 2346}",0.33198,0.13927,0.47125,0.82306,0.44946,0.8386
54,"{50: 2422, 100: 2418, 500: 2396}",0.33141,0.13154,0.46294,0.81778,0.39689,0.8386
55,"{50: 2464, 100: 2471, 500: 2435}",0.33088,0.13533,0.46621,0.82618,0.47167,0.8386
56,"{50: 2501, 100: 2520, 500: 2483}",0.33021,0.1301,0.46031,0.83087,0.48934,0.8386
57,"{50: 2537, 100: 2560, 500: 2541}",0.33016,0.12994,0.4601,0.80348,0.34389,0.8386
58,"{50: 2590, 100: 2601, 500: 2581}",0.3274,0.13277,0.46016,0.83979,0.52131,0.83979
59,"{50: 2641, 100: 2641, 500: 2624}",0.32642,0.12719,0.4536,0.81488,0.40825,0.83979
60,"{50: 2687, 100: 2684, 500: 2669}",0.32602,0.1264,0.45242,0.82759,0.46245,0.83979
61,"{50: 2728, 100: 2733, 500: 2713}",0.32603,0.12716,0.4532,0.83621,0.51808,0.83979
62,"{50: 2773, 100: 2780, 500: 2755}",0.32637,0.13084,0.45721,0.8222,0.46691,0.83979
63,"{50: 2819, 100: 2831, 500: 2792}",0.32242,0.12612,0.44853,0.83232,0.50867,0.83979
64,"{50: 2870, 100: 2869, 500: 2837}",0.32293,0.1273,0.45023,0.83738,0.50522,0.83979
65,"{50: 2923, 100: 2906, 500: 2881}",0.32084,0.12392,0.44477,0.83085,0.48439,0.83979
66,"{50: 2961, 100: 2954, 500: 2929}",0.32257,0.12588,0.44845,0.82152,0.45008,0.83979
67,"{50: 3003, 100: 3009, 500: 2966}",0.32079,0.12507,0.44586,0.83078,0.49216,0.83979
68,"{50: 3047, 100: 3063, 500: 3002}",0.31901,0.12082,0.43983,0.83396,0.51946,0.83979
69,"{50: 3090, 100: 3106, 500: 3050}",0.31931,0.12412,0.44343,0.80856,0.3876,0.83979
70,"{50: 3141, 100: 3146, 500: 3093}",0.31772,0.12269,0.44041,0.82972,0.48714,0.83979
71,"{50: 3193, 100: 3187, 500: 3134}",0.31679,0.12229,0.43908,0.82138,0.47499,0.83979
72,"{50: 3233, 100: 3239, 500: 3176}",0.31726,0.12114,0.4384,0.81877,0.46431,0.83979
73,"{50: 3283, 100: 3277, 500: 3222}",0.31623,0.12192,0.43815,0.82503,0.47645,0.83979
74,"{50: 3320, 100: 3327, 500: 3269}",0.31582,0.11797,0.43379,0.80915,0.4052,0.83979
75,"{50: 3360, 100: 3374, 500: 3316}",0.31559,0.12129,0.43688,0.82714,0.49552,0.83979
76,"{50: 3398, 100: 3424, 500: 3362}",0.31581,0.1193,0.4351,0.77984,0.31674,0.83979
77,"{50: 3437, 100: 3469, 500: 3412}",0.31384,0.11655,0.43039,0.81758,0.44897,0.83979
78,"{50: 3486, 100: 3514, 500: 3452}",0.31205,0.1205,0.43255,0.82089,0.46186,0.83979
79,"{50: 3530, 100: 3553, 500: 3503}",0.3131,0.11929,0.43239,0.81372,0.41313,0.83979
80,"{50: 3571, 100: 3602, 500: 3547}",0.31197,0.11594,0.42792,0.82397,0.48024,0.83979
81,"{50: 3624, 100: 3643, 500: 3587}",0.30995,0.11951,0.42946,0.81745,0.4425,0.83979
82,"{50: 3659, 100: 3691, 500: 3638}",0.31238,0.11709,0.42947,0.81501,0.44155,0.83979
83,"{50: 3710, 100: 3732, 500: 3680}",0.30993,0.11803,0.42796,0.83551,0.52303,0.83979
84,"{50: 3761, 100: 3773, 500: 3722}",0.30956,0.11832,0.42788,0.82828,0.49734,0.83979
85,"{50: 3812, 100: 3819, 500: 3759}",0.30843,0.11835,0.42678,0.83641,0.52015,0.83979
86,"{50: 3856, 100: 3869, 500: 3799}",0.30859,0.11763,0.42623,0.81729,0.44963,0.83979
87,"{50: 3902, 100: 3918, 500: 3838}",0.30822,0.1165,0.42472,0.83069,0.50778,0.83979
88,"{50: 3950, 100: 3956, 500: 3886}",0.3089,0.11724,0.42613,0.83451,0.52533,0.83979
89,"{50: 4000, 100: 3996, 500: 3930}",0.30783,0.11588,0.42371,0.83353,0.51558,0.83979
90,"{50: 4034, 100: 4044, 500: 3982}",0.31018,0.11522,0.4254,0.82119,0.47934,0.83979
91,"{50: 4077, 100: 4086, 500: 4031}",0.30853,0.11602,0.42455,0.829,0.4988,0.83979
92,"{50: 4127, 100: 4127, 500: 4074}",0.30754,0.11589,0.42343,0.82792,0.50183,0.83979
93,"{50: 4179, 100: 4177, 500: 4106}",0.30537,0.1157,0.42107,0.83292,0.51311,0.83979
94,"{50: 4226, 100: 4217, 500: 4153}",0.30772,0.11551,0.42323,0.80677,0.40412,0.83979
95,"{50: 4266, 100: 4256, 500: 4208}",0.30864,0.11464,0.42328,0.8007,0.38276,0.83979
96,"{50: 4308, 100: 4305, 500: 4251}",0.30709,0.11511,0.4222,0.8269,0.49029,0.83979
97,"{50: 4352, 100: 4355, 500: 4291}",0.30654,0.11514,0.42167,0.82672,0.49097,0.83979
98,"{50: 4392, 100: 4401, 500: 4339}",0.30819,0.11475,0.42294,0.82336,0.47764,0.83979
99,"{50: 4444, 100: 4439, 500: 4383}",0.30678,0.11587,0.42265,0.81971,0.47481,0.83979
100,"{50: 4492, 100: 4483, 500: 4425}",0.30636,0.11579,0.42215,0.82367,0.47933,0.83979
