epoch,bce,teacher_mkd,ta_mkd,ta_crf,feature,total,macro_auc,macro_f1
1,0.42939,0.0,0.79127,0.0,0.0,1.22066,0.83009,0.5613
2,0.36489,0.0,0.25474,0.0,0.0,0.61963,0.83763,0.5558
3,0.34455,0.0,0.17811,0.0,0.0,0.52266,0.84025,0.54307
4,0.32889,0.0,0.13251,0.0,0.0,0.4614,0.84288,0.57947
5,0.31344,0.0,0.10498,0.0,0.0,0.41841,0.84002,0.52578
6,0.30258,0.0,0.10116,0.0,0.0,0.40374,0.84238,0.54378
7,0.29292,0.0,0.08608,0.0,0.0,0.379,0.84413,0.57542
8,0.28835,0.0,0.08173,0.0,0.0,0.37008,0.84441,0.55968
9,0.28249,0.0,0.07685,0.0,0.0,0.35934,0.84492,0.58162
10,0.27911,0.0,0.07751,0.0,0.0,0.35662,0.8437,0.56022
11,0.27707,0.0,0.07506,0.0,0.0,0.35213,0.84434,0.57681
12,0.27469,0.0,0.07304,0.0,0.0,0.34773,0.84611,0.58047
13,0.27226,0.0,0.07287,0.0,0.0,0.34513,0.84426,0.56674
14,0.26995,0.0,0.06996,0.0,0.0,0.33991,0.84446,0.56908
15,0.26945,0.0,0.06522,0.0,0.0,0.33467,0.84396,0.57295
16,0.26868,0.0,0.0666,0.0,0.0,0.33528,0.84641,0.56576
17,0.26624,0.0,0.06236,0.0,0.0,0.3286,0.8452,0.57161
18,0.26671,0.0,0.06815,0.0,0.0,0.33486,0.84701,0.56227
19,0.26403,0.0,0.06018,0.0,0.0,0.32421,0.84764,0.55675
20,0.2635,0.0,0.06838,0.0,0.0,0.33188,0.8462,0.56918
21,0.26319,0.0,0.05847,0.0,0.0,0.32166,0.84695,0.56601
22,0.26144,0.0,0.06049,0.0,0.0,0.32193,0.84753,0.56645
23,0.2607,0.0,0.05274,0.0,0.0,0.31343,0.84669,0.55753
24,0.26021,0.0,0.05688,0.0,0.0,0.31709,0.84781,0.56521
25,0.25882,0.0,0.0546,0.0,0.0,0.31342,0.84742,0.57378
26,0.25924,0.0,0.05558,0.0,0.0,0.31482,0.84679,0.56665
27,0.25853,0.0,0.05615,0.0,0.0,0.31468,0.84663,0.56847
28,0.25725,0.0,0.05262,0.0,0.0,0.30987,0.848,0.5627
29,0.25715,0.0,0.05371,0.0,0.0,0.31086,0.84772,0.56249
30,0.25739,0.0,0.05412,0.0,0.0,0.31151,0.8477,0.56363
31,0.25679,0.0,0.05713,0.0,0.0,0.31392,0.84686,0.56626
32,0.25648,0.0,0.05489,0.0,0.0,0.31137,0.84752,0.56464
33,0.25555,0.0,0.05194,0.0,0.0,0.30748,0.8479,0.56521
34,0.25512,0.0,0.04896,0.0,0.0,0.30407,0.84762,0.56654
35,0.25456,0.0,0.04782,0.0,0.0,0.30238,0.84735,0.56571
36,0.2547,0.0,0.04793,0.0,0.0,0.30263,0.84731,0.57195
37,0.25401,0.0,0.04606,0.0,0.0,0.30007,0.84734,0.56583
38,0.25332,0.0,0.04478,0.0,0.0,0.2981,0.8477,0.56331
39,0.25384,0.0,0.04569,0.0,0.0,0.29953,0.84721,0.56171
40,0.25293,0.0,0.04463,0.0,0.0,0.29756,0.8472,0.56896
41,0.25338,0.0,0.04681,0.0,0.0,0.30019,0.84697,0.57281
42,0.25241,0.0,0.0458,0.0,0.0,0.2982,0.84746,0.56528
43,0.2531,0.0,0.04379,0.0,0.0,0.29689,0.84762,0.56571
44,0.25278,0.0,0.04558,0.0,0.0,0.29836,0.8473,0.56785
45,0.253,0.0,0.04439,0.0,0.0,0.2974,0.84703,0.56704
46,0.25283,0.0,0.04448,0.0,0.0,0.29731,0.84789,0.56303
47,0.25279,0.0,0.04301,0.0,0.0,0.2958,0.84684,0.56216
48,0.25244,0.0,0.04249,0.0,0.0,0.29493,0.84714,0.56595
49,0.25211,0.0,0.04321,0.0,0.0,0.29532,0.84771,0.56523
50,0.25249,0.0,0.04265,0.0,0.0,0.29513,0.84761,0.56472
51,0.25259,0.0,0.04262,0.0,0.0,0.29522,0.84745,0.5665
52,0.25182,0.0,0.0411,0.0,0.0,0.29292,0.84734,0.5676
53,0.25207,0.0,0.04223,0.0,0.0,0.2943,0.8476,0.56862
54,0.25216,0.0,0.04169,0.0,0.0,0.29385,0.84758,0.56151
55,0.25215,0.0,0.04165,0.0,0.0,0.2938,0.84738,0.56544
56,0.25162,0.0,0.04147,0.0,0.0,0.29309,0.84745,0.56718
57,0.25194,0.0,0.04149,0.0,0.0,0.29343,0.84741,0.56673
58,0.25233,0.0,0.0418,0.0,0.0,0.29413,0.84745,0.56562
59,0.25202,0.0,0.04175,0.0,0.0,0.29378,0.84749,0.567
60,0.25226,0.0,0.04145,0.0,0.0,0.29372,0.84744,0.56311
