epoch,bce,teacher_mkd,ta_mkd,ta_crf,feature,total,macro_auc,macro_f1
1,0.42913,0.0,0.79199,3.34287,0.0,1.5554,0.83182,0.55923
2,0.36468,0.0,0.24785,1.46138,0.0,0.75866,0.83953,0.57942
3,0.34557,0.0,0.17116,0.91652,0.0,0.60838,0.84114,0.57042
4,0.33001,0.0,0.12808,0.71044,0.0,0.52913,0.84466,0.5689
5,0.3163,0.0,0.10124,0.58865,0.0,0.47641,0.84264,0.53049
6,0.30459,0.0,0.09505,0.53156,0.0,0.4528,0.8455,0.5472
7,0.29555,0.0,0.08161,0.47514,0.0,0.42468,0.84467,0.56134
8,0.29003,0.0,0.07606,0.44073,0.0,0.41016,0.84562,0.56376
9,0.28486,0.0,0.072,0.41226,0.0,0.39808,0.84576,0.5621
10,0.28265,0.0,0.07354,0.39874,0.0,0.39606,0.84412,0.57822
11,0.27901,0.0,0.07279,0.38256,0.0,0.39007,0.84465,0.55819
12,0.27712,0.0,0.06991,0.36948,0.0,0.38398,0.84555,0.57974
13,0.27512,0.0,0.07052,0.36199,0.0,0.38184,0.84301,0.5696
14,0.27318,0.0,0.0672,0.35096,0.0,0.37547,0.84641,0.5599
15,0.27113,0.0,0.06193,0.33066,0.0,0.36613,0.84565,0.57628
16,0.2709,0.0,0.06491,0.33097,0.0,0.36891,0.84718,0.57022
17,0.26827,0.0,0.05963,0.31913,0.0,0.35981,0.84481,0.55922
18,0.26903,0.0,0.0653,0.31434,0.0,0.36576,0.84629,0.56334
19,0.26546,0.0,0.05679,0.30012,0.0,0.35227,0.84742,0.56478
20,0.2655,0.0,0.0665,0.30054,0.0,0.36205,0.84602,0.58075
21,0.26458,0.0,0.0563,0.28833,0.0,0.34972,0.8462,0.5806
22,0.26327,0.0,0.05765,0.28622,0.0,0.34954,0.8468,0.57117
23,0.26252,0.0,0.05026,0.27513,0.0,0.3403,0.84652,0.56805
24,0.26138,0.0,0.0554,0.27903,0.0,0.34468,0.84667,0.57184
25,0.26062,0.0,0.05262,0.27267,0.0,0.34051,0.84699,0.57344
26,0.26073,0.0,0.05302,0.26552,0.0,0.3403,0.8478,0.57992
27,0.26033,0.0,0.05496,0.26223,0.0,0.34152,0.8472,0.56183
28,0.25885,0.0,0.05101,0.25858,0.0,0.33572,0.84867,0.55884
29,0.25901,0.0,0.05254,0.25705,0.0,0.33725,0.84777,0.56357
30,0.25873,0.0,0.05334,0.25217,0.0,0.33729,0.84737,0.5792
31,0.2587,0.0,0.05535,0.25254,0.0,0.33931,0.84653,0.5653
32,0.25804,0.0,0.054,0.24933,0.0,0.33697,0.84816,0.55773
33,0.25682,0.0,0.05021,0.24377,0.0,0.33141,0.8476,0.56605
34,0.25634,0.0,0.04795,0.2412,0.0,0.3284,0.84765,0.56415
35,0.25607,0.0,0.04698,0.23913,0.0,0.32697,0.84767,0.56328
36,0.25594,0.0,0.04749,0.23561,0.0,0.32699,0.8474,0.57786
37,0.25516,0.0,0.04532,0.23219,0.0,0.32369,0.84684,0.57889
38,0.25465,0.0,0.04414,0.22977,0.0,0.32177,0.84789,0.56603
39,0.25516,0.0,0.04484,0.22803,0.0,0.3228,0.84782,0.55902
40,0.254,0.0,0.0439,0.22413,0.0,0.32031,0.84752,0.57372
41,0.25468,0.0,0.04632,0.22432,0.0,0.32343,0.84678,0.57666
42,0.2535,0.0,0.0452,0.22145,0.0,0.32085,0.84736,0.56594
43,0.25402,0.0,0.04321,0.2203,0.0,0.31926,0.84797,0.56182
44,0.25392,0.0,0.045,0.22126,0.0,0.32105,0.84787,0.57125
45,0.25388,0.0,0.04392,0.22124,0.0,0.31992,0.84769,0.56997
46,0.25379,0.0,0.04383,0.21965,0.0,0.31958,0.84807,0.56374
47,0.25371,0.0,0.04224,0.21653,0.0,0.31761,0.84745,0.56626
48,0.25331,0.0,0.04186,0.21897,0.0,0.31707,0.8477,0.56669
49,0.25303,0.0,0.04249,0.21567,0.0,0.31709,0.84801,0.56763
50,0.25327,0.0,0.04207,0.21284,0.0,0.31663,0.84838,0.56394
51,0.2534,0.0,0.04197,0.21327,0.0,0.31669,0.84786,0.56701
52,0.25277,0.0,0.04034,0.21231,0.0,0.31434,0.84782,0.56689
53,0.25286,0.0,0.04167,0.21098,0.0,0.31563,0.84806,0.56824
54,0.25294,0.0,0.0411,0.21193,0.0,0.31524,0.84815,0.56289
55,0.2529,0.0,0.04112,0.21144,0.0,0.31516,0.8478,0.56649
56,0.25234,0.0,0.04093,0.21197,0.0,0.31446,0.84787,0.56688
57,0.25274,0.0,0.04096,0.20886,0.0,0.31458,0.84788,0.56733
58,0.25313,0.0,0.04128,0.2112,0.0,0.31552,0.84793,0.56668
59,0.25277,0.0,0.04113,0.21052,0.0,0.31495,0.8479,0.56723
60,0.25306,0.0,0.04083,0.2108,0.0,0.31496,0.84798,0.56563
