epoch,bce,teacher_mkd,ta_mkd,ta_crf,feature,total,macro_auc,macro_f1
1,0.43881,0.0,0.0,0.0,0.0,0.43881,0.8045,0.46537
2,0.36763,0.0,0.0,0.0,0.0,0.36763,0.8207,0.54017
3,0.33047,0.0,0.0,0.0,0.0,0.33047,0.80685,0.48539
4,0.27516,0.0,0.0,0.0,0.0,0.27516,0.8068,0.46933
5,0.20715,0.0,0.0,0.0,0.0,0.20715,0.78945,0.5003
6,0.14561,0.0,0.0,0.0,0.0,0.14561,0.77871,0.45504
7,0.10968,0.0,0.0,0.0,0.0,0.10968,0.76944,0.50985
8,0.0861,0.0,0.0,0.0,0.0,0.0861,0.77664,0.47135
9,0.07082,0.0,0.0,0.0,0.0,0.07082,0.77789,0.48742
10,0.06131,0.0,0.0,0.0,0.0,0.06131,0.78601,0.48144
11,0.05437,0.0,0.0,0.0,0.0,0.05437,0.77698,0.50357
12,0.05559,0.0,0.0,0.0,0.0,0.05559,0.76868,0.4699
13,0.04604,0.0,0.0,0.0,0.0,0.04604,0.78005,0.47743
14,0.04191,0.0,0.0,0.0,0.0,0.04191,0.76845,0.46452
15,0.03821,0.0,0.0,0.0,0.0,0.03821,0.7904,0.53341
16,0.0354,0.0,0.0,0.0,0.0,0.0354,0.78757,0.51833
17,0.03344,0.0,0.0,0.0,0.0,0.03344,0.78796,0.4484
18,0.03051,0.0,0.0,0.0,0.0,0.03051,0.77875,0.46493
19,0.02843,0.0,0.0,0.0,0.0,0.02843,0.78008,0.47214
20,0.02433,0.0,0.0,0.0,0.0,0.02433,0.77715,0.46692
21,0.02224,0.0,0.0,0.0,0.0,0.02224,0.77111,0.52561
22,0.02033,0.0,0.0,0.0,0.0,0.02033,0.77134,0.47978
23,0.01943,0.0,0.0,0.0,0.0,0.01943,0.76966,0.49643
24,0.01655,0.0,0.0,0.0,0.0,0.01655,0.78174,0.48721
25,0.01525,0.0,0.0,0.0,0.0,0.01525,0.77781,0.51004
26,0.01434,0.0,0.0,0.0,0.0,0.01434,0.76973,0.48244
27,0.0113,0.0,0.0,0.0,0.0,0.0113,0.78506,0.51432
28,0.01032,0.0,0.0,0.0,0.0,0.01032,0.78462,0.50842
29,0.00928,0.0,0.0,0.0,0.0,0.00928,0.77613,0.52563
30,0.00786,0.0,0.0,0.0,0.0,0.00786,0.77882,0.51023
31,0.00636,0.0,0.0,0.0,0.0,0.00636,0.79062,0.53746
32,0.00365,0.0,0.0,0.0,0.0,0.00365,0.78321,0.52932
33,0.00279,0.0,0.0,0.0,0.0,0.00279,0.78457,0.52033
34,0.0014,0.0,0.0,0.0,0.0,0.0014,0.78527,0.51245
35,0.00049,0.0,0.0,0.0,0.0,0.00049,0.79103,0.52869
36,0.00022,0.0,0.0,0.0,0.0,0.00022,0.79087,0.53197
37,0.00014,0.0,0.0,0.0,0.0,0.00014,0.79033,0.53057
38,0.00012,0.0,0.0,0.0,0.0,0.00012,0.79118,0.53197
39,0.00011,0.0,0.0,0.0,0.0,0.00011,0.79037,0.52966
40,9e-05,0.0,0.0,0.0,0.0,9e-05,0.79115,0.5316
41,0.0001,0.0,0.0,0.0,0.0,0.0001,0.7908,0.53247
42,8e-05,0.0,0.0,0.0,0.0,8e-05,0.79104,0.53264
43,8e-05,0.0,0.0,0.0,0.0,8e-05,0.79083,0.53076
44,8e-05,0.0,0.0,0.0,0.0,8e-05,0.79092,0.52839
45,7e-05,0.0,0.0,0.0,0.0,7e-05,0.79167,0.53222
46,7e-05,0.0,0.0,0.0,0.0,7e-05,0.79148,0.53158
47,7e-05,0.0,0.0,0.0,0.0,7e-05,0.79149,0.53246
48,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79151,0.5341
49,7e-05,0.0,0.0,0.0,0.0,7e-05,0.79165,0.5336
50,6e-05,0.0,0.0,0.0,0.0,6e-05,0.7915,0.53135
51,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79143,0.53404
52,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79079,0.53065
53,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79101,0.53568
54,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79115,0.53127
55,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79147,0.5341
56,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79125,0.53172
57,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79146,0.53222
58,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79168,0.53241
59,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79132,0.53397
60,6e-05,0.0,0.0,0.0,0.0,6e-05,0.79158,0.53192
