epoch,bce,kd,total,val_auc,best_val_auc
1,0.42117,1.51647,1.93765,0.82831,0.82831
2,0.37699,1.13227,1.50925,0.8363,0.8363
3,0.36513,1.05522,1.42034,0.8324,0.8363
4,0.36017,1.02152,1.38169,0.83882,0.83882
5,0.35503,0.99042,1.34545,0.83814,0.83882
6,0.35005,0.97055,1.3206,0.84417,0.84417
7,0.34664,0.94272,1.28936,0.83829,0.84417
8,0.34308,0.92547,1.26855,0.84232,0.84417
9,0.3377,0.90733,1.24502,0.84521,0.84521
10,0.33298,0.88582,1.2188,0.84588,0.84588
11,0.32971,0.87584,1.20555,0.84044,0.84588
12,0.32509,0.85818,1.18327,0.83969,0.84588
13,0.31923,0.83819,1.15742,0.84359,0.84588
14,0.31127,0.81138,1.12265,0.8405,0.84588
15,0.30561,0.78411,1.08972,0.84315,0.84588
16,0.29773,0.75793,1.05566,0.8448,0.84588
17,0.28745,0.73017,1.01762,0.83754,0.84588
18,0.27889,0.71113,0.99002,0.83948,0.84588
19,0.26971,0.68262,0.95234,0.83746,0.84588
20,0.26053,0.66237,0.9229,0.83828,0.84588
21,0.2515,0.62959,0.88108,0.83885,0.84588
22,0.24233,0.6071,0.84944,0.83921,0.84588
23,0.23635,0.59079,0.82714,0.83788,0.84588
24,0.2295,0.57625,0.80576,0.84105,0.84588
25,0.22218,0.55638,0.77856,0.83671,0.84588
26,0.21805,0.54399,0.76204,0.8372,0.84588
27,0.2133,0.53356,0.74686,0.83679,0.84588
28,0.20876,0.52183,0.7306,0.84166,0.84588
29,0.20637,0.51985,0.72622,0.83952,0.84588
30,0.20221,0.50671,0.70892,0.84002,0.84588
31,0.19995,0.5038,0.70374,0.83996,0.84588
32,0.1953,0.49007,0.68537,0.83883,0.84588
33,0.19345,0.48501,0.67846,0.84173,0.84588
34,0.19006,0.47788,0.66795,0.83855,0.84588
35,0.19056,0.47576,0.66631,0.83988,0.84588
36,0.18775,0.47141,0.65915,0.83668,0.84588
37,0.18546,0.46362,0.64907,0.83937,0.84588
38,0.18396,0.45836,0.64232,0.83867,0.84588
39,0.18291,0.45445,0.63736,0.84098,0.84588
40,0.18006,0.44821,0.62827,0.84068,0.84588
41,0.1807,0.44889,0.62959,0.84096,0.84588
42,0.17898,0.44423,0.62321,0.8378,0.84588
43,0.17827,0.44145,0.61972,0.83721,0.84588
44,0.17757,0.44009,0.61767,0.83902,0.84588
45,0.17789,0.43984,0.61774,0.83777,0.84588
46,0.17695,0.43567,0.61261,0.8411,0.84588
47,0.1755,0.43537,0.61086,0.83778,0.84588
48,0.17555,0.43135,0.6069,0.83978,0.84588
49,0.17422,0.42599,0.60021,0.83889,0.84588
50,0.17435,0.42718,0.60153,0.83746,0.84588
51,0.17354,0.42479,0.59833,0.83722,0.84588
52,0.17323,0.42136,0.59459,0.83999,0.84588
53,0.1732,0.42064,0.59384,0.83913,0.84588
54,0.17163,0.4169,0.58852,0.8392,0.84588
55,0.17142,0.41384,0.58526,0.83889,0.84588
56,0.17102,0.41233,0.58335,0.84063,0.84588
57,0.17105,0.41227,0.58332,0.84004,0.84588
58,0.17081,0.41172,0.58253,0.84104,0.84588
59,0.1705,0.41105,0.58155,0.84145,0.84588
60,0.17034,0.40993,0.58027,0.84183,0.84588
61,0.17016,0.40806,0.57821,0.84122,0.84588
62,0.16986,0.40716,0.57702,0.84178,0.84588
63,0.16892,0.40673,0.57565,0.84149,0.84588
64,0.16999,0.40705,0.57704,0.84088,0.84588
65,0.16937,0.40442,0.5738,0.84031,0.84588
66,0.16876,0.40406,0.57281,0.83997,0.84588
67,0.16913,0.40434,0.57347,0.84159,0.84588
68,0.16856,0.40109,0.56964,0.84072,0.84588
69,0.16826,0.39965,0.56791,0.84127,0.84588
70,0.16853,0.40125,0.56979,0.84193,0.84588
71,0.16806,0.39927,0.56733,0.84119,0.84588
72,0.16739,0.39843,0.56582,0.8415,0.84588
73,0.16774,0.39875,0.5665,0.84136,0.84588
74,0.16748,0.39791,0.56539,0.84138,0.84588
75,0.16777,0.39763,0.5654,0.8415,0.84588
76,0.16754,0.39659,0.56412,0.84119,0.84588
77,0.16711,0.39757,0.56468,0.84146,0.84588
78,0.16736,0.39628,0.56364,0.84132,0.84588
79,0.16722,0.39625,0.56348,0.84123,0.84588
80,0.16731,0.3955,0.56281,0.8414,0.84588
81,0.16693,0.39466,0.5616,0.84164,0.84588
82,0.16685,0.39416,0.56101,0.84147,0.84588
83,0.16689,0.39396,0.56085,0.84135,0.84588
84,0.16717,0.39427,0.56144,0.84165,0.84588
85,0.16685,0.39394,0.56079,0.84172,0.84588
86,0.1666,0.39401,0.56061,0.84114,0.84588
87,0.16647,0.3934,0.55987,0.84156,0.84588
88,0.16677,0.39325,0.56001,0.84114,0.84588
89,0.16674,0.39258,0.55932,0.84147,0.84588
90,0.16632,0.39287,0.55919,0.84145,0.84588
91,0.16653,0.39225,0.55878,0.84117,0.84588
92,0.1665,0.39185,0.55834,0.84127,0.84588
93,0.16641,0.3917,0.55811,0.84113,0.84588
94,0.16653,0.39211,0.55864,0.84124,0.84588
95,0.16624,0.39199,0.55822,0.84141,0.84588
96,0.16645,0.39216,0.55861,0.84126,0.84588
97,0.16634,0.39208,0.55843,0.8413,0.84588
98,0.16657,0.39168,0.55825,0.84128,0.84588
99,0.16628,0.39179,0.55807,0.84128,0.84588
100,0.16639,0.39131,0.5577,0.84111,0.84588
