epoch,bce,kd,total,val_auc,best_val_auc
1,0.42471,1.17302,1.59773,0.83364,0.83364
2,0.38082,0.79151,1.17233,0.83667,0.83667
3,0.37018,0.71406,1.08424,0.83738,0.83738
4,0.36288,0.67232,1.0352,0.83567,0.83738
5,0.35822,0.65142,1.00964,0.83533,0.83738
6,0.3543,0.62265,0.97695,0.84059,0.84059
7,0.34871,0.60229,0.951,0.83757,0.84059
8,0.3471,0.59405,0.94116,0.84052,0.84059
9,0.34279,0.57229,0.91508,0.84583,0.84583
10,0.34021,0.57549,0.9157,0.8477,0.8477
11,0.33283,0.54496,0.87779,0.84705,0.8477
12,0.33128,0.54104,0.87232,0.84096,0.8477
13,0.32581,0.5244,0.85021,0.84823,0.84823
14,0.31938,0.50334,0.82272,0.84389,0.84823
15,0.3154,0.4943,0.8097,0.84641,0.84823
16,0.30892,0.48609,0.79502,0.84679,0.84823
17,0.30416,0.47825,0.78241,0.84552,0.84823
18,0.29707,0.46286,0.75993,0.84082,0.84823
19,0.28848,0.44728,0.73575,0.84464,0.84823
20,0.28276,0.43358,0.71633,0.84204,0.84823
21,0.27628,0.42555,0.70183,0.84302,0.84823
22,0.26998,0.41767,0.68764,0.84619,0.84823
23,0.26409,0.41234,0.67644,0.84256,0.84823
24,0.25988,0.40015,0.66003,0.83879,0.84823
25,0.2548,0.39821,0.65301,0.8421,0.84823
26,0.2498,0.38843,0.63823,0.84382,0.84823
27,0.24522,0.37741,0.62263,0.84555,0.84823
28,0.24068,0.37253,0.61321,0.84338,0.84823
29,0.23666,0.36922,0.60588,0.84483,0.84823
30,0.23349,0.36358,0.59707,0.8445,0.84823
31,0.23056,0.36037,0.59093,0.84296,0.84823
32,0.22783,0.3552,0.58303,0.84432,0.84823
33,0.22621,0.35668,0.58289,0.84375,0.84823
34,0.2242,0.35074,0.57493,0.84067,0.84823
35,0.22069,0.34616,0.56685,0.84562,0.84823
36,0.21834,0.34119,0.55953,0.84458,0.84823
37,0.21779,0.34117,0.55896,0.84466,0.84823
38,0.2152,0.3376,0.5528,0.84312,0.84823
39,0.21494,0.33754,0.55247,0.84368,0.84823
40,0.21473,0.34028,0.55501,0.84535,0.84823
41,0.21214,0.33244,0.54458,0.84437,0.84823
42,0.2116,0.33318,0.54478,0.8436,0.84823
43,0.20998,0.32861,0.5386,0.84582,0.84823
44,0.20883,0.32398,0.53282,0.84504,0.84823
45,0.20772,0.32472,0.53244,0.84499,0.84823
46,0.20707,0.32376,0.53083,0.8458,0.84823
47,0.20748,0.32264,0.53012,0.84449,0.84823
48,0.2069,0.32288,0.52978,0.8451,0.84823
49,0.20581,0.31818,0.52399,0.84529,0.84823
50,0.20496,0.31619,0.52115,0.84555,0.84823
51,0.20528,0.31713,0.52241,0.84538,0.84823
52,0.20516,0.31743,0.5226,0.84478,0.84823
53,0.20439,0.31437,0.51876,0.84538,0.84823
54,0.20314,0.31336,0.5165,0.84401,0.84823
55,0.20358,0.31354,0.51712,0.84417,0.84823
56,0.20289,0.31021,0.5131,0.84561,0.84823
57,0.20183,0.30886,0.51069,0.84592,0.84823
58,0.20194,0.30858,0.51051,0.84544,0.84823
59,0.20171,0.30855,0.51027,0.84585,0.84823
60,0.20211,0.31124,0.51336,0.84652,0.84823
61,0.20091,0.30647,0.50738,0.84507,0.84823
62,0.20116,0.30529,0.50644,0.84586,0.84823
63,0.20102,0.30522,0.50624,0.84542,0.84823
64,0.20076,0.30457,0.50532,0.84582,0.84823
65,0.20014,0.30416,0.5043,0.84576,0.84823
66,0.19987,0.30346,0.50333,0.845,0.84823
67,0.20036,0.30294,0.5033,0.84529,0.84823
68,0.19962,0.3025,0.50212,0.84585,0.84823
69,0.19965,0.30203,0.50168,0.84497,0.84823
70,0.19952,0.30174,0.50126,0.84599,0.84823
71,0.19952,0.30182,0.50133,0.84614,0.84823
72,0.19913,0.30064,0.49977,0.84623,0.84823
73,0.19916,0.29967,0.49883,0.84561,0.84823
74,0.19865,0.29942,0.49806,0.84615,0.84823
75,0.19877,0.29908,0.49784,0.84651,0.84823
76,0.19874,0.29911,0.49785,0.84606,0.84823
77,0.19845,0.29873,0.49718,0.84587,0.84823
78,0.19842,0.29893,0.49735,0.84583,0.84823
79,0.1984,0.29798,0.49638,0.84613,0.84823
80,0.19823,0.29717,0.4954,0.84576,0.84823
81,0.19866,0.29829,0.49695,0.84626,0.84823
82,0.19821,0.29814,0.49635,0.8463,0.84823
83,0.19826,0.29771,0.49597,0.84553,0.84823
84,0.19806,0.29672,0.49478,0.84617,0.84823
85,0.19818,0.29634,0.49452,0.84607,0.84823
86,0.19828,0.29676,0.49504,0.84617,0.84823
87,0.19771,0.29656,0.49427,0.84613,0.84823
88,0.19784,0.29641,0.49425,0.84609,0.84823
89,0.19797,0.29613,0.49409,0.84628,0.84823
90,0.19785,0.29607,0.49391,0.84602,0.84823
91,0.19797,0.29569,0.49366,0.84627,0.84823
92,0.19791,0.29588,0.49379,0.84623,0.84823
93,0.19773,0.29563,0.49336,0.84601,0.84823
94,0.19769,0.29594,0.49364,0.84617,0.84823
95,0.198,0.29554,0.49354,0.84633,0.84823
96,0.19807,0.29553,0.4936,0.84613,0.84823
97,0.19773,0.29521,0.49295,0.84619,0.84823
98,0.1977,0.29536,0.49307,0.84619,0.84823
99,0.19795,0.29521,0.49316,0.84612,0.84823
100,0.19765,0.29576,0.49341,0.84619,0.84823
