epoch,bce,teacher_mkd,ta_mkd,ta_crf,feature,total,macro_auc,macro_f1
1,0.4291,0.0,0.78915,0.0,0.00218,1.21868,0.8312,0.56746
2,0.36444,0.0,0.25271,0.0,0.00218,0.61758,0.83961,0.56477
3,0.34511,0.0,0.17863,0.0,0.00218,0.52417,0.83833,0.58029
4,0.32917,0.0,0.13492,0.0,0.00218,0.46453,0.84045,0.57733
5,0.31387,0.0,0.10905,0.0,0.00218,0.42336,0.8396,0.54267
6,0.3026,0.0,0.09958,0.0,0.00218,0.40261,0.83887,0.5314
7,0.29335,0.0,0.08572,0.0,0.00218,0.37951,0.84212,0.55825
8,0.28737,0.0,0.08071,0.0,0.00218,0.36852,0.84203,0.56159
9,0.28312,0.0,0.07772,0.0,0.00218,0.36127,0.84098,0.54144
10,0.27963,0.0,0.0776,0.0,0.00218,0.35766,0.83839,0.57419
11,0.27629,0.0,0.07528,0.0,0.00218,0.352,0.84082,0.55376
12,0.27436,0.0,0.0741,0.0,0.00218,0.3489,0.84254,0.57697
13,0.27244,0.0,0.07463,0.0,0.00218,0.34751,0.83819,0.56226
14,0.27205,0.0,0.0712,0.0,0.00218,0.34369,0.84246,0.57459
15,0.26918,0.0,0.06504,0.0,0.00218,0.33465,0.84249,0.54975
16,0.26818,0.0,0.06644,0.0,0.00219,0.33505,0.84594,0.55191
17,0.26623,0.0,0.06179,0.0,0.00218,0.32846,0.84183,0.55232
18,0.26643,0.0,0.06673,0.0,0.00219,0.33359,0.84352,0.55307
19,0.26349,0.0,0.05931,0.0,0.00218,0.32324,0.84455,0.54593
20,0.26387,0.0,0.06852,0.0,0.00219,0.33283,0.84367,0.5731
21,0.26278,0.0,0.05985,0.0,0.00219,0.32306,0.84255,0.56517
22,0.26174,0.0,0.06065,0.0,0.00219,0.32283,0.84415,0.54891
23,0.2609,0.0,0.05279,0.0,0.00219,0.31413,0.8436,0.56529
24,0.25946,0.0,0.05671,0.0,0.00219,0.3166,0.84409,0.55724
25,0.25887,0.0,0.05436,0.0,0.00219,0.31366,0.84333,0.57311
26,0.25901,0.0,0.05523,0.0,0.00218,0.31468,0.8435,0.57012
27,0.2589,0.0,0.05651,0.0,0.00219,0.31585,0.84259,0.56561
28,0.25762,0.0,0.05373,0.0,0.00219,0.31179,0.84489,0.56652
29,0.25747,0.0,0.05407,0.0,0.00219,0.31198,0.8442,0.56575
30,0.25744,0.0,0.05428,0.0,0.00219,0.31216,0.84437,0.56077
31,0.25709,0.0,0.05694,0.0,0.00219,0.31447,0.84438,0.56496
32,0.25674,0.0,0.05526,0.0,0.00219,0.31244,0.84474,0.56224
33,0.25571,0.0,0.05163,0.0,0.00219,0.30777,0.8446,0.55889
34,0.25491,0.0,0.04911,0.0,0.00219,0.30446,0.84482,0.56187
35,0.25452,0.0,0.04802,0.0,0.00219,0.30297,0.84429,0.56114
36,0.25468,0.0,0.04823,0.0,0.00219,0.30335,0.84454,0.57239
37,0.25416,0.0,0.04577,0.0,0.00219,0.30037,0.84472,0.56607
38,0.25332,0.0,0.04505,0.0,0.00218,0.2988,0.84477,0.56239
39,0.2538,0.0,0.04549,0.0,0.00218,0.29972,0.84512,0.55498
40,0.25297,0.0,0.04469,0.0,0.00218,0.2981,0.8443,0.57037
41,0.25343,0.0,0.04703,0.0,0.00218,0.3009,0.8442,0.56957
42,0.25231,0.0,0.04599,0.0,0.00218,0.29873,0.84474,0.56459
43,0.25304,0.0,0.04402,0.0,0.00218,0.2975,0.84465,0.56524
44,0.2529,0.0,0.04556,0.0,0.00218,0.2989,0.84472,0.56278
45,0.25283,0.0,0.04472,0.0,0.00218,0.29798,0.84454,0.5651
46,0.25297,0.0,0.04447,0.0,0.00218,0.29788,0.84511,0.56447
47,0.25272,0.0,0.04309,0.0,0.00218,0.29625,0.8443,0.56234
48,0.25246,0.0,0.04263,0.0,0.00218,0.29552,0.84468,0.56435
49,0.25222,0.0,0.0433,0.0,0.00218,0.29595,0.84501,0.56637
50,0.25243,0.0,0.04285,0.0,0.00218,0.29571,0.845,0.56612
51,0.25267,0.0,0.04269,0.0,0.00218,0.29579,0.84494,0.56258
52,0.25192,0.0,0.04113,0.0,0.00218,0.29349,0.84484,0.56338
53,0.25204,0.0,0.04232,0.0,0.00218,0.2948,0.84507,0.56621
54,0.25209,0.0,0.04184,0.0,0.00218,0.29437,0.84501,0.56483
55,0.25217,0.0,0.04179,0.0,0.00218,0.2944,0.84477,0.56496
56,0.25159,0.0,0.04156,0.0,0.00218,0.29359,0.84483,0.56394
57,0.25189,0.0,0.04167,0.0,0.00218,0.29399,0.84485,0.56438
58,0.25235,0.0,0.04191,0.0,0.00218,0.2947,0.84476,0.56398
59,0.25202,0.0,0.04186,0.0,0.00218,0.29432,0.84486,0.56476
60,0.25229,0.0,0.0415,0.0,0.00218,0.29422,0.8448,0.56448
