epoch,bce,kd,total,val_auc,best_val_auc
1,0.46021,0.90086,1.36107,0.81402,0.81402
2,0.38102,0.18714,0.56816,0.82026,0.82026
3,0.3656,0.10161,0.46721,0.82905,0.82905
4,0.36017,0.08939,0.44956,0.82641,0.82905
5,0.35582,0.07169,0.42751,0.8323,0.8323
6,0.35251,0.06811,0.42062,0.83394,0.83394
7,0.35109,0.06026,0.41134,0.83334,0.83394
8,0.34698,0.05363,0.40062,0.83355,0.83394
9,0.34465,0.05213,0.39678,0.83241,0.83394
10,0.34408,0.05419,0.39827,0.83406,0.83406
11,0.34276,0.05638,0.39914,0.8334,0.83406
12,0.34118,0.05434,0.39553,0.83218,0.83406
13,0.34061,0.04991,0.39052,0.83009,0.83406
14,0.33799,0.04708,0.38507,0.8344,0.8344
15,0.33712,0.04051,0.37763,0.83334,0.8344
16,0.3379,0.06082,0.39872,0.83333,0.8344
17,0.33581,0.04494,0.38075,0.83401,0.8344
18,0.33345,0.04104,0.37448,0.83457,0.83457
19,0.33096,0.03656,0.36752,0.8338,0.83457
20,0.32897,0.0424,0.37137,0.83413,0.83457
21,0.32803,0.04295,0.37098,0.83287,0.83457
22,0.32868,0.04776,0.37644,0.8326,0.83457
23,0.32815,0.04166,0.36981,0.83251,0.83457
24,0.32363,0.03304,0.35667,0.83433,0.83457
25,0.32316,0.03662,0.35978,0.83681,0.83681
26,0.32213,0.03917,0.36129,0.83617,0.83681
27,0.32147,0.03997,0.36144,0.83374,0.83681
28,0.32062,0.03819,0.35881,0.83475,0.83681
29,0.31936,0.03938,0.35874,0.83681,0.83681
30,0.31919,0.03997,0.35916,0.83453,0.83681
31,0.31644,0.03556,0.352,0.83509,0.83681
32,0.31588,0.04196,0.35784,0.83336,0.83681
33,0.31413,0.03142,0.34555,0.83586,0.83681
34,0.31211,0.03491,0.34701,0.83538,0.83681
35,0.31082,0.03631,0.34713,0.83471,0.83681
36,0.31127,0.03756,0.34883,0.83616,0.83681
37,0.30912,0.04103,0.35015,0.83419,0.83681
38,0.30804,0.04088,0.34893,0.83481,0.83681
39,0.30726,0.04047,0.34773,0.83622,0.83681
40,0.30616,0.03734,0.3435,0.83438,0.83681
41,0.30384,0.04106,0.3449,0.83281,0.83681
42,0.30253,0.03533,0.33785,0.83473,0.83681
43,0.30112,0.0368,0.33792,0.8341,0.83681
44,0.29924,0.03363,0.33287,0.83533,0.83681
45,0.29932,0.03855,0.33787,0.83476,0.83681
46,0.29805,0.03573,0.33378,0.83527,0.83681
47,0.29632,0.03646,0.33278,0.83346,0.83681
48,0.29688,0.0398,0.33668,0.83616,0.83681
49,0.29585,0.03811,0.33396,0.83422,0.83681
50,0.29447,0.03914,0.33361,0.83397,0.83681
51,0.29352,0.04163,0.33515,0.83064,0.83681
52,0.29334,0.03873,0.33207,0.83371,0.83681
53,0.29125,0.03901,0.33026,0.83345,0.83681
54,0.29024,0.03854,0.32878,0.83421,0.83681
55,0.28879,0.03961,0.3284,0.83292,0.83681
56,0.28842,0.03705,0.32547,0.83436,0.83681
57,0.28607,0.03791,0.32397,0.83511,0.83681
58,0.28517,0.03974,0.32491,0.83453,0.83681
59,0.28523,0.03772,0.32294,0.83483,0.83681
60,0.28315,0.03762,0.32077,0.83272,0.83681
61,0.28249,0.03827,0.32076,0.83511,0.83681
62,0.28198,0.03915,0.32113,0.83365,0.83681
63,0.28237,0.04164,0.32401,0.83522,0.83681
64,0.28206,0.04314,0.3252,0.83424,0.83681
65,0.28085,0.04012,0.32098,0.83247,0.83681
66,0.28007,0.04123,0.3213,0.8338,0.83681
67,0.27919,0.04063,0.31982,0.83336,0.83681
68,0.27872,0.03975,0.31847,0.83378,0.83681
69,0.27781,0.0411,0.31891,0.83496,0.83681
70,0.27706,0.04009,0.31715,0.8343,0.83681
71,0.27657,0.0408,0.31737,0.83413,0.83681
72,0.27713,0.04139,0.31852,0.83366,0.83681
73,0.27625,0.04147,0.31772,0.83369,0.83681
74,0.27459,0.03924,0.31383,0.83455,0.83681
75,0.27444,0.04114,0.31558,0.83438,0.83681
76,0.27454,0.03883,0.31337,0.83342,0.83681
77,0.27348,0.03987,0.31335,0.83283,0.83681
78,0.27429,0.03949,0.31378,0.83367,0.83681
79,0.27367,0.03961,0.31328,0.8338,0.83681
80,0.27323,0.04052,0.31375,0.83375,0.83681
81,0.27253,0.03892,0.31145,0.83365,0.83681
82,0.27239,0.03804,0.31042,0.83385,0.83681
83,0.2722,0.04019,0.3124,0.83352,0.83681
84,0.27212,0.04038,0.3125,0.8333,0.83681
85,0.27199,0.04085,0.31284,0.83402,0.83681
86,0.27201,0.03865,0.31066,0.8335,0.83681
87,0.27155,0.04009,0.31164,0.83388,0.83681
88,0.27168,0.04072,0.31239,0.83331,0.83681
89,0.2713,0.04066,0.31196,0.8339,0.83681
90,0.27078,0.04018,0.31096,0.83364,0.83681
91,0.27105,0.03994,0.31099,0.83375,0.83681
92,0.27146,0.04032,0.31178,0.83365,0.83681
93,0.27101,0.04005,0.31106,0.83398,0.83681
94,0.27047,0.04021,0.31068,0.83366,0.83681
95,0.27011,0.03856,0.30867,0.83367,0.83681
96,0.27074,0.03968,0.31042,0.83363,0.83681
97,0.27062,0.03993,0.31055,0.83377,0.83681
98,0.27099,0.04218,0.31317,0.83367,0.83681
99,0.2707,0.03984,0.31054,0.83363,0.83681
100,0.27053,0.03868,0.30921,0.83359,0.83681
