epoch,bce,kd,total,val_auc,best_val_auc
1,0.47259,2.61184,3.08443,0.79161,0.79161
2,0.39233,1.90017,2.29251,0.81265,0.81265
3,0.37714,1.74403,2.12118,0.83043,0.83043
4,0.36499,1.64013,2.00512,0.82861,0.83043
5,0.36029,1.59364,1.95393,0.83411,0.83411
6,0.35423,1.53447,1.8887,0.83233,0.83411
7,0.34567,1.47568,1.82135,0.83173,0.83411
8,0.34177,1.4501,1.79187,0.83262,0.83411
9,0.33386,1.38341,1.71726,0.82956,0.83411
10,0.32777,1.33869,1.66646,0.83302,0.83411
11,0.3192,1.27463,1.59383,0.82984,0.83411
12,0.30941,1.2085,1.51791,0.82779,0.83411
13,0.30214,1.15841,1.46055,0.82793,0.83411
14,0.29094,1.09515,1.38608,0.82629,0.83411
15,0.27845,1.01249,1.29094,0.83044,0.83411
16,0.26357,0.91555,1.17912,0.83037,0.83411
17,0.2502,0.83373,1.08393,0.82446,0.83411
18,0.23884,0.7587,0.99753,0.82493,0.83411
19,0.22252,0.66414,0.88666,0.82129,0.83411
20,0.21224,0.61597,0.82821,0.82816,0.83411
21,0.20429,0.56846,0.77276,0.82331,0.83411
22,0.19605,0.50926,0.70532,0.8196,0.83411
23,0.18549,0.45597,0.64146,0.82186,0.83411
24,0.18077,0.42473,0.6055,0.82082,0.83411
25,0.17488,0.39086,0.56574,0.8221,0.83411
26,0.16892,0.3531,0.52202,0.82033,0.83411
27,0.16491,0.32885,0.49376,0.82494,0.83411
28,0.16132,0.30357,0.46489,0.82026,0.83411
29,0.15823,0.28496,0.44319,0.82068,0.83411
30,0.15436,0.26878,0.42314,0.82117,0.83411
31,0.14991,0.23706,0.38697,0.82528,0.83411
32,0.14943,0.23168,0.38111,0.82498,0.83411
33,0.14668,0.21533,0.36201,0.82533,0.83411
34,0.14667,0.20151,0.34818,0.82243,0.83411
35,0.14189,0.18092,0.32281,0.82449,0.83411
36,0.14274,0.18263,0.32537,0.82424,0.83411
37,0.14145,0.16401,0.30546,0.82022,0.83411
38,0.13987,0.16117,0.30104,0.82184,0.83411
39,0.13885,0.14873,0.28759,0.82514,0.83411
40,0.1373,0.14013,0.27743,0.82589,0.83411
41,0.13859,0.14232,0.28091,0.82496,0.83411
42,0.13573,0.12741,0.26314,0.82266,0.83411
43,0.13578,0.12552,0.2613,0.82451,0.83411
44,0.1345,0.11465,0.24915,0.82392,0.83411
45,0.13351,0.11229,0.2458,0.82352,0.83411
46,0.13434,0.11099,0.24533,0.82653,0.83411
47,0.1337,0.10582,0.23951,0.82451,0.83411
48,0.13204,0.09215,0.2242,0.82753,0.83411
49,0.13126,0.08728,0.21854,0.82263,0.83411
50,0.13202,0.09412,0.22614,0.82868,0.83411
51,0.13077,0.07991,0.21068,0.82688,0.83411
52,0.13062,0.08295,0.21357,0.82706,0.83411
53,0.13121,0.08581,0.21702,0.82718,0.83411
54,0.13,0.07781,0.20781,0.82864,0.83411
55,0.12873,0.06682,0.19555,0.82802,0.83411
56,0.1288,0.06543,0.19423,0.82888,0.83411
57,0.12858,0.06903,0.1976,0.82739,0.83411
58,0.12821,0.06054,0.18876,0.8275,0.83411
59,0.12735,0.05788,0.18524,0.82918,0.83411
60,0.12821,0.05527,0.18348,0.82764,0.83411
61,0.12707,0.05443,0.1815,0.8287,0.83411
62,0.1278,0.05476,0.18256,0.83009,0.83411
63,0.12698,0.0529,0.17988,0.82839,0.83411
64,0.1269,0.05172,0.17863,0.82886,0.83411
65,0.12641,0.04694,0.17335,0.82828,0.83411
66,0.12633,0.04716,0.17349,0.82953,0.83411
67,0.126,0.0465,0.1725,0.82904,0.83411
68,0.12622,0.04139,0.16761,0.82956,0.83411
69,0.12521,0.04358,0.16879,0.82922,0.83411
70,0.12529,0.03792,0.16321,0.83018,0.83411
71,0.12513,0.03493,0.16006,0.82986,0.83411
72,0.12505,0.03659,0.16164,0.8296,0.83411
73,0.12471,0.03162,0.15633,0.82939,0.83411
74,0.12447,0.02883,0.1533,0.82957,0.83411
75,0.12456,0.03232,0.15688,0.82937,0.83411
76,0.12487,0.0324,0.15727,0.82906,0.83411
77,0.12397,0.02848,0.15245,0.82943,0.83411
78,0.12427,0.0296,0.15387,0.82896,0.83411
79,0.1242,0.02937,0.15357,0.83033,0.83411
80,0.12533,0.03029,0.15562,0.82883,0.83411
81,0.12469,0.02924,0.15393,0.82881,0.83411
82,0.12424,0.02806,0.1523,0.83028,0.83411
83,0.12428,0.02832,0.1526,0.82872,0.83411
84,0.1247,0.02831,0.15301,0.82971,0.83411
85,0.12403,0.03063,0.15466,0.82934,0.83411
86,0.12364,0.02588,0.14952,0.82941,0.83411
87,0.12456,0.02735,0.15191,0.82979,0.83411
88,0.12419,0.02774,0.15193,0.82933,0.83411
89,0.1243,0.02639,0.15069,0.82941,0.83411
90,0.12466,0.0258,0.15046,0.82938,0.83411
91,0.12377,0.02709,0.15086,0.82939,0.83411
92,0.1241,0.02516,0.14926,0.82972,0.83411
93,0.12405,0.02405,0.1481,0.82934,0.83411
94,0.12403,0.02441,0.14844,0.82959,0.83411
95,0.12375,0.02311,0.14685,0.82972,0.83411
96,0.12447,0.02775,0.15223,0.82971,0.83411
97,0.12416,0.02521,0.14937,0.82945,0.83411
98,0.12381,0.02664,0.15045,0.82953,0.83411
99,0.12404,0.02476,0.1488,0.82943,0.83411
100,0.12414,0.02418,0.14832,0.82959,0.83411
