epoch,bce,kd,total,val_auc,best_val_auc
1,0.46854,1.01355,1.48209,0.81501,0.81501
2,0.38972,0.29655,0.68627,0.83194,0.83194
3,0.37654,0.18494,0.56148,0.82897,0.83194
4,0.36938,0.14145,0.51083,0.83443,0.83443
5,0.36478,0.12604,0.49081,0.83587,0.83587
6,0.36092,0.11275,0.47367,0.83664,0.83664
7,0.35899,0.10118,0.46018,0.83627,0.83664
8,0.35479,0.08975,0.44453,0.83745,0.83745
9,0.35223,0.08471,0.43693,0.83738,0.83745
10,0.35029,0.08716,0.43745,0.83822,0.83822
11,0.34868,0.0797,0.42838,0.83451,0.83822
12,0.3474,0.07985,0.42725,0.8389,0.8389
13,0.34562,0.07314,0.41876,0.84072,0.84072
14,0.34254,0.06498,0.40752,0.83781,0.84072
15,0.34141,0.06341,0.40482,0.8398,0.84072
16,0.3418,0.08032,0.42212,0.83899,0.84072
17,0.33982,0.05829,0.39811,0.83851,0.84072
18,0.33527,0.05605,0.39132,0.83757,0.84072
19,0.33408,0.0579,0.39198,0.8402,0.84072
20,0.33255,0.06338,0.39593,0.83579,0.84072
21,0.33056,0.05721,0.38777,0.83718,0.84072
22,0.32964,0.05912,0.38876,0.83892,0.84072
23,0.32754,0.05421,0.38175,0.83995,0.84072
24,0.32339,0.04749,0.37088,0.83983,0.84072
25,0.32262,0.05037,0.37299,0.83921,0.84072
26,0.32223,0.05706,0.37929,0.83902,0.84072
27,0.32014,0.0528,0.37295,0.83812,0.84072
28,0.31954,0.05205,0.37159,0.83999,0.84072
29,0.31731,0.051,0.36831,0.83944,0.84072
30,0.31577,0.04975,0.36552,0.83817,0.84072
31,0.31322,0.04871,0.36192,0.83994,0.84072
32,0.31105,0.04905,0.3601,0.84019,0.84072
33,0.30901,0.04316,0.35217,0.83983,0.84072
34,0.30699,0.04749,0.35449,0.83861,0.84072
35,0.30598,0.04899,0.35497,0.8392,0.84072
36,0.30528,0.04811,0.35338,0.842,0.842
37,0.30427,0.05368,0.35795,0.8395,0.842
38,0.30256,0.05143,0.354,0.84183,0.842
39,0.30008,0.04833,0.34842,0.83985,0.842
40,0.29862,0.0482,0.34683,0.84026,0.842
41,0.29602,0.04949,0.3455,0.83761,0.842
42,0.29444,0.04436,0.3388,0.84006,0.842
43,0.29279,0.04745,0.34024,0.83993,0.842
44,0.29138,0.04495,0.33633,0.83831,0.842
45,0.29155,0.04927,0.34082,0.84093,0.842
46,0.2896,0.04455,0.33415,0.84167,0.842
47,0.28798,0.04676,0.33474,0.83925,0.842
48,0.28803,0.04979,0.33782,0.84118,0.842
49,0.28703,0.04556,0.33259,0.83987,0.842
50,0.28575,0.04828,0.33403,0.83993,0.842
51,0.2853,0.05098,0.33628,0.83951,0.842
52,0.28482,0.04794,0.33276,0.84127,0.842
53,0.28297,0.04894,0.33192,0.84038,0.842
54,0.28184,0.048,0.32984,0.83998,0.842
55,0.2807,0.04861,0.32931,0.84072,0.842
56,0.27967,0.04556,0.32523,0.84048,0.842
57,0.27806,0.04594,0.324,0.84004,0.842
58,0.27715,0.04848,0.32563,0.84084,0.842
59,0.27796,0.04543,0.32339,0.84034,0.842
60,0.27603,0.04579,0.32182,0.84049,0.842
61,0.27563,0.04665,0.32228,0.84088,0.842
62,0.27539,0.04605,0.32144,0.84034,0.842
63,0.27541,0.0503,0.32571,0.84081,0.842
64,0.27498,0.0497,0.32468,0.84041,0.842
65,0.2749,0.04796,0.32287,0.84091,0.842
66,0.27376,0.04784,0.32159,0.84043,0.842
67,0.27263,0.04695,0.31958,0.83927,0.842
68,0.27273,0.04667,0.3194,0.84061,0.842
69,0.27152,0.04621,0.31773,0.84083,0.842
70,0.27105,0.04645,0.3175,0.83983,0.842
71,0.27082,0.04825,0.31907,0.84014,0.842
72,0.27168,0.04672,0.3184,0.84046,0.842
73,0.27098,0.0483,0.31928,0.84049,0.842
74,0.26979,0.0452,0.31498,0.84027,0.842
75,0.26987,0.04762,0.31749,0.8407,0.842
76,0.26987,0.04505,0.31492,0.84011,0.842
77,0.26879,0.04654,0.31533,0.83999,0.842
78,0.26986,0.04463,0.31449,0.84079,0.842
79,0.26898,0.04568,0.31465,0.84003,0.842
80,0.26901,0.04691,0.31592,0.84007,0.842
81,0.26821,0.04439,0.3126,0.84084,0.842
82,0.26839,0.04389,0.31228,0.84039,0.842
83,0.26846,0.04546,0.31392,0.84041,0.842
84,0.26778,0.04506,0.31284,0.84021,0.842
85,0.26821,0.04609,0.3143,0.84046,0.842
86,0.26793,0.04433,0.31226,0.84036,0.842
87,0.26774,0.0452,0.31294,0.84049,0.842
88,0.26777,0.04592,0.31369,0.84029,0.842
89,0.26742,0.04608,0.3135,0.84063,0.842
90,0.26679,0.04576,0.31255,0.84017,0.842
91,0.2674,0.04514,0.31254,0.8405,0.842
92,0.2676,0.04514,0.31273,0.84037,0.842
93,0.26721,0.04573,0.31293,0.84034,0.842
94,0.26709,0.04532,0.3124,0.84055,0.842
95,0.26665,0.04346,0.31011,0.8405,0.842
96,0.26707,0.04554,0.31262,0.84049,0.842
97,0.2672,0.04556,0.31277,0.84057,0.842
98,0.26746,0.04781,0.31527,0.84054,0.842
99,0.26686,0.04496,0.31182,0.84036,0.842
100,0.2671,0.04409,0.31119,0.84048,0.842
