epoch,bce,kd,total,val_auc,best_val_auc
1,0.46563,1.08455,1.55019,0.81691,0.81691
2,0.38818,0.40175,0.78993,0.83059,0.83059
3,0.37361,0.2949,0.66851,0.8296,0.83059
4,0.36596,0.23986,0.60583,0.83641,0.83641
5,0.3596,0.19829,0.55788,0.83399,0.83641
6,0.35459,0.18389,0.53848,0.83948,0.83948
7,0.35171,0.16231,0.51401,0.84088,0.84088
8,0.34651,0.1466,0.49311,0.83547,0.84088
9,0.34159,0.13078,0.47237,0.84004,0.84088
10,0.3374,0.11947,0.45686,0.83228,0.84088
11,0.33702,0.13259,0.46962,0.83295,0.84088
12,0.33324,0.11651,0.44975,0.8444,0.8444
13,0.32894,0.10772,0.43667,0.83982,0.8444
14,0.32534,0.09837,0.42372,0.8381,0.8444
15,0.32262,0.09115,0.41377,0.83945,0.8444
16,0.32224,0.0992,0.42144,0.8384,0.8444
17,0.31711,0.08075,0.39786,0.84329,0.8444
18,0.31333,0.08292,0.39624,0.83981,0.8444
19,0.30992,0.07309,0.38301,0.84494,0.84494
20,0.30736,0.07879,0.38615,0.84169,0.84494
21,0.30367,0.0726,0.37627,0.8419,0.84494
22,0.3033,0.08002,0.38332,0.84101,0.84494
23,0.30062,0.07444,0.37506,0.84298,0.84494
24,0.29655,0.06437,0.36092,0.84244,0.84494
25,0.29537,0.0691,0.36447,0.8431,0.84494
26,0.29277,0.06598,0.35875,0.84363,0.84494
27,0.29109,0.06811,0.35921,0.84246,0.84494
28,0.28826,0.06629,0.35456,0.84221,0.84494
29,0.2875,0.06161,0.34911,0.84403,0.84494
30,0.28522,0.06277,0.34799,0.84347,0.84494
31,0.28364,0.05959,0.34323,0.84378,0.84494
32,0.28016,0.06024,0.3404,0.84521,0.84521
33,0.27782,0.05177,0.32959,0.84278,0.84521
34,0.27591,0.05323,0.32914,0.84451,0.84521
35,0.27316,0.05316,0.32631,0.84254,0.84521
36,0.27358,0.05729,0.33086,0.84518,0.84521
37,0.27303,0.06007,0.3331,0.84402,0.84521
38,0.27133,0.05738,0.32871,0.84337,0.84521
39,0.26914,0.05472,0.32386,0.84581,0.84581
40,0.26814,0.05527,0.32342,0.84417,0.84581
41,0.26655,0.05645,0.323,0.84677,0.84677
42,0.26483,0.04915,0.31398,0.84427,0.84677
43,0.2627,0.05027,0.31297,0.84327,0.84677
44,0.2618,0.04547,0.30726,0.84596,0.84677
45,0.2621,0.05163,0.31373,0.84446,0.84677
46,0.26019,0.04797,0.30816,0.84457,0.84677
47,0.25915,0.04917,0.30832,0.84282,0.84677
48,0.26089,0.05017,0.31105,0.84434,0.84677
49,0.25986,0.04893,0.3088,0.84518,0.84677
50,0.25887,0.05179,0.31066,0.84481,0.84677
51,0.25729,0.05093,0.30822,0.84282,0.84677
52,0.25713,0.04786,0.30499,0.84418,0.84677
53,0.25589,0.04937,0.30526,0.84337,0.84677
54,0.25549,0.04849,0.30398,0.84488,0.84677
55,0.25453,0.04725,0.30177,0.84468,0.84677
56,0.25355,0.04534,0.29888,0.84409,0.84677
57,0.25243,0.04475,0.29717,0.84452,0.84677
58,0.25201,0.04618,0.29819,0.84552,0.84677
59,0.25283,0.04463,0.29746,0.84305,0.84677
60,0.25151,0.0438,0.29532,0.84509,0.84677
61,0.25083,0.04425,0.29507,0.84558,0.84677
62,0.25075,0.04482,0.29557,0.84492,0.84677
63,0.25186,0.04859,0.30045,0.846,0.84677
64,0.25132,0.04722,0.29853,0.84517,0.84677
65,0.25052,0.04566,0.29618,0.84406,0.84677
66,0.25035,0.04605,0.2964,0.84399,0.84677
67,0.24937,0.0434,0.29277,0.84553,0.84677
68,0.24944,0.04332,0.29276,0.84374,0.84677
69,0.24873,0.04387,0.29261,0.8451,0.84677
70,0.24862,0.04417,0.29279,0.84373,0.84677
71,0.24839,0.04371,0.2921,0.84487,0.84677
72,0.2492,0.04339,0.29259,0.84449,0.84677
73,0.24768,0.04482,0.2925,0.84424,0.84677
74,0.24745,0.04087,0.28832,0.84525,0.84677
75,0.24712,0.04371,0.29083,0.84521,0.84677
76,0.24755,0.0413,0.28884,0.84413,0.84677
77,0.24687,0.04166,0.28852,0.84504,0.84677
78,0.24738,0.04173,0.28911,0.84481,0.84677
79,0.24743,0.04101,0.28843,0.84481,0.84677
80,0.24734,0.04362,0.29096,0.84502,0.84677
81,0.24623,0.03982,0.28605,0.84512,0.84677
82,0.24674,0.0397,0.28644,0.84494,0.84677
83,0.24689,0.04113,0.28801,0.84471,0.84677
84,0.24656,0.04065,0.28721,0.84513,0.84677
85,0.2466,0.04097,0.28757,0.8449,0.84677
86,0.24613,0.0401,0.28624,0.84467,0.84677
87,0.24611,0.04075,0.28687,0.84482,0.84677
88,0.24669,0.04104,0.28772,0.84505,0.84677
89,0.24594,0.0407,0.28664,0.84504,0.84677
90,0.24542,0.04116,0.28658,0.84466,0.84677
91,0.24584,0.04057,0.28642,0.84508,0.84677
92,0.24594,0.04092,0.28686,0.84486,0.84677
93,0.24655,0.0408,0.28735,0.84497,0.84677
94,0.24534,0.0406,0.28594,0.84501,0.84677
95,0.24551,0.03842,0.28393,0.84488,0.84677
96,0.24578,0.0403,0.28608,0.84507,0.84677
97,0.24566,0.04079,0.28645,0.84497,0.84677
98,0.24589,0.04279,0.28868,0.84505,0.84677
99,0.24581,0.03993,0.28574,0.84494,0.84677
100,0.24586,0.0391,0.28496,0.84504,0.84677
