epoch,bce,kd,total,val_auc,best_val_auc
1,0.40906,0.51307,0.92212,0.84302,0.84302
2,0.3754,0.24666,0.62206,0.84828,0.84828
3,0.36945,0.20344,0.57289,0.84902,0.84902
4,0.36614,0.16968,0.53582,0.85112,0.85112
5,0.36179,0.15319,0.51498,0.8499,0.85112
6,0.36104,0.15218,0.51322,0.84611,0.85112
7,0.35757,0.12857,0.48614,0.85382,0.85382
8,0.35581,0.12553,0.48134,0.85019,0.85382
9,0.35434,0.11407,0.46841,0.85088,0.85382
10,0.353,0.11182,0.46482,0.85298,0.85382
11,0.35011,0.09582,0.44593,0.85358,0.85382
12,0.34908,0.09345,0.44253,0.85292,0.85382
13,0.34615,0.08924,0.43538,0.85482,0.85482
14,0.34526,0.08386,0.42912,0.85546,0.85546
15,0.34391,0.08802,0.43193,0.85303,0.85546
16,0.3412,0.07665,0.41784,0.85326,0.85546
17,0.33967,0.0754,0.41507,0.85511,0.85546
18,0.33625,0.07452,0.41077,0.8533,0.85546
19,0.33495,0.06792,0.40288,0.85569,0.85569
20,0.33355,0.06874,0.4023,0.85612,0.85612
21,0.33071,0.06568,0.39639,0.85425,0.85612
22,0.32921,0.06575,0.39496,0.85301,0.85612
23,0.32614,0.06032,0.38646,0.85547,0.85612
24,0.32502,0.06274,0.38776,0.85349,0.85612
25,0.32235,0.05837,0.38072,0.85636,0.85636
26,0.31958,0.0569,0.37648,0.85807,0.85807
27,0.31834,0.05827,0.37661,0.85562,0.85807
28,0.31465,0.05337,0.36802,0.85569,0.85807
29,0.31203,0.05156,0.36358,0.8561,0.85807
30,0.31062,0.05124,0.36185,0.85487,0.85807
31,0.30823,0.05363,0.36186,0.85603,0.85807
32,0.30552,0.04997,0.35549,0.85503,0.85807
33,0.30424,0.04935,0.35359,0.85452,0.85807
34,0.30143,0.04755,0.34897,0.854,0.85807
35,0.30033,0.05115,0.35148,0.85276,0.85807
36,0.29871,0.04952,0.34823,0.85457,0.85807
37,0.29834,0.05179,0.35013,0.85226,0.85807
38,0.29528,0.04934,0.34462,0.85349,0.85807
39,0.29415,0.05078,0.34492,0.8547,0.85807
40,0.2932,0.0495,0.34269,0.85604,0.85807
41,0.28973,0.04582,0.33554,0.85435,0.85807
42,0.28844,0.04679,0.33523,0.8544,0.85807
43,0.28731,0.04651,0.33382,0.85484,0.85807
44,0.28584,0.04613,0.33197,0.85491,0.85807
45,0.28637,0.04684,0.33321,0.85414,0.85807
46,0.28479,0.04589,0.33067,0.85489,0.85807
47,0.28356,0.04612,0.32968,0.85566,0.85807
48,0.28316,0.04586,0.32902,0.85401,0.85807
49,0.28086,0.0453,0.32616,0.85421,0.85807
50,0.28085,0.0448,0.32565,0.85551,0.85807
51,0.28038,0.04713,0.32751,0.85566,0.85807
52,0.27876,0.04515,0.3239,0.85264,0.85807
53,0.27815,0.0444,0.32256,0.85418,0.85807
54,0.277,0.0434,0.3204,0.85457,0.85807
55,0.27647,0.04444,0.32091,0.8547,0.85807
56,0.27588,0.04295,0.31883,0.8556,0.85807
57,0.27625,0.04525,0.3215,0.85477,0.85807
58,0.27463,0.04325,0.31788,0.85433,0.85807
59,0.27473,0.04384,0.31857,0.85522,0.85807
60,0.2745,0.04442,0.31893,0.85463,0.85807
61,0.27436,0.04382,0.31818,0.8548,0.85807
62,0.27413,0.04404,0.31816,0.85382,0.85807
63,0.27284,0.04268,0.31552,0.85503,0.85807
64,0.2726,0.04282,0.31542,0.85513,0.85807
65,0.27225,0.04293,0.31518,0.85465,0.85807
66,0.272,0.04363,0.31562,0.8554,0.85807
67,0.27144,0.04242,0.31386,0.85455,0.85807
68,0.27158,0.04318,0.31476,0.85558,0.85807
69,0.27119,0.04192,0.31311,0.85502,0.85807
70,0.27087,0.04217,0.31303,0.85486,0.85807
71,0.27046,0.04152,0.31198,0.85544,0.85807
72,0.27038,0.04143,0.31181,0.85518,0.85807
73,0.27016,0.0427,0.31287,0.85502,0.85807
74,0.27027,0.04124,0.31151,0.85498,0.85807
75,0.26991,0.04124,0.31114,0.85538,0.85807
76,0.26969,0.04137,0.31106,0.85464,0.85807
77,0.2694,0.04102,0.31042,0.8551,0.85807
78,0.26942,0.04121,0.31064,0.85488,0.85807
79,0.26915,0.04146,0.31061,0.85509,0.85807
80,0.26913,0.04097,0.3101,0.85487,0.85807
81,0.2689,0.04077,0.30967,0.85491,0.85807
82,0.26894,0.04103,0.30996,0.85556,0.85807
83,0.26861,0.04076,0.30938,0.8552,0.85807
84,0.26878,0.04071,0.30949,0.85536,0.85807
85,0.26864,0.04047,0.3091,0.85523,0.85807
86,0.2687,0.04062,0.30932,0.85518,0.85807
87,0.2682,0.04048,0.30869,0.85539,0.85807
88,0.26856,0.04035,0.30891,0.85509,0.85807
89,0.26848,0.04053,0.30902,0.85475,0.85807
90,0.26869,0.0407,0.30939,0.85539,0.85807
91,0.26866,0.04047,0.30913,0.85514,0.85807
92,0.26842,0.04019,0.30861,0.85502,0.85807
93,0.26809,0.04011,0.3082,0.85523,0.85807
94,0.26817,0.04002,0.30819,0.85504,0.85807
95,0.2681,0.04002,0.30812,0.85522,0.85807
96,0.26836,0.04014,0.30849,0.85512,0.85807
97,0.26802,0.03987,0.30789,0.8552,0.85807
98,0.26798,0.04007,0.30805,0.85522,0.85807
99,0.26864,0.04028,0.30892,0.85522,0.85807
100,0.26831,0.03998,0.30829,0.85516,0.85807
