epoch,bce,kd,total,val_auc,best_val_auc
1,0.4263,0.94365,1.36995,0.83184,0.83184
2,0.37431,0.47447,0.84878,0.83744,0.83744
3,0.36575,0.40982,0.77557,0.84081,0.84081
4,0.36037,0.35864,0.71901,0.84201,0.84201
5,0.3543,0.32555,0.67984,0.84136,0.84201
6,0.35144,0.31086,0.6623,0.84571,0.84571
7,0.34611,0.27894,0.62505,0.84266,0.84571
8,0.34184,0.27136,0.6132,0.84568,0.84571
9,0.34008,0.25923,0.59931,0.8412,0.84571
10,0.33522,0.24873,0.58395,0.84695,0.84695
11,0.33119,0.22523,0.55642,0.84796,0.84796
12,0.32676,0.21948,0.54624,0.84361,0.84796
13,0.32144,0.20178,0.52322,0.84528,0.84796
14,0.31677,0.1926,0.50937,0.84724,0.84796
15,0.31165,0.18852,0.50016,0.84827,0.84827
16,0.30626,0.17518,0.48144,0.84572,0.84827
17,0.30116,0.16677,0.46793,0.84879,0.84879
18,0.29495,0.1582,0.45315,0.84726,0.84879
19,0.289,0.14786,0.43685,0.84601,0.84879
20,0.28406,0.14041,0.42447,0.8473,0.84879
21,0.27815,0.13717,0.41532,0.84634,0.84879
22,0.27174,0.12441,0.39615,0.84617,0.84879
23,0.26487,0.11847,0.38335,0.84614,0.84879
24,0.26049,0.11319,0.37368,0.84673,0.84879
25,0.2549,0.1077,0.3626,0.84722,0.84879
26,0.24971,0.10627,0.35598,0.84483,0.84879
27,0.24625,0.10107,0.34732,0.84831,0.84879
28,0.24066,0.0961,0.33675,0.84689,0.84879
29,0.23602,0.08832,0.32434,0.84328,0.84879
30,0.23468,0.08969,0.32437,0.84698,0.84879
31,0.2294,0.08584,0.31524,0.84816,0.84879
32,0.22622,0.07994,0.30617,0.8459,0.84879
33,0.22531,0.08011,0.30542,0.84648,0.84879
34,0.2232,0.07919,0.30239,0.84715,0.84879
35,0.22009,0.07358,0.29367,0.84777,0.84879
36,0.21658,0.07118,0.28776,0.84767,0.84879
37,0.21645,0.07176,0.28821,0.8479,0.84879
38,0.21437,0.06879,0.28316,0.8483,0.84879
39,0.21364,0.07099,0.28463,0.84723,0.84879
40,0.21242,0.06819,0.28061,0.84747,0.84879
41,0.20964,0.06197,0.27161,0.84606,0.84879
42,0.20948,0.05859,0.26808,0.84781,0.84879
43,0.208,0.06265,0.27064,0.84807,0.84879
44,0.20788,0.05738,0.26526,0.84812,0.84879
45,0.20693,0.05764,0.26457,0.84756,0.84879
46,0.20678,0.0597,0.26648,0.84808,0.84879
47,0.20594,0.05673,0.26267,0.84773,0.84879
48,0.20516,0.05828,0.26344,0.84841,0.84879
49,0.20438,0.05284,0.25722,0.84838,0.84879
50,0.20384,0.05223,0.25606,0.8486,0.84879
51,0.20398,0.05205,0.25604,0.8482,0.84879
52,0.20206,0.04984,0.25191,0.84866,0.84879
53,0.20191,0.04653,0.24844,0.8479,0.84879
54,0.20105,0.04733,0.24839,0.84732,0.84879
55,0.2012,0.04628,0.24748,0.84851,0.84879
56,0.20091,0.04797,0.24888,0.84824,0.84879
57,0.20056,0.04685,0.24741,0.84751,0.84879
58,0.20009,0.04487,0.24496,0.84815,0.84879
59,0.19965,0.04428,0.24393,0.84778,0.84879
60,0.19954,0.04344,0.24298,0.84833,0.84879
61,0.19908,0.04251,0.2416,0.84833,0.84879
62,0.19937,0.04313,0.2425,0.84822,0.84879
63,0.19816,0.04114,0.2393,0.84839,0.84879
64,0.19823,0.03968,0.23791,0.84833,0.84879
65,0.19785,0.04014,0.23799,0.8482,0.84879
66,0.19748,0.03958,0.23706,0.84855,0.84879
67,0.19703,0.03677,0.2338,0.84796,0.84879
68,0.19695,0.03797,0.23492,0.84802,0.84879
69,0.19683,0.03738,0.23422,0.84866,0.84879
70,0.19708,0.03622,0.2333,0.84898,0.84898
71,0.19663,0.03524,0.23188,0.84803,0.84898
72,0.19647,0.03461,0.23109,0.84859,0.84898
73,0.19666,0.03649,0.23315,0.84767,0.84898
74,0.19649,0.03396,0.23045,0.84858,0.84898
75,0.19603,0.03394,0.22997,0.84893,0.84898
76,0.19585,0.03407,0.22993,0.84843,0.84898
77,0.19563,0.03343,0.22906,0.84842,0.84898
78,0.19578,0.03346,0.22923,0.84842,0.84898
79,0.19555,0.03221,0.22776,0.8484,0.84898
80,0.19568,0.03238,0.22806,0.84837,0.84898
81,0.19538,0.03229,0.22767,0.8485,0.84898
82,0.19529,0.0321,0.22739,0.84823,0.84898
83,0.19498,0.03199,0.22697,0.8487,0.84898
84,0.1954,0.0316,0.22699,0.8488,0.84898
85,0.19511,0.03134,0.22645,0.84857,0.84898
86,0.19543,0.03131,0.22674,0.8486,0.84898
87,0.19478,0.03125,0.22603,0.84852,0.84898
88,0.19523,0.03122,0.22645,0.84846,0.84898
89,0.19506,0.0309,0.22596,0.84832,0.84898
90,0.19511,0.0309,0.22601,0.84863,0.84898
91,0.19506,0.03098,0.22604,0.84834,0.84898
92,0.19508,0.03029,0.22536,0.84855,0.84898
93,0.19478,0.03042,0.22521,0.84843,0.84898
94,0.19465,0.0301,0.22475,0.84857,0.84898
95,0.19462,0.03021,0.22483,0.84843,0.84898
96,0.19496,0.03024,0.2252,0.84859,0.84898
97,0.19471,0.02982,0.22453,0.84854,0.84898
98,0.19457,0.02999,0.22456,0.84845,0.84898
99,0.19532,0.02988,0.2252,0.84855,0.84898
100,0.19473,0.03007,0.22479,0.84869,0.84898
