epoch,bce,kd,total,val_auc,best_val_auc
1,0.46815,1.03229,1.50043,0.81985,0.81985
2,0.3882,0.31082,0.69902,0.82928,0.82928
3,0.37277,0.19487,0.56764,0.82821,0.82928
4,0.36579,0.15931,0.52509,0.83414,0.83414
5,0.35995,0.13807,0.49802,0.83382,0.83414
6,0.35474,0.12123,0.47597,0.83502,0.83502
7,0.35182,0.11254,0.46437,0.83722,0.83722
8,0.3462,0.09727,0.44347,0.83806,0.83806
9,0.34286,0.09101,0.43388,0.83992,0.83992
10,0.33983,0.09022,0.43005,0.84006,0.84006
11,0.33716,0.08796,0.42512,0.83729,0.84006
12,0.33385,0.083,0.41685,0.84093,0.84093
13,0.33074,0.07783,0.40856,0.84229,0.84229
14,0.32732,0.07037,0.39769,0.83744,0.84229
15,0.32484,0.06635,0.3912,0.84118,0.84229
16,0.32377,0.07682,0.40059,0.8389,0.84229
17,0.31834,0.05817,0.3765,0.84054,0.84229
18,0.31193,0.05557,0.36751,0.83763,0.84229
19,0.30856,0.05291,0.36147,0.84018,0.84229
20,0.30587,0.0602,0.36607,0.83965,0.84229
21,0.30144,0.05604,0.35749,0.83906,0.84229
22,0.3,0.05856,0.35856,0.83898,0.84229
23,0.29597,0.05356,0.34953,0.84119,0.84229
24,0.28914,0.04757,0.3367,0.84197,0.84229
25,0.28788,0.05116,0.33904,0.84212,0.84229
26,0.2864,0.05492,0.34133,0.83885,0.84229
27,0.28217,0.04774,0.32991,0.8404,0.84229
28,0.27954,0.04894,0.32847,0.84219,0.84229
29,0.27655,0.04892,0.32547,0.83745,0.84229
30,0.27406,0.0488,0.32286,0.84157,0.84229
31,0.2718,0.0484,0.3202,0.8402,0.84229
32,0.26964,0.04994,0.31958,0.84257,0.84257
33,0.26483,0.04215,0.30699,0.84102,0.84257
34,0.26275,0.04662,0.30938,0.83994,0.84257
35,0.26282,0.0498,0.31262,0.84161,0.84257
36,0.26118,0.04901,0.31019,0.84056,0.84257
37,0.26141,0.05245,0.31387,0.84178,0.84257
38,0.25903,0.04905,0.30808,0.84312,0.84312
39,0.25716,0.04736,0.30451,0.84128,0.84312
40,0.25564,0.04752,0.30316,0.84209,0.84312
41,0.25321,0.04772,0.30093,0.84157,0.84312
42,0.25169,0.04192,0.29362,0.84266,0.84312
43,0.24984,0.04513,0.29497,0.84275,0.84312
44,0.24882,0.04325,0.29207,0.84122,0.84312
45,0.24866,0.04573,0.29439,0.84291,0.84312
46,0.24722,0.04156,0.28879,0.84228,0.84312
47,0.24626,0.04444,0.2907,0.84216,0.84312
48,0.2474,0.04696,0.29436,0.84194,0.84312
49,0.24617,0.04352,0.2897,0.84216,0.84312
50,0.24497,0.04515,0.29012,0.84104,0.84312
51,0.24469,0.04624,0.29093,0.84198,0.84312
52,0.24449,0.04419,0.28868,0.8414,0.84312
53,0.24307,0.04501,0.28808,0.84285,0.84312
54,0.24223,0.04375,0.28598,0.84206,0.84312
55,0.24137,0.04435,0.28572,0.84292,0.84312
56,0.24084,0.04127,0.28211,0.84232,0.84312
57,0.23963,0.04108,0.28071,0.84247,0.84312
58,0.23916,0.04384,0.283,0.84264,0.84312
59,0.24,0.04064,0.28064,0.84189,0.84312
60,0.23856,0.04165,0.28021,0.84221,0.84312
61,0.23862,0.04154,0.28016,0.84261,0.84312
62,0.23839,0.04158,0.27997,0.84236,0.84312
63,0.2387,0.04525,0.28395,0.84249,0.84312
64,0.23841,0.04387,0.28227,0.84262,0.84312
65,0.23869,0.04264,0.28133,0.84205,0.84312
66,0.23762,0.04263,0.28025,0.84241,0.84312
67,0.23687,0.04173,0.2786,0.84186,0.84312
68,0.2372,0.0407,0.2779,0.84164,0.84312
69,0.23627,0.04045,0.27672,0.84175,0.84312
70,0.23555,0.04054,0.27608,0.84213,0.84312
71,0.23581,0.04189,0.2777,0.8423,0.84312
72,0.23647,0.04061,0.27708,0.84262,0.84312
73,0.23575,0.04202,0.27777,0.84137,0.84312
74,0.23498,0.03896,0.27394,0.84165,0.84312
75,0.23512,0.04152,0.27664,0.84228,0.84312
76,0.23519,0.0389,0.27409,0.84189,0.84312
77,0.23443,0.03984,0.27428,0.84206,0.84312
78,0.23534,0.03862,0.27396,0.84262,0.84312
79,0.23486,0.03925,0.27411,0.84206,0.84312
80,0.23492,0.04054,0.27546,0.84187,0.84312
81,0.23409,0.03802,0.27211,0.84246,0.84312
82,0.2344,0.03751,0.27191,0.84226,0.84312
83,0.23448,0.03899,0.27347,0.84233,0.84312
84,0.2337,0.03878,0.27248,0.84194,0.84312
85,0.23421,0.03964,0.27385,0.84224,0.84312
86,0.23414,0.03781,0.27196,0.84217,0.84312
87,0.23391,0.03874,0.27264,0.84242,0.84312
88,0.23398,0.03918,0.27316,0.84239,0.84312
89,0.2338,0.03919,0.27299,0.84249,0.84312
90,0.23302,0.03934,0.27235,0.84238,0.84312
91,0.2338,0.03871,0.27251,0.84243,0.84312
92,0.23385,0.0386,0.27244,0.84226,0.84312
93,0.23356,0.03878,0.27233,0.84221,0.84312
94,0.23347,0.03852,0.27199,0.84248,0.84312
95,0.23305,0.03677,0.26982,0.84245,0.84312
96,0.23343,0.03878,0.2722,0.84241,0.84312
97,0.23365,0.0387,0.27236,0.84247,0.84312
98,0.23384,0.04058,0.27442,0.84254,0.84312
99,0.23321,0.03831,0.27152,0.8423,0.84312
100,0.2334,0.03739,0.27079,0.84249,0.84312
