epoch,bce,kd2,kd3,total,val_auc,best_val_auc
1,0.47322,2.63304,1.05408,2.31677,0.81198,0.81198
2,0.3859,1.85787,0.31944,1.47456,0.81439,0.81439
3,0.37148,1.71056,0.21939,1.33646,0.82918,0.82918
4,0.3606,1.62206,0.18475,1.26401,0.83645,0.83645
5,0.35239,1.56581,0.16842,1.2195,0.83254,0.83645
6,0.34832,1.52213,0.16677,1.19277,0.83289,0.83645
7,0.34173,1.49143,0.16811,1.1715,0.83354,0.83645
8,0.33712,1.45902,0.15821,1.14574,0.83092,0.83645
9,0.33458,1.43195,0.17101,1.13606,0.83283,0.83645
10,0.32751,1.3805,0.17372,1.10462,0.8386,0.8386
11,0.32075,1.34018,0.18034,1.08101,0.84142,0.84142
12,0.31419,1.29125,0.18903,1.05433,0.83629,0.84142
13,0.30873,1.25984,0.20188,1.03959,0.83891,0.84142
14,0.30009,1.20861,0.21833,1.01356,0.83414,0.84142
15,0.29688,1.18788,0.23243,1.00703,0.83305,0.84142
16,0.28706,1.11643,0.24237,0.96646,0.83622,0.84142
17,0.27692,1.06133,0.26264,0.93891,0.834,0.84142
18,0.27041,1.01736,0.28464,0.9214,0.83014,0.84142
19,0.26026,0.95679,0.29858,0.88794,0.83454,0.84142
20,0.25096,0.90047,0.32909,0.86574,0.8329,0.84142
21,0.24266,0.85329,0.34022,0.83941,0.83163,0.84142
22,0.2332,0.80137,0.35516,0.81147,0.8303,0.84142
23,0.22845,0.7781,0.37751,0.80625,0.8344,0.84142
24,0.22076,0.73682,0.39,0.78417,0.83563,0.84142
25,0.21624,0.70403,0.39801,0.76726,0.82805,0.84142
26,0.21176,0.67959,0.40831,0.75571,0.83258,0.84142
27,0.2064,0.64524,0.42067,0.73935,0.83235,0.84142
28,0.20206,0.62615,0.42517,0.72772,0.83288,0.84142
29,0.19739,0.6015,0.43514,0.71571,0.83206,0.84142
30,0.19597,0.58868,0.44213,0.71137,0.83522,0.84142
31,0.19192,0.5727,0.45019,0.70337,0.83367,0.84142
32,0.18846,0.54707,0.45417,0.68908,0.83741,0.84142
33,0.18917,0.54967,0.45794,0.69298,0.83352,0.84142
34,0.18558,0.53055,0.45707,0.67939,0.83617,0.84142
35,0.18421,0.52201,0.45745,0.67394,0.83547,0.84142
36,0.18216,0.5071,0.46022,0.66581,0.83645,0.84142
37,0.17908,0.49234,0.46127,0.65589,0.83406,0.84142
38,0.17921,0.4879,0.46618,0.65625,0.83477,0.84142
39,0.17826,0.48733,0.46917,0.65651,0.83308,0.84142
40,0.17669,0.4699,0.46371,0.64349,0.83504,0.84142
41,0.17544,0.46607,0.47428,0.64561,0.8362,0.84142
42,0.17508,0.46318,0.47418,0.64377,0.83592,0.84142
43,0.17463,0.46269,0.47356,0.64276,0.83608,0.84142
44,0.17177,0.44646,0.47861,0.6343,0.8346,0.84142
45,0.17253,0.44338,0.47777,0.6331,0.83615,0.84142
46,0.17183,0.44158,0.47411,0.62967,0.83532,0.84142
47,0.17137,0.44033,0.4766,0.62983,0.83617,0.84142
48,0.17083,0.43577,0.47559,0.62651,0.83591,0.84142
49,0.17011,0.43145,0.47672,0.6242,0.83626,0.84142
50,0.16987,0.42936,0.47963,0.62437,0.83588,0.84142
51,0.16954,0.42444,0.48365,0.62359,0.83615,0.84142
52,0.17014,0.42895,0.48051,0.62487,0.83346,0.84142
53,0.16915,0.42102,0.48123,0.62028,0.83534,0.84142
54,0.16942,0.42356,0.48913,0.62576,0.83499,0.84142
55,0.16822,0.42027,0.48408,0.62039,0.83673,0.84142
56,0.16917,0.4258,0.48178,0.62296,0.83634,0.84142
57,0.1688,0.41554,0.4856,0.61937,0.83544,0.84142
58,0.16782,0.41345,0.48006,0.61458,0.83484,0.84142
59,0.16823,0.41549,0.48223,0.61709,0.83629,0.84142
60,0.16691,0.40722,0.48088,0.61096,0.83653,0.84142
61,0.16717,0.40956,0.4861,0.615,0.83571,0.84142
62,0.1667,0.40458,0.4822,0.61009,0.83715,0.84142
63,0.16651,0.40248,0.47911,0.6073,0.83602,0.84142
64,0.16663,0.40462,0.48306,0.61047,0.83677,0.84142
65,0.16618,0.4028,0.48244,0.6088,0.83721,0.84142
66,0.16551,0.39705,0.47969,0.60388,0.83659,0.84142
67,0.16558,0.39759,0.48447,0.6066,0.8356,0.84142
68,0.16576,0.3991,0.47928,0.60495,0.83716,0.84142
69,0.16602,0.39934,0.48424,0.60781,0.83739,0.84142
70,0.16518,0.39455,0.4822,0.60356,0.83687,0.84142
71,0.16588,0.39658,0.48298,0.60566,0.83695,0.84142
72,0.16546,0.39357,0.48409,0.60429,0.83637,0.84142
73,0.16549,0.3946,0.48186,0.60372,0.83708,0.84142
74,0.16544,0.39533,0.48542,0.60581,0.83695,0.84142
75,0.16534,0.39468,0.48158,0.60347,0.83657,0.84142
76,0.16528,0.39429,0.48307,0.60396,0.83736,0.84142
77,0.16565,0.39772,0.48172,0.60536,0.83715,0.84142
78,0.165,0.39474,0.48505,0.60489,0.83722,0.84142
79,0.16573,0.39441,0.48176,0.60381,0.83729,0.84142
80,0.16491,0.38754,0.48488,0.60112,0.83705,0.84142
81,0.16483,0.39296,0.48291,0.60277,0.83711,0.84142
82,0.16512,0.39136,0.48272,0.60216,0.83723,0.84142
