epoch,bce,kd,total,val_auc,best_val_auc
1,0.43113,2.10925,2.54038,0.85679,0.85679
2,0.31639,0.90973,1.22612,0.878,0.878
3,0.281,0.63013,0.91113,0.8896,0.8896
4,0.25263,0.45834,0.71098,0.88539,0.8896
5,0.2309,0.36256,0.59346,0.88681,0.8896
6,0.2161,0.31293,0.52903,0.88293,0.8896
7,0.20543,0.26623,0.47166,0.88987,0.88987
8,0.19652,0.22009,0.41661,0.89055,0.89055
9,0.19056,0.20485,0.39541,0.8931,0.8931
10,0.18432,0.18735,0.37167,0.88459,0.8931
11,0.18075,0.16991,0.35066,0.89146,0.8931
12,0.17975,0.16866,0.34841,0.89222,0.8931
13,0.17782,0.16055,0.33837,0.8937,0.8937
14,0.17639,0.14629,0.32268,0.89253,0.8937
15,0.17236,0.1427,0.31506,0.89053,0.8937
16,0.17167,0.12763,0.29931,0.8925,0.8937
17,0.17081,0.12506,0.29587,0.89307,0.8937
18,0.16751,0.11595,0.28346,0.89554,0.89554
19,0.16788,0.12143,0.28931,0.89411,0.89554
20,0.16664,0.10802,0.27466,0.89319,0.89554
21,0.16541,0.10526,0.27067,0.89576,0.89576
22,0.1662,0.11488,0.28108,0.89452,0.89576
23,0.16587,0.11584,0.28171,0.89535,0.89576
24,0.16345,0.09819,0.26164,0.89694,0.89694
25,0.1632,0.09455,0.25776,0.89625,0.89694
26,0.16271,0.08946,0.25217,0.89569,0.89694
27,0.16142,0.08298,0.2444,0.89611,0.89694
28,0.16121,0.08856,0.24978,0.89354,0.89694
29,0.1603,0.08093,0.24123,0.89539,0.89694
30,0.15985,0.07774,0.23758,0.89493,0.89694
31,0.1587,0.07847,0.23717,0.89818,0.89818
32,0.15756,0.06731,0.22487,0.89532,0.89818
33,0.15916,0.07036,0.22953,0.89587,0.89818
34,0.15731,0.06809,0.2254,0.89581,0.89818
35,0.15718,0.06305,0.22023,0.89544,0.89818
36,0.15758,0.06707,0.22465,0.89745,0.89818
37,0.15799,0.07543,0.23342,0.89526,0.89818
38,0.15607,0.06083,0.21689,0.897,0.89818
39,0.1581,0.06567,0.22378,0.89659,0.89818
40,0.15649,0.06054,0.21703,0.89597,0.89818
41,0.15636,0.05701,0.21337,0.89804,0.89818
42,0.15576,0.06327,0.21903,0.89718,0.89818
43,0.15683,0.06563,0.22246,0.89707,0.89818
44,0.1554,0.05892,0.21432,0.89732,0.89818
45,0.15514,0.05317,0.20831,0.89735,0.89818
46,0.15334,0.04748,0.20082,0.89719,0.89818
47,0.15481,0.04999,0.20481,0.89743,0.89818
48,0.15372,0.0486,0.20232,0.89788,0.89818
49,0.15352,0.04366,0.19718,0.89731,0.89818
50,0.15363,0.04322,0.19684,0.89746,0.89818
51,0.15366,0.04896,0.20262,0.8974,0.89818
52,0.15276,0.04466,0.19742,0.89869,0.89869
53,0.15499,0.05324,0.20823,0.89866,0.89869
54,0.1541,0.04838,0.20248,0.89665,0.89869
55,0.15282,0.04438,0.1972,0.89877,0.89877
56,0.15338,0.04517,0.19854,0.89741,0.89877
57,0.15289,0.04556,0.19844,0.89827,0.89877
58,0.15252,0.03838,0.1909,0.89823,0.89877
59,0.15195,0.03879,0.19073,0.89819,0.89877
60,0.15213,0.03959,0.19171,0.89838,0.89877
61,0.15267,0.0411,0.19376,0.89827,0.89877
62,0.15323,0.0411,0.19434,0.89861,0.89877
63,0.1512,0.03451,0.1857,0.8982,0.89877
64,0.15215,0.03683,0.18898,0.89785,0.89877
65,0.15257,0.03979,0.19235,0.89779,0.89877
66,0.15187,0.03519,0.18706,0.89827,0.89877
67,0.15263,0.03783,0.19046,0.89866,0.89877
68,0.15227,0.03581,0.18808,0.89822,0.89877
69,0.15156,0.03304,0.18461,0.89809,0.89877
70,0.15153,0.03294,0.18447,0.89827,0.89877
71,0.1517,0.03175,0.18345,0.89844,0.89877
72,0.15142,0.03108,0.1825,0.89831,0.89877
73,0.15123,0.02987,0.18111,0.8986,0.89877
74,0.15136,0.03162,0.18298,0.89863,0.89877
75,0.15163,0.03359,0.18522,0.89823,0.89877
76,0.15147,0.03245,0.18392,0.89848,0.89877
77,0.15105,0.02889,0.17993,0.89829,0.89877
78,0.15099,0.03065,0.18163,0.89849,0.89877
79,0.15149,0.02981,0.1813,0.89831,0.89877
80,0.15116,0.03081,0.18197,0.89813,0.89877
81,0.15068,0.02937,0.18006,0.89849,0.89877
82,0.15076,0.03104,0.18179,0.89841,0.89877
83,0.15099,0.03041,0.1814,0.89856,0.89877
84,0.15051,0.0274,0.17791,0.89837,0.89877
85,0.15081,0.02808,0.17889,0.8983,0.89877
86,0.15066,0.02781,0.17847,0.89824,0.89877
87,0.15128,0.02788,0.17916,0.89833,0.89877
88,0.1507,0.02829,0.17899,0.89842,0.89877
89,0.15064,0.02772,0.17837,0.89839,0.89877
90,0.15076,0.02936,0.18011,0.89837,0.89877
91,0.15131,0.02865,0.17996,0.89843,0.89877
92,0.15046,0.02695,0.17741,0.89836,0.89877
93,0.14959,0.02698,0.17657,0.89829,0.89877
94,0.15099,0.02593,0.17692,0.89833,0.89877
95,0.15041,0.02646,0.17688,0.89836,0.89877
96,0.14977,0.02632,0.1761,0.89836,0.89877
97,0.15067,0.02688,0.17755,0.89836,0.89877
98,0.15044,0.02535,0.17579,0.89838,0.89877
99,0.15056,0.02638,0.17694,0.89837,0.89877
100,0.15074,0.0274,0.17814,0.89837,0.89877
