epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45373,0.82093,0.0,0.0,0.00229,1.27478,0.82261,0.82261
2,0.38286,0.32475,0.0,0.0,0.00107,0.70766,0.83063,0.83063
3,0.36915,0.24403,0.0,0.0,0.00092,0.61322,0.83833,0.83833
4,0.36403,0.21942,0.0,0.0,0.00072,0.58349,0.83557,0.83833
5,0.35879,0.19345,0.0,0.0,0.00075,0.55227,0.83842,0.83842
6,0.35493,0.18299,0.0,0.0,0.00088,0.53796,0.84138,0.84138
7,0.35275,0.17276,0.0,0.0,0.00088,0.52555,0.84154,0.84154
8,0.34934,0.17118,0.0,0.0,0.00048,0.52054,0.84391,0.84391
9,0.34677,0.15969,0.0,0.0,0.00045,0.50648,0.84491,0.84491
10,0.34357,0.15703,0.0,0.0,0.00045,0.50063,0.84732,0.84732
11,0.34143,0.1516,0.0,0.0,0.00045,0.49305,0.84774,0.84774
12,0.33893,0.14555,0.0,0.0,0.00045,0.4845,0.84825,0.84825
13,0.33686,0.14195,0.0,0.0,0.00045,0.47883,0.84607,0.84825
14,0.33418,0.14194,0.0,0.0,0.00045,0.47614,0.84742,0.84825
15,0.33107,0.13877,0.0,0.0,0.00045,0.46987,0.84587,0.84825
16,0.32947,0.13686,0.0,0.0,0.00045,0.46635,0.84921,0.84921
17,0.32649,0.13746,0.0,0.0,0.00045,0.46396,0.85127,0.85127
18,0.32543,0.14005,0.0,0.0,0.00045,0.4655,0.84946,0.85127
19,0.32388,0.13327,0.0,0.0,0.00045,0.45717,0.84738,0.85127
20,0.32105,0.1338,0.0,0.0,0.00045,0.45487,0.84802,0.85127
21,0.31852,0.13161,0.0,0.0,0.00045,0.45015,0.84935,0.85127
22,0.31609,0.13341,0.0,0.0,0.00045,0.44953,0.84806,0.85127
23,0.31367,0.13118,0.0,0.0,0.00045,0.44487,0.84816,0.85127
24,0.31135,0.13008,0.0,0.0,0.00045,0.44146,0.84937,0.85127
25,0.31108,0.13649,0.0,0.0,0.00045,0.44759,0.84704,0.85127
26,0.3087,0.13437,0.0,0.0,0.00045,0.4431,0.84941,0.85127
27,0.30492,0.12879,0.0,0.0,0.00045,0.43373,0.84745,0.85127
28,0.30215,0.13001,0.0,0.0,0.00045,0.43219,0.84814,0.85127
29,0.29834,0.12861,0.0,0.0,0.00045,0.42698,0.84765,0.85127
30,0.29759,0.1313,0.0,0.0,0.00045,0.42891,0.84585,0.85127
31,0.29531,0.13559,0.0,0.0,0.00045,0.43092,0.84657,0.85127
32,0.29485,0.13236,0.0,0.0,0.00045,0.42723,0.84712,0.85127
33,0.29122,0.12876,0.0,0.0,0.00045,0.42001,0.84811,0.85127
34,0.28802,0.13089,0.0,0.0,0.00045,0.41893,0.84614,0.85127
35,0.2867,0.13121,0.0,0.0,0.00045,0.41793,0.84914,0.85127
36,0.28415,0.12982,0.0,0.0,0.00045,0.41399,0.84704,0.85127
37,0.28232,0.13085,0.0,0.0,0.00045,0.41319,0.84915,0.85127
38,0.28157,0.13166,0.0,0.0,0.00045,0.41325,0.84784,0.85127
39,0.28072,0.13388,0.0,0.0,0.00045,0.41463,0.84733,0.85127
40,0.27907,0.13215,0.0,0.0,0.00045,0.41124,0.84845,0.85127
41,0.2771,0.13174,0.0,0.0,0.00045,0.40887,0.84856,0.85127
42,0.27458,0.13345,0.0,0.0,0.00045,0.40805,0.8493,0.85127
43,0.2738,0.13088,0.0,0.0,0.00045,0.4047,0.84743,0.85127
44,0.27031,0.13135,0.0,0.0,0.00045,0.40169,0.84843,0.85127
45,0.27089,0.13178,0.0,0.0,0.00045,0.4027,0.84895,0.85127
46,0.26948,0.13252,0.0,0.0,0.00045,0.40202,0.84773,0.85127
47,0.26879,0.13439,0.0,0.0,0.00045,0.40321,0.84754,0.85127
48,0.2665,0.13045,0.0,0.0,0.00045,0.39697,0.84881,0.85127
49,0.26524,0.12995,0.0,0.0,0.00045,0.39521,0.84854,0.85127
50,0.26669,0.13477,0.0,0.0,0.00045,0.40148,0.84837,0.85127
51,0.26443,0.13012,0.0,0.0,0.00045,0.39457,0.84833,0.85127
52,0.26384,0.13286,0.0,0.0,0.00045,0.39672,0.84727,0.85127
53,0.26223,0.13011,0.0,0.0,0.00045,0.39236,0.84881,0.85127
