epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45377,0.82114,0.0,0.0,0.0,1.27491,0.8225,0.8225
2,0.38295,0.32503,0.0,0.0,0.0,0.70798,0.83114,0.83114
3,0.36904,0.24213,0.0,0.0,0.0,0.61117,0.83747,0.83747
4,0.36412,0.22064,0.0,0.0,0.0,0.58476,0.83508,0.83747
5,0.35857,0.19315,0.0,0.0,0.0,0.55172,0.83905,0.83905
6,0.355,0.18204,0.0,0.0,0.0,0.53704,0.84163,0.84163
7,0.35238,0.17241,0.0,0.0,0.0,0.52479,0.84215,0.84215
8,0.34912,0.17025,0.0,0.0,0.0,0.51936,0.84443,0.84443
9,0.34645,0.15829,0.0,0.0,0.0,0.50474,0.84488,0.84488
10,0.34331,0.15623,0.0,0.0,0.0,0.49954,0.84779,0.84779
11,0.34131,0.15169,0.0,0.0,0.0,0.493,0.84806,0.84806
12,0.33878,0.14543,0.0,0.0,0.0,0.48421,0.84819,0.84819
13,0.33686,0.14241,0.0,0.0,0.0,0.47927,0.84573,0.84819
14,0.33393,0.1417,0.0,0.0,0.0,0.47563,0.8473,0.84819
15,0.33103,0.13867,0.0,0.0,0.0,0.4697,0.84538,0.84819
16,0.32923,0.13707,0.0,0.0,0.0,0.4663,0.84926,0.84926
17,0.32662,0.13756,0.0,0.0,0.0,0.46418,0.85153,0.85153
18,0.32533,0.13975,0.0,0.0,0.0,0.46508,0.84923,0.85153
19,0.32371,0.13348,0.0,0.0,0.0,0.45719,0.84761,0.85153
20,0.32095,0.13397,0.0,0.0,0.0,0.45492,0.84815,0.85153
21,0.31854,0.13142,0.0,0.0,0.0,0.44996,0.84938,0.85153
22,0.31592,0.13331,0.0,0.0,0.0,0.44923,0.84841,0.85153
23,0.31373,0.13129,0.0,0.0,0.0,0.44501,0.84887,0.85153
24,0.31154,0.12975,0.0,0.0,0.0,0.44129,0.84978,0.85153
25,0.31086,0.13625,0.0,0.0,0.0,0.44711,0.84734,0.85153
26,0.30882,0.13419,0.0,0.0,0.0,0.44302,0.84949,0.85153
27,0.30518,0.12935,0.0,0.0,0.0,0.43453,0.84754,0.85153
28,0.30233,0.12969,0.0,0.0,0.0,0.43202,0.84794,0.85153
29,0.29826,0.12838,0.0,0.0,0.0,0.42664,0.84763,0.85153
30,0.29765,0.13149,0.0,0.0,0.0,0.42914,0.8453,0.85153
31,0.2958,0.13623,0.0,0.0,0.0,0.43203,0.84683,0.85153
32,0.29528,0.13234,0.0,0.0,0.0,0.42762,0.84777,0.85153
33,0.29138,0.12863,0.0,0.0,0.0,0.42001,0.84797,0.85153
34,0.28792,0.13076,0.0,0.0,0.0,0.41868,0.84537,0.85153
35,0.28687,0.13136,0.0,0.0,0.0,0.41823,0.84864,0.85153
36,0.28425,0.12968,0.0,0.0,0.0,0.41393,0.84709,0.85153
37,0.28238,0.13056,0.0,0.0,0.0,0.41295,0.84872,0.85153
38,0.28158,0.13149,0.0,0.0,0.0,0.41307,0.84771,0.85153
39,0.28088,0.13404,0.0,0.0,0.0,0.41492,0.84621,0.85153
40,0.27927,0.132,0.0,0.0,0.0,0.41127,0.84789,0.85153
41,0.27715,0.13198,0.0,0.0,0.0,0.40913,0.84794,0.85153
42,0.27472,0.13345,0.0,0.0,0.0,0.40816,0.84823,0.85153
43,0.27388,0.13072,0.0,0.0,0.0,0.4046,0.8467,0.85153
44,0.27023,0.1313,0.0,0.0,0.0,0.40153,0.84704,0.85153
45,0.27097,0.13181,0.0,0.0,0.0,0.40278,0.84817,0.85153
46,0.26958,0.13261,0.0,0.0,0.0,0.40218,0.84722,0.85153
47,0.26885,0.13428,0.0,0.0,0.0,0.40313,0.8466,0.85153
48,0.26652,0.13056,0.0,0.0,0.0,0.39707,0.84817,0.85153
49,0.26526,0.12991,0.0,0.0,0.0,0.39517,0.84772,0.85153
50,0.26678,0.13461,0.0,0.0,0.0,0.40139,0.84746,0.85153
51,0.26459,0.13008,0.0,0.0,0.0,0.39467,0.84709,0.85153
52,0.26397,0.13305,0.0,0.0,0.0,0.39702,0.84605,0.85153
53,0.26242,0.13018,0.0,0.0,0.0,0.3926,0.84768,0.85153
54,0.26313,0.13387,0.0,0.0,0.0,0.397,0.84772,0.85153
55,0.26148,0.13169,0.0,0.0,0.0,0.39317,0.84683,0.85153
56,0.26244,0.1328,0.0,0.0,0.0,0.39524,0.84733,0.85153
57,0.26079,0.13384,0.0,0.0,0.0,0.39463,0.84737,0.85153
58,0.26101,0.13108,0.0,0.0,0.0,0.39208,0.8471,0.85153
59,0.25836,0.12927,0.0,0.0,0.0,0.38764,0.84745,0.85153
60,0.25907,0.13206,0.0,0.0,0.0,0.39113,0.84753,0.85153
61,0.25952,0.13545,0.0,0.0,0.0,0.39498,0.84758,0.85153
62,0.25929,0.13245,0.0,0.0,0.0,0.39174,0.84799,0.85153
63,0.2582,0.13047,0.0,0.0,0.0,0.38867,0.84764,0.85153
64,0.25816,0.13136,0.0,0.0,0.0,0.38952,0.84812,0.85153
65,0.2575,0.13208,0.0,0.0,0.0,0.38958,0.84878,0.85153
66,0.25811,0.13105,0.0,0.0,0.0,0.38917,0.84785,0.85153
67,0.25818,0.13328,0.0,0.0,0.0,0.39146,0.84754,0.85153
68,0.25754,0.13034,0.0,0.0,0.0,0.38788,0.84769,0.85153
69,0.25656,0.13109,0.0,0.0,0.0,0.38766,0.84791,0.85153
70,0.25727,0.13084,0.0,0.0,0.0,0.38811,0.84742,0.85153
71,0.2558,0.13004,0.0,0.0,0.0,0.38585,0.84781,0.85153
72,0.25648,0.13104,0.0,0.0,0.0,0.38752,0.84779,0.85153
73,0.25638,0.13327,0.0,0.0,0.0,0.38965,0.84795,0.85153
74,0.25669,0.13008,0.0,0.0,0.0,0.38677,0.84784,0.85153
75,0.25587,0.13057,0.0,0.0,0.0,0.38644,0.84821,0.85153
76,0.25637,0.13012,0.0,0.0,0.0,0.38649,0.84826,0.85153
77,0.25508,0.13001,0.0,0.0,0.0,0.38509,0.84781,0.85153
78,0.25553,0.12985,0.0,0.0,0.0,0.38538,0.84773,0.85153
79,0.25521,0.13126,0.0,0.0,0.0,0.38648,0.84808,0.85153
