epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45373,0.821,0.0,0.0,0.00406,1.27477,0.82224,0.82224
2,0.38284,0.3249,0.0,0.0,0.00161,0.70775,0.83102,0.83102
3,0.36902,0.24191,0.0,0.0,0.00099,0.61095,0.83753,0.83753
4,0.36408,0.22046,0.0,0.0,0.0009,0.58454,0.83582,0.83753
5,0.35863,0.19323,0.0,0.0,0.00086,0.55186,0.83903,0.83903
6,0.35496,0.18232,0.0,0.0,0.00079,0.5373,0.84148,0.84148
7,0.35237,0.17215,0.0,0.0,0.00078,0.52452,0.84193,0.84193
8,0.3491,0.17045,0.0,0.0,0.00117,0.51955,0.84354,0.84354
9,0.34652,0.15898,0.0,0.0,0.00086,0.50551,0.84499,0.84499
10,0.34354,0.15699,0.0,0.0,0.0008,0.50054,0.8472,0.8472
11,0.34133,0.1517,0.0,0.0,0.00093,0.49304,0.84804,0.84804
12,0.33899,0.14572,0.0,0.0,0.00083,0.48472,0.84763,0.84804
13,0.33692,0.14228,0.0,0.0,0.00076,0.47921,0.84554,0.84804
14,0.33428,0.14223,0.0,0.0,0.00068,0.47652,0.84694,0.84804
15,0.33116,0.13831,0.0,0.0,0.0009,0.46947,0.84569,0.84804
16,0.32935,0.13626,0.0,0.0,0.00101,0.46562,0.84917,0.84917
17,0.32681,0.13808,0.0,0.0,0.00095,0.46489,0.85134,0.85134
18,0.32555,0.13968,0.0,0.0,0.00079,0.46523,0.8492,0.85134
19,0.32404,0.13336,0.0,0.0,0.00064,0.4574,0.84724,0.85134
20,0.32103,0.13341,0.0,0.0,0.00064,0.45445,0.84769,0.85134
21,0.31879,0.13171,0.0,0.0,0.00077,0.45051,0.8492,0.85134
22,0.31637,0.13347,0.0,0.0,0.00081,0.44984,0.84841,0.85134
23,0.31441,0.13146,0.0,0.0,0.00066,0.44588,0.84815,0.85134
24,0.3117,0.12932,0.0,0.0,0.0006,0.44102,0.84964,0.85134
25,0.31153,0.13656,0.0,0.0,0.00056,0.4481,0.84723,0.85134
26,0.3091,0.13416,0.0,0.0,0.00057,0.44327,0.85004,0.85134
27,0.30549,0.12902,0.0,0.0,0.00051,0.43451,0.84764,0.85134
28,0.30263,0.1295,0.0,0.0,0.00045,0.43214,0.84818,0.85134
29,0.29844,0.12808,0.0,0.0,0.00045,0.42652,0.84766,0.85134
30,0.29773,0.13111,0.0,0.0,0.00045,0.42885,0.84586,0.85134
31,0.29535,0.13535,0.0,0.0,0.00045,0.43071,0.84698,0.85134
32,0.2949,0.13228,0.0,0.0,0.00045,0.42718,0.84762,0.85134
33,0.29142,0.12917,0.0,0.0,0.00045,0.42059,0.84886,0.85134
34,0.28848,0.13097,0.0,0.0,0.00045,0.41945,0.84703,0.85134
35,0.2872,0.1309,0.0,0.0,0.00045,0.41811,0.84924,0.85134
36,0.2842,0.12989,0.0,0.0,0.00045,0.41409,0.84726,0.85134
37,0.28246,0.13022,0.0,0.0,0.00045,0.41269,0.84888,0.85134
38,0.28165,0.13142,0.0,0.0,0.00045,0.41308,0.84792,0.85134
39,0.28085,0.13415,0.0,0.0,0.00045,0.415,0.84801,0.85134
40,0.2793,0.13185,0.0,0.0,0.00045,0.41116,0.84812,0.85134
41,0.27707,0.13158,0.0,0.0,0.00045,0.40865,0.84931,0.85134
42,0.27477,0.13321,0.0,0.0,0.00045,0.40798,0.84929,0.85134
43,0.27423,0.13064,0.0,0.0,0.00045,0.40488,0.84777,0.85134
44,0.27038,0.13128,0.0,0.0,0.00045,0.40166,0.84834,0.85134
45,0.27119,0.1319,0.0,0.0,0.00045,0.40309,0.84937,0.85134
46,0.27009,0.13279,0.0,0.0,0.00045,0.40289,0.84805,0.85134
