epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
47,0.26933,0.13432,0.0,0.0,0.00045,0.40366,0.84808,0.85134
48,0.26676,0.13038,0.0,0.0,0.00045,0.39714,0.8492,0.85134
49,0.26542,0.12983,0.0,0.0,0.00045,0.39525,0.84873,0.85134
50,0.26714,0.13453,0.0,0.0,0.00045,0.40167,0.84891,0.85134
51,0.26481,0.12995,0.0,0.0,0.00045,0.39477,0.84804,0.85134
52,0.26412,0.13301,0.0,0.0,0.00045,0.39714,0.84756,0.85134
53,0.26261,0.12983,0.0,0.0,0.00045,0.39244,0.84902,0.85134
54,0.26307,0.13387,0.0,0.0,0.00045,0.39695,0.84845,0.85134
55,0.26173,0.13163,0.0,0.0,0.00045,0.39337,0.84801,0.85134
56,0.26264,0.13286,0.0,0.0,0.00045,0.39551,0.84843,0.85134
57,0.261,0.13391,0.0,0.0,0.00045,0.39491,0.84902,0.85134
58,0.26112,0.1311,0.0,0.0,0.00045,0.39222,0.84851,0.85134
59,0.25853,0.12923,0.0,0.0,0.00045,0.38776,0.84857,0.85134
60,0.25926,0.13216,0.0,0.0,0.00045,0.39142,0.84911,0.85134
61,0.25981,0.13521,0.0,0.0,0.00045,0.39503,0.84848,0.85134
62,0.25946,0.13255,0.0,0.0,0.00045,0.39202,0.84906,0.85134
63,0.25846,0.1304,0.0,0.0,0.00045,0.38887,0.84857,0.85134
64,0.25818,0.13136,0.0,0.0,0.00045,0.38954,0.84904,0.85134
65,0.25766,0.13202,0.0,0.0,0.00045,0.38968,0.84953,0.85134
66,0.25818,0.13088,0.0,0.0,0.00045,0.38907,0.84881,0.85134
67,0.25834,0.13307,0.0,0.0,0.00045,0.39141,0.84844,0.85134
68,0.25748,0.13046,0.0,0.0,0.00045,0.38794,0.8488,0.85134
69,0.25676,0.13096,0.0,0.0,0.00045,0.38773,0.84897,0.85134
70,0.25733,0.13089,0.0,0.0,0.00045,0.38823,0.84871,0.85134
71,0.25593,0.12998,0.0,0.0,0.00045,0.38591,0.84897,0.85134
72,0.25658,0.13106,0.0,0.0,0.00045,0.38764,0.84891,0.85134
73,0.25655,0.1331,0.0,0.0,0.00045,0.38965,0.84889,0.85134
74,0.25673,0.13,0.0,0.0,0.00045,0.38674,0.84898,0.85134
75,0.25587,0.13061,0.0,0.0,0.00045,0.38649,0.84951,0.85134
76,0.25643,0.13015,0.0,0.0,0.00045,0.38659,0.8495,0.85134
77,0.25522,0.12992,0.0,0.0,0.00045,0.38514,0.84923,0.85134
78,0.25558,0.12985,0.0,0.0,0.00045,0.38543,0.84893,0.85134
79,0.25522,0.13136,0.0,0.0,0.00045,0.38659,0.84932,0.85134
80,0.25556,0.12998,0.0,0.0,0.00045,0.38554,0.84927,0.85134
81,0.25523,0.13006,0.0,0.0,0.00045,0.38529,0.84899,0.85134
82,0.25477,0.13022,0.0,0.0,0.00045,0.385,0.84898,0.85134
83,0.25473,0.12956,0.0,0.0,0.00045,0.38429,0.84903,0.85134
84,0.25455,0.1292,0.0,0.0,0.00045,0.38375,0.84909,0.85134
85,0.2553,0.12936,0.0,0.0,0.00045,0.38467,0.8491,0.85134
86,0.25439,0.13066,0.0,0.0,0.00045,0.38506,0.84931,0.85134
87,0.25394,0.12897,0.0,0.0,0.00045,0.38292,0.84931,0.85134
88,0.25484,0.12952,0.0,0.0,0.00045,0.38436,0.84929,0.85134
89,0.25465,0.13038,0.0,0.0,0.00045,0.38503,0.84933,0.85134
90,0.25401,0.12958,0.0,0.0,0.00045,0.38359,0.84922,0.85134
91,0.25411,0.12962,0.0,0.0,0.00045,0.38373,0.84907,0.85134
92,0.25395,0.12975,0.0,0.0,0.00045,0.38371,0.84911,0.85134
93,0.25467,0.12963,0.0,0.0,0.00045,0.3843,0.84923,0.85134
94,0.25431,0.12949,0.0,0.0,0.00045,0.3838,0.84917,0.85134
95,0.25427,0.12915,0.0,0.0,0.00045,0.38343,0.84921,0.85134
96,0.25483,0.12902,0.0,0.0,0.00045,0.38385,0.84916,0.85134
97,0.25389,0.12873,0.0,0.0,0.00045,0.38262,0.84921,0.85134
98,0.25463,0.12945,0.0,0.0,0.00045,0.38408,0.84911,0.85134
99,0.25401,0.12827,0.0,0.0,0.00045,0.38229,0.84913,0.85134
100,0.25442,0.12891,0.0,0.0,0.00045,0.38333,0.84922,0.85134
