epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45377,0.82107,0.0,0.0,0.00177,1.27502,0.8224,0.8224
2,0.38284,0.32479,0.0,0.0,0.00107,0.70774,0.83085,0.83085
3,0.36905,0.24256,0.0,0.0,0.00088,0.6117,0.83805,0.83805
4,0.36404,0.21951,0.0,0.0,0.00093,0.58365,0.83689,0.83805
5,0.35868,0.19349,0.0,0.0,0.00103,0.55227,0.8393,0.8393
6,0.35501,0.18321,0.0,0.0,0.00115,0.53833,0.84196,0.84196
7,0.35261,0.17262,0.0,0.0,0.00106,0.52534,0.84161,0.84196
8,0.34935,0.17134,0.0,0.0,0.00126,0.52081,0.84386,0.84386
9,0.347,0.16057,0.0,0.0,0.00101,0.50767,0.84462,0.84462
10,0.34377,0.15831,0.0,0.0,0.00085,0.50217,0.84738,0.84738
11,0.34115,0.15006,0.0,0.0,0.00153,0.49137,0.84786,0.84786
12,0.33912,0.14604,0.0,0.0,0.00154,0.48531,0.84789,0.84789
13,0.33704,0.14176,0.0,0.0,0.00127,0.47893,0.84563,0.84789
14,0.33421,0.14193,0.0,0.0,0.00125,0.47627,0.8474,0.84789
15,0.33143,0.1394,0.0,0.0,0.00121,0.47096,0.8458,0.84789
16,0.32967,0.13696,0.0,0.0,0.00118,0.46674,0.84876,0.84876
17,0.32705,0.13847,0.0,0.0,0.00091,0.46561,0.85113,0.85113
18,0.32576,0.14011,0.0,0.0,0.00098,0.46597,0.84939,0.85113
19,0.32434,0.13333,0.0,0.0,0.00102,0.45777,0.84718,0.85113
20,0.3213,0.13373,0.0,0.0,0.00092,0.45512,0.8475,0.85113
21,0.31914,0.13213,0.0,0.0,0.00079,0.45135,0.84944,0.85113
22,0.31657,0.13332,0.0,0.0,0.00083,0.44997,0.84856,0.85113
23,0.31436,0.13148,0.0,0.0,0.00082,0.44593,0.8478,0.85113
24,0.31188,0.12979,0.0,0.0,0.0008,0.44175,0.84925,0.85113
25,0.31178,0.13689,0.0,0.0,0.0008,0.44875,0.84722,0.85113
26,0.3092,0.13379,0.0,0.0,0.00079,0.44307,0.8495,0.85113
27,0.30577,0.12868,0.0,0.0,0.00086,0.43453,0.84785,0.85113
28,0.3028,0.12988,0.0,0.0,0.00081,0.43277,0.84817,0.85113
29,0.29881,0.12824,0.0,0.0,0.0007,0.42712,0.84737,0.85113
30,0.29824,0.13161,0.0,0.0,0.00063,0.42992,0.84612,0.85113
31,0.2958,0.13543,0.0,0.0,0.0006,0.43129,0.84728,0.85113
32,0.2954,0.13212,0.0,0.0,0.00057,0.42758,0.84716,0.85113
33,0.29208,0.1291,0.0,0.0,0.00052,0.42123,0.84867,0.85113
34,0.28882,0.13109,0.0,0.0,0.00052,0.41996,0.8465,0.85113
35,0.28781,0.13103,0.0,0.0,0.00053,0.41889,0.84908,0.85113
36,0.28495,0.12983,0.0,0.0,0.0005,0.41483,0.84756,0.85113
37,0.28316,0.13038,0.0,0.0,0.0005,0.41359,0.84895,0.85113
38,0.28208,0.13132,0.0,0.0,0.00049,0.41345,0.84798,0.85113
39,0.28132,0.13411,0.0,0.0,0.00047,0.41547,0.84752,0.85113
40,0.2796,0.13208,0.0,0.0,0.00045,0.41173,0.84828,0.85113
41,0.27729,0.13147,0.0,0.0,0.00045,0.4088,0.84822,0.85113
42,0.27473,0.13324,0.0,0.0,0.00045,0.40801,0.84903,0.85113
43,0.2742,0.13057,0.0,0.0,0.00045,0.40481,0.84773,0.85113
44,0.27052,0.13111,0.0,0.0,0.00045,0.40168,0.84762,0.85113
45,0.27137,0.13173,0.0,0.0,0.00045,0.40314,0.84878,0.85113
46,0.27006,0.13251,0.0,0.0,0.00045,0.40261,0.84699,0.85113
47,0.26917,0.13426,0.0,0.0,0.00045,0.40348,0.84772,0.85113
48,0.26657,0.13041,0.0,0.0,0.00045,0.39702,0.84896,0.85113
49,0.26551,0.12981,0.0,0.0,0.00045,0.39537,0.84853,0.85113
50,0.267,0.13454,0.0,0.0,0.00045,0.40159,0.8487,0.85113
51,0.26471,0.12994,0.0,0.0,0.00045,0.3947,0.84773,0.85113
52,0.2642,0.13312,0.0,0.0,0.00045,0.39737,0.84644,0.85113
53,0.26251,0.13008,0.0,0.0,0.00045,0.39263,0.84836,0.85113
54,0.26313,0.13393,0.0,0.0,0.00045,0.39711,0.84837,0.85113
55,0.26185,0.13165,0.0,0.0,0.00045,0.39354,0.84777,0.85113
56,0.2627,0.13281,0.0,0.0,0.00045,0.39556,0.84814,0.85113
57,0.26092,0.13381,0.0,0.0,0.00045,0.39478,0.84835,0.85113
58,0.26122,0.13102,0.0,0.0,0.00045,0.39229,0.84796,0.85113
59,0.25849,0.12928,0.0,0.0,0.00045,0.38781,0.84841,0.85113
60,0.25922,0.1321,0.0,0.0,0.00045,0.39137,0.8486,0.85113
61,0.25968,0.13532,0.0,0.0,0.00045,0.39504,0.8481,0.85113
62,0.25947,0.13244,0.0,0.0,0.00045,0.39196,0.84859,0.85113
63,0.25844,0.13045,0.0,0.0,0.00045,0.38894,0.84823,0.85113
64,0.25818,0.13134,0.0,0.0,0.00045,0.38956,0.84889,0.85113
65,0.25743,0.13219,0.0,0.0,0.00045,0.38966,0.84918,0.85113
66,0.25824,0.13103,0.0,0.0,0.00045,0.38932,0.84847,0.85113
67,0.2583,0.13321,0.0,0.0,0.00045,0.39156,0.84797,0.85113
68,0.25761,0.13041,0.0,0.0,0.00045,0.38806,0.84835,0.85113
