epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
69,0.25664,0.13095,0.0,0.0,0.00045,0.38763,0.84861,0.85113
70,0.25733,0.13091,0.0,0.0,0.00045,0.38828,0.84804,0.85113
71,0.25591,0.13003,0.0,0.0,0.00045,0.38598,0.84855,0.85113
72,0.2565,0.13106,0.0,0.0,0.00045,0.3876,0.8486,0.85113
73,0.25645,0.13321,0.0,0.0,0.00045,0.38971,0.84844,0.85113
74,0.25671,0.12994,0.0,0.0,0.00045,0.38669,0.84864,0.85113
75,0.2558,0.13065,0.0,0.0,0.00045,0.3865,0.84889,0.85113
76,0.25634,0.1302,0.0,0.0,0.00045,0.38659,0.84885,0.85113
77,0.25513,0.13003,0.0,0.0,0.00045,0.38521,0.84856,0.85113
78,0.25557,0.12988,0.0,0.0,0.00045,0.3855,0.84848,0.85113
79,0.25523,0.13125,0.0,0.0,0.00045,0.38653,0.84869,0.85113
80,0.25546,0.13003,0.0,0.0,0.00045,0.38554,0.849,0.85113
81,0.25523,0.13014,0.0,0.0,0.00045,0.38541,0.84856,0.85113
82,0.25474,0.13032,0.0,0.0,0.00045,0.3851,0.84845,0.85113
83,0.25471,0.12953,0.0,0.0,0.00045,0.38429,0.84855,0.85113
84,0.25452,0.12923,0.0,0.0,0.00045,0.38379,0.84871,0.85113
85,0.25534,0.12931,0.0,0.0,0.00045,0.38469,0.84865,0.85113
86,0.25432,0.13067,0.0,0.0,0.00045,0.38503,0.84874,0.85113
87,0.25395,0.12897,0.0,0.0,0.00045,0.38297,0.84875,0.85113
88,0.25484,0.12952,0.0,0.0,0.00045,0.38441,0.84884,0.85113
89,0.25456,0.13048,0.0,0.0,0.00045,0.38509,0.84888,0.85113
90,0.25402,0.12956,0.0,0.0,0.00045,0.38363,0.84875,0.85113
91,0.2541,0.12962,0.0,0.0,0.00045,0.38377,0.84862,0.85113
92,0.25396,0.1297,0.0,0.0,0.00045,0.38371,0.84861,0.85113
93,0.25461,0.12974,0.0,0.0,0.00045,0.38439,0.84872,0.85113
94,0.25432,0.12946,0.0,0.0,0.00045,0.38382,0.84872,0.85113
95,0.25422,0.1291,0.0,0.0,0.00045,0.38337,0.84872,0.85113
96,0.2548,0.12902,0.0,0.0,0.00045,0.38386,0.84864,0.85113
97,0.25386,0.12873,0.0,0.0,0.00045,0.38263,0.84874,0.85113
98,0.25459,0.1295,0.0,0.0,0.00045,0.38413,0.84858,0.85113
99,0.25395,0.12831,0.0,0.0,0.00045,0.3823,0.84867,0.85113
100,0.25436,0.12893,0.0,0.0,0.00045,0.38333,0.84871,0.85113
