epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,clrd,total,val_auc,val_f1,best_val_auc
1,0.46196,0.87314,0.0,0.0,0.0,0.0,0.0,,,,0.754656,1.33737,0.81903,0.55077,0.81903
2,0.38441,0.33104,0.0,0.0,0.0,0.0,0.0,,,,0.647919,0.7174,0.82957,0.57011,0.82957
3,0.37098,0.25018,0.0,0.0,0.0,0.0,0.0,,,,0.636639,0.62307,0.83504,0.58811,0.83504
4,0.36574,0.22487,0.0,0.0,0.0,0.0,0.0,,,,0.632899,0.59251,0.83896,0.5843,0.83896
5,0.35832,0.19669,0.0,0.0,0.0,0.0,0.0,,,,0.627756,0.55689,0.84146,0.56662,0.84146
6,0.35752,0.20551,0.0,0.0,0.0,0.0,0.0,,,,0.626592,0.56491,0.84164,0.59211,0.84164
7,0.35199,0.17524,0.0,0.0,0.0,0.0,0.0,,,,0.620549,0.52909,0.84199,0.5926,0.84199
8,0.34855,0.16687,0.0,0.0,0.0,0.0,0.0,,,,0.618632,0.51728,0.84496,0.58822,0.84496
9,0.34626,0.16941,0.0,0.0,0.0,0.0,0.0,,,,0.614201,0.51751,0.84493,0.57433,0.84496
10,0.34478,0.15904,0.0,0.0,0.0,0.0,0.0,,,,0.613312,0.50566,0.84826,0.593,0.84826
11,0.34172,0.15957,0.0,0.0,0.0,0.0,0.0,,,,0.612323,0.50313,0.84609,0.59783,0.84826
12,0.34115,0.15902,0.0,0.0,0.0,0.0,0.0,,,,0.611026,0.502,0.841,0.54676,0.84826
13,0.33926,0.15847,0.0,0.0,0.0,0.0,0.0,,,,0.613982,0.49958,0.84564,0.60006,0.84826
14,0.33579,0.14732,0.0,0.0,0.0,0.0,0.0,,,,0.61036,0.48493,0.84654,0.59577,0.84826
15,0.33494,0.14861,0.0,0.0,0.0,0.0,0.0,,,,0.606097,0.48537,0.84661,0.58676,0.84826
16,0.33073,0.13929,0.0,0.0,0.0,0.0,0.0,,,,0.605308,0.47183,0.84668,0.60346,0.84826
17,0.3307,0.1416,0.0,0.0,0.0,0.0,0.0,,,,0.604506,0.47412,0.84758,0.5916,0.84826
18,0.32583,0.1369,0.0,0.0,0.0,0.0,0.0,,,,0.60143,0.46454,0.84456,0.5814,0.84826
19,0.32275,0.13273,0.0,0.0,0.0,0.0,0.0,,,,0.600216,0.45728,0.84837,0.58645,0.84837
20,0.32229,0.14427,0.0,0.0,0.0,0.0,0.0,,,,0.602223,0.46836,0.84463,0.5962,0.84837
21,0.32062,0.1368,0.0,0.0,0.0,0.0,0.0,,,,0.60009,0.45923,0.84827,0.59676,0.84837
22,0.31782,0.13359,0.0,0.0,0.0,0.0,0.0,,,,0.598489,0.4532,0.84733,0.5761,0.84837
23,0.31443,0.13654,0.0,0.0,0.0,0.0,0.0,,,,0.598283,0.45277,0.84852,0.60095,0.84852
24,0.31334,0.13524,0.0,0.0,0.0,0.0,0.0,,,,0.597893,0.45037,0.84771,0.59195,0.84852
25,0.31108,0.13336,0.0,0.0,0.0,0.0,0.0,,,,0.596274,0.44623,0.84917,0.58992,0.84917
26,0.30837,0.13233,0.0,0.0,0.0,0.0,0.0,,,,0.593958,0.44247,0.84759,0.58659,0.84917
27,0.30687,0.13645,0.0,0.0,0.0,0.0,0.0,,,,0.593773,0.4451,0.84795,0.58967,0.84917
28,0.3066,0.1352,0.0,0.0,0.0,0.0,0.0,,,,0.595252,0.44359,0.84579,0.58821,0.84917
29,0.30135,0.1298,0.0,0.0,0.0,0.0,0.0,,,,0.592009,0.43293,0.84658,0.59622,0.84917
30,0.29871,0.13336,0.0,0.0,0.0,0.0,0.0,,,,0.590583,0.43384,0.84772,0.58626,0.84917
31,0.297,0.13025,0.0,0.0,0.0,0.0,0.0,,,,0.591011,0.42902,0.84785,0.59013,0.84917
32,0.29539,0.13125,0.0,0.0,0.0,0.0,0.0,,,,0.591828,0.42842,0.84875,0.58774,0.84917
33,0.29295,0.12868,0.0,0.0,0.0,0.0,0.0,,,,0.588978,0.4234,0.84699,0.59174,0.84917
34,0.2905,0.13212,0.0,0.0,0.0,0.0,0.0,,,,0.588081,0.42438,0.84925,0.58686,0.84925
35,0.28942,0.13446,0.0,0.0,0.0,0.0,0.0,,,,0.587759,0.42565,0.84773,0.58953,0.84925
36,0.28734,0.13323,0.0,0.0,0.0,0.0,0.0,,,,0.587428,0.42233,0.84868,0.59256,0.84925
37,0.28353,0.13228,0.0,0.0,0.0,0.0,0.0,,,,0.58682,0.41757,0.84766,0.59167,0.84925
38,0.28271,0.132,0.0,0.0,0.0,0.0,0.0,,,,0.586057,0.41647,0.84804,0.57837,0.84925
39,0.2803,0.13381,0.0,0.0,0.0,0.0,0.0,,,,0.586084,0.41587,0.84662,0.59745,0.84925
40,0.27899,0.13065,0.0,0.0,0.0,0.0,0.0,,,,0.585057,0.41139,0.84903,0.5918,0.84925
41,0.27752,0.1335,0.0,0.0,0.0,0.0,0.0,,,,0.5844,0.41277,0.84928,0.58113,0.84928
42,0.27779,0.13206,0.0,0.0,0.0,0.0,0.0,,,,0.584702,0.4116,0.84952,0.5881,0.84952
43,0.2744,0.13142,0.0,0.0,0.0,0.0,0.0,,,,0.584839,0.40758,0.8486,0.58184,0.84952
44,0.27506,0.1356,0.0,0.0,0.0,0.0,0.0,,,,0.583993,0.41242,0.84709,0.5882,0.84952
45,0.27359,0.13232,0.0,0.0,0.0,0.0,0.0,,,,0.583796,0.40766,0.84833,0.58976,0.84952
46,0.27164,0.13246,0.0,0.0,0.0,0.0,0.0,,,,0.5842,0.40585,0.8499,0.59298,0.8499
47,0.27122,0.13441,0.0,0.0,0.0,0.0,0.0,,,,0.582602,0.40738,0.8479,0.59775,0.8499
