epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,clrd,total,val_auc,val_f1,best_val_auc
48,0.26928,0.13187,0.0,0.0,0.0,0.0,0.0,,,,0.581743,0.40289,0.84901,0.59054,0.8499
49,0.26782,0.13297,0.0,0.0,0.0,0.0,0.0,,,,0.580655,0.40253,0.84954,0.59364,0.8499
50,0.2686,0.13137,0.0,0.0,0.0,0.0,0.0,,,,0.581341,0.40172,0.8482,0.58903,0.8499
51,0.26625,0.13392,0.0,0.0,0.0,0.0,0.0,,,,0.580661,0.40191,0.84914,0.58809,0.8499
52,0.26566,0.13337,0.0,0.0,0.0,0.0,0.0,,,,0.5802,0.40077,0.84871,0.59276,0.8499
53,0.26464,0.13161,0.0,0.0,0.0,0.0,0.0,,,,0.580262,0.39798,0.84849,0.59103,0.8499
54,0.26469,0.13557,0.0,0.0,0.0,0.0,0.0,,,,0.579734,0.40199,0.84885,0.58222,0.8499
55,0.26406,0.13202,0.0,0.0,0.0,0.0,0.0,,,,0.578896,0.39782,0.84608,0.59591,0.8499
56,0.26394,0.1345,0.0,0.0,0.0,0.0,0.0,,,,0.578222,0.40017,0.84855,0.5864,0.8499
57,0.26262,0.13037,0.0,0.0,0.0,0.0,0.0,,,,0.577992,0.39473,0.84866,0.59263,0.8499
58,0.26135,0.13227,0.0,0.0,0.0,0.0,0.0,,,,0.57806,0.39535,0.84826,0.59301,0.8499
59,0.26088,0.13314,0.0,0.0,0.0,0.0,0.0,,,,0.578066,0.39575,0.84858,0.58941,0.8499
60,0.26124,0.13342,0.0,0.0,0.0,0.0,0.0,,,,0.578351,0.39639,0.84794,0.59083,0.8499
61,0.26074,0.13169,0.0,0.0,0.0,0.0,0.0,,,,0.5767,0.39416,0.8478,0.58814,0.8499
62,0.26058,0.13405,0.0,0.0,0.0,0.0,0.0,,,,0.576116,0.39636,0.84884,0.58853,0.8499
63,0.2607,0.13174,0.0,0.0,0.0,0.0,0.0,,,,0.575765,0.39416,0.84862,0.59072,0.8499
64,0.25932,0.13146,0.0,0.0,0.0,0.0,0.0,,,,0.57622,0.39251,0.84873,0.58335,0.8499
65,0.25911,0.13192,0.0,0.0,0.0,0.0,0.0,,,,0.574854,0.39275,0.84844,0.58886,0.8499
66,0.25765,0.1313,0.0,0.0,0.0,0.0,0.0,,,,0.574701,0.39067,0.84822,0.59498,0.8499
67,0.2578,0.13084,0.0,0.0,0.0,0.0,0.0,,,,0.574316,0.39036,0.84825,0.59038,0.8499
68,0.25753,0.13063,0.0,0.0,0.0,0.0,0.0,,,,0.57421,0.38988,0.84854,0.59307,0.8499
69,0.25745,0.13076,0.0,0.0,0.0,0.0,0.0,,,,0.57385,0.38994,0.84856,0.59055,0.8499
70,0.25752,0.13204,0.0,0.0,0.0,0.0,0.0,,,,0.574116,0.39129,0.84924,0.59197,0.8499
71,0.25703,0.13217,0.0,0.0,0.0,0.0,0.0,,,,0.573048,0.39092,0.84863,0.58782,0.8499
72,0.25699,0.13253,0.0,0.0,0.0,0.0,0.0,,,,0.572808,0.39124,0.84815,0.59366,0.8499
73,0.25745,0.13021,0.0,0.0,0.0,0.0,0.0,,,,0.572906,0.38938,0.84822,0.59204,0.8499
74,0.25604,0.13042,0.0,0.0,0.0,0.0,0.0,,,,0.573191,0.38818,0.84851,0.59516,0.8499
75,0.2572,0.12991,0.0,0.0,0.0,0.0,0.0,,,,0.572758,0.38883,0.84841,0.59291,0.8499
76,0.2562,0.13064,0.0,0.0,0.0,0.0,0.0,,,,0.572299,0.38856,0.84864,0.59334,0.8499
77,0.25615,0.12965,0.0,0.0,0.0,0.0,0.0,,,,0.571833,0.38752,0.84836,0.59161,0.8499
78,0.25608,0.13129,0.0,0.0,0.0,0.0,0.0,,,,0.57172,0.38908,0.84801,0.59097,0.8499
79,0.25609,0.13095,0.0,0.0,0.0,0.0,0.0,,,,0.571486,0.38876,0.84875,0.58955,0.8499
80,0.25606,0.1295,0.0,0.0,0.0,0.0,0.0,,,,0.570524,0.38727,0.84841,0.59268,0.8499
81,0.25562,0.12978,0.0,0.0,0.0,0.0,0.0,,,,0.571568,0.38711,0.84844,0.58836,0.8499
82,0.25515,0.12877,0.0,0.0,0.0,0.0,0.0,,,,0.570545,0.38563,0.8485,0.59199,0.8499
83,0.25501,0.12912,0.0,0.0,0.0,0.0,0.0,,,,0.570769,0.38584,0.84817,0.59131,0.8499
84,0.25477,0.12994,0.0,0.0,0.0,0.0,0.0,,,,0.570141,0.38642,0.84825,0.59283,0.8499
85,0.25493,0.13132,0.0,0.0,0.0,0.0,0.0,,,,0.570575,0.38797,0.84866,0.58906,0.8499
86,0.25519,0.12841,0.0,0.0,0.0,0.0,0.0,,,,0.570585,0.38531,0.84841,0.59394,0.8499
87,0.25467,0.12938,0.0,0.0,0.0,0.0,0.0,,,,0.56993,0.38576,0.84842,0.59399,0.8499
88,0.25479,0.12874,0.0,0.0,0.0,0.0,0.0,,,,0.569982,0.38524,0.84855,0.59328,0.8499
89,0.25442,0.12993,0.0,0.0,0.0,0.0,0.0,,,,0.570483,0.38606,0.84844,0.59319,0.8499
90,0.25393,0.12825,0.0,0.0,0.0,0.0,0.0,,,,0.56984,0.3839,0.84843,0.59284,0.8499
91,0.25433,0.1291,0.0,0.0,0.0,0.0,0.0,,,,0.569422,0.38513,0.84835,0.59253,0.8499
92,0.25441,0.12919,0.0,0.0,0.0,0.0,0.0,,,,0.570237,0.38532,0.84844,0.59333,0.8499
93,0.25412,0.12893,0.0,0.0,0.0,0.0,0.0,,,,0.569354,0.38475,0.84845,0.5935,0.8499
94,0.25443,0.12859,0.0,0.0,0.0,0.0,0.0,,,,0.569167,0.38473,0.84843,0.59387,0.8499
95,0.25469,0.12802,0.0,0.0,0.0,0.0,0.0,,,,0.569688,0.38442,0.84845,0.59529,0.8499
96,0.25431,0.12946,0.0,0.0,0.0,0.0,0.0,,,,0.568656,0.38547,0.84844,0.58939,0.8499
97,0.25429,0.12812,0.0,0.0,0.0,0.0,0.0,,,,0.56908,0.38412,0.84848,0.59426,0.8499
98,0.25424,0.12885,0.0,0.0,0.0,0.0,0.0,,,,0.569502,0.3848,0.84855,0.594,0.8499
99,0.25432,0.13041,0.0,0.0,0.0,0.0,0.0,,,,0.569648,0.38644,0.8484,0.59065,0.8499
100,0.25418,0.12815,0.0,0.0,0.0,0.0,0.0,,,,0.5697,0.38403,0.84848,0.5935,0.8499
