epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,clrd,total,val_auc,val_f1,best_val_auc
33,0.29283,0.12863,0.0,0.0,0.0,0.0,0.0,,,,0.588135,0.4244,0.84759,0.5924,0.84912
34,0.29002,0.13176,0.0,0.0,0.0,0.0,0.0,,,,0.586911,0.42472,0.84959,0.59105,0.84959
35,0.28892,0.1341,0.0,0.0,0.0,0.0,0.0,,,,0.586535,0.42596,0.84788,0.59186,0.84959
36,0.28713,0.13328,0.0,0.0,0.0,0.0,0.0,,,,0.586423,0.42335,0.84865,0.59215,0.84959
37,0.28347,0.13242,0.0,0.0,0.0,0.0,0.0,,,,0.585946,0.41882,0.84838,0.59067,0.84959
38,0.28292,0.13182,0.0,0.0,0.0,0.0,0.0,,,,0.584962,0.41766,0.84843,0.58368,0.84959
39,0.28019,0.13363,0.0,0.0,0.0,0.0,0.0,,,,0.58463,0.41674,0.84688,0.59922,0.84959
40,0.27858,0.13075,0.0,0.0,0.0,0.0,0.0,,,,0.583654,0.41225,0.849,0.58954,0.84959
41,0.27758,0.134,0.0,0.0,0.0,0.0,0.0,,,,0.583439,0.4145,0.84973,0.57983,0.84973
42,0.27808,0.13207,0.0,0.0,0.0,0.0,0.0,,,,0.58332,0.41307,0.84993,0.58901,0.84993
43,0.27416,0.13139,0.0,0.0,0.0,0.0,0.0,,,,0.583402,0.40847,0.84919,0.58094,0.84993
44,0.2754,0.13597,0.0,0.0,0.0,0.0,0.0,,,,0.582604,0.41428,0.84767,0.58781,0.84993
45,0.27358,0.13258,0.0,0.0,0.0,0.0,0.0,,,,0.582785,0.40907,0.84882,0.58647,0.84993
46,0.27165,0.13254,0.0,0.0,0.0,0.0,0.0,,,,0.583005,0.40711,0.85034,0.58994,0.85034
47,0.27128,0.13448,0.0,0.0,0.0,0.0,0.0,,,,0.580929,0.40867,0.84843,0.59286,0.85034
48,0.26925,0.13198,0.0,0.0,0.0,0.0,0.0,,,,0.580551,0.40413,0.84922,0.59002,0.85034
49,0.268,0.13291,0.0,0.0,0.0,0.0,0.0,,,,0.579269,0.40381,0.84979,0.59138,0.85034
50,0.26854,0.13136,0.0,0.0,0.0,0.0,0.0,,,,0.579847,0.4028,0.84818,0.58661,0.85034
51,0.26643,0.13409,0.0,0.0,0.0,0.0,0.0,,,,0.578953,0.40342,0.8496,0.58535,0.85034
52,0.26586,0.13327,0.0,0.0,0.0,0.0,0.0,,,,0.578776,0.40203,0.84898,0.59054,0.85034
53,0.26464,0.13175,0.0,0.0,0.0,0.0,0.0,,,,0.578593,0.39929,0.84919,0.58731,0.85034
54,0.26497,0.13512,0.0,0.0,0.0,0.0,0.0,,,,0.578073,0.40298,0.84911,0.58566,0.85034
55,0.26412,0.13191,0.0,0.0,0.0,0.0,0.0,,,,0.577147,0.39892,0.8469,0.60083,0.85034
56,0.2639,0.13448,0.0,0.0,0.0,0.0,0.0,,,,0.576551,0.40126,0.84928,0.58905,0.85034
57,0.26234,0.13032,0.0,0.0,0.0,0.0,0.0,,,,0.57624,0.39554,0.84903,0.59319,0.85034
58,0.26141,0.1322,0.0,0.0,0.0,0.0,0.0,,,,0.5764,0.39649,0.84866,0.59523,0.85034
59,0.26084,0.13309,0.0,0.0,0.0,0.0,0.0,,,,0.576043,0.39682,0.84967,0.58806,0.85034
60,0.26129,0.13331,0.0,0.0,0.0,0.0,0.0,,,,0.576656,0.39748,0.84883,0.59145,0.85034
61,0.2608,0.13189,0.0,0.0,0.0,0.0,0.0,,,,0.574919,0.39556,0.84896,0.58895,0.85034
62,0.26071,0.134,0.0,0.0,0.0,0.0,0.0,,,,0.574164,0.39758,0.84971,0.59034,0.85034
63,0.26073,0.13174,0.0,0.0,0.0,0.0,0.0,,,,0.573721,0.39534,0.84967,0.59184,0.85034
64,0.25938,0.13159,0.0,0.0,0.0,0.0,0.0,,,,0.574422,0.39384,0.84967,0.58661,0.85034
65,0.25899,0.13194,0.0,0.0,0.0,0.0,0.0,,,,0.572742,0.3938,0.84934,0.59114,0.85034
66,0.25768,0.13136,0.0,0.0,0.0,0.0,0.0,,,,0.572615,0.3919,0.84899,0.59418,0.85034
67,0.25785,0.13094,0.0,0.0,0.0,0.0,0.0,,,,0.571987,0.39165,0.84888,0.58731,0.85034
68,0.25763,0.13056,0.0,0.0,0.0,0.0,0.0,,,,0.57203,0.39105,0.84908,0.58961,0.85034
69,0.25743,0.13069,0.0,0.0,0.0,0.0,0.0,,,,0.571558,0.39097,0.84953,0.59021,0.85034
70,0.25753,0.13198,0.0,0.0,0.0,0.0,0.0,,,,0.571824,0.39236,0.84982,0.58677,0.85034
71,0.25706,0.13201,0.0,0.0,0.0,0.0,0.0,,,,0.570599,0.39192,0.84952,0.59005,0.85034
72,0.25703,0.13243,0.0,0.0,0.0,0.0,0.0,,,,0.57042,0.39231,0.8489,0.59671,0.85034
73,0.25739,0.13024,0.0,0.0,0.0,0.0,0.0,,,,0.570474,0.39048,0.84914,0.59221,0.85034
74,0.25612,0.13041,0.0,0.0,0.0,0.0,0.0,,,,0.570644,0.38938,0.84927,0.59178,0.85034
75,0.2572,0.12994,0.0,0.0,0.0,0.0,0.0,,,,0.570335,0.38999,0.84938,0.59094,0.85034
76,0.25622,0.13056,0.0,0.0,0.0,0.0,0.0,,,,0.569732,0.38962,0.84959,0.59245,0.85034
77,0.25615,0.12959,0.0,0.0,0.0,0.0,0.0,,,,0.569287,0.38858,0.8494,0.58776,0.85034
78,0.25611,0.13128,0.0,0.0,0.0,0.0,0.0,,,,0.569126,0.39023,0.84911,0.58913,0.85034
79,0.25609,0.13093,0.0,0.0,0.0,0.0,0.0,,,,0.568917,0.38987,0.84974,0.58975,0.85034
80,0.2561,0.12949,0.0,0.0,0.0,0.0,0.0,,,,0.567928,0.38843,0.84946,0.58985,0.85034
81,0.25566,0.12978,0.0,0.0,0.0,0.0,0.0,,,,0.569017,0.38829,0.84945,0.59055,0.85034
82,0.25523,0.12865,0.0,0.0,0.0,0.0,0.0,,,,0.567926,0.38672,0.84951,0.58833,0.85034
83,0.25506,0.12908,0.0,0.0,0.0,0.0,0.0,,,,0.56808,0.38697,0.84927,0.59093,0.85034
84,0.25479,0.12996,0.0,0.0,0.0,0.0,0.0,,,,0.567367,0.38759,0.84926,0.58881,0.85034
85,0.255,0.13129,0.0,0.0,0.0,0.0,0.0,,,,0.567866,0.38913,0.84963,0.5886,0.85034
86,0.25531,0.12831,0.0,0.0,0.0,0.0,0.0,,,,0.567845,0.38646,0.84946,0.59028,0.85034
87,0.25468,0.12932,0.0,0.0,0.0,0.0,0.0,,,,0.567213,0.38684,0.84945,0.59023,0.85034
88,0.25484,0.12872,0.0,0.0,0.0,0.0,0.0,,,,0.567258,0.38639,0.84958,0.59153,0.85034
89,0.2544,0.12994,0.0,0.0,0.0,0.0,0.0,,,,0.567701,0.38718,0.8495,0.59176,0.85034
90,0.25396,0.12826,0.0,0.0,0.0,0.0,0.0,,,,0.567119,0.38505,0.84947,0.59174,0.85034
91,0.25434,0.12906,0.0,0.0,0.0,0.0,0.0,,,,0.566552,0.38623,0.84937,0.59004,0.85034
92,0.25443,0.12924,0.0,0.0,0.0,0.0,0.0,,,,0.567462,0.3865,0.84942,0.59079,0.85034
93,0.25416,0.12889,0.0,0.0,0.0,0.0,0.0,,,,0.566499,0.38588,0.84942,0.58967,0.85034
94,0.25447,0.12855,0.0,0.0,0.0,0.0,0.0,,,,0.566378,0.38585,0.84946,0.59042,0.85034
95,0.25473,0.128,0.0,0.0,0.0,0.0,0.0,,,,0.566871,0.38557,0.84943,0.59059,0.85034
96,0.25434,0.12945,0.0,0.0,0.0,0.0,0.0,,,,0.565856,0.38662,0.84947,0.58915,0.85034
97,0.2543,0.1281,0.0,0.0,0.0,0.0,0.0,,,,0.56618,0.38523,0.84952,0.59065,0.85034
98,0.25431,0.12879,0.0,0.0,0.0,0.0,0.0,,,,0.56659,0.38593,0.84951,0.5907,0.85034
99,0.25433,0.13036,0.0,0.0,0.0,0.0,0.0,,,,0.566798,0.38752,0.84941,0.58893,0.85034
100,0.2542,0.12814,0.0,0.0,0.0,0.0,0.0,,,,0.566874,0.38518,0.84944,0.59214,0.85034
