epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,clrd,total,val_auc,val_f1,best_val_auc
23,0.31444,0.13654,0.0,0.0,0.0,0.0,0.0,,,,0.599204,0.45158,0.84864,0.59847,0.84864
24,0.31316,0.13464,0.0,0.0,0.0,0.0,0.0,,,,0.598651,0.4484,0.84737,0.59076,0.84864
25,0.31119,0.13348,0.0,0.0,0.0,0.0,0.0,,,,0.597579,0.44527,0.84882,0.59012,0.84882
26,0.30829,0.13223,0.0,0.0,0.0,0.0,0.0,,,,0.595059,0.44112,0.84758,0.58593,0.84882
27,0.30681,0.13626,0.0,0.0,0.0,0.0,0.0,,,,0.594676,0.44367,0.8482,0.58904,0.84882
28,0.30661,0.13566,0.0,0.0,0.0,0.0,0.0,,,,0.596589,0.44286,0.84606,0.58743,0.84882
29,0.30139,0.12975,0.0,0.0,0.0,0.0,0.0,,,,0.593037,0.43173,0.8467,0.5951,0.84882
30,0.29855,0.13334,0.0,0.0,0.0,0.0,0.0,,,,0.592066,0.43249,0.84861,0.589,0.84882
31,0.2964,0.12938,0.0,0.0,0.0,0.0,0.0,,,,0.592094,0.42637,0.84826,0.59099,0.84882
32,0.29483,0.13095,0.0,0.0,0.0,0.0,0.0,,,,0.59343,0.42637,0.84896,0.58951,0.84896
33,0.29252,0.12833,0.0,0.0,0.0,0.0,0.0,,,,0.590374,0.42144,0.84775,0.59262,0.84896
34,0.28998,0.13244,0.0,0.0,0.0,0.0,0.0,,,,0.58953,0.42302,0.84967,0.59533,0.84967
35,0.28901,0.13421,0.0,0.0,0.0,0.0,0.0,,,,0.589218,0.42381,0.84835,0.58923,0.84967
36,0.28693,0.13293,0.0,0.0,0.0,0.0,0.0,,,,0.589106,0.42045,0.84876,0.59231,0.84967
37,0.283,0.13221,0.0,0.0,0.0,0.0,0.0,,,,0.588491,0.4158,0.84834,0.58924,0.84967
38,0.28247,0.13187,0.0,0.0,0.0,0.0,0.0,,,,0.587734,0.41493,0.84856,0.58231,0.84967
39,0.2797,0.13381,0.0,0.0,0.0,0.0,0.0,,,,0.587652,0.4141,0.84747,0.6012,0.84967
40,0.27844,0.13062,0.0,0.0,0.0,0.0,0.0,,,,0.586519,0.40965,0.84879,0.59531,0.84967
41,0.27729,0.13375,0.0,0.0,0.0,0.0,0.0,,,,0.586171,0.41162,0.85032,0.58068,0.85032
42,0.27785,0.13247,0.0,0.0,0.0,0.0,0.0,,,,0.586436,0.4109,0.85006,0.58568,0.85032
43,0.27423,0.13163,0.0,0.0,0.0,0.0,0.0,,,,0.586596,0.40645,0.84947,0.5837,0.85032
44,0.27505,0.13556,0.0,0.0,0.0,0.0,0.0,,,,0.586025,0.4112,0.84738,0.58914,0.85032
45,0.27353,0.13253,0.0,0.0,0.0,0.0,0.0,,,,0.586148,0.40664,0.84838,0.5883,0.85032
46,0.27127,0.13263,0.0,0.0,0.0,0.0,0.0,,,,0.586187,0.40449,0.85029,0.58904,0.85032
47,0.27084,0.13423,0.0,0.0,0.0,0.0,0.0,,,,0.584327,0.40565,0.84882,0.59718,0.85032
48,0.26901,0.13218,0.0,0.0,0.0,0.0,0.0,,,,0.584133,0.40178,0.85003,0.59122,0.85032
49,0.26815,0.13301,0.0,0.0,0.0,0.0,0.0,,,,0.583131,0.40174,0.84999,0.5938,0.85032
50,0.26847,0.13135,0.0,0.0,0.0,0.0,0.0,,,,0.583767,0.40039,0.84857,0.5868,0.85032
51,0.26627,0.13394,0.0,0.0,0.0,0.0,0.0,,,,0.583093,0.4008,0.85026,0.58525,0.85032
52,0.26559,0.13367,0.0,0.0,0.0,0.0,0.0,,,,0.582725,0.39984,0.84918,0.59469,0.85032
53,0.2644,0.13181,0.0,0.0,0.0,0.0,0.0,,,,0.582761,0.39679,0.84965,0.59231,0.85032
54,0.26461,0.13544,0.0,0.0,0.0,0.0,0.0,,,,0.582208,0.40063,0.84948,0.5851,0.85032
55,0.26388,0.13184,0.0,0.0,0.0,0.0,0.0,,,,0.581384,0.3963,0.84741,0.59758,0.85032
56,0.2636,0.13446,0.0,0.0,0.0,0.0,0.0,,,,0.580693,0.39865,0.84939,0.59076,0.85032
57,0.26238,0.13041,0.0,0.0,0.0,0.0,0.0,,,,0.580933,0.39337,0.84923,0.59602,0.85032
58,0.26123,0.13227,0.0,0.0,0.0,0.0,0.0,,,,0.580914,0.39408,0.84927,0.58993,0.85032
59,0.26079,0.13311,0.0,0.0,0.0,0.0,0.0,,,,0.580737,0.39449,0.84936,0.58813,0.85032
60,0.26107,0.13346,0.0,0.0,0.0,0.0,0.0,,,,0.581487,0.39511,0.84878,0.58926,0.85032
61,0.26076,0.13181,0.0,0.0,0.0,0.0,0.0,,,,0.579677,0.39316,0.84888,0.5872,0.85032
62,0.26058,0.13403,0.0,0.0,0.0,0.0,0.0,,,,0.579225,0.39519,0.85016,0.59218,0.85032
63,0.26045,0.13188,0.0,0.0,0.0,0.0,0.0,,,,0.578811,0.39292,0.84937,0.5922,0.85032
64,0.25941,0.1315,0.0,0.0,0.0,0.0,0.0,,,,0.579463,0.39149,0.84984,0.58724,0.85032
65,0.25891,0.13204,0.0,0.0,0.0,0.0,0.0,,,,0.578037,0.39153,0.84975,0.5891,0.85032
66,0.25758,0.13138,0.0,0.0,0.0,0.0,0.0,,,,0.578139,0.38954,0.84953,0.59387,0.85032
67,0.25775,0.13091,0.0,0.0,0.0,0.0,0.0,,,,0.577642,0.38923,0.84951,0.59074,0.85032
68,0.25751,0.13059,0.0,0.0,0.0,0.0,0.0,,,,0.57767,0.38868,0.84975,0.59337,0.85032
69,0.25743,0.13076,0.0,0.0,0.0,0.0,0.0,,,,0.577291,0.38877,0.84981,0.59196,0.85032
70,0.25746,0.13209,0.0,0.0,0.0,0.0,0.0,,,,0.577565,0.39013,0.85007,0.59435,0.85032
71,0.25698,0.13214,0.0,0.0,0.0,0.0,0.0,,,,0.576515,0.3897,0.84975,0.59307,0.85032
72,0.2569,0.13255,0.0,0.0,0.0,0.0,0.0,,,,0.57641,0.39003,0.84958,0.59581,0.85032
73,0.25735,0.13028,0.0,0.0,0.0,0.0,0.0,,,,0.576391,0.38821,0.84954,0.59469,0.85032
74,0.25606,0.13043,0.0,0.0,0.0,0.0,0.0,,,,0.576853,0.38707,0.84955,0.59509,0.85032
75,0.25714,0.1299,0.0,0.0,0.0,0.0,0.0,,,,0.576604,0.38761,0.84972,0.59565,0.85032
76,0.25615,0.13064,0.0,0.0,0.0,0.0,0.0,,,,0.575971,0.38736,0.84972,0.59494,0.85032
77,0.2561,0.1297,0.0,0.0,0.0,0.0,0.0,,,,0.575561,0.38637,0.84963,0.5949,0.85032
78,0.25605,0.13128,0.0,0.0,0.0,0.0,0.0,,,,0.575463,0.38791,0.84933,0.59112,0.85032
79,0.25602,0.13097,0.0,0.0,0.0,0.0,0.0,,,,0.575253,0.38756,0.85009,0.59119,0.85032
80,0.25605,0.12958,0.0,0.0,0.0,0.0,0.0,,,,0.574472,0.3862,0.84983,0.59597,0.85032
81,0.25559,0.12984,0.0,0.0,0.0,0.0,0.0,,,,0.575419,0.38601,0.84987,0.59154,0.85032
82,0.25511,0.12882,0.0,0.0,0.0,0.0,0.0,,,,0.574376,0.3845,0.84982,0.59112,0.85032
83,0.25501,0.12913,0.0,0.0,0.0,0.0,0.0,,,,0.574729,0.38471,0.84961,0.59244,0.85032
84,0.25472,0.13001,0.0,0.0,0.0,0.0,0.0,,,,0.574141,0.3853,0.84975,0.5925,0.85032
85,0.25492,0.1313,0.0,0.0,0.0,0.0,0.0,,,,0.574548,0.38679,0.85001,0.59246,0.85032
86,0.25522,0.12837,0.0,0.0,0.0,0.0,0.0,,,,0.574586,0.38417,0.84987,0.59554,0.85032
87,0.25459,0.12941,0.0,0.0,0.0,0.0,0.0,,,,0.573961,0.38458,0.84972,0.5928,0.85032
88,0.25476,0.12876,0.0,0.0,0.0,0.0,0.0,,,,0.573995,0.3841,0.84984,0.59376,0.85032
89,0.25439,0.12995,0.0,0.0,0.0,0.0,0.0,,,,0.5745,0.38492,0.84983,0.59317,0.85032
90,0.25391,0.12829,0.0,0.0,0.0,0.0,0.0,,,,0.574016,0.38277,0.84985,0.5944,0.85032
91,0.2543,0.1291,0.0,0.0,0.0,0.0,0.0,,,,0.573322,0.38398,0.84972,0.59296,0.85032
92,0.2544,0.12922,0.0,0.0,0.0,0.0,0.0,,,,0.574314,0.3842,0.84984,0.59378,0.85032
93,0.25408,0.12895,0.0,0.0,0.0,0.0,0.0,,,,0.573391,0.38361,0.84987,0.59281,0.85032
94,0.2544,0.12862,0.0,0.0,0.0,0.0,0.0,,,,0.573281,0.3836,0.84982,0.59331,0.85032
95,0.25468,0.12806,0.0,0.0,0.0,0.0,0.0,,,,0.573806,0.38331,0.84984,0.59393,0.85032
96,0.25428,0.12949,0.0,0.0,0.0,0.0,0.0,,,,0.572717,0.38434,0.84987,0.59273,0.85032
97,0.25426,0.12814,0.0,0.0,0.0,0.0,0.0,,,,0.573127,0.38298,0.84991,0.59337,0.85032
98,0.25424,0.12886,0.0,0.0,0.0,0.0,0.0,,,,0.573589,0.38368,0.84992,0.59302,0.85032
99,0.25431,0.13042,0.0,0.0,0.0,0.0,0.0,,,,0.573736,0.3853,0.84981,0.59185,0.85032
100,0.25412,0.12819,0.0,0.0,0.0,0.0,0.0,,,,0.573705,0.38289,0.84985,0.59341,0.85032
