epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,clrd,total,val_auc,val_f1,best_val_auc
1,0.46197,0.8732,0.0,0.0,0.0,0.0,0.0,,,,0.754953,1.33592,0.81888,0.55183,0.81888
2,0.38445,0.33123,0.0,0.0,0.0,0.0,0.0,,,,0.64805,0.71632,0.82958,0.57035,0.82958
3,0.37094,0.24989,0.0,0.0,0.0,0.0,0.0,,,,0.636577,0.62147,0.83494,0.58795,0.83494
4,0.36575,0.2251,0.0,0.0,0.0,0.0,0.0,,,,0.63262,0.59149,0.8383,0.58409,0.8383
5,0.35839,0.19718,0.0,0.0,0.0,0.0,0.0,,,,0.627799,0.5562,0.84155,0.56502,0.84155
6,0.35782,0.20705,0.0,0.0,0.0,0.0,0.0,,,,0.62711,0.5655,0.84188,0.59247,0.84188
7,0.35194,0.17417,0.0,0.0,0.0,0.0,0.0,,,,0.620854,0.52673,0.84154,0.592,0.84188
8,0.34864,0.16705,0.0,0.0,0.0,0.0,0.0,,,,0.618925,0.51632,0.84467,0.58926,0.84467
9,0.34631,0.16994,0.0,0.0,0.0,0.0,0.0,,,,0.614564,0.51687,0.84529,0.57029,0.84529
10,0.34467,0.15875,0.0,0.0,0.0,0.0,0.0,,,,0.613397,0.50404,0.84839,0.59332,0.84839
11,0.34178,0.15941,0.0,0.0,0.0,0.0,0.0,,,,0.612936,0.5018,0.84587,0.59488,0.84839
12,0.34103,0.1588,0.0,0.0,0.0,0.0,0.0,,,,0.611777,0.50044,0.84106,0.55216,0.84839
13,0.33938,0.15819,0.0,0.0,0.0,0.0,0.0,,,,0.614649,0.49818,0.84611,0.6014,0.84839
14,0.33585,0.14762,0.0,0.0,0.0,0.0,0.0,,,,0.610973,0.48408,0.84673,0.59612,0.84839
15,0.33474,0.14755,0.0,0.0,0.0,0.0,0.0,,,,0.606439,0.48289,0.84682,0.58828,0.84839
16,0.33077,0.13941,0.0,0.0,0.0,0.0,0.0,,,,0.605974,0.47079,0.84672,0.60257,0.84839
17,0.33064,0.14149,0.0,0.0,0.0,0.0,0.0,,,,0.605393,0.47273,0.84752,0.59078,0.84839
18,0.32593,0.13739,0.0,0.0,0.0,0.0,0.0,,,,0.602381,0.46392,0.84444,0.5808,0.84839
19,0.32279,0.13275,0.0,0.0,0.0,0.0,0.0,,,,0.600979,0.45614,0.84797,0.58707,0.84839
20,0.32214,0.1441,0.0,0.0,0.0,0.0,0.0,,,,0.603007,0.46684,0.84436,0.59558,0.84839
21,0.32058,0.13705,0.0,0.0,0.0,0.0,0.0,,,,0.600978,0.45823,0.84823,0.58772,0.84839
22,0.31791,0.134,0.0,0.0,0.0,0.0,0.0,,,,0.599604,0.45251,0.84733,0.57063,0.84839
