epoch,phase,loss_bce,loss_kd,loss_diff,val_auc,val_f1,best
1,1,0.3083219834986855,0.135891902315266,1.3549370204701143,0.8499658273408117,0.589661770461824,True
2,1,0.30923135403324575,0.13608623033060746,0.97347731274717,0.8499670933727504,0.5913995741952566,True
3,1,0.3086678990546395,0.13708443764378042,0.8899525614345775,0.8499069241442496,0.592235660538305,False
4,1,0.309061719214215,0.1384117325000903,0.8568207761820625,0.8499556045937879,0.5901810547365626,False
5,1,0.30856745470972624,0.13685225783025518,0.8385520928046283,0.849993218788341,0.5902115621602386,True
6,1,0.3090989914010553,0.13631423716159427,0.8277948113048778,0.8499126153617775,0.5904961460679432,False
7,1,0.3096953358720331,0.13724459313294468,0.818531828768113,0.8500330367581495,0.5897892651606067,True
8,1,0.3082763070569319,0.1361587829887867,0.8119508694199955,0.8499309646568802,0.5928687487513346,False
9,1,0.30965232498505535,0.13641000100794962,0.8055959308848661,0.8500285830940969,0.5907746473734546,False
10,1,0.3093552642008838,0.137270378496717,0.8027435891768512,0.8500105362458147,0.5911375713324014,False
11,2,0.3273434507496217,0.17519386156516917,0.8001898123937494,0.8482772400177636,0.5934217512146425,False
12,2,0.31391411581460166,0.13020965150173971,0.795032708083882,0.8462368843383462,0.5811533165593914,False
13,2,0.3113946292330237,0.1358444234904121,0.7944624722003937,0.8472768554062016,0.5820143068557997,False
14,2,0.3091183716759962,0.13508588601561153,0.7934871298425338,0.8481783611201612,0.5994033770717173,False
15,2,0.30512331338489757,0.13061171003124294,0.790239213144078,0.8470995689129133,0.5894461550934104,False
16,2,0.3026437934707193,0.13117235329221277,0.787999829825233,0.8451651355010451,0.5871242322653808,False
17,2,0.3021746347932255,0.1323214690474903,0.7854984577964333,0.8453035082614097,0.5829008458269435,False
18,2,0.29901474801933065,0.13295176559511354,0.7826890559757457,0.8478415847018566,0.5919478595821362,False
19,2,0.29747169859269085,0.13237181700327816,0.7832429023349986,0.8467969384922716,0.5972206338303707,False
20,2,0.29574082002920266,0.13075751088121357,0.7792271410717684,0.8489357581125127,0.5820135949114666,False
21,2,0.29200417329283324,0.13230341103147059,0.7730912408407997,0.8477186471395358,0.5961002817056985,False
22,2,0.29071541130542755,0.13327319679014824,0.7692948912872988,0.8486167960413609,0.5939493158083253,False
23,2,0.2899223154082018,0.12987922307323008,0.7601299969589009,0.8483964771739588,0.595172083645974,False
24,2,0.2862971056910122,0.13010675635407953,0.7601241749875686,0.8474866080509216,0.5879358047124174,False
25,2,0.28445009887218475,0.13086130031768015,0.757463334237828,0.8492979105859721,0.5929594805868871,False
26,2,0.2826589214451173,0.1291474456734517,0.7474865177098442,0.8468515245300905,0.577872018790449,False
27,2,0.2824949043638566,0.1339928538483732,0.7417702482027166,0.8467699577761618,0.5851886299463303,False
28,2,0.27998195851550384,0.1294665582039777,0.7395596521742204,0.8479983112346916,0.5876576915301756,False
29,2,0.2780227441998089,0.13009939167429418,0.7351723225677714,0.8484830884839539,0.588583949776148,False
30,2,0.2752947535584955,0.1317143253982067,0.7306605630061206,0.8478379677773435,0.5949181473626056,False
31,2,0.2758869791732115,0.13472256393117063,0.7221032889450297,0.8465836528661393,0.5893048435647197,False
32,2,0.2765287748154472,0.1350159526747816,0.7192396574160632,0.8496107908583964,0.5935390465640312,False
33,2,0.27316995403345895,0.1311730343629332,0.7153890606235055,0.8493335819565649,0.5864962768903863,False
34,2,0.27130044733776765,0.12931492727468996,0.7111306278144612,0.8483913784958166,0.582695640087562,False
35,2,0.26919053933199716,0.1309261374613818,0.7069685441606185,0.8468429896911156,0.597971508984965,False
36,2,0.2689671555862707,0.12932384715360754,0.70412636329146,0.8484034036167578,0.5918632001577406,False
37,2,0.26738786522079916,0.132811538875103,0.6985137883354636,0.8480614596643132,0.5884685218797553,False
38,2,0.26760657526114406,0.1316404892679523,0.6945362318964565,0.8477213553910282,0.5907117692521938,False
39,2,0.26729533777517434,0.13184247100177934,0.6939402222633362,0.8488030570876711,0.5873686205299145,False
40,2,0.26704734081731124,0.13321823232314167,0.6895540602066937,0.8473758194292242,0.5769248286281539,False
41,2,0.26696913733201866,0.1357836865765207,0.6857133367482353,0.84815490503982,0.5849889755517903,False
42,2,0.265518415500136,0.13275286182761192,0.684397916583454,0.848545778719712,0.5840932108614475,False
43,2,0.2652839886791566,0.13225571066141129,0.6813543596688438,0.8480938056617159,0.5865649620833379,False
44,2,0.2631739250877324,0.13174080081722317,0.679919710930656,0.8492648375523139,0.5823615603704415,False
45,2,0.2627893914194668,0.13092085631454692,0.6742861270904541,0.8485141187194101,0.5887604181674073,False
46,2,0.2614626433042919,0.1307860148303649,0.6729843020439148,0.8488290063472792,0.5827720223527761,False
47,2,0.2613322840017431,0.13278589178534114,0.6701137493638432,0.848433964058664,0.5972017703500253,False
48,2,0.26313982115072365,0.13130099238718257,0.666133677258211,0.8487932303451547,0.5870334067648371,False
49,2,0.260784288539606,0.13165819338139365,0.6642579751856187,0.847588726267538,0.5865207580989603,False
50,2,0.2618421956020243,0.13328253521638758,0.6622463061529047,0.8484293239584826,0.5867377926602206,False
