epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
59,0.1229,0.88463,0.0,0.0,0.0,0.0,0.0,0.89878,0.9527,0.9375,1.00753,0.84283,0.57545,0.84378
60,0.12353,0.88568,0.0,0.0,0.0,0.0,0.0,0.89885,0.95271,0.93758,1.00921,0.84258,0.57426,0.84378
61,0.12306,0.88517,0.0,0.0,0.0,0.0,0.0,0.89882,0.9527,0.93756,1.00823,0.84276,0.57594,0.84378
62,0.12321,0.88518,0.0,0.0,0.0,0.0,0.0,0.89876,0.95268,0.93751,1.00839,0.84247,0.58046,0.84378
63,0.12264,0.88521,0.0,0.0,0.0,0.0,0.0,0.89908,0.95284,0.93771,1.00785,0.84362,0.58379,0.84378
64,0.12293,0.88486,0.0,0.0,0.0,0.0,0.0,0.89894,0.95277,0.93762,1.00779,0.84268,0.58626,0.84378
65,0.12298,0.88567,0.0,0.0,0.0,0.0,0.0,0.89889,0.95275,0.93759,1.00865,0.84262,0.58302,0.84378
66,0.12297,0.88478,0.0,0.0,0.0,0.0,0.0,0.89895,0.9528,0.9376,1.00775,0.84285,0.57882,0.84378
67,0.12276,0.88525,0.0,0.0,0.0,0.0,0.0,0.89897,0.95279,0.93765,1.00801,0.84296,0.58563,0.84378
68,0.12223,0.88543,0.0,0.0,0.0,0.0,0.0,0.89887,0.95277,0.93753,1.00766,0.84265,0.58137,0.84378
69,0.12238,0.88494,0.0,0.0,0.0,0.0,0.0,0.8991,0.95288,0.93769,1.00732,0.84322,0.57978,0.84378
70,0.12257,0.88451,0.0,0.0,0.0,0.0,0.0,0.89892,0.95279,0.93755,1.00708,0.84316,0.57762,0.84378
71,0.1223,0.88518,0.0,0.0,0.0,0.0,0.0,0.8989,0.95275,0.9376,1.00748,0.84308,0.58309,0.84378
72,0.12209,0.8849,0.0,0.0,0.0,0.0,0.0,0.89891,0.95276,0.9376,1.00699,0.84344,0.58719,0.84378
73,0.12221,0.88484,0.0,0.0,0.0,0.0,0.0,0.89882,0.95271,0.93755,1.00706,0.84306,0.57962,0.84378
74,0.12192,0.88528,0.0,0.0,0.0,0.0,0.0,0.8989,0.95276,0.93758,1.00721,0.84392,0.58268,0.84392
75,0.12231,0.8851,0.0,0.0,0.0,0.0,0.0,0.89887,0.95276,0.93755,1.00742,0.84337,0.58173,0.84392
76,0.12198,0.88465,0.0,0.0,0.0,0.0,0.0,0.89882,0.95272,0.93754,1.00663,0.84308,0.58268,0.84392
77,0.12203,0.88461,0.0,0.0,0.0,0.0,0.0,0.89905,0.95284,0.93767,1.00664,0.84292,0.58225,0.84392
78,0.12196,0.88495,0.0,0.0,0.0,0.0,0.0,0.89882,0.9527,0.93757,1.0069,0.84331,0.57882,0.84392
79,0.12164,0.88502,0.0,0.0,0.0,0.0,0.0,0.89883,0.95273,0.93753,1.00666,0.84316,0.58385,0.84392
80,0.12206,0.88469,0.0,0.0,0.0,0.0,0.0,0.89897,0.9528,0.93763,1.00675,0.84357,0.58226,0.84392
81,0.12189,0.88453,0.0,0.0,0.0,0.0,0.0,0.8989,0.95278,0.93755,1.00642,0.84323,0.58146,0.84392
82,0.12166,0.88476,0.0,0.0,0.0,0.0,0.0,0.89888,0.95274,0.93759,1.00642,0.84295,0.58282,0.84392
83,0.12176,0.88502,0.0,0.0,0.0,0.0,0.0,0.8989,0.95279,0.93755,1.00678,0.84312,0.58162,0.84392
84,0.12169,0.88406,0.0,0.0,0.0,0.0,0.0,0.89896,0.9528,0.9376,1.00574,0.84329,0.57966,0.84392
85,0.12153,0.88441,0.0,0.0,0.0,0.0,0.0,0.89886,0.95273,0.93759,1.00595,0.84294,0.57991,0.84392
86,0.12181,0.88396,0.0,0.0,0.0,0.0,0.0,0.89905,0.95284,0.93768,1.00577,0.84329,0.58423,0.84392
87,0.12126,0.88525,0.0,0.0,0.0,0.0,0.0,0.89887,0.95275,0.93757,1.00651,0.84337,0.58081,0.84392
88,0.12149,0.88334,0.0,0.0,0.0,0.0,0.0,0.89889,0.95274,0.93761,1.00483,0.84322,0.58251,0.84392
89,0.12147,0.88536,0.0,0.0,0.0,0.0,0.0,0.89902,0.95283,0.93765,1.00684,0.8434,0.58102,0.84392
90,0.1219,0.88427,0.0,0.0,0.0,0.0,0.0,0.89888,0.95278,0.93754,1.00617,0.84304,0.58297,0.84392
91,0.12146,0.88456,0.0,0.0,0.0,0.0,0.0,0.89893,0.95278,0.93761,1.00603,0.84335,0.58545,0.84392
92,0.12147,0.88476,0.0,0.0,0.0,0.0,0.0,0.89886,0.95275,0.93755,1.00622,0.8433,0.58088,0.84392
93,0.12142,0.88471,0.0,0.0,0.0,0.0,0.0,0.8989,0.95276,0.93759,1.00613,0.84329,0.58389,0.84392
94,0.12131,0.88415,0.0,0.0,0.0,0.0,0.0,0.89899,0.95282,0.93762,1.00546,0.84339,0.57852,0.84392
95,0.12172,0.88432,0.0,0.0,0.0,0.0,0.0,0.89896,0.9528,0.9376,1.00604,0.84331,0.58114,0.84392
96,0.12132,0.8848,0.0,0.0,0.0,0.0,0.0,0.89884,0.95273,0.93754,1.00612,0.84327,0.58374,0.84392
97,0.12132,0.88433,0.0,0.0,0.0,0.0,0.0,0.89882,0.95275,0.93751,1.00565,0.84328,0.58055,0.84392
98,0.12165,0.88409,0.0,0.0,0.0,0.0,0.0,0.89889,0.95274,0.93761,1.00574,0.84328,0.58398,0.84392
99,0.1212,0.88399,0.0,0.0,0.0,0.0,0.0,0.89895,0.95275,0.93768,1.00519,0.84325,0.57999,0.84392
100,0.12122,0.88413,0.0,0.0,0.0,0.0,0.0,0.89891,0.95279,0.93756,1.00535,0.84332,0.58127,0.84392
