epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
1,0.45598,0.95987,0.0,0.0,0.0,0.0,0.0,0.89893,0.95276,0.93764,1.41585,0.80604,0.49169,0.80604
2,0.37714,0.86809,0.0,0.0,0.0,0.0,0.0,0.89884,0.95274,0.93753,1.24522,0.82712,0.53119,0.82712
3,0.36362,0.85513,0.0,0.0,0.0,0.0,0.0,0.89886,0.95273,0.93757,1.21876,0.83789,0.59133,0.83789
4,0.3554,0.84977,0.0,0.0,0.0,0.0,0.0,0.89889,0.95277,0.93757,1.20517,0.83718,0.56398,0.83789
5,0.34832,0.84584,0.0,0.0,0.0,0.0,0.0,0.89899,0.95284,0.9376,1.19415,0.83859,0.56558,0.83859
6,0.34125,0.84322,0.0,0.0,0.0,0.0,0.0,0.89892,0.95279,0.93757,1.18447,0.83597,0.57564,0.83859
7,0.3381,0.84363,0.0,0.0,0.0,0.0,0.0,0.8989,0.95275,0.9376,1.18173,0.83572,0.54497,0.83859
8,0.33086,0.84131,0.0,0.0,0.0,0.0,0.0,0.89895,0.95278,0.93764,1.17217,0.84112,0.57445,0.84112
9,0.3252,0.84191,0.0,0.0,0.0,0.0,0.0,0.89893,0.95275,0.93763,1.16712,0.84056,0.57302,0.84112
10,0.32148,0.84283,0.0,0.0,0.0,0.0,0.0,0.89912,0.95287,0.93773,1.1643,0.84189,0.56522,0.84189
11,0.31351,0.84212,0.0,0.0,0.0,0.0,0.0,0.89896,0.9528,0.93762,1.15563,0.84137,0.58643,0.84189
12,0.30733,0.84228,0.0,0.0,0.0,0.0,0.0,0.89886,0.95277,0.93752,1.14961,0.83946,0.57187,0.84189
13,0.29955,0.8445,0.0,0.0,0.0,0.0,0.0,0.89885,0.95274,0.93756,1.14405,0.837,0.57522,0.84189
14,0.29322,0.84694,0.0,0.0,0.0,0.0,0.0,0.89891,0.95276,0.9376,1.14015,0.84322,0.58662,0.84322
15,0.28321,0.84757,0.0,0.0,0.0,0.0,0.0,0.8989,0.95281,0.93752,1.13078,0.83606,0.5603,0.84322
16,0.27503,0.8506,0.0,0.0,0.0,0.0,0.0,0.89888,0.95275,0.93757,1.12563,0.83753,0.59713,0.84322
17,0.26758,0.85366,0.0,0.0,0.0,0.0,0.0,0.89897,0.9528,0.93763,1.12123,0.83671,0.58697,0.84322
18,0.24795,0.85677,0.0,0.0,0.0,0.0,0.0,0.89898,0.95279,0.93766,1.10471,0.83546,0.55215,0.84322
19,0.23263,0.86053,0.0,0.0,0.0,0.0,0.0,0.89883,0.95276,0.93749,1.09316,0.8385,0.54833,0.84322
20,0.21454,0.86585,0.0,0.0,0.0,0.0,0.0,0.8988,0.9527,0.93755,1.08039,0.83321,0.57861,0.84322
21,0.20583,0.86926,0.0,0.0,0.0,0.0,0.0,0.89888,0.95273,0.9376,1.07509,0.83319,0.57571,0.84322
22,0.19039,0.87347,0.0,0.0,0.0,0.0,0.0,0.89894,0.95279,0.93759,1.06386,0.83453,0.5705,0.84322
23,0.1811,0.87695,0.0,0.0,0.0,0.0,0.0,0.89897,0.95281,0.93761,1.05805,0.82986,0.56396,0.84322
24,0.17053,0.87824,0.0,0.0,0.0,0.0,0.0,0.89883,0.95272,0.93756,1.04877,0.83725,0.56949,0.84322
25,0.16027,0.88249,0.0,0.0,0.0,0.0,0.0,0.89897,0.95281,0.93761,1.04276,0.83231,0.56514,0.84322
26,0.15383,0.88349,0.0,0.0,0.0,0.0,0.0,0.89899,0.9528,0.93766,1.03731,0.83405,0.56568,0.84322
27,0.14777,0.8845,0.0,0.0,0.0,0.0,0.0,0.89887,0.95275,0.93756,1.03226,0.83337,0.57225,0.84322
28,0.14433,0.88565,0.0,0.0,0.0,0.0,0.0,0.8989,0.95274,0.93761,1.02998,0.83777,0.57192,0.84322
29,0.14199,0.88572,0.0,0.0,0.0,0.0,0.0,0.89887,0.95276,0.93754,1.02771,0.83674,0.5884,0.84322
30,0.13837,0.88702,0.0,0.0,0.0,0.0,0.0,0.89884,0.95274,0.93753,1.02539,0.83961,0.57113,0.84322
31,0.13585,0.88591,0.0,0.0,0.0,0.0,0.0,0.89882,0.95271,0.93756,1.02176,0.83852,0.57076,0.84322
32,0.13422,0.88701,0.0,0.0,0.0,0.0,0.0,0.89887,0.95272,0.9376,1.02123,0.83979,0.58102,0.84322
33,0.13253,0.88617,0.0,0.0,0.0,0.0,0.0,0.89896,0.95279,0.93764,1.0187,0.84112,0.58347,0.84322
34,0.13173,0.8861,0.0,0.0,0.0,0.0,0.0,0.8988,0.95275,0.93746,1.01783,0.83999,0.56739,0.84322
35,0.12988,0.88619,0.0,0.0,0.0,0.0,0.0,0.89887,0.95277,0.93754,1.01606,0.84024,0.57888,0.84322
36,0.12903,0.88718,0.0,0.0,0.0,0.0,0.0,0.89898,0.9528,0.93764,1.0162,0.83969,0.58378,0.84322
37,0.12927,0.88611,0.0,0.0,0.0,0.0,0.0,0.89879,0.95272,0.93749,1.01538,0.84029,0.57963,0.84322
38,0.12806,0.88572,0.0,0.0,0.0,0.0,0.0,0.89878,0.95268,0.93753,1.01379,0.84093,0.57423,0.84322
39,0.12814,0.88685,0.0,0.0,0.0,0.0,0.0,0.89885,0.95273,0.93756,1.01499,0.83906,0.57305,0.84322
40,0.12715,0.88498,0.0,0.0,0.0,0.0,0.0,0.89891,0.95278,0.93757,1.01213,0.84056,0.57712,0.84322
41,0.12646,0.88578,0.0,0.0,0.0,0.0,0.0,0.89885,0.95271,0.93759,1.01224,0.84155,0.58524,0.84322
42,0.1269,0.88673,0.0,0.0,0.0,0.0,0.0,0.89887,0.95275,0.93756,1.01364,0.8412,0.57834,0.84322
43,0.12541,0.88544,0.0,0.0,0.0,0.0,0.0,0.89891,0.95278,0.93759,1.01086,0.8433,0.57942,0.8433
44,0.12603,0.88544,0.0,0.0,0.0,0.0,0.0,0.89883,0.95274,0.93753,1.01147,0.84268,0.58636,0.8433
45,0.12559,0.8861,0.0,0.0,0.0,0.0,0.0,0.8989,0.95274,0.93761,1.01169,0.84091,0.58458,0.8433
46,0.12618,0.88605,0.0,0.0,0.0,0.0,0.0,0.899,0.9528,0.93766,1.01222,0.84272,0.58577,0.8433
47,0.12676,0.88721,0.0,0.0,0.0,0.0,0.0,0.8989,0.95276,0.9376,1.01397,0.8423,0.5851,0.8433
48,0.12615,0.88574,0.0,0.0,0.0,0.0,0.0,0.89898,0.95283,0.9376,1.01189,0.84231,0.57446,0.8433
49,0.12484,0.88628,0.0,0.0,0.0,0.0,0.0,0.89905,0.95287,0.93764,1.01112,0.8418,0.58065,0.8433
50,0.12431,0.88584,0.0,0.0,0.0,0.0,0.0,0.89895,0.95278,0.93763,1.01015,0.84238,0.57856,0.8433
51,0.12487,0.88635,0.0,0.0,0.0,0.0,0.0,0.89883,0.95276,0.9375,1.01122,0.84183,0.58511,0.8433
52,0.12417,0.88601,0.0,0.0,0.0,0.0,0.0,0.89898,0.9528,0.93765,1.01018,0.84378,0.58297,0.84378
53,0.12327,0.88457,0.0,0.0,0.0,0.0,0.0,0.89901,0.95284,0.93761,1.00785,0.84258,0.58038,0.84378
54,0.12382,0.88584,0.0,0.0,0.0,0.0,0.0,0.89888,0.95275,0.93757,1.00966,0.84301,0.58067,0.84378
55,0.12366,0.88563,0.0,0.0,0.0,0.0,0.0,0.899,0.95278,0.9377,1.00929,0.84229,0.57946,0.84378
56,0.12346,0.88596,0.0,0.0,0.0,0.0,0.0,0.89887,0.95277,0.93754,1.00941,0.84319,0.5781,0.84378
57,0.12394,0.88633,0.0,0.0,0.0,0.0,0.0,0.899,0.95282,0.93764,1.01027,0.8427,0.57921,0.84378
58,0.12415,0.88548,0.0,0.0,0.0,0.0,0.0,0.89891,0.95278,0.93757,1.00964,0.84237,0.58056,0.84378
