epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
43,0.14967,1.09108,0.0,0.0,0.0,0.0,0.0,0.9467,0.95278,0.93759,1.24076,0.83824,0.56738,0.84051
44,0.15019,1.0916,0.0,0.0,0.0,0.0,0.0,0.94666,0.95274,0.93753,1.24178,0.8368,0.57526,0.84051
45,0.14949,1.09183,0.0,0.0,0.0,0.0,0.0,0.94669,0.95274,0.93761,1.24132,0.838,0.58124,0.84051
46,0.14995,1.09176,0.0,0.0,0.0,0.0,0.0,0.94675,0.9528,0.93766,1.24172,0.83853,0.57495,0.84051
47,0.15089,1.0924,0.0,0.0,0.0,0.0,0.0,0.9467,0.95276,0.9376,1.24328,0.8383,0.5737,0.84051
48,0.15039,1.09134,0.0,0.0,0.0,0.0,0.0,0.94674,0.95283,0.9376,1.24173,0.83886,0.56348,0.84051
49,0.14887,1.09171,0.0,0.0,0.0,0.0,0.0,0.94678,0.95287,0.93764,1.24058,0.83918,0.56676,0.84051
50,0.1484,1.0912,0.0,0.0,0.0,0.0,0.0,0.94672,0.95278,0.93763,1.2396,0.83819,0.5829,0.84051
51,0.14898,1.09241,0.0,0.0,0.0,0.0,0.0,0.94666,0.95276,0.9375,1.24139,0.83853,0.57699,0.84051
52,0.14844,1.09152,0.0,0.0,0.0,0.0,0.0,0.94674,0.9528,0.93765,1.23996,0.83978,0.56653,0.84051
53,0.14762,1.09005,0.0,0.0,0.0,0.0,0.0,0.94675,0.95284,0.93761,1.23767,0.83954,0.5737,0.84051
54,0.14789,1.09177,0.0,0.0,0.0,0.0,0.0,0.94668,0.95275,0.93757,1.23966,0.8384,0.57969,0.84051
55,0.14774,1.09129,0.0,0.0,0.0,0.0,0.0,0.94675,0.95278,0.9377,1.23903,0.83828,0.56353,0.84051
56,0.14787,1.09185,0.0,0.0,0.0,0.0,0.0,0.94668,0.95277,0.93754,1.23972,0.83939,0.56973,0.84051
57,0.14797,1.09183,0.0,0.0,0.0,0.0,0.0,0.94675,0.95282,0.93764,1.23979,0.83808,0.56705,0.84051
58,0.14834,1.09119,0.0,0.0,0.0,0.0,0.0,0.9467,0.95278,0.93757,1.23953,0.8382,0.5727,0.84051
59,0.14716,1.09091,0.0,0.0,0.0,0.0,0.0,0.94662,0.9527,0.9375,1.23808,0.83916,0.57044,0.84051
60,0.14783,1.09178,0.0,0.0,0.0,0.0,0.0,0.94666,0.95271,0.93758,1.2396,0.83898,0.56854,0.84051
61,0.14726,1.09124,0.0,0.0,0.0,0.0,0.0,0.94664,0.9527,0.93756,1.2385,0.83888,0.5725,0.84051
62,0.14732,1.09149,0.0,0.0,0.0,0.0,0.0,0.94661,0.95268,0.93751,1.23881,0.83814,0.57292,0.84051
63,0.14723,1.09056,0.0,0.0,0.0,0.0,0.0,0.94679,0.95284,0.93771,1.23779,0.83906,0.56932,0.84051
64,0.14712,1.09071,0.0,0.0,0.0,0.0,0.0,0.94671,0.95277,0.93762,1.23783,0.83906,0.5756,0.84051
65,0.14763,1.09138,0.0,0.0,0.0,0.0,0.0,0.94668,0.95275,0.93759,1.23901,0.83933,0.57281,0.84051
66,0.14719,1.09111,0.0,0.0,0.0,0.0,0.0,0.94672,0.9528,0.9376,1.2383,0.83907,0.57254,0.84051
67,0.14698,1.09095,0.0,0.0,0.0,0.0,0.0,0.94673,0.95279,0.93765,1.23793,0.83928,0.57559,0.84051
68,0.14655,1.09143,0.0,0.0,0.0,0.0,0.0,0.94667,0.95277,0.93753,1.23797,0.83924,0.57277,0.84051
69,0.1466,1.09034,0.0,0.0,0.0,0.0,0.0,0.9468,0.95288,0.93769,1.23694,0.83959,0.57145,0.84051
70,0.14659,1.09059,0.0,0.0,0.0,0.0,0.0,0.9467,0.95279,0.93755,1.23718,0.83929,0.56901,0.84051
71,0.14667,1.0908,0.0,0.0,0.0,0.0,0.0,0.94669,0.95275,0.9376,1.23747,0.83898,0.5743,0.84051
72,0.14631,1.09077,0.0,0.0,0.0,0.0,0.0,0.9467,0.95276,0.9376,1.23708,0.83893,0.57338,0.84051
73,0.14652,1.09094,0.0,0.0,0.0,0.0,0.0,0.94665,0.95271,0.93755,1.23746,0.83889,0.5729,0.84051
74,0.14621,1.0912,0.0,0.0,0.0,0.0,0.0,0.94669,0.95276,0.93758,1.2374,0.83937,0.57817,0.84051
75,0.14686,1.09078,0.0,0.0,0.0,0.0,0.0,0.94668,0.95276,0.93755,1.23764,0.83902,0.57134,0.84051
76,0.14631,1.09112,0.0,0.0,0.0,0.0,0.0,0.94665,0.95272,0.93754,1.23743,0.83943,0.57181,0.84051
77,0.1463,1.09029,0.0,0.0,0.0,0.0,0.0,0.94678,0.95284,0.93767,1.23659,0.83891,0.57129,0.84051
78,0.14631,1.09115,0.0,0.0,0.0,0.0,0.0,0.94665,0.9527,0.93757,1.23746,0.83913,0.56726,0.84051
79,0.14606,1.09098,0.0,0.0,0.0,0.0,0.0,0.94665,0.95273,0.93753,1.23705,0.83929,0.57543,0.84051
80,0.14624,1.09066,0.0,0.0,0.0,0.0,0.0,0.94673,0.9528,0.93763,1.23691,0.83945,0.57339,0.84051
81,0.14634,1.09035,0.0,0.0,0.0,0.0,0.0,0.94669,0.95278,0.93755,1.2367,0.83955,0.57497,0.84051
82,0.14596,1.09097,0.0,0.0,0.0,0.0,0.0,0.94668,0.95274,0.93759,1.23692,0.83917,0.57089,0.84051
83,0.14626,1.09085,0.0,0.0,0.0,0.0,0.0,0.94669,0.95279,0.93755,1.23711,0.83939,0.57141,0.84051
84,0.14577,1.09002,0.0,0.0,0.0,0.0,0.0,0.94672,0.9528,0.9376,1.2358,0.83942,0.57265,0.84051
85,0.1459,1.09065,0.0,0.0,0.0,0.0,0.0,0.94667,0.95273,0.93759,1.23655,0.83899,0.5714,0.84051
86,0.14614,1.08971,0.0,0.0,0.0,0.0,0.0,0.94677,0.95284,0.93768,1.23585,0.83926,0.57182,0.84051
87,0.14546,1.09151,0.0,0.0,0.0,0.0,0.0,0.94668,0.95275,0.93757,1.23697,0.83907,0.56978,0.84051
88,0.14591,1.08951,0.0,0.0,0.0,0.0,0.0,0.94669,0.95274,0.93761,1.23542,0.83916,0.57159,0.84051
89,0.14578,1.09102,0.0,0.0,0.0,0.0,0.0,0.94676,0.95283,0.93765,1.2368,0.83917,0.57075,0.84051
90,0.14628,1.09033,0.0,0.0,0.0,0.0,0.0,0.94668,0.95278,0.93754,1.23662,0.83913,0.5733,0.84051
91,0.14596,1.09026,0.0,0.0,0.0,0.0,0.0,0.94671,0.95278,0.93761,1.23623,0.83932,0.57328,0.84051
92,0.14576,1.091,0.0,0.0,0.0,0.0,0.0,0.94667,0.95275,0.93755,1.23676,0.83916,0.5712,0.84051
93,0.14584,1.09075,0.0,0.0,0.0,0.0,0.0,0.94669,0.95276,0.93759,1.23658,0.83914,0.57299,0.84051
94,0.14548,1.09008,0.0,0.0,0.0,0.0,0.0,0.94674,0.95282,0.93762,1.23556,0.83923,0.56933,0.84051
95,0.14604,1.09005,0.0,0.0,0.0,0.0,0.0,0.94672,0.9528,0.9376,1.23609,0.83936,0.57297,0.84051
96,0.14579,1.09084,0.0,0.0,0.0,0.0,0.0,0.94666,0.95273,0.93754,1.23663,0.83929,0.57265,0.84051
97,0.14564,1.09043,0.0,0.0,0.0,0.0,0.0,0.94665,0.95275,0.93751,1.23607,0.83926,0.57151,0.84051
98,0.1459,1.09013,0.0,0.0,0.0,0.0,0.0,0.94669,0.95274,0.93761,1.23604,0.83931,0.57445,0.84051
99,0.14556,1.09007,0.0,0.0,0.0,0.0,0.0,0.94672,0.95275,0.93768,1.23563,0.83902,0.57139,0.84051
100,0.14557,1.09022,0.0,0.0,0.0,0.0,0.0,0.9467,0.95279,0.93756,1.23579,0.83921,0.57287,0.84051
