epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
30,0.14401,0.93969,0.0,0.0,0.0,0.0,0.0,0.94666,0.95274,0.93753,1.0837,0.83829,0.57768,0.8429
31,0.14177,0.93904,0.0,0.0,0.0,0.0,0.0,0.94665,0.95271,0.93756,1.08081,0.83763,0.57526,0.8429
32,0.13953,0.94014,0.0,0.0,0.0,0.0,0.0,0.94667,0.95272,0.9376,1.07967,0.83598,0.58169,0.8429
33,0.13787,0.93903,0.0,0.0,0.0,0.0,0.0,0.94673,0.95279,0.93764,1.0769,0.83773,0.58833,0.8429
34,0.1372,0.93949,0.0,0.0,0.0,0.0,0.0,0.94663,0.95275,0.93746,1.0767,0.83852,0.5805,0.8429
35,0.13542,0.93925,0.0,0.0,0.0,0.0,0.0,0.94668,0.95277,0.93754,1.07467,0.83882,0.58636,0.8429
36,0.1346,0.94033,0.0,0.0,0.0,0.0,0.0,0.94673,0.9528,0.93764,1.07493,0.83764,0.58542,0.8429
37,0.13477,0.93918,0.0,0.0,0.0,0.0,0.0,0.94663,0.95272,0.93749,1.07395,0.8383,0.5883,0.8429
38,0.13313,0.9389,0.0,0.0,0.0,0.0,0.0,0.94662,0.95268,0.93753,1.07203,0.83848,0.5862,0.8429
39,0.13316,0.93975,0.0,0.0,0.0,0.0,0.0,0.94666,0.95273,0.93756,1.07291,0.8381,0.58054,0.8429
40,0.13186,0.93817,0.0,0.0,0.0,0.0,0.0,0.9467,0.95278,0.93757,1.07003,0.83963,0.58435,0.8429
41,0.13174,0.93888,0.0,0.0,0.0,0.0,0.0,0.94666,0.95271,0.93759,1.07062,0.83924,0.58536,0.8429
42,0.13181,0.93995,0.0,0.0,0.0,0.0,0.0,0.94667,0.95275,0.93756,1.07175,0.83977,0.58129,0.8429
43,0.13067,0.93845,0.0,0.0,0.0,0.0,0.0,0.9467,0.95278,0.93759,1.06913,0.84,0.57314,0.8429
44,0.13085,0.93873,0.0,0.0,0.0,0.0,0.0,0.94666,0.95274,0.93753,1.06957,0.83904,0.58396,0.8429
45,0.13047,0.93931,0.0,0.0,0.0,0.0,0.0,0.94669,0.95274,0.93761,1.06978,0.83887,0.59002,0.8429
46,0.13126,0.93929,0.0,0.0,0.0,0.0,0.0,0.94675,0.9528,0.93766,1.07055,0.84052,0.59142,0.8429
47,0.13255,0.9403,0.0,0.0,0.0,0.0,0.0,0.9467,0.95276,0.9376,1.07285,0.84006,0.59107,0.8429
48,0.13129,0.93891,0.0,0.0,0.0,0.0,0.0,0.94674,0.95283,0.9376,1.0702,0.8404,0.5795,0.8429
49,0.12969,0.93956,0.0,0.0,0.0,0.0,0.0,0.94678,0.95287,0.93764,1.06924,0.84111,0.58617,0.8429
50,0.1295,0.93878,0.0,0.0,0.0,0.0,0.0,0.94672,0.95278,0.93763,1.06828,0.84021,0.58573,0.8429
51,0.12978,0.93983,0.0,0.0,0.0,0.0,0.0,0.94666,0.95276,0.9375,1.06961,0.83967,0.58917,0.8429
52,0.12941,0.93901,0.0,0.0,0.0,0.0,0.0,0.94674,0.9528,0.93765,1.06842,0.84101,0.58487,0.8429
53,0.12844,0.93763,0.0,0.0,0.0,0.0,0.0,0.94675,0.95284,0.93761,1.06606,0.84018,0.5909,0.8429
54,0.12878,0.93917,0.0,0.0,0.0,0.0,0.0,0.94668,0.95275,0.93757,1.06795,0.84052,0.59057,0.8429
55,0.12858,0.93889,0.0,0.0,0.0,0.0,0.0,0.94675,0.95278,0.9377,1.06747,0.84044,0.58644,0.8429
56,0.12868,0.93914,0.0,0.0,0.0,0.0,0.0,0.94668,0.95277,0.93754,1.06782,0.84084,0.57849,0.8429
57,0.1289,0.93946,0.0,0.0,0.0,0.0,0.0,0.94675,0.95282,0.93764,1.06836,0.84022,0.58601,0.8429
58,0.12925,0.93856,0.0,0.0,0.0,0.0,0.0,0.9467,0.95278,0.93757,1.0678,0.84115,0.58764,0.8429
59,0.12777,0.93793,0.0,0.0,0.0,0.0,0.0,0.94662,0.9527,0.9375,1.06571,0.84138,0.58363,0.8429
60,0.12848,0.93907,0.0,0.0,0.0,0.0,0.0,0.94666,0.95271,0.93758,1.06754,0.84079,0.58342,0.8429
61,0.12804,0.93839,0.0,0.0,0.0,0.0,0.0,0.94664,0.9527,0.93756,1.06643,0.84084,0.58828,0.8429
62,0.12818,0.93846,0.0,0.0,0.0,0.0,0.0,0.94661,0.95268,0.93751,1.06664,0.84088,0.5883,0.8429
63,0.12778,0.93824,0.0,0.0,0.0,0.0,0.0,0.94679,0.95284,0.93771,1.06603,0.8413,0.58906,0.8429
64,0.12789,0.93813,0.0,0.0,0.0,0.0,0.0,0.94671,0.95277,0.93762,1.06602,0.84165,0.5899,0.8429
65,0.1279,0.93899,0.0,0.0,0.0,0.0,0.0,0.94668,0.95275,0.93759,1.06689,0.8412,0.58994,0.8429
66,0.12802,0.9379,0.0,0.0,0.0,0.0,0.0,0.94672,0.9528,0.9376,1.06592,0.84131,0.58734,0.8429
67,0.12769,0.93847,0.0,0.0,0.0,0.0,0.0,0.94673,0.95279,0.93765,1.06616,0.84035,0.59177,0.8429
68,0.12734,0.93862,0.0,0.0,0.0,0.0,0.0,0.94667,0.95277,0.93753,1.06596,0.84122,0.58764,0.8429
69,0.12746,0.93797,0.0,0.0,0.0,0.0,0.0,0.9468,0.95288,0.93769,1.06543,0.84196,0.58811,0.8429
70,0.1275,0.93785,0.0,0.0,0.0,0.0,0.0,0.9467,0.95279,0.93755,1.06536,0.84155,0.58485,0.8429
71,0.12728,0.93847,0.0,0.0,0.0,0.0,0.0,0.94669,0.95275,0.9376,1.06575,0.84077,0.58874,0.8429
72,0.12716,0.93798,0.0,0.0,0.0,0.0,0.0,0.9467,0.95276,0.9376,1.06514,0.84153,0.59006,0.8429
73,0.12716,0.93815,0.0,0.0,0.0,0.0,0.0,0.94665,0.95271,0.93755,1.06531,0.84084,0.58713,0.8429
74,0.12692,0.93853,0.0,0.0,0.0,0.0,0.0,0.94669,0.95276,0.93758,1.06545,0.84197,0.58868,0.8429
75,0.12742,0.93831,0.0,0.0,0.0,0.0,0.0,0.94668,0.95276,0.93755,1.06573,0.84146,0.58968,0.8429
76,0.12696,0.93791,0.0,0.0,0.0,0.0,0.0,0.94665,0.95272,0.93754,1.06487,0.84098,0.5882,0.8429
77,0.12701,0.9377,0.0,0.0,0.0,0.0,0.0,0.94678,0.95284,0.93767,1.0647,0.84126,0.58851,0.8429
78,0.1269,0.93822,0.0,0.0,0.0,0.0,0.0,0.94665,0.9527,0.93757,1.06513,0.8414,0.58689,0.8429
79,0.12656,0.93836,0.0,0.0,0.0,0.0,0.0,0.94665,0.95273,0.93753,1.06492,0.84126,0.58971,0.8429
80,0.12708,0.9378,0.0,0.0,0.0,0.0,0.0,0.94673,0.9528,0.93763,1.06489,0.8413,0.58896,0.8429
81,0.12681,0.93778,0.0,0.0,0.0,0.0,0.0,0.94669,0.95278,0.93755,1.06459,0.8415,0.58916,0.8429
82,0.12665,0.93797,0.0,0.0,0.0,0.0,0.0,0.94668,0.95274,0.93759,1.06462,0.84129,0.59005,0.8429
83,0.12677,0.93822,0.0,0.0,0.0,0.0,0.0,0.94669,0.95279,0.93755,1.06499,0.84143,0.58542,0.8429
84,0.12655,0.93735,0.0,0.0,0.0,0.0,0.0,0.94672,0.9528,0.9376,1.0639,0.84175,0.59095,0.8429
85,0.1266,0.93752,0.0,0.0,0.0,0.0,0.0,0.94667,0.95273,0.93759,1.06412,0.84133,0.59133,0.8429
86,0.12676,0.9371,0.0,0.0,0.0,0.0,0.0,0.94677,0.95284,0.93768,1.06386,0.84148,0.59013,0.8429
87,0.12627,0.93845,0.0,0.0,0.0,0.0,0.0,0.94668,0.95275,0.93757,1.06472,0.84148,0.58908,0.8429
88,0.12634,0.93662,0.0,0.0,0.0,0.0,0.0,0.94669,0.95274,0.93761,1.06296,0.84152,0.59015,0.8429
89,0.1265,0.93846,0.0,0.0,0.0,0.0,0.0,0.94676,0.95283,0.93765,1.06496,0.8416,0.58862,0.8429
90,0.12683,0.93754,0.0,0.0,0.0,0.0,0.0,0.94668,0.95278,0.93754,1.06438,0.84142,0.59051,0.8429
91,0.12642,0.93775,0.0,0.0,0.0,0.0,0.0,0.94671,0.95278,0.93761,1.06417,0.84151,0.58949,0.8429
92,0.12642,0.93796,0.0,0.0,0.0,0.0,0.0,0.94667,0.95275,0.93755,1.06438,0.84155,0.58879,0.8429
93,0.12644,0.93789,0.0,0.0,0.0,0.0,0.0,0.94669,0.95276,0.93759,1.06433,0.84155,0.59186,0.8429
94,0.12626,0.9373,0.0,0.0,0.0,0.0,0.0,0.94674,0.95282,0.93762,1.06356,0.84163,0.58753,0.8429
95,0.12659,0.93758,0.0,0.0,0.0,0.0,0.0,0.94672,0.9528,0.9376,1.06417,0.84156,0.58936,0.8429
96,0.12626,0.93807,0.0,0.0,0.0,0.0,0.0,0.94666,0.95273,0.93754,1.06433,0.84152,0.59142,0.8429
97,0.12625,0.93758,0.0,0.0,0.0,0.0,0.0,0.94665,0.95275,0.93751,1.06382,0.84157,0.5906,0.8429
98,0.12661,0.93733,0.0,0.0,0.0,0.0,0.0,0.94669,0.95274,0.93761,1.06394,0.84154,0.58928,0.8429
99,0.12612,0.93717,0.0,0.0,0.0,0.0,0.0,0.94672,0.95275,0.93768,1.06328,0.84146,0.58909,0.8429
100,0.12615,0.93733,0.0,0.0,0.0,0.0,0.0,0.9467,0.95279,0.93756,1.06348,0.84154,0.59087,0.8429
