epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
1,0.45547,1.0393,0.0,0.0,0.0,0.0,0.0,0.96003,0.95276,0.93764,1.49477,0.80521,0.48302,0.80521
2,0.37659,0.93983,0.0,0.0,0.0,0.0,0.0,0.95999,0.95274,0.93753,1.31642,0.82831,0.52883,0.82831
3,0.36378,0.92587,0.0,0.0,0.0,0.0,0.0,0.96,0.95273,0.93757,1.28965,0.83856,0.58866,0.83856
4,0.35495,0.92015,0.0,0.0,0.0,0.0,0.0,0.96002,0.95277,0.93757,1.2751,0.83826,0.56656,0.83856
5,0.34814,0.91544,0.0,0.0,0.0,0.0,0.0,0.96006,0.95284,0.9376,1.26358,0.83824,0.5673,0.83856
6,0.3417,0.91313,0.0,0.0,0.0,0.0,0.0,0.96003,0.95279,0.93757,1.25483,0.83774,0.58003,0.83856
7,0.3385,0.91324,0.0,0.0,0.0,0.0,0.0,0.96002,0.95275,0.9376,1.25174,0.8373,0.55755,0.83856
8,0.3312,0.91065,0.0,0.0,0.0,0.0,0.0,0.96004,0.95278,0.93764,1.24185,0.84103,0.57397,0.84103
9,0.32559,0.91152,0.0,0.0,0.0,0.0,0.0,0.96003,0.95275,0.93763,1.23711,0.84225,0.58033,0.84225
10,0.32172,0.91177,0.0,0.0,0.0,0.0,0.0,0.96011,0.95287,0.93773,1.23349,0.84224,0.56888,0.84225
11,0.3144,0.91156,0.0,0.0,0.0,0.0,0.0,0.96005,0.9528,0.93762,1.22595,0.84016,0.58978,0.84225
12,0.30845,0.91162,0.0,0.0,0.0,0.0,0.0,0.96,0.95277,0.93752,1.22007,0.84061,0.57649,0.84225
13,0.30087,0.91386,0.0,0.0,0.0,0.0,0.0,0.96,0.95274,0.93756,1.21472,0.8399,0.58552,0.84225
14,0.29327,0.91531,0.0,0.0,0.0,0.0,0.0,0.96002,0.95276,0.9376,1.20858,0.84427,0.57411,0.84427
15,0.28281,0.91673,0.0,0.0,0.0,0.0,0.0,0.96002,0.95281,0.93752,1.19954,0.83572,0.55105,0.84427
16,0.2753,0.91977,0.0,0.0,0.0,0.0,0.0,0.96001,0.95275,0.93757,1.19507,0.83858,0.57775,0.84427
17,0.26965,0.92321,0.0,0.0,0.0,0.0,0.0,0.96005,0.9528,0.93763,1.19286,0.83571,0.59189,0.84427
18,0.25247,0.92507,0.0,0.0,0.0,0.0,0.0,0.96005,0.95279,0.93766,1.17754,0.83654,0.53705,0.84427
19,0.23671,0.92863,0.0,0.0,0.0,0.0,0.0,0.95999,0.95276,0.93749,1.16535,0.83849,0.56741,0.84427
20,0.22046,0.93379,0.0,0.0,0.0,0.0,0.0,0.95998,0.9527,0.93755,1.15425,0.8383,0.56572,0.84427
21,0.21085,0.93722,0.0,0.0,0.0,0.0,0.0,0.96001,0.95273,0.9376,1.14807,0.83519,0.57825,0.84427
22,0.19587,0.94167,0.0,0.0,0.0,0.0,0.0,0.96003,0.95279,0.93759,1.13754,0.83672,0.55767,0.84427
23,0.18711,0.94467,0.0,0.0,0.0,0.0,0.0,0.96005,0.95281,0.93761,1.13179,0.83177,0.5854,0.84427
24,0.17668,0.94605,0.0,0.0,0.0,0.0,0.0,0.95999,0.95272,0.93756,1.12274,0.83804,0.56298,0.84427
25,0.16501,0.95053,0.0,0.0,0.0,0.0,0.0,0.96005,0.95281,0.93761,1.11554,0.83626,0.56864,0.84427
26,0.1607,0.95067,0.0,0.0,0.0,0.0,0.0,0.96006,0.9528,0.93766,1.11138,0.83162,0.56388,0.84427
27,0.15435,0.95248,0.0,0.0,0.0,0.0,0.0,0.96001,0.95275,0.93756,1.10684,0.83498,0.57779,0.84427
28,0.15157,0.95321,0.0,0.0,0.0,0.0,0.0,0.96002,0.95274,0.93761,1.10478,0.83802,0.57641,0.84427
29,0.14822,0.95376,0.0,0.0,0.0,0.0,0.0,0.96001,0.95276,0.93754,1.10198,0.83965,0.58799,0.84427
30,0.14468,0.9547,0.0,0.0,0.0,0.0,0.0,0.95999,0.95274,0.93753,1.09938,0.83881,0.57923,0.84427
31,0.1426,0.95396,0.0,0.0,0.0,0.0,0.0,0.95999,0.95271,0.93756,1.09656,0.83871,0.57109,0.84427
32,0.14134,0.95512,0.0,0.0,0.0,0.0,0.0,0.96001,0.95272,0.9376,1.09646,0.83735,0.57994,0.84427
