epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
33,0.13999,0.95398,0.0,0.0,0.0,0.0,0.0,0.96005,0.95279,0.93764,1.09397,0.83994,0.58006,0.84427
34,0.1389,0.9542,0.0,0.0,0.0,0.0,0.0,0.95998,0.95275,0.93746,1.0931,0.83909,0.57347,0.84427
35,0.13655,0.95441,0.0,0.0,0.0,0.0,0.0,0.96001,0.95277,0.93754,1.09096,0.83957,0.57068,0.84427
36,0.1361,0.95504,0.0,0.0,0.0,0.0,0.0,0.96005,0.9528,0.93764,1.09114,0.83815,0.58042,0.84427
37,0.13612,0.95434,0.0,0.0,0.0,0.0,0.0,0.95997,0.95272,0.93749,1.09046,0.83845,0.5831,0.84427
38,0.13442,0.95412,0.0,0.0,0.0,0.0,0.0,0.95997,0.95268,0.93753,1.08854,0.83983,0.58085,0.84427
39,0.13481,0.95458,0.0,0.0,0.0,0.0,0.0,0.95999,0.95273,0.93756,1.08939,0.83876,0.57125,0.84427
40,0.13348,0.95309,0.0,0.0,0.0,0.0,0.0,0.96002,0.95278,0.93757,1.08657,0.83896,0.5799,0.84427
41,0.1333,0.95395,0.0,0.0,0.0,0.0,0.0,0.95999,0.95271,0.93759,1.08725,0.84035,0.57641,0.84427
42,0.13313,0.95498,0.0,0.0,0.0,0.0,0.0,0.96001,0.95275,0.93756,1.08811,0.83953,0.57302,0.84427
43,0.1318,0.95339,0.0,0.0,0.0,0.0,0.0,0.96003,0.95278,0.93759,1.08519,0.84085,0.58177,0.84427
44,0.13239,0.95362,0.0,0.0,0.0,0.0,0.0,0.95999,0.95274,0.93753,1.08601,0.84054,0.58402,0.84427
45,0.13217,0.95415,0.0,0.0,0.0,0.0,0.0,0.96002,0.95274,0.93761,1.08633,0.83958,0.58023,0.84427
46,0.1328,0.9542,0.0,0.0,0.0,0.0,0.0,0.96006,0.9528,0.93766,1.087,0.84055,0.58193,0.84427
47,0.13347,0.95542,0.0,0.0,0.0,0.0,0.0,0.96002,0.95276,0.9376,1.08889,0.84055,0.58149,0.84427
48,0.13257,0.95374,0.0,0.0,0.0,0.0,0.0,0.96006,0.95283,0.9376,1.08631,0.8404,0.5714,0.84427
49,0.13111,0.95425,0.0,0.0,0.0,0.0,0.0,0.96008,0.95287,0.93764,1.08536,0.8407,0.57615,0.84427
50,0.13072,0.95385,0.0,0.0,0.0,0.0,0.0,0.96004,0.95278,0.93763,1.08456,0.8412,0.58301,0.84427
51,0.13116,0.95464,0.0,0.0,0.0,0.0,0.0,0.95999,0.95276,0.9375,1.0858,0.84157,0.5843,0.84427
52,0.13053,0.95405,0.0,0.0,0.0,0.0,0.0,0.96005,0.9528,0.93765,1.08458,0.84233,0.58007,0.84427
53,0.12958,0.9526,0.0,0.0,0.0,0.0,0.0,0.96006,0.95284,0.93761,1.08218,0.84115,0.58241,0.84427
54,0.13005,0.95407,0.0,0.0,0.0,0.0,0.0,0.96001,0.95275,0.93757,1.08412,0.84088,0.57947,0.84427
55,0.13005,0.9536,0.0,0.0,0.0,0.0,0.0,0.96006,0.95278,0.9377,1.08365,0.84149,0.5818,0.84427
56,0.12977,0.95418,0.0,0.0,0.0,0.0,0.0,0.96001,0.95277,0.93754,1.08395,0.84175,0.57117,0.84427
57,0.1302,0.95425,0.0,0.0,0.0,0.0,0.0,0.96006,0.95282,0.93764,1.08445,0.84088,0.58315,0.84427
58,0.13053,0.95359,0.0,0.0,0.0,0.0,0.0,0.96002,0.95278,0.93757,1.08413,0.84082,0.57946,0.84427
59,0.12911,0.95285,0.0,0.0,0.0,0.0,0.0,0.95997,0.9527,0.9375,1.08197,0.84183,0.57376,0.84427
60,0.12979,0.95395,0.0,0.0,0.0,0.0,0.0,0.96,0.95271,0.93758,1.08373,0.84192,0.57853,0.84427
61,0.12939,0.95342,0.0,0.0,0.0,0.0,0.0,0.95998,0.9527,0.93756,1.08281,0.84071,0.58159,0.84427
62,0.12957,0.95341,0.0,0.0,0.0,0.0,0.0,0.95996,0.95268,0.93751,1.08298,0.84134,0.57996,0.84427
63,0.12916,0.95311,0.0,0.0,0.0,0.0,0.0,0.96009,0.95284,0.93771,1.08227,0.84154,0.5822,0.84427
64,0.12917,0.953,0.0,0.0,0.0,0.0,0.0,0.96003,0.95277,0.93762,1.08217,0.84144,0.58307,0.84427
65,0.12925,0.95395,0.0,0.0,0.0,0.0,0.0,0.96001,0.95275,0.93759,1.0832,0.84139,0.58352,0.84427
66,0.12938,0.95287,0.0,0.0,0.0,0.0,0.0,0.96004,0.9528,0.9376,1.08224,0.84189,0.5807,0.84427
67,0.12899,0.95343,0.0,0.0,0.0,0.0,0.0,0.96005,0.95279,0.93765,1.08242,0.84166,0.581,0.84427
68,0.12863,0.95355,0.0,0.0,0.0,0.0,0.0,0.96,0.95277,0.93753,1.08219,0.84154,0.58007,0.84427
69,0.1288,0.9529,0.0,0.0,0.0,0.0,0.0,0.9601,0.95288,0.93769,1.0817,0.84192,0.58355,0.84427
70,0.12882,0.95279,0.0,0.0,0.0,0.0,0.0,0.96002,0.95279,0.93755,1.08161,0.8419,0.57782,0.84427
71,0.12858,0.95336,0.0,0.0,0.0,0.0,0.0,0.96002,0.95275,0.9376,1.08194,0.84129,0.58303,0.84427
72,0.12844,0.95294,0.0,0.0,0.0,0.0,0.0,0.96002,0.95276,0.9376,1.08137,0.8421,0.58846,0.84427
73,0.12848,0.9531,0.0,0.0,0.0,0.0,0.0,0.95998,0.95271,0.93755,1.08158,0.8413,0.5797,0.84427
74,0.12825,0.95346,0.0,0.0,0.0,0.0,0.0,0.96002,0.95276,0.93758,1.08172,0.84233,0.58631,0.84427
75,0.12877,0.9532,0.0,0.0,0.0,0.0,0.0,0.96001,0.95276,0.93755,1.08197,0.8416,0.5805,0.84427
76,0.12824,0.95286,0.0,0.0,0.0,0.0,0.0,0.95998,0.95272,0.93754,1.0811,0.8415,0.57756,0.84427
77,0.12834,0.95262,0.0,0.0,0.0,0.0,0.0,0.96008,0.95284,0.93767,1.08096,0.84166,0.58115,0.84427
78,0.12825,0.95313,0.0,0.0,0.0,0.0,0.0,0.95998,0.9527,0.93757,1.08138,0.84159,0.57928,0.84427
79,0.12791,0.95325,0.0,0.0,0.0,0.0,0.0,0.95999,0.95273,0.93753,1.08116,0.84178,0.58168,0.84427
80,0.12838,0.95271,0.0,0.0,0.0,0.0,0.0,0.96005,0.9528,0.93763,1.08109,0.84189,0.58295,0.84427
81,0.12808,0.95277,0.0,0.0,0.0,0.0,0.0,0.96002,0.95278,0.93755,1.08085,0.84191,0.58133,0.84427
82,0.12806,0.9528,0.0,0.0,0.0,0.0,0.0,0.96001,0.95274,0.93759,1.08086,0.8415,0.58219,0.84427
83,0.12807,0.95321,0.0,0.0,0.0,0.0,0.0,0.96002,0.95279,0.93755,1.08128,0.8417,0.58081,0.84427
84,0.12794,0.9522,0.0,0.0,0.0,0.0,0.0,0.96004,0.9528,0.9376,1.08014,0.84184,0.58341,0.84427
85,0.12785,0.95249,0.0,0.0,0.0,0.0,0.0,0.96,0.95273,0.93759,1.08034,0.84157,0.5814,0.84427
86,0.12813,0.95194,0.0,0.0,0.0,0.0,0.0,0.96008,0.95284,0.93768,1.08007,0.8418,0.58368,0.84427
87,0.12753,0.95345,0.0,0.0,0.0,0.0,0.0,0.96001,0.95275,0.93757,1.08097,0.84181,0.57941,0.84427
88,0.12772,0.95146,0.0,0.0,0.0,0.0,0.0,0.96002,0.95274,0.93761,1.07917,0.8417,0.58255,0.84427
89,0.1278,0.95336,0.0,0.0,0.0,0.0,0.0,0.96007,0.95283,0.93765,1.08115,0.84182,0.58224,0.84427
90,0.12813,0.95248,0.0,0.0,0.0,0.0,0.0,0.96001,0.95278,0.93754,1.08061,0.84171,0.58265,0.84427
91,0.12779,0.95263,0.0,0.0,0.0,0.0,0.0,0.96003,0.95278,0.93761,1.08042,0.84186,0.58388,0.84427
92,0.12778,0.95287,0.0,0.0,0.0,0.0,0.0,0.96,0.95275,0.93755,1.08065,0.84176,0.58368,0.84427
93,0.12771,0.95285,0.0,0.0,0.0,0.0,0.0,0.96002,0.95276,0.93759,1.08056,0.84178,0.58265,0.84427
94,0.12758,0.9522,0.0,0.0,0.0,0.0,0.0,0.96005,0.95282,0.93762,1.07978,0.84187,0.57951,0.84427
95,0.12798,0.95244,0.0,0.0,0.0,0.0,0.0,0.96004,0.9528,0.9376,1.08042,0.84189,0.58352,0.84427
96,0.12762,0.95295,0.0,0.0,0.0,0.0,0.0,0.95999,0.95273,0.93754,1.08057,0.84182,0.58117,0.84427
97,0.12758,0.95249,0.0,0.0,0.0,0.0,0.0,0.95999,0.95275,0.93751,1.08007,0.8418,0.58433,0.84427
98,0.12798,0.95221,0.0,0.0,0.0,0.0,0.0,0.96002,0.95274,0.93761,1.08019,0.84186,0.5846,0.84427
99,0.12748,0.95204,0.0,0.0,0.0,0.0,0.0,0.96004,0.95275,0.93768,1.07952,0.84169,0.5812,0.84427
100,0.12745,0.95226,0.0,0.0,0.0,0.0,0.0,0.96002,0.95279,0.93756,1.07971,0.84181,0.58253,0.84427
