epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
82,0.12921,0.96692,0.0,0.0,0.0,0.0,0.0,0.97259,0.95274,0.93759,1.09613,0.84067,0.5808,0.84387
83,0.12935,0.96719,0.0,0.0,0.0,0.0,0.0,0.9726,0.95279,0.93755,1.09653,0.84114,0.57788,0.84387
84,0.12911,0.96629,0.0,0.0,0.0,0.0,0.0,0.97261,0.9528,0.9376,1.0954,0.84119,0.58025,0.84387
85,0.12915,0.96645,0.0,0.0,0.0,0.0,0.0,0.97259,0.95273,0.93759,1.0956,0.84094,0.58102,0.84387
86,0.12934,0.96594,0.0,0.0,0.0,0.0,0.0,0.97264,0.95284,0.93768,1.09528,0.8412,0.58336,0.84387
87,0.12874,0.96749,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93757,1.09623,0.84127,0.58064,0.84387
88,0.12897,0.96543,0.0,0.0,0.0,0.0,0.0,0.9726,0.95274,0.93761,1.0944,0.84103,0.58172,0.84387
89,0.12895,0.96745,0.0,0.0,0.0,0.0,0.0,0.97263,0.95283,0.93765,1.0964,0.84123,0.58017,0.84387
90,0.12946,0.9664,0.0,0.0,0.0,0.0,0.0,0.97259,0.95278,0.93754,1.09586,0.84095,0.58149,0.84387
91,0.12897,0.96666,0.0,0.0,0.0,0.0,0.0,0.97261,0.95278,0.93761,1.09563,0.84109,0.5793,0.84387
92,0.12902,0.96686,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93755,1.09588,0.84107,0.58046,0.84387
93,0.12891,0.9669,0.0,0.0,0.0,0.0,0.0,0.9726,0.95276,0.93759,1.09581,0.84114,0.58024,0.84387
94,0.12876,0.96626,0.0,0.0,0.0,0.0,0.0,0.97262,0.95282,0.93762,1.09501,0.84124,0.5813,0.84387
95,0.12925,0.96643,0.0,0.0,0.0,0.0,0.0,0.97261,0.9528,0.9376,1.09568,0.84119,0.58063,0.84387
96,0.12876,0.96709,0.0,0.0,0.0,0.0,0.0,0.97258,0.95273,0.93754,1.09585,0.8412,0.58108,0.84387
97,0.12881,0.96652,0.0,0.0,0.0,0.0,0.0,0.97258,0.95275,0.93751,1.09533,0.84113,0.58066,0.84387
98,0.12919,0.96624,0.0,0.0,0.0,0.0,0.0,0.9726,0.95274,0.93761,1.09543,0.84113,0.58405,0.84387
99,0.12872,0.96603,0.0,0.0,0.0,0.0,0.0,0.97261,0.95275,0.93768,1.09475,0.8411,0.58156,0.84387
100,0.1287,0.96624,0.0,0.0,0.0,0.0,0.0,0.9726,0.95279,0.93756,1.09494,0.84125,0.58045,0.84387
