epoch,bce,kd,crf,feat,att,label_corr,akd_weight,mean_recoverability,mean_r500,mean_r100,total,val_auc,val_f1,best_val_auc
1,0.45546,1.05573,0.0,0.0,0.0,0.0,0.0,0.97261,0.95276,0.93764,1.51119,0.80542,0.48323,0.80542
2,0.37661,0.95465,0.0,0.0,0.0,0.0,0.0,0.97258,0.95274,0.93753,1.33126,0.82811,0.52712,0.82811
3,0.36379,0.94034,0.0,0.0,0.0,0.0,0.0,0.97258,0.95273,0.93757,1.30413,0.83817,0.59277,0.83817
4,0.35453,0.93433,0.0,0.0,0.0,0.0,0.0,0.9726,0.95277,0.93757,1.28886,0.83866,0.56799,0.83866
5,0.34803,0.92983,0.0,0.0,0.0,0.0,0.0,0.97263,0.95284,0.9376,1.27786,0.83897,0.57218,0.83897
6,0.3415,0.92741,0.0,0.0,0.0,0.0,0.0,0.9726,0.95279,0.93757,1.26891,0.83817,0.57781,0.83897
7,0.33857,0.9275,0.0,0.0,0.0,0.0,0.0,0.9726,0.95275,0.9376,1.26606,0.83715,0.55558,0.83897
8,0.33115,0.92487,0.0,0.0,0.0,0.0,0.0,0.97261,0.95278,0.93764,1.25603,0.8422,0.57704,0.8422
9,0.32522,0.92567,0.0,0.0,0.0,0.0,0.0,0.9726,0.95275,0.93763,1.25089,0.84186,0.57764,0.8422
10,0.32146,0.92615,0.0,0.0,0.0,0.0,0.0,0.97266,0.95287,0.93773,1.24761,0.84078,0.56871,0.8422
11,0.31415,0.92574,0.0,0.0,0.0,0.0,0.0,0.97262,0.9528,0.93762,1.2399,0.84149,0.59291,0.8422
12,0.3087,0.92622,0.0,0.0,0.0,0.0,0.0,0.97259,0.95277,0.93752,1.23492,0.84209,0.57004,0.8422
13,0.30123,0.92824,0.0,0.0,0.0,0.0,0.0,0.97258,0.95274,0.93756,1.22946,0.83951,0.57779,0.8422
14,0.29344,0.92937,0.0,0.0,0.0,0.0,0.0,0.9726,0.95276,0.9376,1.22281,0.84387,0.5857,0.84387
15,0.28369,0.93061,0.0,0.0,0.0,0.0,0.0,0.9726,0.95281,0.93752,1.2143,0.8369,0.56194,0.84387
16,0.27629,0.93403,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93757,1.21032,0.83941,0.58335,0.84387
17,0.27048,0.93715,0.0,0.0,0.0,0.0,0.0,0.97262,0.9528,0.93763,1.20763,0.8345,0.59319,0.84387
18,0.25331,0.93934,0.0,0.0,0.0,0.0,0.0,0.97262,0.95279,0.93766,1.19265,0.83707,0.54164,0.84387
19,0.23927,0.94226,0.0,0.0,0.0,0.0,0.0,0.97258,0.95276,0.93749,1.18153,0.83899,0.56738,0.84387
20,0.22207,0.94771,0.0,0.0,0.0,0.0,0.0,0.97257,0.9527,0.93755,1.16978,0.83691,0.57545,0.84387
21,0.21212,0.95148,0.0,0.0,0.0,0.0,0.0,0.97259,0.95273,0.9376,1.16361,0.83162,0.57626,0.84387
22,0.19927,0.95487,0.0,0.0,0.0,0.0,0.0,0.97261,0.95279,0.93759,1.15414,0.83664,0.54823,0.84387
23,0.18634,0.95888,0.0,0.0,0.0,0.0,0.0,0.97262,0.95281,0.93761,1.14522,0.8327,0.57848,0.84387
24,0.17705,0.96041,0.0,0.0,0.0,0.0,0.0,0.97258,0.95272,0.93756,1.13746,0.83805,0.58176,0.84387
25,0.16764,0.96423,0.0,0.0,0.0,0.0,0.0,0.97262,0.95281,0.93761,1.13187,0.83279,0.56406,0.84387
26,0.16248,0.96453,0.0,0.0,0.0,0.0,0.0,0.97262,0.9528,0.93766,1.12701,0.83117,0.54908,0.84387
27,0.1543,0.96672,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93756,1.12102,0.83725,0.5678,0.84387
28,0.15242,0.96745,0.0,0.0,0.0,0.0,0.0,0.97259,0.95274,0.93761,1.11986,0.83633,0.58769,0.84387
29,0.14933,0.96764,0.0,0.0,0.0,0.0,0.0,0.97259,0.95276,0.93754,1.11697,0.83803,0.57722,0.84387
30,0.14557,0.96858,0.0,0.0,0.0,0.0,0.0,0.97258,0.95274,0.93753,1.11415,0.83805,0.57583,0.84387
31,0.14376,0.96792,0.0,0.0,0.0,0.0,0.0,0.97258,0.95271,0.93756,1.11168,0.83744,0.57193,0.84387
32,0.14247,0.96905,0.0,0.0,0.0,0.0,0.0,0.97259,0.95272,0.9376,1.11153,0.83684,0.5727,0.84387
33,0.1407,0.96803,0.0,0.0,0.0,0.0,0.0,0.97262,0.95279,0.93764,1.10873,0.8389,0.58615,0.84387
34,0.13986,0.96824,0.0,0.0,0.0,0.0,0.0,0.97257,0.95275,0.93746,1.1081,0.84016,0.57375,0.84387
35,0.13807,0.96814,0.0,0.0,0.0,0.0,0.0,0.97259,0.95277,0.93754,1.10621,0.83925,0.57985,0.84387
36,0.13739,0.96929,0.0,0.0,0.0,0.0,0.0,0.97262,0.9528,0.93764,1.10668,0.83741,0.57564,0.84387
37,0.13769,0.96823,0.0,0.0,0.0,0.0,0.0,0.97256,0.95272,0.93749,1.10592,0.83867,0.57013,0.84387
38,0.13632,0.96805,0.0,0.0,0.0,0.0,0.0,0.97256,0.95268,0.93753,1.10437,0.83913,0.57409,0.84387
39,0.13662,0.96857,0.0,0.0,0.0,0.0,0.0,0.97258,0.95273,0.93756,1.1052,0.83901,0.56582,0.84387
40,0.13457,0.96725,0.0,0.0,0.0,0.0,0.0,0.9726,0.95278,0.93757,1.10183,0.83872,0.56947,0.84387
41,0.1345,0.9681,0.0,0.0,0.0,0.0,0.0,0.97258,0.95271,0.93759,1.1026,0.84031,0.58125,0.84387
42,0.13445,0.96892,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93756,1.10337,0.83919,0.57358,0.84387
43,0.13304,0.96736,0.0,0.0,0.0,0.0,0.0,0.9726,0.95278,0.93759,1.10041,0.8398,0.57319,0.84387
44,0.13382,0.96748,0.0,0.0,0.0,0.0,0.0,0.97258,0.95274,0.93753,1.1013,0.84016,0.57889,0.84387
45,0.13337,0.96831,0.0,0.0,0.0,0.0,0.0,0.9726,0.95274,0.93761,1.10168,0.83901,0.58191,0.84387
46,0.13387,0.9683,0.0,0.0,0.0,0.0,0.0,0.97263,0.9528,0.93766,1.10217,0.84055,0.58747,0.84387
47,0.13485,0.96922,0.0,0.0,0.0,0.0,0.0,0.9726,0.95276,0.9376,1.10407,0.8404,0.57978,0.84387
48,0.13397,0.96781,0.0,0.0,0.0,0.0,0.0,0.97262,0.95283,0.9376,1.10178,0.84041,0.57529,0.84387
49,0.13234,0.96828,0.0,0.0,0.0,0.0,0.0,0.97264,0.95287,0.93764,1.10063,0.83993,0.58022,0.84387
50,0.13189,0.96787,0.0,0.0,0.0,0.0,0.0,0.97261,0.95278,0.93763,1.09976,0.83932,0.58045,0.84387
51,0.13245,0.96871,0.0,0.0,0.0,0.0,0.0,0.97258,0.95276,0.9375,1.10116,0.84047,0.58267,0.84387
52,0.13188,0.96816,0.0,0.0,0.0,0.0,0.0,0.97262,0.9528,0.93765,1.10004,0.84199,0.58199,0.84387
53,0.13101,0.96655,0.0,0.0,0.0,0.0,0.0,0.97263,0.95284,0.93761,1.09756,0.83999,0.57764,0.84387
54,0.13141,0.96808,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93757,1.09949,0.8403,0.58543,0.84387
55,0.13121,0.96777,0.0,0.0,0.0,0.0,0.0,0.97263,0.95278,0.9377,1.09898,0.83995,0.57382,0.84387
56,0.1313,0.96809,0.0,0.0,0.0,0.0,0.0,0.97259,0.95277,0.93754,1.09939,0.84113,0.57698,0.84387
57,0.13142,0.96833,0.0,0.0,0.0,0.0,0.0,0.97263,0.95282,0.93764,1.09975,0.84031,0.58376,0.84387
58,0.13192,0.9675,0.0,0.0,0.0,0.0,0.0,0.9726,0.95278,0.93757,1.09942,0.83989,0.5783,0.84387
59,0.13034,0.96699,0.0,0.0,0.0,0.0,0.0,0.97256,0.9527,0.9375,1.09733,0.84097,0.56745,0.84387
60,0.13119,0.96808,0.0,0.0,0.0,0.0,0.0,0.97258,0.95271,0.93758,1.09927,0.84023,0.5726,0.84387
61,0.13071,0.96737,0.0,0.0,0.0,0.0,0.0,0.97257,0.9527,0.93756,1.09808,0.84005,0.57339,0.84387
62,0.13085,0.96745,0.0,0.0,0.0,0.0,0.0,0.97255,0.95268,0.93751,1.09831,0.84068,0.5811,0.84387
63,0.13031,0.96715,0.0,0.0,0.0,0.0,0.0,0.97265,0.95284,0.93771,1.09746,0.84067,0.58002,0.84387
64,0.13039,0.96704,0.0,0.0,0.0,0.0,0.0,0.97261,0.95277,0.93762,1.09743,0.84095,0.58566,0.84387
65,0.13054,0.9679,0.0,0.0,0.0,0.0,0.0,0.97259,0.95275,0.93759,1.09844,0.84065,0.57798,0.84387
66,0.13064,0.96691,0.0,0.0,0.0,0.0,0.0,0.97261,0.9528,0.9376,1.09755,0.84107,0.57977,0.84387
67,0.13026,0.96746,0.0,0.0,0.0,0.0,0.0,0.97262,0.95279,0.93765,1.09772,0.84068,0.5874,0.84387
68,0.12989,0.96761,0.0,0.0,0.0,0.0,0.0,0.97259,0.95277,0.93753,1.0975,0.84077,0.58277,0.84387
69,0.13007,0.96682,0.0,0.0,0.0,0.0,0.0,0.97266,0.95288,0.93769,1.09688,0.8412,0.58114,0.84387
70,0.12997,0.96686,0.0,0.0,0.0,0.0,0.0,0.9726,0.95279,0.93755,1.09683,0.84127,0.57911,0.84387
71,0.12989,0.96733,0.0,0.0,0.0,0.0,0.0,0.9726,0.95275,0.9376,1.09722,0.84059,0.57974,0.84387
72,0.12965,0.96698,0.0,0.0,0.0,0.0,0.0,0.9726,0.95276,0.9376,1.09663,0.84063,0.5865,0.84387
73,0.12967,0.96713,0.0,0.0,0.0,0.0,0.0,0.97257,0.95271,0.93755,1.0968,0.84072,0.57783,0.84387
74,0.12949,0.96746,0.0,0.0,0.0,0.0,0.0,0.9726,0.95276,0.93758,1.09695,0.84167,0.58556,0.84387
75,0.12999,0.96725,0.0,0.0,0.0,0.0,0.0,0.97259,0.95276,0.93755,1.09724,0.84075,0.57807,0.84387
76,0.12956,0.96685,0.0,0.0,0.0,0.0,0.0,0.97257,0.95272,0.93754,1.09641,0.84079,0.57718,0.84387
77,0.12956,0.96665,0.0,0.0,0.0,0.0,0.0,0.97264,0.95284,0.93767,1.09621,0.84088,0.57703,0.84387
78,0.12949,0.96721,0.0,0.0,0.0,0.0,0.0,0.97257,0.9527,0.93757,1.09669,0.84095,0.58096,0.84387
79,0.12916,0.96727,0.0,0.0,0.0,0.0,0.0,0.97257,0.95273,0.93753,1.09642,0.84098,0.58096,0.84387
80,0.1296,0.96676,0.0,0.0,0.0,0.0,0.0,0.97262,0.9528,0.93763,1.09636,0.84136,0.58084,0.84387
81,0.12939,0.96671,0.0,0.0,0.0,0.0,0.0,0.97259,0.95278,0.93755,1.0961,0.84096,0.57951,0.84387
