method_name,lead,hz,losses,n_seeds,class,auc_mean,auc_std,f1_0_5_mean,f1_0_5_std,f1_tuned_mean,f1_tuned_std
"I_50hz_bce,ta_mkd,ta_crf,feature_clecg",I,50,"bce,ta_mkd,ta_crf,feature",1,STTC,0.85782,0.0,0.33588,0.0,0.63902,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature_clecg",I,50,"bce,ta_mkd,ta_crf,feature",1,CD,0.8095,0.0,0.57521,0.0,0.57942,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature_clecg",I,50,"bce,ta_mkd,ta_crf,feature",1,HYP,0.72107,0.0,0.09756,0.0,0.31318,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature",I,50,"bce,ta_mkd,ta_crf,feature",1,NORM,0.86166,0.0,0.60131,0.0,0.77253,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature",I,50,"bce,ta_mkd,ta_crf,feature",1,MI,0.73404,0.0,0.5061,0.0,0.52885,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature",I,50,"bce,ta_mkd,ta_crf,feature",1,STTC,0.85733,0.0,0.48378,0.0,0.63692,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature",I,50,"bce,ta_mkd,ta_crf,feature",1,CD,0.7946,0.0,0.54826,0.0,0.56583,0.0
"I_50hz_bce,ta_mkd,ta_crf,feature",I,50,"bce,ta_mkd,ta_crf,feature",1,HYP,0.73061,0.0,0.17949,0.0,0.34839,0.0
ta_II_100hz_from_ta500,II,100,"bce,mkd,crf,feat_from_ta500",1,NORM,0.89578,0.0,0.80198,0.0,0.80702,0.0
ta_II_100hz_from_ta500,II,100,"bce,mkd,crf,feat_from_ta500",1,MI,0.81117,0.0,0.5281,0.0,0.56673,0.0
ta_II_100hz_from_ta500,II,100,"bce,mkd,crf,feat_from_ta500",1,STTC,0.87535,0.0,0.60647,0.0,0.65633,0.0
ta_II_100hz_from_ta500,II,100,"bce,mkd,crf,feat_from_ta500",1,CD,0.85911,0.0,0.66042,0.0,0.67647,0.0
ta_II_100hz_from_ta500,II,100,"bce,mkd,crf,feat_from_ta500",1,HYP,0.76494,0.0,0.27624,0.0,0.38786,0.0
ta_II_500hz_clecg,II,500,"bce,mkd,crf+clecg",1,NORM,0.8937,0.0,0.80419,0.0,0.80657,0.0
ta_II_500hz_clecg,II,500,"bce,mkd,crf+clecg",1,MI,0.82384,0.0,0.56545,0.0,0.5975,0.0
ta_II_500hz_clecg,II,500,"bce,mkd,crf+clecg",1,STTC,0.87258,0.0,0.54386,0.0,0.64557,0.0
ta_II_500hz_clecg,II,500,"bce,mkd,crf+clecg",1,CD,0.86749,0.0,0.67554,0.0,0.68197,0.0
ta_II_500hz_clecg,II,500,"bce,mkd,crf+clecg",1,HYP,0.75822,0.0,0.2865,0.0,0.37596,0.0
ta_II_500hz,II,500,"bce,mkd,crf",1,NORM,0.89494,0.0,0.81053,0.0,0.81094,0.0
ta_II_500hz,II,500,"bce,mkd,crf",1,MI,0.8144,0.0,0.46886,0.0,0.58745,0.0
ta_II_500hz,II,500,"bce,mkd,crf",1,STTC,0.87177,0.0,0.60116,0.0,0.65756,0.0
ta_II_500hz,II,500,"bce,mkd,crf",1,CD,0.8606,0.0,0.66737,0.0,0.66596,0.0
ta_II_500hz,II,500,"bce,mkd,crf",1,HYP,0.76211,0.0,0.23284,0.0,0.37971,0.0
ta_II_500hz_simclr,II,500,"bce,mkd,crf+simclr",1,NORM,0.90021,0.0,0.81871,0.0,0.81839,0.0
ta_II_500hz_simclr,II,500,"bce,mkd,crf+simclr",1,MI,0.82264,0.0,0.55521,0.0,0.59948,0.0
ta_II_500hz_simclr,II,500,"bce,mkd,crf+simclr",1,STTC,0.87503,0.0,0.57283,0.0,0.65509,0.0
ta_II_500hz_simclr,II,500,"bce,mkd,crf+simclr",1,CD,0.86802,0.0,0.69157,0.0,0.67497,0.0
ta_II_500hz_simclr,II,500,"bce,mkd,crf+simclr",1,HYP,0.7661,0.0,0.30617,0.0,0.39645,0.0
ta_I_500hz_clecg,I,500,"bce,mkd,crf+clecg",1,NORM,0.88653,0.0,0.80336,0.0,0.80571,0.0
ta_I_500hz_clecg,I,500,"bce,mkd,crf+clecg",1,MI,0.78024,0.0,0.44755,0.0,0.558,0.0
ta_I_500hz_clecg,I,500,"bce,mkd,crf+clecg",1,STTC,0.88102,0.0,0.65231,0.0,0.67996,0.0
ta_I_500hz_clecg,I,500,"bce,mkd,crf+clecg",1,CD,0.82805,0.0,0.53541,0.0,0.59203,0.0
ta_I_500hz_clecg,I,500,"bce,mkd,crf+clecg",1,HYP,0.80122,0.0,0.45505,0.0,0.44898,0.0
ta_I_500hz,I,500,"bce,mkd,crf",1,NORM,0.88356,0.0,0.70077,0.0,0.78996,0.0
ta_I_500hz,I,500,"bce,mkd,crf",1,MI,0.76697,0.0,0.55413,0.0,0.54398,0.0
ta_I_500hz,I,500,"bce,mkd,crf",1,STTC,0.87796,0.0,0.48627,0.0,0.67448,0.0
ta_I_500hz,I,500,"bce,mkd,crf",1,CD,0.81683,0.0,0.58522,0.0,0.58522,0.0
ta_I_500hz,I,500,"bce,mkd,crf",1,HYP,0.80227,0.0,0.34078,0.0,0.44057,0.0
ta_I_500hz_simclr,I,500,"bce,mkd,crf+simclr",1,NORM,0.88682,0.0,0.79532,0.0,0.79217,0.0
ta_I_500hz_simclr,I,500,"bce,mkd,crf+simclr",1,MI,0.78928,0.0,0.48505,0.0,0.55477,0.0
ta_I_500hz_simclr,I,500,"bce,mkd,crf+simclr",1,STTC,0.87997,0.0,0.60802,0.0,0.67192,0.0
ta_I_500hz_simclr,I,500,"bce,mkd,crf+simclr",1,CD,0.82999,0.0,0.60417,0.0,0.60268,0.0
ta_I_500hz_simclr,I,500,"bce,mkd,crf+simclr",1,HYP,0.80386,0.0,0.41,0.0,0.45283,0.0
ta_ii_500hz,ii,500,"bce,mkd,crf",1,NORM,0.89837,0.0,0.80957,0.0,0.80957,0.0
ta_ii_500hz,ii,500,"bce,mkd,crf",1,MI,0.82033,0.0,0.59016,0.0,0.59016,0.0
ta_ii_500hz,ii,500,"bce,mkd,crf",1,STTC,0.87762,0.0,0.66291,0.0,0.66291,0.0
ta_ii_500hz,ii,500,"bce,mkd,crf",1,CD,0.86818,0.0,0.6729,0.0,0.6729,0.0
ta_ii_500hz,ii,500,"bce,mkd,crf",1,HYP,0.76394,0.0,0.38133,0.0,0.38133,0.0
teacher_12lead_500hz,12,500,bce,1,NORM,0.94014,0.0,0.84883,0.0,0.84883,0.0
teacher_12lead_500hz,12,500,bce,1,MI,0.93008,0.0,0.75891,0.0,0.75891,0.0
teacher_12lead_500hz,12,500,bce,1,STTC,0.92881,0.0,0.75536,0.0,0.75536,0.0
teacher_12lead_500hz,12,500,bce,1,CD,0.92522,0.0,0.75166,0.0,0.75166,0.0
teacher_12lead_500hz,12,500,bce,1,HYP,0.8362,0.0,0.48041,0.0,0.48041,0.0
