epoch,bce,kd,kd_ema,total,val_auc,best_val_auc
32,0.25869,0.06678,0.0407,0.32954,0.84662,0.85032
33,0.25489,0.05965,0.03317,0.31786,0.84529,0.85032
34,0.2521,0.06187,0.0358,0.31755,0.84829,0.85032
35,0.25005,0.05889,0.03395,0.31233,0.84538,0.85032
36,0.24851,0.05839,0.03278,0.31017,0.84586,0.85032
37,0.24775,0.06417,0.03946,0.31586,0.84546,0.85032
38,0.2437,0.059,0.03316,0.30602,0.84846,0.85032
39,0.24344,0.05947,0.03424,0.30633,0.84804,0.85032
40,0.24075,0.05542,0.02973,0.29914,0.84718,0.85032
41,0.23891,0.05599,0.03085,0.29798,0.84754,0.85032
42,0.23657,0.0496,0.02364,0.28854,0.84891,0.85032
43,0.2354,0.05075,0.02443,0.28859,0.84775,0.85032
44,0.23256,0.0456,0.01875,0.28004,0.8485,0.85032
45,0.23305,0.05156,0.02555,0.28716,0.84808,0.85032
46,0.23171,0.04527,0.01919,0.2789,0.84815,0.85032
47,0.23004,0.04538,0.01908,0.27734,0.84449,0.85032
48,0.22983,0.04858,0.02168,0.28058,0.84884,0.85032
49,0.22969,0.04537,0.0191,0.27697,0.84718,0.85032
50,0.22847,0.04654,0.01945,0.27695,0.84658,0.85032
51,0.22807,0.0476,0.02065,0.27773,0.84645,0.85032
52,0.22745,0.04619,0.01911,0.27555,0.8469,0.85032
53,0.22672,0.04609,0.01901,0.27471,0.84767,0.85032
54,0.2263,0.0476,0.02022,0.27592,0.84646,0.85032
55,0.22568,0.04336,0.0163,0.27066,0.84718,0.85032
56,0.22527,0.04268,0.01537,0.26949,0.84689,0.85032
57,0.22436,0.04188,0.01453,0.26769,0.84786,0.85032
58,0.2244,0.04433,0.01735,0.27046,0.84692,0.85032
59,0.2238,0.04118,0.01342,0.26632,0.84744,0.85032
60,0.2234,0.04101,0.01367,0.26578,0.84812,0.85032
61,0.22298,0.04164,0.01394,0.26601,0.84809,0.85032
62,0.22258,0.03917,0.01171,0.26292,0.84769,0.85032
63,0.22311,0.04309,0.01544,0.26774,0.84832,0.85032
64,0.2229,0.04253,0.01477,0.26691,0.84817,0.85032
65,0.22221,0.0401,0.01219,0.26353,0.84755,0.85032
66,0.22218,0.03993,0.01238,0.26335,0.84696,0.85032
67,0.22131,0.03956,0.01138,0.26201,0.84712,0.85032
68,0.2217,0.03946,0.0118,0.26234,0.84737,0.85032
69,0.22128,0.03959,0.01204,0.26208,0.84704,0.85032
70,0.22113,0.03855,0.0105,0.26074,0.84702,0.85032
71,0.22101,0.0392,0.01099,0.26131,0.84674,0.85032
72,0.22093,0.03809,0.00998,0.26002,0.84727,0.85032
73,0.22086,0.03898,0.01085,0.26092,0.84741,0.85032
74,0.22015,0.03588,0.0079,0.25682,0.84779,0.85032
75,0.21995,0.03781,0.00962,0.25873,0.84727,0.85032
76,0.2203,0.03558,0.00754,0.25664,0.84754,0.85032
77,0.21956,0.03601,0.00764,0.25633,0.84726,0.85032
78,0.22017,0.0352,0.00706,0.25607,0.84754,0.85032
79,0.21984,0.03531,0.00687,0.25584,0.84721,0.85032
80,0.21986,0.03642,0.00828,0.2571,0.84736,0.85032
81,0.21905,0.0339,0.00564,0.25351,0.84742,0.85032
82,0.2197,0.03368,0.00548,0.25392,0.84784,0.85032
83,0.21951,0.03533,0.00701,0.25555,0.84735,0.85032
84,0.21934,0.03439,0.006,0.25433,0.84739,0.85032
85,0.21942,0.03544,0.00748,0.2556,0.84752,0.85032
86,0.21905,0.0335,0.00513,0.25306,0.84735,0.85032
87,0.2191,0.03475,0.00622,0.25448,0.84776,0.85032
88,0.21937,0.03566,0.00712,0.25574,0.84731,0.85032
89,0.21926,0.03445,0.00608,0.25432,0.84756,0.85032
90,0.21867,0.03425,0.00579,0.25351,0.84742,0.85032
91,0.21905,0.03421,0.00604,0.25387,0.8476,0.85032
92,0.21916,0.03483,0.0062,0.25461,0.84733,0.85032
93,0.21895,0.03423,0.00569,0.25375,0.84759,0.85032
94,0.21881,0.03407,0.00567,0.25345,0.84747,0.85032
95,0.21835,0.03267,0.00426,0.25144,0.8475,0.85032
96,0.21868,0.03377,0.00529,0.25298,0.84751,0.85032
97,0.21882,0.03363,0.00528,0.25298,0.84754,0.85032
98,0.21905,0.03557,0.00687,0.25531,0.84754,0.85032
99,0.21864,0.03348,0.00517,0.25263,0.84751,0.85032
100,0.21873,0.0326,0.004,0.25174,0.84749,0.85032
