epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.4585,0.8604,0.0,0.0,0.0,1.3189,0.81892,0.81892
2,0.38228,0.32524,0.0,0.0,0.0,0.70752,0.83399,0.83399
3,0.36933,0.24335,0.0,0.0,0.0,0.61268,0.83293,0.83399
4,0.36274,0.21141,0.0,0.0,0.0,0.57414,0.84004,0.84004
5,0.35823,0.19268,0.0,0.0,0.0,0.55091,0.83627,0.84004
6,0.35293,0.1826,0.0,0.0,0.0,0.53553,0.84128,0.84128
7,0.3511,0.17014,0.0,0.0,0.0,0.52124,0.84182,0.84182
8,0.34684,0.15884,0.0,0.0,0.0,0.50568,0.84178,0.84182
9,0.34298,0.15753,0.0,0.0,0.0,0.50051,0.84556,0.84556
10,0.34265,0.15272,0.0,0.0,0.0,0.49537,0.84636,0.84636
11,0.33888,0.15094,0.0,0.0,0.0,0.48982,0.84646,0.84646
12,0.33657,0.14235,0.0,0.0,0.0,0.47892,0.84439,0.84646
13,0.33612,0.15427,0.0,0.0,0.0,0.49039,0.84562,0.84646
14,0.33415,0.14628,0.0,0.0,0.0,0.48043,0.84419,0.84646
15,0.33266,0.14409,0.0,0.0,0.0,0.47675,0.84247,0.84646
16,0.33145,0.14407,0.0,0.0,0.0,0.47552,0.84779,0.84779
17,0.32986,0.14584,0.0,0.0,0.0,0.47571,0.84442,0.84779
18,0.32679,0.137,0.0,0.0,0.0,0.4638,0.84644,0.84779
19,0.32486,0.13539,0.0,0.0,0.0,0.46025,0.84585,0.84779
20,0.32136,0.13117,0.0,0.0,0.0,0.45254,0.84557,0.84779
21,0.31967,0.13488,0.0,0.0,0.0,0.45455,0.84866,0.84866
22,0.31556,0.12968,0.0,0.0,0.0,0.44524,0.84632,0.84866
23,0.31348,0.13297,0.0,0.0,0.0,0.44646,0.84516,0.84866
24,0.31114,0.12938,0.0,0.0,0.0,0.44052,0.84897,0.84897
25,0.30907,0.13051,0.0,0.0,0.0,0.43958,0.84607,0.84897
26,0.3075,0.13165,0.0,0.0,0.0,0.43915,0.84741,0.84897
27,0.30304,0.12888,0.0,0.0,0.0,0.43192,0.84696,0.84897
28,0.30406,0.13247,0.0,0.0,0.0,0.43653,0.84623,0.84897
29,0.29999,0.13131,0.0,0.0,0.0,0.4313,0.84844,0.84897
30,0.2983,0.13017,0.0,0.0,0.0,0.42847,0.84707,0.84897
31,0.29607,0.13168,0.0,0.0,0.0,0.42774,0.84849,0.84897
32,0.29502,0.13482,0.0,0.0,0.0,0.42984,0.84656,0.84897
33,0.29278,0.13086,0.0,0.0,0.0,0.42365,0.84605,0.84897
34,0.29044,0.13315,0.0,0.0,0.0,0.42359,0.84812,0.84897
35,0.28679,0.1291,0.0,0.0,0.0,0.41589,0.84626,0.84897
36,0.2854,0.13165,0.0,0.0,0.0,0.41705,0.8467,0.84897
