epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45887,0.84325,0.0,0.0,0.0,1.30212,0.82161,0.82161
2,0.38381,0.32231,0.0,0.0,0.0,0.70612,0.83223,0.83223
3,0.37187,0.24563,0.0,0.0,0.0,0.61749,0.83412,0.83412
4,0.36461,0.20908,0.0,0.0,0.0,0.57368,0.83969,0.83969
5,0.36193,0.19703,0.0,0.0,0.0,0.55897,0.84147,0.84147
6,0.35681,0.18584,0.0,0.0,0.0,0.54265,0.84127,0.84147
7,0.35392,0.17234,0.0,0.0,0.0,0.52626,0.84346,0.84346
8,0.3508,0.15966,0.0,0.0,0.0,0.51047,0.84301,0.84346
9,0.3466,0.15529,0.0,0.0,0.0,0.50189,0.84644,0.84644
10,0.34552,0.14955,0.0,0.0,0.0,0.49507,0.84764,0.84764
11,0.34223,0.14964,0.0,0.0,0.0,0.49187,0.84498,0.84764
12,0.34013,0.13991,0.0,0.0,0.0,0.48004,0.8449,0.84764
13,0.33923,0.1514,0.0,0.0,0.0,0.49062,0.84822,0.84822
14,0.3375,0.14332,0.0,0.0,0.0,0.48082,0.84506,0.84822
15,0.33515,0.13752,0.0,0.0,0.0,0.47266,0.8455,0.84822
16,0.33435,0.14008,0.0,0.0,0.0,0.47442,0.84745,0.84822
17,0.33302,0.14209,0.0,0.0,0.0,0.47512,0.84553,0.84822
18,0.3296,0.13073,0.0,0.0,0.0,0.46033,0.84711,0.84822
19,0.32781,0.12961,0.0,0.0,0.0,0.45741,0.84831,0.84831
20,0.32482,0.12472,0.0,0.0,0.0,0.44954,0.84779,0.84831
21,0.32249,0.12815,0.0,0.0,0.0,0.45064,0.84977,0.84977
22,0.31864,0.12416,0.0,0.0,0.0,0.44281,0.84746,0.84977
23,0.31652,0.12435,0.0,0.0,0.0,0.44087,0.84906,0.84977
24,0.31414,0.12278,0.0,0.0,0.0,0.43692,0.85076,0.85076
25,0.31197,0.12329,0.0,0.0,0.0,0.43527,0.84843,0.85076
26,0.3101,0.12173,0.0,0.0,0.0,0.43182,0.84832,0.85076
27,0.30478,0.12023,0.0,0.0,0.0,0.425,0.84887,0.85076
28,0.30604,0.12408,0.0,0.0,0.0,0.43012,0.84806,0.85076
29,0.30266,0.12362,0.0,0.0,0.0,0.42628,0.84974,0.85076
30,0.30137,0.1221,0.0,0.0,0.0,0.42347,0.84798,0.85076
31,0.29871,0.12433,0.0,0.0,0.0,0.42305,0.84957,0.85076
32,0.29716,0.12482,0.0,0.0,0.0,0.42199,0.85044,0.85076
33,0.29489,0.12211,0.0,0.0,0.0,0.417,0.84764,0.85076
34,0.29281,0.12471,0.0,0.0,0.0,0.41751,0.84852,0.85076
35,0.28933,0.11891,0.0,0.0,0.0,0.40824,0.84848,0.85076
36,0.28759,0.12172,0.0,0.0,0.0,0.40931,0.84739,0.85076
37,0.28675,0.12218,0.0,0.0,0.0,0.40893,0.84766,0.85076
38,0.28411,0.12165,0.0,0.0,0.0,0.40576,0.85,0.85076
39,0.2827,0.12185,0.0,0.0,0.0,0.40455,0.84713,0.85076
40,0.28022,0.11824,0.0,0.0,0.0,0.39845,0.8493,0.85076
41,0.27904,0.12326,0.0,0.0,0.0,0.4023,0.84937,0.85076
42,0.27912,0.12255,0.0,0.0,0.0,0.40166,0.84961,0.85076
43,0.27542,0.11963,0.0,0.0,0.0,0.39505,0.84832,0.85076
44,0.27478,0.11988,0.0,0.0,0.0,0.39466,0.84824,0.85076
45,0.27255,0.12154,0.0,0.0,0.0,0.39409,0.84831,0.85076
46,0.27248,0.12225,0.0,0.0,0.0,0.39473,0.84958,0.85076
47,0.27379,0.12385,0.0,0.0,0.0,0.39764,0.84856,0.85076
48,0.27253,0.1221,0.0,0.0,0.0,0.39463,0.84989,0.85076
49,0.2695,0.1209,0.0,0.0,0.0,0.3904,0.84943,0.85076
50,0.26833,0.12192,0.0,0.0,0.0,0.39026,0.84912,0.85076
51,0.26879,0.123,0.0,0.0,0.0,0.39179,0.84941,0.85076
52,0.26758,0.1205,0.0,0.0,0.0,0.38808,0.85057,0.85076
53,0.26455,0.11923,0.0,0.0,0.0,0.38379,0.84938,0.85076
54,0.26537,0.12074,0.0,0.0,0.0,0.38611,0.84893,0.85076
55,0.26524,0.12023,0.0,0.0,0.0,0.38547,0.84959,0.85076
56,0.26442,0.12179,0.0,0.0,0.0,0.38621,0.85006,0.85076
57,0.26431,0.1222,0.0,0.0,0.0,0.38651,0.84919,0.85076
58,0.2646,0.12246,0.0,0.0,0.0,0.38706,0.84994,0.85076
59,0.26219,0.12027,0.0,0.0,0.0,0.38246,0.84922,0.85076
60,0.26299,0.12244,0.0,0.0,0.0,0.38543,0.85022,0.85076
61,0.26205,0.12124,0.0,0.0,0.0,0.38329,0.84961,0.85076
62,0.26176,0.12132,0.0,0.0,0.0,0.38308,0.84919,0.85076
63,0.26116,0.12069,0.0,0.0,0.0,0.38185,0.84935,0.85076
64,0.26091,0.11976,0.0,0.0,0.0,0.38067,0.84986,0.85076
