epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
65,0.26102,0.12189,0.0,0.0,0.0,0.38291,0.84882,0.85076
66,0.26045,0.1206,0.0,0.0,0.0,0.38105,0.84948,0.85076
67,0.26013,0.121,0.0,0.0,0.0,0.38112,0.84975,0.85076
68,0.25991,0.11959,0.0,0.0,0.0,0.37951,0.84938,0.85076
69,0.25949,0.1181,0.0,0.0,0.0,0.3776,0.85027,0.85076
70,0.25887,0.12132,0.0,0.0,0.0,0.38019,0.84953,0.85076
71,0.25909,0.12024,0.0,0.0,0.0,0.37933,0.8493,0.85076
72,0.25813,0.11954,0.0,0.0,0.0,0.37767,0.85003,0.85076
73,0.2586,0.11911,0.0,0.0,0.0,0.37771,0.84984,0.85076
74,0.25815,0.11932,0.0,0.0,0.0,0.37747,0.8495,0.85076
75,0.25885,0.12171,0.0,0.0,0.0,0.38056,0.84962,0.85076
76,0.25828,0.1199,0.0,0.0,0.0,0.37817,0.84949,0.85076
77,0.25799,0.11965,0.0,0.0,0.0,0.37765,0.84985,0.85076
78,0.25791,0.11947,0.0,0.0,0.0,0.37737,0.84971,0.85076
79,0.2577,0.11956,0.0,0.0,0.0,0.37726,0.8494,0.85076
80,0.2577,0.1191,0.0,0.0,0.0,0.37681,0.84984,0.85076
81,0.25754,0.11804,0.0,0.0,0.0,0.37559,0.84988,0.85076
82,0.25707,0.11898,0.0,0.0,0.0,0.37605,0.84954,0.85076
83,0.25759,0.11918,0.0,0.0,0.0,0.37676,0.84969,0.85076
84,0.25662,0.1184,0.0,0.0,0.0,0.37502,0.84974,0.85076
85,0.25731,0.11726,0.0,0.0,0.0,0.37456,0.84943,0.85076
86,0.25672,0.1194,0.0,0.0,0.0,0.37612,0.84992,0.85076
87,0.25648,0.11935,0.0,0.0,0.0,0.37583,0.84988,0.85076
88,0.25601,0.11757,0.0,0.0,0.0,0.37358,0.84968,0.85076
89,0.25684,0.11895,0.0,0.0,0.0,0.37579,0.84987,0.85076
90,0.2573,0.1184,0.0,0.0,0.0,0.37571,0.84978,0.85076
91,0.25664,0.11784,0.0,0.0,0.0,0.37449,0.84994,0.85076
92,0.2561,0.11823,0.0,0.0,0.0,0.37433,0.84973,0.85076
93,0.25669,0.11795,0.0,0.0,0.0,0.37464,0.84976,0.85076
94,0.25577,0.11815,0.0,0.0,0.0,0.37392,0.84989,0.85076
95,0.25659,0.11829,0.0,0.0,0.0,0.37488,0.84974,0.85076
96,0.25621,0.11802,0.0,0.0,0.0,0.37424,0.84979,0.85076
97,0.256,0.11738,0.0,0.0,0.0,0.37338,0.84975,0.85076
98,0.25663,0.11766,0.0,0.0,0.0,0.37429,0.84977,0.85076
99,0.25576,0.11751,0.0,0.0,0.0,0.37327,0.84975,0.85076
100,0.25611,0.11766,0.0,0.0,0.0,0.37377,0.84981,0.85076
