epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45955,0.83747,0.0,0.0,0.0,1.29701,0.82127,0.82127
2,0.38478,0.31932,0.0,0.0,0.0,0.7041,0.83117,0.83117
3,0.37297,0.24248,0.0,0.0,0.0,0.61545,0.83382,0.83382
4,0.36574,0.20599,0.0,0.0,0.0,0.57173,0.84011,0.84011
5,0.363,0.1934,0.0,0.0,0.0,0.5564,0.84139,0.84139
6,0.35757,0.17946,0.0,0.0,0.0,0.53703,0.84058,0.84139
7,0.35502,0.16835,0.0,0.0,0.0,0.52337,0.84351,0.84351
8,0.35213,0.15631,0.0,0.0,0.0,0.50843,0.84346,0.84351
9,0.34794,0.15079,0.0,0.0,0.0,0.49873,0.84635,0.84635
10,0.34661,0.14443,0.0,0.0,0.0,0.49104,0.84797,0.84797
11,0.34355,0.1442,0.0,0.0,0.0,0.48775,0.84504,0.84797
12,0.34174,0.13469,0.0,0.0,0.0,0.47643,0.8445,0.84797
13,0.34056,0.14516,0.0,0.0,0.0,0.48571,0.84794,0.84797
14,0.33888,0.13747,0.0,0.0,0.0,0.47635,0.84484,0.84797
15,0.33636,0.13119,0.0,0.0,0.0,0.46755,0.84503,0.84797
16,0.33494,0.13217,0.0,0.0,0.0,0.46711,0.84646,0.84797
17,0.33432,0.13684,0.0,0.0,0.0,0.47115,0.84565,0.84797
18,0.33108,0.12514,0.0,0.0,0.0,0.45622,0.84643,0.84797
19,0.32909,0.1227,0.0,0.0,0.0,0.45178,0.84771,0.84797
20,0.32621,0.11874,0.0,0.0,0.0,0.44494,0.84762,0.84797
21,0.32363,0.12153,0.0,0.0,0.0,0.44516,0.85016,0.85016
22,0.31992,0.11753,0.0,0.0,0.0,0.43745,0.84835,0.85016
23,0.31782,0.11748,0.0,0.0,0.0,0.4353,0.84873,0.85016
24,0.31526,0.11613,0.0,0.0,0.0,0.43139,0.85076,0.85076
25,0.3135,0.11737,0.0,0.0,0.0,0.43087,0.84869,0.85076
26,0.31155,0.11514,0.0,0.0,0.0,0.42669,0.84823,0.85076
27,0.30624,0.11299,0.0,0.0,0.0,0.41923,0.84857,0.85076
