epoch,bce,kd,crf,feat,att,total,val_auc,best_val_auc
1,0.45936,0.85772,0.0,0.0,0.0,1.31708,0.81761,0.81761
2,0.38286,0.31617,0.0,0.0,0.0,0.69903,0.83391,0.83391
3,0.36988,0.23185,0.0,0.0,0.0,0.60173,0.83331,0.83391
4,0.3631,0.19931,0.0,0.0,0.0,0.56241,0.84006,0.84006
5,0.35832,0.1799,0.0,0.0,0.0,0.53822,0.83584,0.84006
6,0.3531,0.16932,0.0,0.0,0.0,0.52242,0.83996,0.84006
7,0.35142,0.15815,0.0,0.0,0.0,0.50957,0.84063,0.84063
8,0.34698,0.14693,0.0,0.0,0.0,0.4939,0.84117,0.84117
9,0.34292,0.14494,0.0,0.0,0.0,0.48786,0.84471,0.84471
10,0.34266,0.13991,0.0,0.0,0.0,0.48258,0.8448,0.8448
11,0.33884,0.1393,0.0,0.0,0.0,0.47814,0.84474,0.8448
12,0.33722,0.13408,0.0,0.0,0.0,0.47131,0.84392,0.8448
13,0.33668,0.14196,0.0,0.0,0.0,0.47863,0.84523,0.84523
14,0.33403,0.1336,0.0,0.0,0.0,0.46762,0.84344,0.84523
15,0.33235,0.13183,0.0,0.0,0.0,0.46418,0.84173,0.84523
16,0.33117,0.13243,0.0,0.0,0.0,0.4636,0.84704,0.84704
17,0.33001,0.13474,0.0,0.0,0.0,0.46475,0.84279,0.84704
18,0.32706,0.12671,0.0,0.0,0.0,0.45377,0.8439,0.84704
19,0.32494,0.12426,0.0,0.0,0.0,0.4492,0.845,0.84704
20,0.32122,0.12021,0.0,0.0,0.0,0.44143,0.84409,0.84704
21,0.31993,0.1242,0.0,0.0,0.0,0.44413,0.84647,0.84704
22,0.31603,0.11935,0.0,0.0,0.0,0.43538,0.84585,0.84704
23,0.31371,0.12274,0.0,0.0,0.0,0.43645,0.84461,0.84704
24,0.31175,0.11934,0.0,0.0,0.0,0.4311,0.8472,0.8472
25,0.30934,0.12002,0.0,0.0,0.0,0.42936,0.84441,0.8472
26,0.30821,0.12181,0.0,0.0,0.0,0.43001,0.84662,0.8472
27,0.30396,0.11933,0.0,0.0,0.0,0.42329,0.84504,0.8472
28,0.30438,0.12253,0.0,0.0,0.0,0.42692,0.84447,0.8472
29,0.30017,0.12058,0.0,0.0,0.0,0.42076,0.84641,0.8472
30,0.29828,0.11966,0.0,0.0,0.0,0.41794,0.84619,0.8472
31,0.29543,0.12004,0.0,0.0,0.0,0.41547,0.84676,0.8472
32,0.29476,0.12467,0.0,0.0,0.0,0.41943,0.84532,0.8472
33,0.29268,0.1204,0.0,0.0,0.0,0.41308,0.8453,0.8472
34,0.29052,0.12338,0.0,0.0,0.0,0.4139,0.84727,0.84727
